target_fpir,method,split_count,target_met_split_count,fpir_min,fpir_median,fpir_max,tpir_min,tpir_median,tpir_max,non_mated,mated,false_accept_min,false_accept_max,true_identification_min,true_identification_max,fpir_wilson_low_min,fpir_wilson_high_max,tpir_cluster_low_min,tpir_cluster_high_max,fallback_count_max,fallback_fraction_max,faithfulness_status,all_seeds_met
0.2,global_safe,1,0,0.285545023697,0.285545023697,0.285545023697,0.978991596639,0.978991596639,0.978991596639,1688,476,482,482,466,466,0.264503939335,0.30755998177,0.966367174026,0.9896913842,,,,False
0.2,plus_both,1,0,0.303909952607,0.303909952607,0.303909952607,0.978991596639,0.978991596639,0.978991596639,1688,476,513,513,466,466,0.282434055697,0.326276325202,0.966367174026,0.9896913842,0,0,failed,False
0.2,plus_entropy,1,0,0.280213270142,0.280213270142,0.280213270142,0.978991596639,0.978991596639,0.978991596639,1688,476,473,473,466,466,0.25930645807,0.302118168255,0.966367174026,0.9896913842,0,0,failed,False
0.2,plus_outside,1,0,0.303317535545,0.303317535545,0.303317535545,0.978991596639,0.978991596639,0.978991596639,1688,476,512,512,466,466,0.281855010398,0.325673226637,0.966367174026,0.9896913842,0,0,failed,False
0.3,continuous_fiqa,1,0,0.386848341232,0.386848341232,0.386848341232,0.978991596639,0.978991596639,0.978991596639,1688,476,653,653,466,466,0.363896647534,0.410313874375,0.966367174026,0.9896913842,,,,False
0.3,fiqa_2bin,1,0,0.383293838863,0.383293838863,0.383293838863,0.978991596639,0.978991596639,0.978991596639,1688,476,647,647,466,466,0.360390125945,0.406727532778,0.966367174026,0.9896913842,,,,False
0.3,fiqa_5bin,1,0,0.373815165877,0.373815165877,0.373815165877,0.978991596639,0.978991596639,0.978991596639,1688,476,631,631,466,466,0.351045807822,0.397157549071,0.966367174026,0.9896913842,,,,False
0.3,global_safe,1,0,0.39691943128,0.39691943128,0.39691943128,0.978991596639,0.978991596639,0.978991596639,1688,476,670,670,466,466,0.373838828852,0.420468138751,0.966367174026,0.9896913842,,,,False
0.3,plus_both,1,0,0.402251184834,0.402251184834,0.402251184834,0.978991596639,0.978991596639,0.978991596639,1688,476,679,679,466,466,0.379106512081,0.425839750301,0.966367174026,0.9896913842,0,0,failed,False
0.3,plus_entropy,1,0,0.389218009479,0.389218009479,0.389218009479,0.978991596639,0.978991596639,0.978991596639,1688,476,657,657,466,466,0.366235051054,0.412704046312,0.966367174026,0.9896913842,0,0,failed,False
0.3,plus_outside,1,0,0.39691943128,0.39691943128,0.39691943128,0.978991596639,0.978991596639,0.978991596639,1688,476,670,670,466,466,0.373838828852,0.420468138751,0.966367174026,0.9896913842,0,0,failed,False
