method,target_fpir,split_count,target_met_split_count,fpir_min,fpir_median,fpir_max,tpir_min,tpir_median,tpir_max
continuous_fiqa,0.01,20,0,0.010399553131366234,0.012991226917263586,0.013677137412104882,0.0010260993330354336,0.0014232990748556014,0.0015391489995531503
continuous_fiqa,0.05,20,3,0.045894394427285275,0.052774035618058754,0.05394460143260827,0.006984095460337951,0.008117769723449679,0.008291544610496002
continuous_fiqa,0.1,20,20,0.08941479923769469,0.0969187421962279,0.09887789971742131,0.013637191135825762,0.014563990533406153,0.014894990318256293
continuous_fiqa,0.2,20,20,0.17640632187684827,0.18609532102254056,0.18854734836038642,0.026000033099978486,0.02721645730930275,0.02757228207801665
continuous_fiqa,0.3,20,20,0.26510645988039694,0.278196260760991,0.279941841361635,0.0376181255482184,0.03932277444019661,0.03973652417125929
continuous_fiqa_margin,0.01,20,0,0.011451008740224748,0.013303377801143459,0.013849641847933233,0.0008274994621253496,0.0011667742415967428,0.0012908991609155455
continuous_fiqa_margin,0.05,20,3,0.04539331011368864,0.05259331668528619,0.053755668002891506,0.005643546331694884,0.006677920659351571,0.007166145342005528
continuous_fiqa_margin,0.1,20,20,0.08932443977130841,0.09673802326345535,0.09862325031215088,0.012677291759760356,0.013670291114310775,0.014117140823858464
continuous_fiqa_margin,0.2,20,20,0.17619274495629889,0.18604603404087533,0.18868699480843792,0.025338033530278206,0.02667858265892127,0.027274382271651524
continuous_fiqa_margin,0.3,20,20,0.2647614510087402,0.2780976867976605,0.28003220082802127,0.037204375817155716,0.038975224666103966,0.039488274332621684
continuous_fiqa_margin_distortion,0.01,20,0,0.011344220279950057,0.012929618190182034,0.013759282381546955,0.0006950995481852937,0.0008357744567466031,0.0009267993975803915
continuous_fiqa_margin_distortion,0.05,20,0,0.05060951567326017,0.05691414207793914,0.0590540185319051,0.005262896579117223,0.005949721132681263,0.006222795955182629
continuous_fiqa_margin_distortion,0.1,20,1,0.09969113491489781,0.1078481303804955,0.11043569691792075,0.011601542458997402,0.012619366797411581,0.01315724144779306
continuous_fiqa_margin_distortion,0.2,20,4,0.1938456988894,0.20608529933626865,0.20824571203259512,0.02321963490723731,0.024634658987471657,0.025023583734670573
continuous_fiqa_margin_distortion,0.3,20,9,0.2831372806729316,0.3005930866793718,0.30278635736347503,0.033993677904109364,0.035905201661618924,0.03626102643033282
continuous_fiqa_runnerup,0.01,20,8,0.007598409673391602,0.010420089373726753,0.01101564040218177,0.00627244592291015,0.007058570411929232,0.0072323452989755555
continuous_fiqa_runnerup,0.05,20,4,0.04642012223171453,0.05112292173227312,0.05221955707432477,0.01216424209324264,0.01263591678665409,0.012743491716730384
continuous_fiqa_runnerup,0.1,20,2,0.09804823552605639,0.10322336860090689,0.1041680357494907,0.015838339705079193,0.016152789500686826,0.016252089436141866
continuous_fiqa_runnerup,0.2,20,2,0.19697542222514294,0.20297200499441415,0.20422882302687784,0.020604736606921206,0.02091918640252884,0.02101848633798388
continuous_fiqa_runnerup,0.3,20,2,0.2970033515147532,0.3025892094368141,0.3039938884142735,0.024394684143455306,0.024502259073531603,0.024576734025122882
fiqa_2bin,0.01,20,0,0.011697443648550963,0.0140426825261221,0.014564303082079254,0.0009267993975803915,0.0012495241878092778,0.0012908991609155455
fiqa_2bin,0.05,20,5,0.04532759413813498,0.051114707235328904,0.05249884997042781,0.0059083461595749965,0.006785495589427867,0.007116495374278007
fiqa_2bin,0.1,20,20,0.08511861733587435,0.09235148189524874,0.09435171190116318,0.01155189249126988,0.012908991609155453,0.013339291329460636
fiqa_2bin,0.2,20,20,0.16668857199185122,0.17807797200499442,0.18144180850364724,0.023434784767389902,0.025023583734670573,0.025437333465733247
fiqa_2bin,0.3,20,20,0.2541318919629362,0.26662614181507527,0.27079089176578824,0.03554937689290502,0.03737815070420204,0.0380980752362511
fiqa_5bin,0.01,20,0,0.010867779457186042,0.012666754287967406,0.013217125583229282,0.0009598993760654055,0.0012908991609155455,0.0014563990533406153
fiqa_5bin,0.05,20,3,0.04758658079779194,0.05258510218834199,0.05365709403956102,0.006355195869122685,0.007273720272081823,0.007464045148370653
fiqa_5bin,0.1,20,20,0.09097555365709403,0.09628622593152394,0.09857396333048564,0.012429041921122751,0.013430316270294423,0.013769591049765818
fiqa_5bin,0.2,20,20,0.17556022869159493,0.1829861339291582,0.185992639810738,0.02444433411118283,0.025644208331264587,0.02639723284179865
fiqa_5bin,0.3,20,20,0.26717651311033713,0.2751692186370507,0.27908753367943745,0.037866375386856,0.038859374741406424,0.03935587441868163
global_safe,0.01,20,0,0.011262075310507984,0.013931786817375304,0.014679306039298153,0.0008771494298528706,0.0011584992469754894,0.0012743491716730383
global_safe,0.05,20,4,0.04536866662285602,0.051927942432805414,0.053057435762633894,0.005842146202604969,0.0069013455141254156,0.006967545471095443
global_safe,0.1,20,20,0.08569363212196886,0.09418742196227903,0.09572353289084576,0.011436042566572331,0.01256971682968406,0.012776591695215398
global_safe,0.2,20,20,0.16626141815075246,0.17791778931458235,0.1805053558520076,0.022359035466626948,0.023997484401635138,0.02426228422951525
global_safe,0.3,20,20,0.2500082144969442,0.2663591706643885,0.27091410921995135,0.03334822832365159,0.03521010211343363,0.03569832679608758
