schema_version,metric_contract,rank_k,model_uid,method,target_fpir,score_space,test_probe_count,test_non_mated_count,test_mated_count,false_accept_count,true_identification_at_rank_k_count,realized_fpir,fpir_wilson95_low,fpir_wilson95_high,tpir_at_rank_k,tpir_at_rank_k_wilson95_low,tpir_at_rank_k_wilson95_high,target_met_on_test,target_met_by_wilson_upper,threshold_fit_on_test,partition_seed,tpir_cluster95_low,tpir_cluster95_high
2,genuine-score-topk-v2,20,conditional-threshold-fc21032a8defc87701a7d2c9,global_safe,0.01,negative_squared_l2_adc,182159,121736,60423,1686,70,0.013849641847933233,0.01320832133753788,0.014521642972975824,0.0011584992469754894,0.00091713922468127,0.0014632840333954952,False,False,False,0,0.000485063150735558,0.001962236474728758
2,genuine-score-topk-v2,20,conditional-threshold-9dd5f51e49fbcbfd3a7cf91c,fiqa_2bin,0.01,negative_squared_l2_adc,182159,121736,60423,1589,64,0.01305283564434514,0.012430441215486985,0.013705960973741866,0.0010591993115204475,0.0008296322688094997,0.001352203743760189,False,False,False,0,0.0004599876430854426,0.0017813109134384919
2,genuine-score-topk-v2,20,conditional-threshold-c73421248e54972a82983dc6,fiqa_5bin,0.01,negative_squared_l2_adc,182159,121736,60423,1431,70,0.011754945127160413,0.011164711023998169,0.01237599203983886,0.0011584992469754894,0.00091713922468127,0.0014632840333954952,False,False,False,0,0.0006237418367986829,0.0018337445329512886
2,genuine-score-topk-v2,20,continuous-threshold-6a156326eacb8208e8e7bd6d,continuous_fiqa,0.01,negative_squared_l2_adc,182159,121736,60423,1568,86,0.01288033120851679,0.012262112585874719,0.013529291618333699,0.0014232990748556014,0.0011527399628053926,0.0017572492832902426,False,False,False,0,0.0008522006528713328,0.00211798715749918
2,genuine-score-topk-v2,20,continuous-threshold-e74de3561752e3c0f2d318ec,continuous_fiqa_margin,0.01,negative_squared_l2_adc,182159,121736,60423,1586,67,0.01302819215351252,0.012406392507003932,0.013680724255793428,0.0011088492792479686,0.000873320465022582,0.001407809170300645,False,False,False,0,0.0005326302436348744,0.0017937167899508923
2,genuine-score-topk-v2,20,continuous-threshold-ac6b669b27ebfb1879371f8f,continuous_fiqa_margin_distortion,0.01,negative_squared_l2_adc,182159,121736,60423,1653,53,0.013578563448774396,0.012943616591471164,0.014244208028296146,0.0008771494298528706,0.000670719888639382,0.0011470395071673336,False,False,False,0,0.00039255553810337804,0.0014712262412980178
2,genuine-score-topk-v2,20,continuous-threshold-8e09434e4907d4ee8a235e7c,continuous_fiqa_runnerup,0.01,negative_squared_l2_adc,182159,121736,60423,1105,407,0.009077019123348885,0.008559535053819536,0.009625485004462211,0.006735845621700346,0.006114278842111036,0.007420128038613177,True,True,False,0,0.004410637714749161,0.009541143214988083
2,genuine-score-topk-v2,20,conditional-threshold-ef85f4670b2e2cf5b855ce26,global_safe,0.05,negative_squared_l2_adc,182159,121736,60423,6186,406,0.05081487809686535,0.049595290257627676,0.05206281370012148,0.006719295632457839,0.006098525193627568,0.007402783812845468,False,False,False,0,0.004099327246395046,0.010119465168547287
2,genuine-score-topk-v2,20,conditional-threshold-c3aa1e6bad720524af60dab4,fiqa_2bin,0.05,negative_squared_l2_adc,182159,121736,60423,5955,391,0.0489173293027535,0.04771984329095396,0.05014328283157043,0.006471045793820234,0.0058623422952985135,0.00714249859740683,True,False,False,0,0.0038503792416346655,0.009868481920250768
2,genuine-score-topk-v2,20,conditional-threshold-6e736b11246b497e578ecd74,fiqa_5bin,0.05,negative_squared_l2_adc,182159,121736,60423,6008,410,0.04935269764079648,0.04815009709723706,0.050583738225577,0.006785495589427867,0.006161545738008698,0.0074721547654690535,True,False,False,0,0.004583242311728881,0.009513676214430443
2,genuine-score-topk-v2,20,continuous-threshold-ed0415d47e8a2e69a5c82e23,continuous_fiqa,0.05,negative_squared_l2_adc,182159,121736,60423,6256,470,0.05138989288295985,0.050163702934502674,0.052644394306647926,0.0077784949439782865,0.007108624811157369,0.008510948147391147,False,False,False,0,0.005313586365039428,0.010846691825174698
2,genuine-score-topk-v2,20,continuous-threshold-5996fdc5e355d5248483d6e1,continuous_fiqa_margin,0.05,negative_squared_l2_adc,182159,121736,60423,6232,390,0.05119274495629888,0.04996881369459708,0.052445000135101595,0.006454495804577727,0.005846605064197078,0.007125137954257087,False,False,False,0,0.004160893455662493,0.009466867393653093
2,genuine-score-topk-v2,20,continuous-threshold-cf3678dd76bb7a6f6d45706e,continuous_fiqa_margin_distortion,0.05,negative_squared_l2_adc,182159,121736,60423,6900,354,0.05668002891502924,0.05539504074058822,0.057992994707855614,0.0058586961918474754,0.005280803499988853,0.006499416045422854,False,False,False,0,0.003791543310078566,0.008443522234778969
2,genuine-score-topk-v2,20,continuous-threshold-95b41ab66761e8d15e0c804a,continuous_fiqa_runnerup,0.05,negative_squared_l2_adc,182159,121736,60423,5992,750,0.04922126568968916,0.048020206381128555,0.05045077333405089,0.012412491931880244,0.011560169026442723,0.013326808722436018,True,False,False,0,0.00910155228605772,0.01614778811008966
2,genuine-score-topk-v2,20,conditional-threshold-b4032750d4d05f8c9ad885f9,global_safe,0.1,negative_squared_l2_adc,182159,121736,60423,11129,740,0.09141913649208122,0.08981303285864328,0.09305102538272472,0.012246992039455175,0.011400507119368538,0.013155491886998409,True,True,False,0,0.007860347422829183,0.01801147686443759
2,genuine-score-topk-v2,20,conditional-threshold-6e00a0f02afa1d43ed872af1,fiqa_2bin,0.1,negative_squared_l2_adc,182159,121736,60423,10780,752,0.08855227705855294,0.08696933747466215,0.09016118282517585,0.012445591910365258,0.011592106251430638,0.013361067245950459,True,True,False,0,0.007983549975694521,0.01813081278825933
2,genuine-score-topk-v2,20,conditional-threshold-19ae2ee852d2c8ed7be96615,fiqa_5bin,0.1,negative_squared_l2_adc,182159,121736,60423,11328,794,0.09305382138397844,0.09143472676424823,0.0946985980970753,0.013140691458550551,0.01226314813810654,0.01408013607782409,True,True,False,0,0.009201790086821704,0.017830435143961303
2,genuine-score-topk-v2,20,continuous-threshold-e546c93ae30dd2b29ae7b28f,continuous_fiqa,0.1,negative_squared_l2_adc,182159,121736,60423,11506,851,0.09451600184004731,0.09288541692942152,0.09617217656683709,0.01408404084537345,0.013174880693791215,0.015054982354456643,True,True,False,0,0.01014422235635426,0.019148915593956376
