partition_seed,target_fpir,reference_method,candidate_method,metric,reference_successes,candidate_successes,both_successes,total,candidate_minus_reference,paired_bootstrap95_low,paired_bootstrap95_high,resampling_unit,resamples,bootstrap_seed
0,0.01,global_safe,fiqa_2bin,fpir,1686,1589,1589,121736,-0.0007968062035880923,-0.0009693106394164421,-0.0006407307616481567,query,2000,8972
0,0.01,global_safe,fiqa_2bin,tpir_at_rank_k,70,64,64,60423,-9.929993545504196e-05,-0.00023509501195603937,0.0,mated_identity_cluster,2000,8972
0,0.01,global_safe,fiqa_5bin,fpir,1686,1431,1163,121736,-0.00209469672077282,-0.002530270421239403,-0.0016346848918972203,query,2000,8972
0,0.01,global_safe,fiqa_5bin,tpir_at_rank_k,70,70,38,60423,0.0,-0.0004244127076947341,0.00037186335063247455,mated_identity_cluster,2000,8972
0,0.01,global_safe,continuous_fiqa,fpir,1686,1568,1347,121736,-0.0009693106394164421,-0.0013720263521061968,-0.0006076674114477241,query,2000,8972
0,0.01,global_safe,continuous_fiqa,tpir_at_rank_k,70,86,51,60423,0.0002647998278801119,-6.404856878495469e-05,0.0006301498070630672,mated_identity_cluster,2000,8972
0,0.01,global_safe,continuous_fiqa_margin,fpir,1686,1586,1328,121736,-0.0008214496944207137,-0.0012321745416310704,-0.0004351629756193742,query,2000,8972
0,0.01,global_safe,continuous_fiqa_margin,tpir_at_rank_k,70,67,50,60423,-4.964996772752098e-05,-0.0003322338416614526,0.0002424703251957523,mated_identity_cluster,2000,8972
0,0.01,global_safe,continuous_fiqa_margin_distortion,fpir,1686,1653,1204,121736,-0.0002710783991588355,-0.0007887970690674899,0.0002548547676940253,query,2000,8972
0,0.01,global_safe,continuous_fiqa_margin_distortion,tpir_at_rank_k,70,53,34,60423,-0.0002813498171226189,-0.000694074569591306,0.00010151780576947755,mated_identity_cluster,2000,8972
0,0.01,global_safe,continuous_fiqa_runnerup,fpir,1686,1105,156,121736,-0.004772622724584346,-0.005569428928172439,-0.003975816520996254,query,2000,8972
0,0.01,global_safe,continuous_fiqa_runnerup,tpir_at_rank_k,70,407,12,60423,0.0055773463747248566,0.0032427787891679233,0.008397020510994963,mated_identity_cluster,2000,8972
0,0.01,fiqa_2bin,fiqa_5bin,fpir,1589,1431,1158,121736,-0.0012978905171847277,-0.0017252497207071037,-0.0008707366760859565,query,2000,8972
0,0.01,fiqa_2bin,fiqa_5bin,tpir_at_rank_k,64,70,38,60423,9.929993545504196e-05,-0.00023704177704006395,0.00042286588886707096,mated_identity_cluster,2000,8972
0,0.01,fiqa_2bin,continuous_fiqa,fpir,1589,1568,1328,121736,-0.00017250443582834986,-0.0005257278044292567,0.00018071893277255702,query,2000,8972
0,0.01,fiqa_2bin,continuous_fiqa,tpir_at_rank_k,64,86,50,60423,0.0003640997633351538,8.874438039098277e-05,0.0006848729621802094,mated_identity_cluster,2000,8972
0,0.01,fiqa_5bin,continuous_fiqa,fpir,1431,1568,1268,121736,0.0011253860813563777,0.0007639482158112637,0.0014703949530130774,query,2000,8972
0,0.01,fiqa_5bin,continuous_fiqa,tpir_at_rank_k,70,86,50,60423,0.0002647998278801119,1.643292914682663e-05,0.0005529673027974405,mated_identity_cluster,2000,8972
0,0.01,continuous_fiqa,continuous_fiqa_margin,fpir,1568,1586,1381,121736,0.00014786094499572846,-0.00017250443582834986,0.0004682263258198068,query,2000,8972
0,0.01,continuous_fiqa,continuous_fiqa_margin,tpir_at_rank_k,86,67,50,60423,-0.00031444979560763285,-0.0006037132369058705,-6.517762528554996e-05,mated_identity_cluster,2000,8972
0,0.01,continuous_fiqa,continuous_fiqa_margin_distortion,fpir,1568,1653,1235,121736,0.0006982322402576066,0.0002544440428468164,0.001133600578300585,query,2000,8972
0,0.01,continuous_fiqa,continuous_fiqa_margin_distortion,tpir_at_rank_k,86,53,38,60423,-0.0005461496450027307,-0.0008800786883323316,-0.00024552548234000547,mated_identity_cluster,2000,8972
0,0.01,continuous_fiqa,continuous_fiqa_runnerup,fpir,1568,1105,148,121736,-0.0038033120851679045,-0.004583689294867582,-0.0029734425313793795,query,2000,8972
