split,quality_group,non_mated_count,non_mated_fraction,false_accept_count,realized_fpir,threshold,score_q99,quality_cutpoints,threshold_fit_on_test,method,target_fpir
fit,q1,14509,0.19754380709899655,1319,0.09090909090909091,-0.448007732629776,-0.35014929294586183,"[0.402596312, 0.503465532, 0.5970315259999999, 0.73005686]",False,fiqa_s_5bin,0.1
fit,q2,14732,0.2005800100752924,1473,0.09998642411077925,-0.4512940049171448,-0.34697255611419675,"[0.402596312, 0.503465532, 0.5970315259999999, 0.73005686]",False,fiqa_s_5bin,0.1
fit,q3,14684,0.1999264775960897,1428,0.09724870607463906,-0.4591129720211029,-0.34859341412782663,"[0.402596312, 0.503465532, 0.5970315259999999, 0.73005686]",False,fiqa_s_5bin,0.1
fit,q4,14762,0.20098846787479407,1472,0.09971548570654383,-0.4750919869646894,-0.3595893865823746,"[0.402596312, 0.503465532, 0.5970315259999999, 0.73005686]",False,fiqa_s_5bin,0.1
fit,q5,14760,0.2009612373548273,1459,0.09884823848238482,-0.5503102591171621,-0.39042619645595555,"[0.402596312, 0.503465532, 0.5970315259999999, 0.73005686]",False,fiqa_s_5bin,0.1
safety,q1,4947,0.19493261880368823,494,0.09985850010107136,-0.448007732629776,-0.33874194860458373,"[0.402596312, 0.503465532, 0.5970315259999999, 0.73005686]",False,fiqa_s_5bin,0.1
safety,q2,5142,0.20261643943573174,496,0.09646052119797745,-0.4512940049171448,-0.34676924645900725,"[0.402596312, 0.503465532, 0.5970315259999999, 0.73005686]",False,fiqa_s_5bin,0.1
safety,q3,5025,0.19800614705650563,502,0.0999004975124378,-0.4591129720211029,-0.353346779346466,"[0.402596312, 0.503465532, 0.5970315259999999, 0.73005686]",False,fiqa_s_5bin,0.1
safety,q4,5130,0.2021435889352983,496,0.09668615984405458,-0.4750919869646894,-0.35290522664785384,"[0.402596312, 0.503465532, 0.5970315259999999, 0.73005686]",False,fiqa_s_5bin,0.1
safety,q5,5134,0.2023012057687761,506,0.09855862874951304,-0.5503102591171621,-0.40054924607276915,"[0.402596312, 0.503465532, 0.5970315259999999, 0.73005686]",False,fiqa_s_5bin,0.1
test,q1,23625,0.1940674903068936,2135,0.09037037037037036,-0.448007732629776,-0.33523885846138024,"[0.402596312, 0.503465532, 0.5970315259999999, 0.73005686]",False,fiqa_s_5bin,0.1
test,q2,24395,0.2003926529539331,2368,0.09706907153105145,-0.4512940049171448,-0.3286899912357325,"[0.402596312, 0.503465532, 0.5970315259999999, 0.73005686]",False,fiqa_s_5bin,0.1
test,q3,23810,0.19558717224157193,2337,0.09815203695926082,-0.4591129720211029,-0.33099957376718525,"[0.402596312, 0.503465532, 0.5970315259999999, 0.73005686]",False,fiqa_s_5bin,0.1
test,q4,24481,0.2010990996911349,2315,0.09456313059107063,-0.4750919869646894,-0.34170194268226606,"[0.402596312, 0.503465532, 0.5970315259999999, 0.73005686]",False,fiqa_s_5bin,0.1
