reference_method,candidate_method,target_fpir,metric,split_count,delta_min,delta_q25,delta_median,delta_q75,delta_max,positive_delta_split_count,negative_delta_split_count,positive_conditional_ci_split_count,negative_conditional_ci_split_count,between_split_statistics_are_ci,independent_replications,multiple_comparison_adjustment
fiqa_s,fiqa_l,0.01,fpir,20,-0.0008296641913649208,-0.00026902477492278374,-0.0001642899388841427,0.0001560754419399356,0.0009282381546954064,6,14,3,4,False,False,none
fiqa_s,fiqa_l,0.01,tpir_at_rank_k,20,-0.00013239991394005594,-3.723747579564073e-05,-1.6549989242506992e-05,4.137497310626748e-06,6.619995697002797e-05,5,13,0,0,False,False,none
fiqa_s,fiqa_l,0.05,fpir,20,-0.004353683380429783,-0.0011192252086482223,-0.000657159755536571,-0.00033268712624038904,0.0014868239469014919,3,17,1,10,False,False,none
fiqa_s,fiqa_l,0.05,tpir_at_rank_k,20,-0.0005626996342452378,-0.00034754977409264686,-0.0002399748440163514,-9.929993545504196e-05,9.929993545504196e-05,2,18,0,5,False,False,none
fiqa_s,fiqa_l,0.1,fpir,20,-0.0038033120851679045,-0.0014683413287770257,-0.00035733061707301047,0.00017455806006440165,0.0026532825129789053,7,13,3,8,False,False,none
fiqa_s,fiqa_l,0.1,tpir_at_rank_k,20,-0.00046339969879019576,-0.00014894990318256292,-3.3099978485013984e-05,6.619995697002797e-05,0.0003640997633351538,8,10,0,0,False,False,none
fiqa_s,fiqa_l,0.2,fpir,20,-0.004205822435434054,0.00087484392455806,0.00180718932772557,0.0028586449365840838,0.00880594072419005,17,3,13,2,False,False,none
fiqa_s,fiqa_l,0.2,tpir_at_rank_k,20,0.00046339969879019576,0.0009061119110272578,0.0010095493437929266,0.0010964367873160883,0.0017377488704632342,20,0,14,0,False,False,none
fiqa_s,fiqa_l,0.3,fpir,20,-0.005339423013734639,0.0003737596109614247,0.0019386212788328845,0.0027929289610304263,0.00855129131891963,15,5,12,2,False,False,none
fiqa_s,fiqa_l,0.3,tpir_at_rank_k,20,0.0011750492362179964,0.0018908362709564239,0.002110123628419641,0.0021597735961471623,0.0029127981066812306,20,0,20,0,False,False,none
global_empirical,fiqa_l,0.01,fpir,20,-0.0023739896168758624,-0.0012999441414207795,-0.0006325162647039496,-0.00041072484721035683,-0.0002464349083262141,0,20,0,18,False,False,none
global_empirical,fiqa_l,0.01,tpir_at_rank_k,20,-0.0003640997633351538,-0.00021101236284196416,-0.00011584992469754894,-8.274994621253496e-05,-6.619995697002797e-05,0,20,0,5,False,False,none
global_empirical,fiqa_l,0.05,fpir,20,-0.009397384504172964,-0.00409698035092331,-0.002213806926463823,-0.0013923572320431099,-0.00041893934415456396,0,20,0,20,False,False,none
global_empirical,fiqa_l,0.05,tpir_at_rank_k,20,-0.0012743491716730383,-0.0006619995697002797,-0.00044684970954768876,-0.0003351372821607666,-8.274994621253496e-05,0,20,0,20,False,False,none
global_empirical,fiqa_l,0.1,fpir,20,-0.014703949530130775,-0.006066405993296971,-0.003437766971150687,-0.002035141617927318,-0.001026812118025892,0,20,0,20,False,False,none
global_empirical,fiqa_l,0.1,tpir_at_rank_k,20,-0.001853598795160783,-0.0007406120186021879,-0.0004799496880327028,-0.0002813498171226189,-0.00011584992469754894,0,20,0,11,False,False,none
global_empirical,fiqa_l,0.2,fpir,20,-0.017726884405599,-0.006647581652099626,-0.004135999211408293,-0.0012958368929486758,-0.00034500887165669973,0,20,0,15,False,False,none
global_empirical,fiqa_l,0.2,tpir_at_rank_k,20,-0.0010591993115204475,0.00024824983863760486,0.0005461496450027308,0.0007819869917084554,0.0010095493437929266,17,3,7,2,False,False,none
global_empirical,fiqa_l,0.3,fpir,20,-0.019928369586646514,-0.008372626010383123,-0.0035363409344811724,-0.001398518104751265,0.0005010843135966354,1,19,0,13,False,False,none
global_empirical,fiqa_l,0.3,tpir_at_rank_k,20,-0.0011419492577329825,0.00021101236284196416,0.0006288995912152657,0.0009143869056485114,0.0010757493007629544,16,4,0,0,False,False,none
global_empirical,fiqa_s,0.01,fpir,20,-0.0024889925740947624,-0.0012794078990602616,-0.0006119800223434317,-0.0001581290661759874,9.857396333048565e-05,2,18,0,14,False,False,none
global_empirical,fiqa_s,0.01,tpir_at_rank_k,20,-0.00038064975257766083,-0.00016549989242506993,-8.274994621253496e-05,-6.619995697002797e-05,-6.619995697002797e-05,0,20,0,5,False,False,none
global_empirical,fiqa_s,0.05,fpir,20,-0.0088634422027995,-0.003029095748176382,-0.0016552211342577379,-0.0002361667871459552,0.0002792928961030427,1,19,0,13,False,False,none
global_empirical,fiqa_s,0.05,tpir_at_rank_k,20,-0.0009764493653079125,-0.00033927477947139333,-0.00023169984939509788,-0.00014481240587193618,-8.274994621253496e-05,0,20,0,8,False,False,none
global_empirical,fiqa_s,0.1,fpir,20,-0.012716041269632647,-0.006559275809949399,-0.00325704803837813,-0.0015587007951633042,-0.0006653742524807781,0,20,0,18,False,False,none
global_empirical,fiqa_s,0.1,tpir_at_rank_k,20,-0.0014398490640981083,-0.0007364745212915611,-0.0004054747364414213,-0.0002689373251907386,-0.00016549989242506993,0,20,0,8,False,False,none
global_empirical,fiqa_s,0.2,fpir,20,-0.018457974633633436,-0.009029785765919696,-0.004924590918052179,-0.0031174015903266085,-0.0012732470263521062,0,20,0,19,False,False,none
global_empirical,fiqa_s,0.2,tpir_at_rank_k,20,-0.001952898730615825,-0.0009598993760654055,-0.00030617480098637937,-0.00016549989242506993,-4.964996772752098e-05,0,20,0,6,False,False,none
global_empirical,fiqa_s,0.3,fpir,20,-0.01907406190444897,-0.010374909640533614,-0.004719228494447,-0.002988023263455346,-4.1072484721035685e-05,0,20,0,19,False,False,none
global_empirical,fiqa_s,0.3,tpir_at_rank_k,20,-0.003061748009863794,-0.00203564867682836,-0.0012577991824305314,-0.0010633368088310742,-0.0007116495374278007,0,20,0,14,False,False,none
global_safe,fiqa_l,0.01,fpir,20,-0.0006078727738713281,-0.0001642899388841427,-4.107248472103568e-05,7.598409673391601e-05,0.0003532233686009069,7,13,1,2,False,False,none
