dataset,model_uid,run_id,compression_family,compression_profile,search_mode,target_fpir,comparison_role,threshold_policy,query_representation,gallery_representation,distance_function,score_space,threshold,realized_fpir,fpir_wilson95_low,fpir_wilson95_high,tpir20,tpir20_wilson95_low,tpir20_wilson95_high,tpir20_retention,compressed_minus_origin_tpir20,compressed_minus_origin_tpir20_paired_bootstrap95_low,compressed_minus_origin_tpir20_paired_bootstrap95_high,closed_set_rank20_recall,storage_bytes_per_embedding,codebook_bytes,gallery_storage_bytes,amortized_storage_bytes_per_gallery_template,target_met_on_test
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pq,pq_512_m128_b8,pq_adc_exhaustive,0.01,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,2048,0,102400,2048,False
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pq,pq_512_m128_b8,pq_adc_exhaustive,0.01,compressed_recalibrated,recalibrated_compressed,origin_float32,pq_code,squared_l2_asymmetric,negative_squared_l2_adc,-1.24999856949,0.0195497630332,0.013953994598,0.0273273314131,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.991596638655,128,524288,530688,10613.76,False
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pq,pq_512_m128_b8,pq_adc_exhaustive,0.05,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,2048,0,102400,2048,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pq,pq_512_m128_b8,pq_adc_exhaustive,0.05,compressed_recalibrated,recalibrated_compressed,origin_float32,pq_code,squared_l2_asymmetric,negative_squared_l2_adc,-1.24999856949,0.0195497630332,0.013953994598,0.0273273314131,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.991596638655,128,524288,530688,10613.76,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pq,pq_512_m128_b8,pq_adc_exhaustive,0.1,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,2048,0,102400,2048,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pq,pq_512_m128_b8,pq_adc_exhaustive,0.1,compressed_recalibrated,recalibrated_compressed,origin_float32,pq_code,squared_l2_asymmetric,negative_squared_l2_adc,-1.24999856949,0.0195497630332,0.013953994598,0.0273273314131,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.991596638655,128,524288,530688,10613.76,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pq,pq_512_m128_b8,pq_adc_exhaustive,0.2,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,2048,0,102400,2048,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pq,pq_512_m128_b8,pq_adc_exhaustive,0.2,compressed_recalibrated,recalibrated_compressed,origin_float32,pq_code,squared_l2_asymmetric,negative_squared_l2_adc,-1.24999856949,0.0195497630332,0.013953994598,0.0273273314131,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.991596638655,128,524288,530688,10613.76,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pq,pq_512_m128_b8,pq_adc_exhaustive,0.3,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,2048,0,102400,2048,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pq,pq_512_m128_b8,pq_adc_exhaustive,0.3,compressed_recalibrated,recalibrated_compressed,origin_float32,pq_code,squared_l2_asymmetric,negative_squared_l2_adc,-1.24999856949,0.0195497630332,0.013953994598,0.0273273314131,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.991596638655,128,524288,530688,10613.76,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pq,pq_512_m128_b8,pq_one_sided_cosine,0.01,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,2048,0,102400,2048,False
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pq,pq_512_m128_b8,pq_one_sided_cosine,0.01,compressed_recalibrated,recalibrated_compressed,origin_float32,pq_reconstructed_float32,cosine_similarity,cosine_similarity,0.338788092136,0.0207345971564,0.0149462121067,0.0286994016331,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.991596638655,128,524288,530688,10613.76,False
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pq,pq_512_m128_b8,pq_one_sided_cosine,0.05,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,2048,0,102400,2048,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pq,pq_512_m128_b8,pq_one_sided_cosine,0.05,compressed_recalibrated,recalibrated_compressed,origin_float32,pq_reconstructed_float32,cosine_similarity,cosine_similarity,0.338788092136,0.0207345971564,0.0149462121067,0.0286994016331,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.991596638655,128,524288,530688,10613.76,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pq,pq_512_m128_b8,pq_one_sided_cosine,0.1,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,2048,0,102400,2048,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pq,pq_512_m128_b8,pq_one_sided_cosine,0.1,compressed_recalibrated,recalibrated_compressed,origin_float32,pq_reconstructed_float32,cosine_similarity,cosine_similarity,0.338788092136,0.0207345971564,0.0149462121067,0.0286994016331,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.991596638655,128,524288,530688,10613.76,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pq,pq_512_m128_b8,pq_one_sided_cosine,0.2,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,2048,0,102400,2048,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pq,pq_512_m128_b8,pq_one_sided_cosine,0.2,compressed_recalibrated,recalibrated_compressed,origin_float32,pq_reconstructed_float32,cosine_similarity,cosine_similarity,0.338788092136,0.0207345971564,0.0149462121067,0.0286994016331,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.991596638655,128,524288,530688,10613.76,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pq,pq_512_m128_b8,pq_one_sided_cosine,0.3,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,2048,0,102400,2048,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pq,pq_512_m128_b8,pq_one_sided_cosine,0.3,compressed_recalibrated,recalibrated_compressed,origin_float32,pq_reconstructed_float32,cosine_similarity,cosine_similarity,0.338788092136,0.0207345971564,0.0149462121067,0.0286994016331,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.991596638655,128,524288,530688,10613.76,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pq,pq_512_m128_b8,pq_reconstruction_cosine,0.01,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,2048,0,102400,2048,False
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pq,pq_512_m128_b8,pq_reconstruction_cosine,0.01,compressed_recalibrated,recalibrated_compressed,pq_reconstructed_float32,pq_reconstructed_float32,cosine_similarity,cosine_similarity,0.35950794816,0.00888625592417,0.0053925593221,0.0146101771307,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.991596638655,128,524288,530688,10613.76,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pq,pq_512_m128_b8,pq_reconstruction_cosine,0.05,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,2048,0,102400,2048,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pq,pq_512_m128_b8,pq_reconstruction_cosine,0.05,compressed_recalibrated,recalibrated_compressed,pq_reconstructed_float32,pq_reconstructed_float32,cosine_similarity,cosine_similarity,0.300212860107,0.050355450237,0.0409064031588,0.0618464037986,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.991596638655,128,524288,530688,10613.76,False
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pq,pq_512_m128_b8,pq_reconstruction_cosine,0.1,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,2048,0,102400,2048,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pq,pq_512_m128_b8,pq_reconstruction_cosine,0.1,compressed_recalibrated,recalibrated_compressed,pq_reconstructed_float32,pq_reconstructed_float32,cosine_similarity,cosine_similarity,0.300212860107,0.050355450237,0.0409064031588,0.0618464037986,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.991596638655,128,524288,530688,10613.76,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pq,pq_512_m128_b8,pq_reconstruction_cosine,0.2,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,2048,0,102400,2048,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pq,pq_512_m128_b8,pq_reconstruction_cosine,0.2,compressed_recalibrated,recalibrated_compressed,pq_reconstructed_float32,pq_reconstructed_float32,cosine_similarity,cosine_similarity,0.300212860107,0.050355450237,0.0409064031588,0.0618464037986,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.991596638655,128,524288,530688,10613.76,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pq,pq_512_m128_b8,pq_reconstruction_cosine,0.3,origin,origin_calibrated,origin_float32,origin_float32,cosine_similarity,cosine_similarity,0.371869504452,0.0100710900474,0.0062973698931,0.0160696542884,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.993697478992,2048,0,102400,2048,True
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,pq,pq_512_m128_b8,pq_reconstruction_cosine,0.3,compressed_recalibrated,recalibrated_compressed,pq_reconstructed_float32,pq_reconstructed_float32,cosine_similarity,cosine_similarity,0.300212860107,0.050355450237,0.0409064031588,0.0618464037986,0.978991596639,0.961764485681,0.98854939741,1,0,0,0,0.991596638655,128,524288,530688,10613.76,True
