dataset,model_uid,run_id,summary_artifact_type,summary_claim_status,derived_evaluation_paper_eligible,compression_family,compression_profile,search_mode,query_representation,gallery_representation,distance_function,threshold_policy,target_fpir,compressed_score_space,compressed_dir_rank1,compressed_fpir,origin_decision_threshold,compressed_decision_threshold,origin_tpir20,compressed_tpir20,compressed_tpir20_retention,origin_closed_set_rank20_recall,compressed_closed_set_rank20_recall,origin_false_accept_count,origin_fpir_denominator,origin_realized_fpir,compressed_false_accept_count,compressed_fpir_denominator,compressed_realized_fpir,origin_fpir_wilson95_low,origin_fpir_wilson95_high,compressed_fpir_wilson95_low,compressed_fpir_wilson95_high,origin_dir_rank1_wilson95_low,origin_dir_rank1_wilson95_high,compressed_dir_rank1_wilson95_low,compressed_dir_rank1_wilson95_high,compressed_minus_origin_fpir,compressed_minus_origin_fpir_paired_bootstrap95_low,compressed_minus_origin_fpir_paired_bootstrap95_high,compressed_minus_origin_dir_rank1,compressed_minus_origin_dir_rank1_paired_bootstrap95_low,compressed_minus_origin_dir_rank1_paired_bootstrap95_high,storage_bytes_per_embedding,codebook_bytes,gallery_template_count,compressed_gallery_storage_bytes,amortized_storage_bytes_per_gallery_template,compressed_search_latency_ms_per_query,compressed_search_queries_per_second,accept_to_reject_count,accept_to_reject_rate,reject_to_accept_count,reject_to_accept_rate
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,step4_search_space_query_gallery_conditions_v6,validation_required,True,pca,pca_32,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,frozen_origin,0.01,cosine_similarity,0.976890756303,0.594786729858,0.371869504452,0.371869504452,0.978991596639,0.978991596639,1,0.993697478992,0.989495798319,17,1688,0.0100710900474,1004,1688,0.594786729858,0.0062973698931,0.0160696542884,0.571177260398,0.617965757898,0.961764485681,0.98854939741,0.959097733567,0.987048106177,0.58471563981,0.561611374408,0.609004739336,-0.00210084033613,-0.0063025210084,0,128,0,50,73984,1479.68,0.00224015711646,446397.260554,2,0.000924214417745,994,0.459334565619
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,step4_search_space_query_gallery_conditions_v6,validation_required,True,pca,pca_64,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,frozen_origin,0.01,cosine_similarity,0.978991596639,0.0953791469194,0.371869504452,0.371869504452,0.978991596639,0.978991596639,1,0.993697478992,0.991596638655,17,1688,0.0100710900474,161,1688,0.0953791469194,0.0062973698931,0.0160696542884,0.0822709666437,0.110324774004,0.961764485681,0.98854939741,0.961764485681,0.98854939741,0.085308056872,0.0722748815166,0.0989336492891,0,0,0,256,0,50,145920,2918.4,0.00268682994439,372185.817747,2,0.000924214417745,148,0.0683918669131
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,step4_search_space_query_gallery_conditions_v6,validation_required,True,pca,pca_128,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,frozen_origin,0.01,cosine_similarity,0.978991596639,0.00829383886256,0.371869504452,0.371869504452,0.978991596639,0.978991596639,1,0.993697478992,0.995798319328,17,1688,0.0100710900474,14,1688,0.00829383886256,0.0062973698931,0.0160696542884,0.0049468781778,0.0138737144106,0.961764485681,0.98854939741,0.961764485681,0.98854939741,-0.00177725118483,-0.00414691943128,0,0,0,0,512,0,50,289792,5795.84,0.0027121072087,368716.987586,3,0.00138632162662,0,0
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,step4_search_space_query_gallery_conditions_v6,validation_required,True,pca,pca_256,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,frozen_origin,0.01,cosine_similarity,0.978991596639,0.00829383886256,0.371869504452,0.371869504452,0.978991596639,0.978991596639,1,0.993697478992,0.995798319328,17,1688,0.0100710900474,14,1688,0.00829383886256,0.0062973698931,0.0160696542884,0.0049468781778,0.0138737144106,0.961764485681,0.98854939741,0.961764485681,0.98854939741,-0.00177725118483,-0.00414691943128,0,0,0,0,1024,0,50,577536,11550.72,0.00370517560095,269892.741317,3,0.00138632162662,0,0
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,step4_search_space_query_gallery_conditions_v6,validation_required,True,pca,pca_384,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,frozen_origin,0.01,cosine_similarity,0.978991596639,0.00829383886256,0.371869504452,0.371869504452,0.978991596639,0.978991596639,1,0.993697478992,0.995798319328,17,1688,0.0100710900474,14,1688,0.00829383886256,0.0062973698931,0.0160696542884,0.0049468781778,0.0138737144106,0.961764485681,0.98854939741,0.961764485681,0.98854939741,-0.00177725118483,-0.00414691943128,0,0,0,0,1536,0,50,865280,17305.6,0.00316839186705,315617.525219,3,0.00138632162662,0,0
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,step4_search_space_query_gallery_conditions_v6,validation_required,True,pca,pca_32,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,recalibrated_compressed,0.01,cosine_similarity,0.957983193277,0.0142180094787,0.371869504452,0.576059758663,0.978991596639,0.957983193277,0.978540772532,0.993697478992,0.989495798319,17,1688,0.0100710900474,24,1688,0.0142180094787,0.0062973698931,0.0160696542884,0.00957290919012,0.0210691220418,0.961764485681,0.98854939741,0.935995073281,0.972638376342,0.00414691943128,-0.00296208530806,0.0106783175355,-0.0210084033613,-0.0336134453782,-0.0105042016807,128,0,50,73984,1479.68,0.00224015711646,446397.260554,24,0.0110905730129,21,0.00970425138632
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,step4_search_space_query_gallery_conditions_v6,validation_required,True,pca,pca_64,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,recalibrated_compressed,0.01,cosine_similarity,0.978991596639,0.0177725118483,0.371869504452,0.432406842709,0.978991596639,0.978991596639,1,0.993697478992,0.991596638655,17,1688,0.0100710900474,30,1688,0.0177725118483,0.0062973698931,0.0160696542884,0.0124771751764,0.0252577192417,0.961764485681,0.98854939741,0.961764485681,0.98854939741,0.00770142180095,0.00118483412322,0.0142180094787,0,0,0,256,0,50,145920,2918.4,0.00268682994439,372185.817747,9,0.00415896487985,22,0.0101663585952
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,step4_search_space_query_gallery_conditions_v6,validation_required,True,pca,pca_128,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,recalibrated_compressed,0.01,cosine_similarity,0.978991596639,0.00592417061611,0.371869504452,0.387153506279,0.978991596639,0.978991596639,1,0.993697478992,0.995798319328,17,1688,0.0100710900474,10,1688,0.00592417061611,0.0062973698931,0.0160696542884,0.00322107366682,0.0108709434642,0.961764485681,0.98854939741,0.961764485681,0.98854939741,-0.00414691943128,-0.00770142180095,-0.00118483412322,0,0,0,512,0,50,289792,5795.84,0.0027121072087,368716.987586,7,0.00323475046211,0,0
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,step4_search_space_query_gallery_conditions_v6,validation_required,True,pca,pca_256,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,recalibrated_compressed,0.01,cosine_similarity,0.978991596639,0.00592417061611,0.371869504452,0.387153446674,0.978991596639,0.978991596639,1,0.993697478992,0.995798319328,17,1688,0.0100710900474,10,1688,0.00592417061611,0.0062973698931,0.0160696542884,0.00322107366682,0.0108709434642,0.961764485681,0.98854939741,0.961764485681,0.98854939741,-0.00414691943128,-0.00770142180095,-0.00118483412322,0,0,0,1024,0,50,577536,11550.72,0.00370517560095,269892.741317,7,0.00323475046211,0,0
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,step4_search_space_query_gallery_conditions_v6,validation_required,True,pca,pca_384,pca_direct_cosine,pca_projected_float32,pca_projected_float32,cosine_similarity,recalibrated_compressed,0.01,cosine_similarity,0.978991596639,0.00592417061611,0.371869504452,0.387153506279,0.978991596639,0.978991596639,1,0.993697478992,0.995798319328,17,1688,0.0100710900474,10,1688,0.00592417061611,0.0062973698931,0.0160696542884,0.00322107366682,0.0108709434642,0.961764485681,0.98854939741,0.961764485681,0.98854939741,-0.00414691943128,-0.00770142180095,-0.00118483412322,0,0,0,1536,0,50,865280,17305.6,0.00316839186705,315617.525219,7,0.00323475046211,0,0
