analysis_scope,dataset_id,model_uid,compression_family,compression_profile,saliency_feature,sensitivity_metric,sample_count,identity_count,event_count,non_event_count,event_rate,spearman_rho,bootstrap_confidence_level,bootstrap_ci_low,bootstrap_ci_high,bootstrap_valid_repeats,bootstrap_rank_strategy,association_algorithm_version,event_support_eligible,association_status,run_id,source_run_dir
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,quadrant_top_left,angular_error_rad,9055,1674,,,,-0.0131757061845,0.95,-0.0337628786993,0.00860798339562,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,quadrant_top_left,reconstruction_mse,9055,1674,,,,0.0159815658455,0.95,-0.0117762215546,0.0452572666578,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,quadrant_top_left,cosine_to_origin,9055,1674,,,,0.0131757061845,0.95,-0.00860798339562,0.0337628786993,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,quadrant_top_right,angular_error_rad,9055,1674,,,,-0.0142517754515,0.95,-0.0322031267996,0.00674762540736,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,quadrant_top_right,reconstruction_mse,9055,1674,,,,0.00845569601975,0.95,-0.017768330817,0.0384253820019,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,quadrant_top_right,cosine_to_origin,9055,1674,,,,0.0142517754515,0.95,-0.00674762540736,0.0322031267996,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,quadrant_bottom_left,angular_error_rad,9055,1674,,,,0.0297265087307,0.95,0.00969255448151,0.0504069488492,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,quadrant_bottom_left,reconstruction_mse,9055,1674,,,,-0.0223328027489,0.95,-0.0563221018052,0.00978909231034,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,quadrant_bottom_left,cosine_to_origin,9055,1674,,,,-0.0297265087307,0.95,-0.0504069488492,-0.00969255448151,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,quadrant_bottom_right,angular_error_rad,9055,1674,,,,0.0161464174709,0.95,-0.00201946038758,0.0356868113597,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,quadrant_bottom_right,reconstruction_mse,9055,1674,,,,0.000356228260065,0.95,-0.0284373797852,0.0267819277642,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,quadrant_bottom_right,cosine_to_origin,9055,1674,,,,-0.0161464174709,0.95,-0.0356868113597,0.00201946038758,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,left_eye_attention,angular_error_rad,9055,1674,,,,0.0102605128301,0.95,-0.00929672089451,0.0300472555249,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,left_eye_attention,reconstruction_mse,9055,1674,,,,0.0167371603052,0.95,-0.0090048171752,0.043708353146,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,left_eye_attention,cosine_to_origin,9055,1674,,,,-0.0102605128301,0.95,-0.0300472555249,0.00929672089451,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,right_eye_attention,angular_error_rad,9055,1674,,,,0.00108662973041,0.95,-0.0164742459562,0.0184974490089,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,right_eye_attention,reconstruction_mse,9055,1674,,,,-0.00909871049531,0.95,-0.0380871351066,0.0185855920843,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,right_eye_attention,cosine_to_origin,9055,1674,,,,-0.00108662973041,0.95,-0.0184974490089,0.0164742459562,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,nose_attention,angular_error_rad,9055,1674,,,,0.0117938423871,0.95,-0.0105051336174,0.0303700965655,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,nose_attention,reconstruction_mse,9055,1674,,,,0.0122337162468,0.95,-0.0198769802664,0.0441717617926,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,nose_attention,cosine_to_origin,9055,1674,,,,-0.0117938423871,0.95,-0.0303700965655,0.0105051336174,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,mouth_attention,angular_error_rad,9055,1674,,,,0.0174924713973,0.95,-0.00489722309004,0.0396078417583,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,mouth_attention,reconstruction_mse,9055,1674,,,,-0.0417778313433,0.95,-0.0889283872744,0.000357074840834,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,mouth_attention,cosine_to_origin,9055,1674,,,,-0.0174924713973,0.95,-0.0396078417583,0.00489722309004,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,left_cheek_attention,angular_error_rad,9055,1674,,,,0.0126921361646,0.95,-0.00984440288474,0.032854240608,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,left_cheek_attention,reconstruction_mse,9055,1674,,,,-0.0232128338787,0.95,-0.04939206322,0.00586308962006,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,left_cheek_attention,cosine_to_origin,9055,1674,,,,-0.0126921361646,0.95,-0.032854240608,0.00984440288474,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,right_cheek_attention,angular_error_rad,9054,1674,,,,0.00941645498077,0.95,-0.0108367378108,0.0305764217724,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,right_cheek_attention,reconstruction_mse,9054,1674,,,,-0.0300751437883,0.95,-0.0609002971569,0.000293002694165,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,right_cheek_attention,cosine_to_origin,9054,1674,,,,-0.00941645498077,0.95,-0.0305764217724,0.0108367378108,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,jaw_attention,angular_error_rad,9055,1674,,,,0.021094309024,0.95,0.00155599368455,0.0410183659936,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,jaw_attention,reconstruction_mse,9055,1674,,,,-0.0210938230439,0.95,-0.0514887306774,0.00502412187646,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,jaw_attention,cosine_to_origin,9055,1674,,,,-0.021094309024,0.95,-0.0410183659936,-0.00155599368455,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,face_attention,angular_error_rad,9055,1674,,,,0.0189006899659,0.95,-0.00165622220213,0.0412236521499,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,face_attention,reconstruction_mse,9055,1674,,,,-0.0504931971257,0.95,-0.0922893806246,-0.0169845854734,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,face_attention,cosine_to_origin,9055,1674,,,,-0.0189006899659,0.95,-0.0412236521499,0.00165622220213,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,outside_face_attention,angular_error_rad,9055,1674,,,,-0.0189006899659,0.95,-0.0412236521499,0.00165622220213,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,outside_face_attention,reconstruction_mse,9055,1674,,,,0.0504931971257,0.95,0.0169845854734,0.0922893806246,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,outside_face_attention,cosine_to_origin,9055,1674,,,,0.0189006899659,0.95,-0.00165622220213,0.0412236521499,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,saliency_entropy,angular_error_rad,9055,1674,,,,0.00603045797302,0.95,-0.0143960074212,0.0255178734978,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,saliency_entropy,reconstruction_mse,9055,1674,,,,0.00729216285349,0.95,-0.0303479754756,0.0430129718295,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,saliency_entropy,cosine_to_origin,9055,1674,,,,-0.00603045797302,0.95,-0.0255178734978,0.0143960074212,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,maximum_region_concentration,angular_error_rad,9055,1674,,,,-0.0132471388223,0.95,-0.0370331725723,0.00559278855833,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,maximum_region_concentration,reconstruction_mse,9055,1674,,,,0.00689725928436,0.95,-0.020702170758,0.0313533370247,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,maximum_region_concentration,cosine_to_origin,9055,1674,,,,0.0132471388223,0.95,-0.00559278855833,0.0370331725723,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,left_right_asymmetry,angular_error_rad,9055,1674,,,,-0.00696443709588,0.95,-0.0298788414092,0.0112545072333,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,left_right_asymmetry,reconstruction_mse,9055,1674,,,,-0.00915714195186,0.95,-0.0409153535242,0.0263202635476,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,left_right_asymmetry,cosine_to_origin,9055,1674,,,,0.00696443709588,0.95,-0.0112545072333,0.0298788414092,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,saliency_center_x,angular_error_rad,9055,1674,,,,-0.00212648807583,0.95,-0.0219428796396,0.0174199919522,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,saliency_center_x,reconstruction_mse,9055,1674,,,,-0.00535293175928,0.95,-0.0259086397292,0.0189053182204,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,saliency_center_x,cosine_to_origin,9055,1674,,,,0.00212648807583,0.95,-0.0174199919522,0.0219428796396,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,saliency_center_y,angular_error_rad,9055,1674,,,,0.0317152018319,0.95,0.0110306272365,0.0513711196262,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,saliency_center_y,reconstruction_mse,9055,1674,,,,-0.0195806023535,0.95,-0.0542044439874,0.0157176882408,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,saliency_center_y,cosine_to_origin,9055,1674,,,,-0.0317152018319,0.95,-0.0513711196262,-0.0110306272365,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
geometry,lfw,edgeface-a348c305af33c223b337,pca,pca_128,saliency_spread,angular_error_rad,9055,1674,,,,-0.0100485777446,0.95,-0.0313358391264,0.0107678672788,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome,20260901-R001-03c98fe5,C:\ronbun\runs\lfw_20260901\20260901-R001-03c98fe5_step4_lfw_edgeface-a348c305af33c223b337
