reference_method,candidate_method,target_fpir,metric,reference_successes,candidate_successes,both_successes,total,candidate_minus_reference,paired_bootstrap95_low,paired_bootstrap95_high,resampling_unit,resamples,random_seed,threshold_uncertainty_included,multiple_comparison_adjustment
global_empirical,fiqa_s_2bin,0.01,fpir,1218,1151,984,121736,-0.0005503712952618781,-0.0008789511730301637,-0.00023822041138200697,query,2000,8972,False,none
global_empirical,fiqa_s_2bin,0.01,tpir_at_rank_k,125,121,105,60423,-6.619995697002797e-05,-0.00027077192592746285,0.00013696259061362392,mated_identity_cluster,2000,8972,False,none
global_safe,fiqa_s_2bin,0.01,fpir,1216,1151,983,121736,-0.0005339423013734639,-0.0008707366760859565,-0.00022980055201419575,query,2000,8972,False,none
global_safe,fiqa_s_2bin,0.01,tpir_at_rank_k,125,121,105,60423,-6.619995697002797e-05,-0.00027077192592746285,0.00013696259061362392,mated_identity_cluster,2000,8972,False,none
global_empirical,fiqa_l_2bin,0.01,fpir,1218,1127,1026,121736,-0.0007475192219228494,-0.001026812118025892,-0.0004682263258198068,query,2000,8972,False,none
global_empirical,fiqa_l_2bin,0.01,tpir_at_rank_k,125,112,105,60423,-0.0002151498601525909,-0.0005024987035016915,1.6602838345650585e-05,mated_identity_cluster,2000,8972,False,none
global_safe,fiqa_l_2bin,0.01,fpir,1216,1127,1025,121736,-0.0007310902280344352,-0.0010103831241374778,-0.00046001182887559964,query,2000,8972,False,none
global_safe,fiqa_l_2bin,0.01,tpir_at_rank_k,125,112,105,60423,-0.0002151498601525909,-0.0005024987035016915,1.6602838345650585e-05,mated_identity_cluster,2000,8972,False,none
global_empirical,fiqa_s_5bin,0.01,fpir,1218,1177,979,121736,-0.0003367943747124926,-0.0006820086087927971,-1.6428993888414273e-05,query,2000,8972,False,none
global_empirical,fiqa_s_5bin,0.01,tpir_at_rank_k,125,122,111,60423,-4.964996772752098e-05,-0.0002705539634845775,0.00017958751248891734,mated_identity_cluster,2000,8972,False,none
global_safe,fiqa_s_5bin,0.01,fpir,1216,1177,978,121736,-0.00032036538082407835,-0.0006735887494249852,0.0,query,2000,8972,False,none
global_safe,fiqa_s_5bin,0.01,tpir_at_rank_k,125,122,111,60423,-4.964996772752098e-05,-0.0002705539634845775,0.00017958751248891734,mated_identity_cluster,2000,8972,False,none
global_empirical,fiqa_l_5bin,0.01,fpir,1218,1261,974,121736,0.0003532233686009069,-2.464349083262141e-05,0.0007146612341460209,query,2000,8972,False,none
global_empirical,fiqa_l_5bin,0.01,tpir_at_rank_k,125,125,99,60423,0.0,-0.000602819696312171,0.0005066243196372136,mated_identity_cluster,2000,8972,False,none
global_safe,fiqa_l_5bin,0.01,fpir,1216,1261,974,121736,0.00036965236248932116,-1.6428993888414273e-05,0.0007228757310902281,query,2000,8972,False,none
