schema_version,metric_contract,rank_k,model_uid,method,target_fpir,score_space,test_probe_count,test_non_mated_count,test_mated_count,false_accept_count,true_identification_at_rank_k_count,realized_fpir,fpir_wilson95_low,fpir_wilson95_high,tpir_at_rank_k,tpir_at_rank_k_wilson95_low,tpir_at_rank_k_wilson95_high,target_met_on_test,target_met_by_wilson_upper,threshold_fit_on_test,tpir_cluster95_low,tpir_cluster95_high,mated_identity_count
2,genuine-score-topk-v2,20,conditional-threshold-59eb2880411a849dd7747098,global_empirical,0.01,negative_squared_l2_adc,182159,121736,60423,1218,125,0.010005257278044292,0.00946144013572431,0.010579997651476906,0.002068748655313374,0.0017367487301086634,0.0024640576117829676,False,False,False,0.0007687766668960218,0.004071122874888071,3000
2,genuine-score-topk-v2,20,conditional-threshold-a7106b9216d1a5fc011bcfd7,global_safe,0.01,negative_squared_l2_adc,182159,121736,60423,1216,125,0.009988828284155878,0.009445466028041069,0.01056311480820582,0.002068748655313374,0.0017367487301086634,0.0024640576117829676,True,False,False,0.0007687766668960218,0.004071122874888071,3000
2,genuine-score-topk-v2,20,conditional-threshold-d518575f7300f4291b095118,fiqa_s_2bin,0.01,negative_squared_l2_adc,182159,121736,60423,1151,121,0.009454885982782414,0.008926522663144303,0.010014207267086964,0.002002548698343346,0.0016763618062255463,0.002392053038661368,True,False,False,0.0007002470618200532,0.004108142151145932,3000
2,genuine-score-topk-v2,20,conditional-threshold-d687fd1741adf24a88a9b4b8,fiqa_l_2bin,0.01,negative_squared_l2_adc,182159,121736,60423,1127,112,0.009257738056121442,0.008735022444593194,0.00981142407418615,0.001853598795160783,0.0015408521998695373,0.0022296817767567616,True,True,False,0.0007038031792322134,0.003601234726783608,3000
2,genuine-score-topk-v2,20,conditional-threshold-aa6d3b22c519c54f450fcd10,fiqa_s_5bin,0.01,negative_squared_l2_adc,182159,121736,60423,1177,122,0.0096684629033318,0.009134049059739396,0.010233821232898118,0.0020190986875858533,0.0016914496603493163,0.0024100630587887773,True,False,False,0.0007030438139186867,0.0041058762480554135,3000
2,genuine-score-topk-v2,20,conditional-threshold-5266d27e1768e892ffd05f0c,fiqa_l_5bin,0.01,negative_squared_l2_adc,182159,121736,60423,1261,125,0.010358480646645199,0.009804974830376026,0.010942887402343216,0.002068748655313374,0.0017367487301086634,0.0024640576117829676,False,False,False,0.0009564294395744306,0.0036104901943779383,3000
2,genuine-score-topk-v2,20,conditional-threshold-bb04da7585d7b78ee19a1ccf,global_empirical,0.05,negative_squared_l2_adc,182159,121736,60423,5742,412,0.04716764145363738,0.045990981009142104,0.048372879836746485,0.006818595567912881,0.0061930619247267055,0.007506834327253406,True,True,False,0.003625790112850026,0.011492009942953841,3000
2,genuine-score-topk-v2,20,conditional-threshold-9cb37a0ee56048f94f0e921a,global_safe,0.05,negative_squared_l2_adc,182159,121736,60423,5722,410,0.04700335151475324,0.04582866932907752,0.0482066220072678,0.006785495589427867,0.006161545738008698,0.0074721547654690535,True,True,False,0.003592483554548512,0.011452325524072389,3000
2,genuine-score-topk-v2,20,conditional-threshold-055a24801a86bdc160ca86f5,fiqa_s_2bin,0.05,negative_squared_l2_adc,182159,121736,60423,5734,411,0.04710192547808372,0.045926055858724175,0.048306377183347106,0.006802045578670374,0.006177303341465561,0.007489495036263371,True,True,False,0.0035504491205202685,0.01159572641484122,3000
2,genuine-score-topk-v2,20,conditional-threshold-797be06853b2f95413d29380,fiqa_l_2bin,0.05,negative_squared_l2_adc,182159,121736,60423,5585,411,0.04587796543339686,0.04471694285078183,0.0470676473451921,0.006802045578670374,0.006177303341465561,0.007489495036263371,True,True,False,0.0036889633934296296,0.011304998159161236,3000
