dataset,model_uid,run_id,extraction_uid,origin_embedding_artifact_uid,compression_family,compression_profile,sample_count,origin_dimension,search_dimension,reconstruction_available,metric_vector_source,mean_reconstruction_mse,p95_reconstruction_mse,mean_angular_error_rad,p95_angular_error_rad,mean_cosine_to_origin,p05_cosine_to_origin,compression_origin_fallback_count,storage_bytes_per_embedding,codebook_bytes,codebook_bytes_source,protocol_uid,threshold_policy,threshold_source_split,evaluation_split,top_k,query_count,mated_count,non_mated_count,decision_threshold,origin_decision_threshold,compressed_decision_threshold,origin_rank1_correct_count,origin_rank1_rate,compressed_rank1_correct_count,compressed_rank1_rate,origin_top_k_correct_count,origin_top_k_rate,compressed_top_k_correct_count,compressed_top_k_rate,origin_accepted_count,compressed_accepted_count,origin_dir_rank1_count,origin_dir_rank1,compressed_dir_rank1_count,compressed_dir_rank1,origin_false_accept_count,origin_fpir,compressed_false_accept_count,compressed_fpir,agreement_with_origin_count,agreement_with_origin_rate,mean_top_k_identity_jaccard,mean_top1_score_drift,mean_abs_top1_score_drift,threshold_crossing_count,threshold_crossing_rate,origin_decision_correct_count,origin_decision_correct_rate,compressed_decision_correct_count,compressed_decision_correct_rate,retrieval_origin_fallback_count
lfw,magface-6931178ad2025e1b3799,20260801-R001-250c665b,population-2452f3adbb1ed70f2b453f96,origin-embedding-dbdd656529118ab21ebd65ab,pca,pca_32,13195,512,32,True,reconstruction,0.00133086485505,0.00160089426015,0.975072212381,1.13184741403,0.553730552783,0.424988257011,0,128,0,not_applicable,lfw-identity-disjoint-open-set-v1,recalibrated_compressed,calibration,test,20,2164,476,1688,,0.432901352644,0.582525372505,464,0.974789915966,463,0.97268907563,471,0.989495798319,468,0.983193277311,464,493,463,0.97268907563,454,0.953781512605,1,0.000592417061611,38,0.0225118483412,804,0.371534195933,0.481119618068,0.166329320289,0.1746780781,47,0.021719038817,2150,0.993530499076,2104,0.972273567468,0
lfw,magface-6931178ad2025e1b3799,20260801-R001-250c665b,population-2452f3adbb1ed70f2b453f96,origin-embedding-dbdd656529118ab21ebd65ab,pca,pca_64,13195,512,64,True,reconstruction,0.000953401785376,0.00124400196593,0.771127386737,0.923890830103,0.710974344898,0.602720027916,0,256,0,not_applicable,lfw-identity-disjoint-open-set-v1,recalibrated_compressed,calibration,test,20,2164,476,1688,,0.432901352644,0.510724425316,464,0.974789915966,463,0.97268907563,471,0.989495798319,469,0.985294117647,464,465,463,0.97268907563,462,0.970588235294,1,0.000592417061611,3,0.00177725118483,1038,0.47966728281,0.582906959478,0.0784113458194,0.0838236325212,3,0.00138632162662,2150,0.993530499076,2147,0.992144177449,0
lfw,magface-6931178ad2025e1b3799,20260801-R001-250c665b,population-2452f3adbb1ed70f2b453f96,origin-embedding-dbdd656529118ab21ebd65ab,pca,pca_128,13195,512,128,True,reconstruction,0.000426020968358,0.000633570491877,0.48043287349,0.605912227679,0.883420865736,0.821982914516,0,512,0,not_applicable,lfw-identity-disjoint-open-set-v1,recalibrated_compressed,calibration,test,20,2164,476,1688,,0.432901352644,0.467699497938,464,0.974789915966,464,0.974789915966,471,0.989495798319,471,0.989495798319,464,465,463,0.97268907563,463,0.97268907563,1,0.000592417061611,2,0.00118483412322,1486,0.686691312384,0.736719162919,0.0192529656537,0.0266954459546,1,0.000462107208872,2150,0.993530499076,2149,0.993068391867,0
lfw,magface-6931178ad2025e1b3799,20260801-R001-250c665b,population-2452f3adbb1ed70f2b453f96,origin-embedding-dbdd656529118ab21ebd65ab,pca,pca_256,13195,512,256,True,reconstruction,3.65035580126e-07,6.56093726175e-07,0.0133851460962,0.0183260970266,0.99990657379,0.999832081784,0,1024,0,not_applicable,lfw-identity-disjoint-open-set-v1,recalibrated_compressed,calibration,test,20,2164,476,1688,,0.432901352644,0.407464206219,464,0.974789915966,464,0.974789915966,471,0.989495798319,471,0.989495798319,464,464,463,0.97268907563,463,0.97268907563,1,0.000592417061611,1,0.000592417061611,1930,0.891866913124,0.881309576865,-0.0131123243881,0.0147323128724,0,0,2150,0.993530499076,2150,0.993530499076,0
lfw,magface-6931178ad2025e1b3799,20260801-R001-250c665b,population-2452f3adbb1ed70f2b453f96,origin-embedding-dbdd656529118ab21ebd65ab,pca,pca_384,13195,512,384,True,reconstruction,2.97056436252e-08,4.92597402943e-08,0.00383048773897,0.00501496439215,0.99999242812,0.999987425092,0,1536,0,not_applicable,lfw-identity-disjoint-open-set-v1,recalibrated_compressed,calibration,test,20,2164,476,1688,,0.432901352644,0.40746486187,464,0.974789915966,464,0.974789915966,471,0.989495798319,471,0.989495798319,464,464,463,0.97268907563,463,0.97268907563,1,0.000592417061611,1,0.000592417061611,1930,0.891866913124,0.881221556445,-0.0131365000141,0.0147490998981,0,0,2150,0.993530499076,2150,0.993530499076,0
lfw,magface-6931178ad2025e1b3799,20260801-R001-250c665b,population-2452f3adbb1ed70f2b453f96,origin-embedding-dbdd656529118ab21ebd65ab,pq,pq_512_m8_b8,13195,512,512,True,reconstruction,0.00137271648996,0.00171086805145,0.996699031275,1.184547433,0.528387400893,0.376716316347,0,8,524288,faiss_centroids,lfw-identity-disjoint-open-set-v1,recalibrated_compressed,calibration,test,20,2164,476,1688,,0.432901352644,0.351246625185,464,0.974789915966,400,0.840336134454,471,0.989495798319,466,0.978991596639,464,329,463,0.97268907563,285,0.598739495798,1,0.000592417061611,38,0.0225118483412,538,0.248613678373,0.345517088571,-0.0527190096408,0.128663291129,209,0.0965804066543,2150,0.993530499076,1935,0.894177449168,0
lfw,magface-6931178ad2025e1b3799,20260801-R001-250c665b,population-2452f3adbb1ed70f2b453f96,origin-embedding-dbdd656529118ab21ebd65ab,pq,pq_512_m16_b8,13195,512,512,True,reconstruction,0.00120653152185,0.00149934763059,0.899897938254,1.05032223444,0.611828173599,0.49729150842,0,16,524288,faiss_centroids,lfw-identity-disjoint-open-set-v1,recalibrated_compressed,calibration,test,20,2164,476,1688,,0.432901352644,0.256405174732,464,0.974789915966,460,0.966386554622,471,0.989495798319,470,0.987394957983,464,476,463,0.97268907563,437,0.918067226891,1,0.000592417061611,39,0.0231042654028,677,0.312846580407,0.404215369309,-0.0910692149067,0.111305072986,64,0.0295748613678,2150,0.993530499076,2086,0.963955637708,0
lfw,magface-6931178ad2025e1b3799,20260801-R001-250c665b,population-2452f3adbb1ed70f2b453f96,origin-embedding-dbdd656529118ab21ebd65ab,pq,pq_512_m32_b8,13195,512,512,True,reconstruction,0.000930858241962,0.00114589183674,0.757154293727,0.865547861799,0.721966642552,0.648223043232,0,32,524288,faiss_centroids,lfw-identity-disjoint-open-set-v1,recalibrated_compressed,calibration,test,20,2164,476,1688,,0.432901352644,0.258236944675,464,0.974789915966,463,0.97268907563,471,0.989495798319,471,0.989495798319,464,468,463,0.97268907563,462,0.970588235294,1,0.000592417061611,5,0.00296208530806,895,0.413585951941,0.497133481046,-0.0924736120516,0.100053413707,6,0.00277264325323,2150,0.993530499076,2145,0.991219963031,0
lfw,magface-6931178ad2025e1b3799,20260801-R001-250c665b,population-2452f3adbb1ed70f2b453f96,origin-embedding-dbdd656529118ab21ebd65ab,pq,pq_512_m64_b8,13195,512,512,True,reconstruction,0.000542837944812,0.000659124716208,0.552998633929,0.61882061616,0.84956373933,0.814563153952,0,64,524288,faiss_centroids,lfw-identity-disjoint-open-set-v1,recalibrated_compressed,calibration,test,20,2164,476,1688,,0.432901352644,0.276977241039,464,0.974789915966,462,0.970588235294,471,0.989495798319,472,0.991596638655,464,472,463,0.97268907563,462,0.970588235294,1,0.000592417061611,9,0.0053317535545,1209,0.558687615527,0.639379466584,-0.0660580302074,0.0710828290898,8,0.00369685767098,2150,0.993530499076,2141,0.989371534196,0
lfw,magface-6931178ad2025e1b3799,20260801-R001-250c665b,population-2452f3adbb1ed70f2b453f96,origin-embedding-dbdd656529118ab21ebd65ab,pq,pq_512_m128_b8,13195,512,512,True,reconstruction,0.000169367782879,0.000206316213565,0.2978089912,0.33059137726,0.955743544146,0.945850546418,0,128,524288,faiss_centroids,lfw-identity-disjoint-open-set-v1,recalibrated_compressed,calibration,test,20,2164,476,1688,,0.432901352644,0.400651991367,464,0.974789915966,464,0.974789915966,471,0.989495798319,471,0.989495798319,464,464,463,0.97268907563,463,0.97268907563,1,0.000592417061611,1,0.000592417061611,1677,0.774953789279,0.804723811643,-0.0229768499787,0.0280551081127,0,0,2150,0.993530499076,2150,0.993530499076,0
survface,magface-6931178ad2025e1b3799,20260802-R001-9bccb0c1,population-fc5f568697de0e78f56d71fb,origin-embedding-f0093b4aa0b2ce25e8257f05,pca,pca_32,463341,512,32,True,reconstruction,0.000555148329148,0.000958121039945,0.556692377255,0.775287726396,0.843791248642,0.714219677702,0,128,0,not_applicable,qmul-survface-v1-official-open-set-identification,frozen_origin,calibration,test,20,182159,60423,121736,0.686036229134,0.686036229134,0.686036229134,2129,0.0352349270973,922,0.0152590900816,9127,0.151051751816,4810,0.0796054482565,93848,71122,1081,0.0178905383712,609,0.0100789434487,61679,0.506661957022,47418,0.3895150161,42857,0.235272481733,0.237753312857,-0.00812258950556,0.0727212952866,65326,0.358620765375,61138,0.335629861824,74927,0.411327466664,0
survface,magface-6931178ad2025e1b3799,20260802-R001-9bccb0c1,population-fc5f568697de0e78f56d71fb,origin-embedding-f0093b4aa0b2ce25e8257f05,pca,pca_64,463341,512,64,True,reconstruction,0.000326012907983,0.000603695181013,0.41419796061,0.589245153775,0.911919180102,0.831360409346,0,256,0,not_applicable,qmul-survface-v1-official-open-set-identification,frozen_origin,calibration,test,20,182159,60423,121736,0.686036229134,0.686036229134,0.686036229134,2129,0.0352349270973,1297,0.0214653360475,9127,0.151051751816,5839,0.096635387187,93848,13953,1081,0.0178905383712,404,0.00668619565397,61679,0.506661957022,9120,0.0749162121312,62963,0.345648581734,0.298728680589,-0.105262130824,0.123037894145,81565,0.447768158587,61138,0.335629861824,113020,0.620446972151,0
survface,magface-6931178ad2025e1b3799,20260802-R001-9bccb0c1,population-fc5f568697de0e78f56d71fb,origin-embedding-f0093b4aa0b2ce25e8257f05,pca,pca_128,463341,512,128,True,reconstruction,0.000122091299118,0.00023701999259,0.247245582561,0.355748268955,0.968118121967,0.937386135267,0,512,0,not_applicable,qmul-survface-v1-official-open-set-identification,frozen_origin,calibration,test,20,182159,60423,121736,0.686036229134,0.686036229134,0.686036229134,2129,0.0352349270973,1486,0.0245932840144,9127,0.151051751816,6407,0.106035781077,93848,5263,1081,0.0178905383712,251,0.00415404729987,61679,0.506661957022,3376,0.0277321416836,74212,0.407402324343,0.331156797551,-0.16944424024,0.173627658495,88637,0.48659138445,61138,0.335629861824,118611,0.651139938186,0
survface,magface-6931178ad2025e1b3799,20260802-R001-9bccb0c1,population-fc5f568697de0e78f56d71fb,origin-embedding-f0093b4aa0b2ce25e8257f05,pca,pca_256,463341,512,256,True,reconstruction,3.22245029167e-07,4.99395533688e-07,0.0127091721147,0.0159898355903,0.999917532983,0.999872165303,0,1024,0,not_applicable,qmul-survface-v1-official-open-set-identification,frozen_origin,calibration,test,20,182159,60423,121736,0.686036229134,0.686036229134,0.686036229134,2129,0.0352349270973,1593,0.0263641328633,9127,0.151051751816,6662,0.110256028334,93848,3395,1081,0.0178905383712,189,0.00312794796683,61679,0.506661957022,2169,0.017817243872,79581,0.43687657486,0.349091418904,-0.200693108041,0.201798302079,90459,0.496593635231,61138,0.335629861824,119756,0.657425655609,0
survface,magface-6931178ad2025e1b3799,20260802-R001-9bccb0c1,population-fc5f568697de0e78f56d71fb,origin-embedding-f0093b4aa0b2ce25e8257f05,pca,pca_384,463341,512,384,True,reconstruction,4.92217985235e-08,7.29499613653e-08,0.00497050281149,0.00610609934027,0.999987434216,0.999981357833,0,1536,0,not_applicable,qmul-survface-v1-official-open-set-identification,frozen_origin,calibration,test,20,182159,60423,121736,0.686036229134,0.686036229134,0.686036229134,2129,0.0352349270973,1593,0.0263641328633,9127,0.151051751816,6662,0.110256028334,93848,3393,1081,0.0178905383712,189,0.00312794796683,61679,0.506661957022,2168,0.017809029375,79586,0.436904023408,0.349125757475,-0.200759748609,0.201862521768,90461,0.49660461465,61138,0.335629861824,119757,0.657431145318,0
survface,magface-6931178ad2025e1b3799,20260802-R001-9bccb0c1,population-fc5f568697de0e78f56d71fb,origin-embedding-f0093b4aa0b2ce25e8257f05,pq,pq_512_m8_b8,463341,512,512,True,reconstruction,0.000917179200481,0.00130353724854,0.752701664719,0.950927747139,0.725271069508,0.580928195333,0,8,524288,faiss_centroids,qmul-survface-v1-official-open-set-identification,frozen_origin,calibration,test,20,182159,60423,121736,0.686036229134,0.686036229134,0.686036229134,2129,0.0352349270973,470,0.00777849494398,9127,0.151051751816,3507,0.0580408122735,93848,176808,1081,0.0178905383712,457,0.00756334508383,61679,0.506661957022,118175,0.970748176382,16972,0.0931713503039,0.163696701231,0.149664532434,0.149719750369,83012,0.45571176829,61138,0.335629861824,4018,0.0220576529296,0
survface,magface-6931178ad2025e1b3799,20260802-R001-9bccb0c1,population-fc5f568697de0e78f56d71fb,origin-embedding-f0093b4aa0b2ce25e8257f05,pq,pq_512_m16_b8,463341,512,512,True,reconstruction,0.000827896603059,0.00117380884453,0.706649809058,0.88427330841,0.75679954183,0.633851731737,0,16,524288,faiss_centroids,qmul-survface-v1-official-open-set-identification,frozen_origin,calibration,test,20,182159,60423,121736,0.686036229134,0.686036229134,0.686036229134,2129,0.0352349270973,720,0.0119159922546,9127,0.151051751816,4786,0.0792082485146,93848,153363,1081,0.0178905383712,586,0.00969829369611,61679,0.506661957022,102146,0.839078004863,31110,0.170784863773,0.249755705529,0.0882439909352,0.0885612297353,59843,0.32852068797,61138,0.335629861824,20176,0.110760379668,0
survface,magface-6931178ad2025e1b3799,20260802-R001-9bccb0c1,population-fc5f568697de0e78f56d71fb,origin-embedding-f0093b4aa0b2ce25e8257f05,pq,pq_512_m32_b8,463341,512,512,True,reconstruction,0.000665237568441,0.000940722237545,0.620760955513,0.766190269027,0.810867105459,0.720557541286,0,32,524288,faiss_centroids,qmul-survface-v1-official-open-set-identification,frozen_origin,calibration,test,20,182159,60423,121736,0.686036229134,0.686036229134,0.686036229134,2129,0.0352349270973,1194,0.0197606871556,9127,0.151051751816,6778,0.112175827086,93848,118689,1081,0.0178905383712,619,0.0102444433411,61679,0.506661957022,78565,0.645371952422,49051,0.26927574262,0.351913161255,0.0294362479602,0.0355573068271,28923,0.15877886901,61138,0.335629861824,43790,0.240394380733,0
survface,magface-6931178ad2025e1b3799,20260802-R001-9bccb0c1,population-fc5f568697de0e78f56d71fb,origin-embedding-f0093b4aa0b2ce25e8257f05,pq,pq_512_m64_b8,463341,512,512,True,reconstruction,0.000401370093348,0.000566358250263,0.468135137311,0.56818765381,0.891163204409,0.842877592061,0,64,524288,faiss_centroids,qmul-survface-v1-official-open-set-identification,frozen_origin,calibration,test,20,182159,60423,121736,0.686036229134,0.686036229134,0.686036229134,2129,0.0352349270973,1737,0.0287473313142,9127,0.151051751816,8126,0.134485212585,93848,80586,1081,0.0178905383712,660,0.0109229929001,61679,0.506661957022,52947,0.434932969705,76583,0.420418425661,0.476780412951,-0.010870580723,0.0239004774228,18388,0.100944779012,61138,0.335629861824,69449,0.381254837807,0
survface,magface-6931178ad2025e1b3799,20260802-R001-9bccb0c1,population-fc5f568697de0e78f56d71fb,origin-embedding-f0093b4aa0b2ce25e8257f05,pq,pq_512_m128_b8,463341,512,512,True,reconstruction,0.000127141987392,0.00018243739491,0.256285344096,0.309767360868,0.966976221499,0.952404512691,0,128,524288,faiss_centroids,qmul-survface-v1-official-open-set-identification,frozen_origin,calibration,test,20,182159,60423,121736,0.686036229134,0.686036229134,0.686036229134,2129,0.0352349270973,2081,0.0344405276137,9127,0.151051751816,9004,0.14901610314,93848,85071,1081,0.0178905383712,913,0.0151101401784,61679,0.506661957022,55883,0.459050732733,124988,0.686147815919,0.696998405066,-0.0090913796638,0.0133067151477,10467,0.0574607897496,61138,0.335629861824,66766,0.366525947112,0
survface,magface-6931178ad2025e1b3799,20260802-R001-9bccb0c1,population-fc5f568697de0e78f56d71fb,origin-embedding-f0093b4aa0b2ce25e8257f05,pca,pca_32,463341,512,32,True,reconstruction,0.000555148329148,0.000958121039945,0.556692377255,0.775287726396,0.843791248642,0.714219677702,0,128,0,not_applicable,qmul-survface-v1-official-open-set-identification,recalibrated_compressed,calibration,test,20,182159,60423,121736,,0.686036229134,0.673599421978,2129,0.0352349270973,922,0.0152590900816,9127,0.151051751816,4810,0.0796054482565,93848,82905,1081,0.0178905383712,653,0.0108071429754,61679,0.506661957022,55290,0.454179536045,42857,0.235272481733,0.237753312857,-0.00812258950556,0.0727212952866,63591,0.349096119324,61138,0.335629861824,67099,0.368354020389,0
survface,magface-6931178ad2025e1b3799,20260802-R001-9bccb0c1,population-fc5f568697de0e78f56d71fb,origin-embedding-f0093b4aa0b2ce25e8257f05,pca,pca_64,463341,512,64,True,reconstruction,0.000326012907983,0.000603695181013,0.41419796061,0.589245153775,0.911919180102,0.831360409346,0,256,0,not_applicable,qmul-survface-v1-official-open-set-identification,recalibrated_compressed,calibration,test,20,182159,60423,121736,,0.686036229134,0.576666176319,2129,0.0352349270973,1297,0.0214653360475,9127,0.151051751816,5839,0.096635387187,93848,79763,1081,0.0178905383712,916,0.0151597901461,61679,0.506661957022,53016,0.435499769994,62963,0.345648581734,0.298728680589,-0.105262130824,0.123037894145,56013,0.307495100434,61138,0.335629861824,69636,0.38228141349,0
survface,magface-6931178ad2025e1b3799,20260802-R001-9bccb0c1,population-fc5f568697de0e78f56d71fb,origin-embedding-f0093b4aa0b2ce25e8257f05,pca,pca_128,463341,512,128,True,reconstruction,0.000122091299118,0.00023701999259,0.247245582561,0.355748268955,0.968118121967,0.937386135267,0,512,0,not_applicable,qmul-survface-v1-official-open-set-identification,recalibrated_compressed,calibration,test,20,182159,60423,121736,,0.686036229134,0.511959195137,2129,0.0352349270973,1486,0.0245932840144,9127,0.151051751816,6407,0.106035781077,93848,77837,1081,0.0178905383712,1078,0.0178408884034,61679,0.506661957022,51636,0.424163764211,74212,0.407402324343,0.331156797551,-0.16944424024,0.173627658495,50467,0.277049171328,61138,0.335629861824,71178,0.3907465456,0
survface,magface-6931178ad2025e1b3799,20260802-R001-9bccb0c1,population-fc5f568697de0e78f56d71fb,origin-embedding-f0093b4aa0b2ce25e8257f05,pca,pca_256,463341,512,256,True,reconstruction,3.22245029167e-07,4.99395533688e-07,0.0127091721147,0.0159898355903,0.999917532983,0.999872165303,0,1024,0,not_applicable,qmul-survface-v1-official-open-set-identification,recalibrated_compressed,calibration,test,20,182159,60423,121736,,0.686036229134,0.478664726019,2129,0.0352349270973,1593,0.0263641328633,9127,0.151051751816,6662,0.110256028334,93848,79068,1081,0.0178905383712,1171,0.019380037403,61679,0.506661957022,52375,0.430234277453,79581,0.43687657486,0.349091418904,-0.200693108041,0.201798302079,48018,0.263604872666,61138,0.335629861824,70532,0.387200193238,0
