regime,seed,target_fpir,method,split,group,count,fraction,false_accept_count,fpir,threshold
full_calibration,1,0.1,global_empirical,safety,all,29121,1.0,3166,0.10871879399745887,-0.47009336948394775
full_calibration,1,0.1,global_empirical,test,all,121736,1.0,11654,0.09573174738778997,-0.47009336948394775
full_calibration,1,0.1,global_safe,fit,all,69704,1.0,6132,0.08797199586824285,-0.46368834376335144
full_calibration,1,0.1,global_safe,safety,all,29121,1.0,2912,0.09999656605198998,-0.46368834376335144
full_calibration,1,0.1,global_safe,test,all,121736,1.0,10743,0.08824834067161727,-0.46368834376335144
full_calibration,1,0.1,fiqa_s,fit,low,34287,0.49189429587971994,3095,0.09026744830402193,-0.4489290714263916
full_calibration,1,0.1,fiqa_s,fit,high,35417,0.50810570412028,3082,0.08702035745545925,-0.48615607619285583
full_calibration,1,0.1,fiqa_s,safety,low,14977,0.514302393461763,1497,0.09995326166789077,-0.4489290714263916
full_calibration,1,0.1,fiqa_s,safety,high,14144,0.485697606538237,1414,0.09997171945701358,-0.48615607619285583
full_calibration,1,0.1,fiqa_s,test,low,59898,0.4920319379641191,5568,0.0929580286487028,-0.4489290714263916
full_calibration,1,0.1,fiqa_s,test,high,61838,0.507968062035881,5330,0.08619295578770335,-0.48615607619285583
full_calibration,1,0.1,fiqa_l,fit,low,34849,0.49995696086307817,3109,0.0892134638009699,-0.454336017370224
full_calibration,1,0.1,fiqa_l,fit,high,34855,0.5000430391369218,3103,0.08902596471094534,-0.48102742433547974
full_calibration,1,0.1,fiqa_l,safety,low,14598,0.5012877305037602,1459,0.09994519797232497,-0.454336017370224
full_calibration,1,0.1,fiqa_l,safety,high,14523,0.4987122694962398,1452,0.09997934311092749,-0.48102742433547974
full_calibration,1,0.1,fiqa_l,test,low,58706,0.48224025760662415,5534,0.09426634415562293,-0.454336017370224
full_calibration,1,0.1,fiqa_l,test,high,63030,0.5177597423933759,5279,0.08375376804696176,-0.48102742433547974
full_calibration,2,0.01,global_empirical,fit,all,71286,1.0,764,0.010717391914260865,-0.3551550507545471
full_calibration,2,0.01,global_empirical,safety,all,27539,1.0,224,0.008133919169178256,-0.3551550507545471
full_calibration,2,0.01,global_empirical,test,all,121736,1.0,1802,0.014802523493461261,-0.3551550507545471
full_calibration,2,0.01,global_safe,fit,all,71286,1.0,712,0.009987935920096513,-0.3525480329990387
full_calibration,2,0.01,global_safe,safety,all,27539,1.0,210,0.007625549221104615,-0.3525480329990387
full_calibration,2,0.01,global_safe,test,all,121736,1.0,1693,0.013907143326542682,-0.3525480329990387
full_calibration,2,0.01,fiqa_s,fit,low,35361,0.49604410403164717,353,0.009982749356635841,-0.34523388743400574
full_calibration,2,0.01,fiqa_s,fit,high,35925,0.5039558959683529,356,0.009909533750869868,-0.3648043716861302
full_calibration,2,0.01,fiqa_s,safety,low,13724,0.49834779766876064,99,0.00721364033809385,-0.34523388743400574
full_calibration,2,0.01,fiqa_s,safety,high,13815,0.5016522023312393,123,0.008903365906623236,-0.3648043716861302
full_calibration,2,0.01,fiqa_s,test,low,59684,0.49027403561805877,846,0.0141746531733798,-0.34523388743400574
full_calibration,2,0.01,fiqa_s,test,high,62052,0.5097259643819413,869,0.01400438342035712,-0.3648043716861302
full_calibration,2,0.01,fiqa_l,fit,low,35632,0.49984569200123447,354,0.009934889986528963,-0.3570825450320307
full_calibration,2,0.01,fiqa_l,fit,high,35654,0.5001543079987656,356,0.009984854434285073,-0.3488275408744812
full_calibration,2,0.01,fiqa_l,safety,low,13721,0.49823886125131633,98,0.00714233656439035,-0.3570825450320307
full_calibration,2,0.01,fiqa_l,safety,high,13818,0.5017611387486837,109,0.007888261687653785,-0.3488275408744812
full_calibration,2,0.01,fiqa_l,test,low,58605,0.48141059341525927,783,0.01336063475812644,-0.3570825450320307
full_calibration,2,0.01,fiqa_l,test,high,63131,0.5185894065847407,921,0.014588712360013306,-0.3488275408744812
full_calibration,2,0.05,global_empirical,fit,all,71286,1.0,3710,0.052043879583648964,-0.42540255188941956
full_calibration,2,0.05,global_empirical,safety,all,27539,1.0,1231,0.04470024329133229,-0.42540255188941956
full_calibration,2,0.05,global_empirical,test,all,121736,1.0,6470,0.053147795229020176,-0.42540255188941956
full_calibration,2,0.05,global_safe,fit,all,71286,1.0,3564,0.049995791600033666,-0.4234101176261902
full_calibration,2,0.05,global_safe,safety,all,27539,1.0,1195,0.043393006282000074,-0.4234101176261902
full_calibration,2,0.05,global_safe,test,all,121736,1.0,6305,0.051792403233225995,-0.4234101176261902
full_calibration,2,0.05,fiqa_s,fit,low,35361,0.49604410403164717,1768,0.049998586012839005,-0.4105091094970703
full_calibration,2,0.05,fiqa_s,fit,high,35925,0.5039558959683529,1789,0.049798190675017395,-0.44129823006973135
full_calibration,2,0.05,fiqa_s,safety,low,13724,0.49834779766876064,558,0.04065870008743806,-0.4105091094970703
full_calibration,2,0.05,fiqa_s,safety,high,13815,0.5016522023312393,604,0.04372059355772711,-0.44129823006973135
full_calibration,2,0.05,fiqa_s,test,low,59684,0.49027403561805877,3174,0.05318008176395684,-0.4105091094970703
full_calibration,2,0.05,fiqa_s,test,high,62052,0.5097259643819413,3105,0.05003867723844518,-0.44129823006973135
full_calibration,2,0.05,fiqa_l,fit,low,35632,0.49984569200123447,1781,0.04998316120341266,-0.42020368576049805
full_calibration,2,0.05,fiqa_l,fit,high,35654,0.5001543079987656,1779,0.049896224827508835,-0.42819637413763556
full_calibration,2,0.05,fiqa_l,safety,low,13721,0.49823886125131633,635,0.046279425697835434,-0.42020368576049805
full_calibration,2,0.05,fiqa_l,safety,high,13818,0.5017611387486837,562,0.04067158778404979,-0.42819637413763556
full_calibration,2,0.05,fiqa_l,test,low,58605,0.48141059341525927,3163,0.053971504137872196,-0.42020368576049805
full_calibration,2,0.05,fiqa_l,test,high,63131,0.5185894065847407,3094,0.0490092030856473,-0.42819637413763556
full_calibration,2,0.1,global_empirical,fit,all,71286,1.0,7368,0.10335830317313358,-0.47009336948394775
full_calibration,2,0.1,global_empirical,safety,all,27539,1.0,2514,0.09128871781836669,-0.47009336948394775
full_calibration,2,0.1,global_empirical,test,all,121736,1.0,11654,0.09573174738778997,-0.47009336948394775
full_calibration,2,0.1,global_safe,fit,all,71286,1.0,7128,0.09999158320006733,-0.46797215938568115
full_calibration,2,0.1,global_safe,safety,all,27539,1.0,2458,0.08925523802607212,-0.46797215938568115
full_calibration,2,0.1,global_safe,test,all,121736,1.0,11347,0.09320989682591838,-0.46797215938568115
full_calibration,2,0.1,fiqa_s,fit,low,35361,0.49604410403164717,3536,0.09999717202567801,-0.45098569989204407
full_calibration,2,0.1,fiqa_s,fit,high,35925,0.5039558959683529,3580,0.09965205288796103,-0.4911828986294954
full_calibration,2,0.1,fiqa_s,safety,low,13724,0.49834779766876064,1199,0.08736519965024774,-0.45098569989204407
full_calibration,2,0.1,fiqa_s,safety,high,13815,0.5016522023312393,1206,0.08729641693811074,-0.4911828986294954
full_calibration,2,0.1,fiqa_s,test,low,59684,0.49027403561805877,5679,0.09515112928087929,-0.45098569989204407
full_calibration,2,0.1,fiqa_s,test,high,62052,0.5097259643819413,5661,0.09122993618255656,-0.4911828986294954
full_calibration,2,0.1,fiqa_l,fit,low,35632,0.49984569200123447,3563,0.09999438706780422,-0.45806196331977844
full_calibration,2,0.1,fiqa_l,fit,high,35654,0.5001543079987656,3562,0.09990463903068379,-0.4839008409712168
full_calibration,2,0.1,fiqa_l,safety,low,13721,0.49823886125131633,1258,0.0916842795714598,-0.45806196331977844
full_calibration,2,0.1,fiqa_l,safety,high,13818,0.5017611387486837,1162,0.08409321175278622,-0.4839008409712168
full_calibration,2,0.1,fiqa_l,test,low,58605,0.48141059341525927,5810,0.09913829877996758,-0.45806196331977844
full_calibration,2,0.1,fiqa_l,test,high,63131,0.5185894065847407,5432,0.0860433067748016,-0.4839008409712168
full_calibration,3,0.01,global_empirical,fit,all,70419,1.0,748,0.010622133231088201,-0.3551550507545471
full_calibration,3,0.01,global_empirical,safety,all,28406,1.0,240,0.008448919242413575,-0.3551550507545471
full_calibration,3,0.01,global_empirical,test,all,121736,1.0,1802,0.014802523493461261,-0.3551550507545471
full_calibration,3,0.01,global_safe,fit,all,70419,1.0,704,0.0099973018645536,-0.35277068614959717
full_calibration,3,0.01,global_safe,safety,all,28406,1.0,224,0.007885657959586003,-0.35277068614959717
full_calibration,3,0.01,global_safe,test,all,121736,1.0,1701,0.01397285930209634,-0.35277068614959717
full_calibration,3,0.01,fiqa_s,fit,low,35229,0.5002769139010779,352,0.009991768145561896,-0.34523388743400574
full_calibration,3,0.01,fiqa_s,fit,high,35190,0.4997230860989222,350,0.009946007388462632,-0.36465515435061974
full_calibration,3,0.01,fiqa_s,safety,low,13872,0.4883475322115046,100,0.00720876585928489,-0.34523388743400574
full_calibration,3,0.01,fiqa_s,safety,high,14534,0.5116524677884954,125,0.008600522911793036,-0.36465515435061974
full_calibration,3,0.01,fiqa_s,test,low,59696,0.49037260958138923,846,0.014171803805950147,-0.34523388743400574
full_calibration,3,0.01,fiqa_s,test,high,62040,0.5096273904186107,864,0.013926499032882012,-0.36465515435061974
full_calibration,3,0.01,fiqa_l,fit,low,35200,0.49986509322768,349,0.009914772727272727,-0.3570834923598726
full_calibration,3,0.01,fiqa_l,fit,high,35219,0.50013490677232,352,0.00999460518470144,-0.3491298258304596
full_calibration,3,0.01,fiqa_l,safety,low,14249,0.5016193761881292,105,0.007368938171099727,-0.3570834923598726
full_calibration,3,0.01,fiqa_l,safety,high,14157,0.4983806238118707,114,0.008052553507098962,-0.3491298258304596
full_calibration,3,0.01,fiqa_l,test,low,58712,0.48228954458828943,786,0.013387382477176727,-0.3570834923598726
full_calibration,3,0.01,fiqa_l,test,high,63024,0.5177104554117106,924,0.014661081492764662,-0.3491298258304596
full_calibration,3,0.05,global_empirical,fit,all,70419,1.0,3637,0.05164799272923501,-0.42540255188941956
full_calibration,3,0.05,global_empirical,safety,all,28406,1.0,1304,0.04590579455044709,-0.42540255188941956
full_calibration,3,0.05,global_empirical,test,all,121736,1.0,6470,0.053147795229020176,-0.42540255188941956
full_calibration,3,0.05,global_safe,fit,all,70419,1.0,3520,0.049986509322768005,-0.42387861013412476
full_calibration,3,0.05,global_safe,safety,all,28406,1.0,1280,0.04506090262620573,-0.42387861013412476
full_calibration,3,0.05,global_safe,test,all,121736,1.0,6340,0.05207991062627325,-0.42387861013412476
full_calibration,3,0.05,fiqa_s,fit,low,35229,0.5002769139010779,1761,0.049987226432768456,-0.41097670793533325
full_calibration,3,0.05,fiqa_s,fit,high,35190,0.4997230860989222,1755,0.049872122762148335,-0.4426027899173803
full_calibration,3,0.05,fiqa_s,safety,low,13872,0.4883475322115046,594,0.042820069204152246,-0.41097670793533325
full_calibration,3,0.05,fiqa_s,safety,high,14534,0.5116524677884954,693,0.0476812990229806,-0.4426027899173803
full_calibration,3,0.05,fiqa_s,test,low,59696,0.49037260958138923,3193,0.05348767086571964,-0.41097670793533325
full_calibration,3,0.05,fiqa_s,test,high,62040,0.5096273904186107,3164,0.0509993552546744,-0.4426027899173803
full_calibration,3,0.05,fiqa_l,fit,low,35200,0.49986509322768,1760,0.05,-0.41975679993629456
full_calibration,3,0.05,fiqa_l,fit,high,35219,0.50013490677232,1759,0.04994463215877793,-0.4299996392206361
full_calibration,3,0.05,fiqa_l,safety,low,14249,0.5016193761881292,639,0.044845252298406905,-0.41975679993629456
full_calibration,3,0.05,fiqa_l,safety,high,14157,0.4983806238118707,636,0.04492477219749947,-0.4299996392206361
full_calibration,3,0.05,fiqa_l,test,low,58712,0.48228954458828943,3151,0.053668755961302626,-0.41975679993629456
full_calibration,3,0.05,fiqa_l,test,high,63024,0.5177104554117106,3132,0.049695354150799696,-0.4299996392206361
full_calibration,3,0.1,global_empirical,fit,all,70419,1.0,7179,0.10194691773527031,-0.47009336948394775
full_calibration,3,0.1,global_empirical,safety,all,28406,1.0,2703,0.09515595296768288,-0.47009336948394775
full_calibration,3,0.1,global_empirical,test,all,121736,1.0,11654,0.09573174738778997,-0.47009336948394775
full_calibration,3,0.1,global_safe,fit,all,70419,1.0,7041,0.09998721935841179,-0.46881017088890076
full_calibration,3,0.1,global_safe,safety,all,28406,1.0,2655,0.09346616911920017,-0.46881017088890076
full_calibration,3,0.1,global_safe,test,all,121736,1.0,11492,0.09440099888282842,-0.46881017088890076
full_calibration,3,0.1,fiqa_s,fit,low,35229,0.5002769139010779,3522,0.09997445286553691,-0.45174288749694824
full_calibration,3,0.1,fiqa_s,fit,high,35190,0.4997230860989222,3514,0.09985791418016482,-0.492778276733572
full_calibration,3,0.1,fiqa_s,safety,low,13872,0.4883475322115046,1268,0.09140715109573241,-0.45174288749694824
full_calibration,3,0.1,fiqa_s,safety,high,14534,0.5116524677884954,1368,0.094124122746663,-0.492778276733572
full_calibration,3,0.1,fiqa_s,test,low,59696,0.49037260958138923,5746,0.09625435540069686,-0.45174288749694824
full_calibration,3,0.1,fiqa_s,test,high,62040,0.5096273904186107,5753,0.0927304964539007,-0.492778276733572
full_calibration,3,0.1,fiqa_l,fit,low,35200,0.49986509322768,3520,0.1,-0.45827069878578186
full_calibration,3,0.1,fiqa_l,fit,high,35219,0.50013490677232,3515,0.09980408302336807,-0.4858033654734822
full_calibration,3,0.1,fiqa_l,safety,low,14249,0.5016193761881292,1336,0.09376096568180223,-0.45827069878578186
full_calibration,3,0.1,fiqa_l,safety,high,14157,0.4983806238118707,1301,0.09189800098891009,-0.4858033654734822
full_calibration,3,0.1,fiqa_l,test,low,58712,0.48228954458828943,5842,0.09950265703774357,-0.45827069878578186
full_calibration,3,0.1,fiqa_l,test,high,63024,0.5177104554117106,5515,0.08750634678852501,-0.4858033654734822
full_calibration,4,0.01,global_empirical,fit,all,69093,1.0,719,0.01040626402095726,-0.3551550507545471
full_calibration,4,0.01,global_empirical,safety,all,29732,1.0,269,0.009047490918875287,-0.3551550507545471
full_calibration,4,0.01,global_empirical,test,all,121736,1.0,1802,0.014802523493461261,-0.3551550507545471
full_calibration,4,0.01,global_safe,fit,all,69093,1.0,690,0.009986539881029917,-0.3533417582511902
full_calibration,4,0.01,global_safe,safety,all,29732,1.0,260,0.008744786761738194,-0.3533417582511902
full_calibration,4,0.01,global_safe,test,all,121736,1.0,1720,0.014128934744036275,-0.3533417582511902
full_calibration,4,0.01,fiqa_s,fit,low,34479,0.4990230558812036,344,0.009977087502537776,-0.34708550572395325
full_calibration,4,0.01,fiqa_s,fit,high,34614,0.5009769441187965,343,0.009909285260299302,-0.365376642437294
full_calibration,4,0.01,fiqa_s,safety,low,14348,0.4825776940669985,132,0.009199888486200167,-0.34708550572395325
full_calibration,4,0.01,fiqa_s,safety,high,15384,0.5174223059330014,149,0.00968538741549662,-0.365376642437294
full_calibration,4,0.01,fiqa_s,test,low,59356,0.48757968062035884,881,0.01484264438304468,-0.34708550572395325
full_calibration,4,0.01,fiqa_s,test,high,62380,0.5124203193796412,886,0.014203270278935556,-0.365376642437294
full_calibration,4,0.01,fiqa_l,fit,low,34628,0.5011795695656579,345,0.009963035693658312,-0.3573352119617872
full_calibration,4,0.01,fiqa_l,fit,high,34465,0.4988204304343421,344,0.009981140287247933,-0.35073864459991455
full_calibration,4,0.01,fiqa_l,safety,low,14110,0.47457285080048434,106,0.007512402551381999,-0.3573352119617872
full_calibration,4,0.01,fiqa_l,safety,high,15622,0.5254271491995157,153,0.009793880425041607,-0.35073864459991455
full_calibration,4,0.01,fiqa_l,test,low,57916,0.47575080502070055,766,0.013226051522895228,-0.3573352119617872
full_calibration,4,0.01,fiqa_l,test,high,63820,0.5242491949792994,979,0.01534001880288311,-0.35073864459991455
full_calibration,4,0.05,global_empirical,fit,all,69093,1.0,3616,0.05233525827507852,-0.42540255188941956
full_calibration,4,0.05,global_empirical,safety,all,29732,1.0,1325,0.04456477868962734,-0.42540255188941956
full_calibration,4,0.05,global_empirical,test,all,121736,1.0,6470,0.053147795229020176,-0.42540255188941956
full_calibration,4,0.05,global_safe,fit,all,69093,1.0,3454,0.04999059238996714,-0.42306840419769287
full_calibration,4,0.05,global_safe,safety,all,29732,1.0,1274,0.04284945513251715,-0.42306840419769287
full_calibration,4,0.05,global_safe,test,all,121736,1.0,6266,0.05147203785240192,-0.42306840419769287
full_calibration,4,0.05,fiqa_s,fit,low,34479,0.4990230558812036,1723,0.049972446996722646,-0.411042720079422
full_calibration,4,0.05,fiqa_s,fit,high,34614,0.5009769441187965,1729,0.04995088692436586,-0.44035421801598196
full_calibration,4,0.05,fiqa_s,safety,low,14348,0.4825776940669985,624,0.04349038193476443,-0.411042720079422
full_calibration,4,0.05,fiqa_s,safety,high,15384,0.5174223059330014,651,0.042316692667706705,-0.44035421801598196
full_calibration,4,0.05,fiqa_s,test,low,59356,0.48757968062035884,3177,0.05352449625985579,-0.411042720079422
full_calibration,4,0.05,fiqa_s,test,high,62380,0.5124203193796412,3105,0.0497755690926579,-0.44035421801598196
full_calibration,4,0.05,fiqa_l,fit,low,34628,0.5011795695656579,1731,0.04998844865426822,-0.41928213834762573
full_calibration,4,0.05,fiqa_l,fit,high,34465,0.4988204304343421,1721,0.04993471637893515,-0.4290676371292619
full_calibration,4,0.05,fiqa_l,safety,low,14110,0.47457285080048434,585,0.04145995747696669,-0.41928213834762573
full_calibration,4,0.05,fiqa_l,safety,high,15622,0.5254271491995157,699,0.0447445909614646,-0.4290676371292619
full_calibration,4,0.05,fiqa_l,test,low,57916,0.47575080502070055,3051,0.05267974307617929,-0.41928213834762573
full_calibration,4,0.05,fiqa_l,test,high,63820,0.5242491949792994,3195,0.05006267627702914,-0.4290676371292619
full_calibration,4,0.1,global_empirical,fit,all,69093,1.0,7245,0.10485866875081412,-0.47009336948394775
