regime,seed,target_fpir,method,split,non_mated_count,false_accept_count,fpir,wilson95_low,wilson95_high,target_met,tpir20_count,mated_count,tpir20
full_calibration,0,0.01,global_empirical,test,121736,1802,0.014802523493461261,0.01413929939231479,0.015496368073549874,False,79.0,60423.0,0.0013074491501580525
full_calibration,0,0.01,global_safe,test,121736,1686,0.013849641847933233,0.01320832133753788,0.014521642972975824,False,70.0,60423.0,0.0011584992469754894
full_calibration,0,0.01,fiqa_s,test,121736,1611,0.013233554577117697,0.012606816113365997,0.01389101253636045,False,68.0,60423.0,0.0011253992684904755
full_calibration,0,0.01,fiqa_l,test,121736,1589,0.01305283564434514,0.012430441215486985,0.013705960973741866,False,64.0,60423.0,0.0010591993115204475
full_calibration,0,0.05,global_empirical,test,121736,6470,0.053147795229020176,0.05190168632689956,0.05442210466636401,False,421.0,60423.0,0.006967545471095443
full_calibration,0,0.05,global_safe,test,121736,6186,0.05081487809686535,0.049595290257627676,0.05206281370012148,False,406.0,60423.0,0.006719295632457839
full_calibration,0,0.05,fiqa_s,test,121736,6178,0.05074916212131169,0.04953033158616273,0.0519963445677691,False,391.0,60423.0,0.006471045793820234
full_calibration,0,0.05,fiqa_l,test,121736,5955,0.0489173293027535,0.04771984329095396,0.05014328283157043,True,391.0,60423.0,0.006471045793820234
full_calibration,0,0.1,global_empirical,test,121736,11654,0.09573174738778997,0.09409170015971659,0.09739730770716225,True,772.0,60423.0,0.012776591695215398
full_calibration,0,0.1,global_safe,test,121736,11129,0.09141913649208122,0.08981303285864328,0.09305102538272472,True,740.0,60423.0,0.012246992039455175
full_calibration,0,0.1,fiqa_s,test,121736,11119,0.09133699152263916,0.08973154480747135,0.09296822867912503,True,730.0,60423.0,0.012081492147030104
full_calibration,0,0.1,fiqa_l,test,121736,10780,0.08855227705855294,0.08696933747466215,0.09016118282517585,True,752.0,60423.0,0.012445591910365258
full_calibration,1,0.01,global_empirical,test,121736,1802,0.014802523493461261,0.01413929939231479,0.015496368073549874,False,79.0,60423.0,0.0013074491501580525
full_calibration,1,0.01,global_safe,test,121736,1720,0.014128934744036275,0.013481114992022652,0.014807417484714607,False,74.0,60423.0,0.0012246992039455175
full_calibration,1,0.01,fiqa_s,test,121736,1695,0.013923572320431097,0.013280524831950852,0.014597295757857323,False,72.0,60423.0,0.0011915992254605033
full_calibration,1,0.01,fiqa_l,test,121736,1756,0.014424656634027732,0.01377002786819537,0.015109929725719774,False,78.0,60423.0,0.0012908991609155455
full_calibration,1,0.05,global_empirical,test,121736,6470,0.053147795229020176,0.05190168632689956,0.05442210466636401,False,421.0,60423.0,0.006967545471095443
full_calibration,1,0.05,global_safe,test,121736,5979,0.04911447722941447,0.04791467193785515,0.050342737596121165,True,393.0,60423.0,0.006504145772305248
full_calibration,1,0.05,fiqa_s,test,121736,6079,0.04993592692383519,0.048726515818756796,0.051173741262935876,True,389.0,60423.0,0.00643794581533522
full_calibration,1,0.05,fiqa_l,test,121736,5998,0.049270552671354405,0.0480689151194174,0.05050063544862502,True,394.0,60423.0,0.006520695761547755
full_calibration,1,0.1,global_empirical,test,121736,11654,0.09573174738778997,0.09409170015971659,0.09739730770716225,True,772.0,60423.0,0.012776591695215398
full_calibration,1,0.1,global_safe,test,121736,10743,0.08824834067161727,0.08666788600528479,0.08985478070189813,True,718.0,60423.0,0.01188289227612002
full_calibration,1,0.1,fiqa_s,test,121736,10898,0.08952158769796938,0.0879307609035038,0.09113831950263948,True,712.0,60423.0,0.011783592340664978
full_calibration,1,0.1,fiqa_l,test,121736,10813,0.08882335545771176,0.08723820436948432,0.09043445562110003,True,746.0,60423.0,0.012346291974910216
full_calibration,2,0.01,global_empirical,test,121736,1802,0.014802523493461261,0.01413929939231479,0.015496368073549874,False,79.0,60423.0,0.0013074491501580525
full_calibration,2,0.01,global_safe,test,121736,1693,0.013907143326542682,0.013264479197671934,0.014580484441181915,False,70.0,60423.0,0.0011584992469754894
full_calibration,2,0.01,fiqa_s,test,121736,1715,0.014087862259315239,0.013440994055333768,0.014765396044017673,False,70.0,60423.0,0.0011584992469754894
full_calibration,2,0.01,fiqa_l,test,121736,1704,0.01399750279292896,0.013352733093562226,0.014672943775540417,False,76.0,60423.0,0.0012577991824305314
full_calibration,2,0.05,global_empirical,test,121736,6470,0.053147795229020176,0.05190168632689956,0.05442210466636401,False,421.0,60423.0,0.006967545471095443
full_calibration,2,0.05,global_safe,test,121736,6305,0.051792403233225995,0.050561617512353774,0.053051475027177816,False,415.0,60423.0,0.006868245535640402
full_calibration,2,0.05,fiqa_s,test,121736,6279,0.051578826312676615,0.05035047654733343,0.05283547562979193,False,399.0,60423.0,0.00660344570776029
full_calibration,2,0.05,fiqa_l,test,121736,6257,0.05139810737990406,0.05017182342971687,0.05265270228691089,False,416.0,60423.0,0.006884795524882909
full_calibration,2,0.1,global_empirical,test,121736,11654,0.09573174738778997,0.09409170015971659,0.09739730770716225,True,772.0,60423.0,0.012776591695215398
full_calibration,2,0.1,global_safe,test,121736,11347,0.09320989682591838,0.09158956992206937,0.09485589597332025,True,751.0,60423.0,0.012429041921122751
full_calibration,2,0.1,fiqa_s,test,121736,11340,0.09315239534730893,0.09153252228075738,0.09479794428629211,True,745.0,60423.0,0.012329741985667709
full_calibration,2,0.1,fiqa_l,test,121736,11242,0.09234737464677663,0.09073387522937368,0.0939866007409138,True,778.0,60423.0,0.01287589163067044
full_calibration,3,0.01,global_empirical,test,121736,1802,0.014802523493461261,0.01413929939231479,0.015496368073549874,False,79.0,60423.0,0.0013074491501580525
full_calibration,3,0.01,global_safe,test,121736,1701,0.01397285930209634,0.013328663145640653,0.014647728297030503,False,71.0,60423.0,0.0011750492362179964
full_calibration,3,0.01,fiqa_s,test,121736,1710,0.014046789774594204,0.013400874564706523,0.014723373157259101,False,70.0,60423.0,0.0011584992469754894
full_calibration,3,0.01,fiqa_l,test,121736,1710,0.014046789774594204,0.013400874564706523,0.014723373157259101,False,76.0,60423.0,0.0012577991824305314
full_calibration,3,0.05,global_empirical,test,121736,6470,0.053147795229020176,0.05190168632689956,0.05442210466636401,False,421.0,60423.0,0.006967545471095443
full_calibration,3,0.05,global_safe,test,121736,6340,0.05207991062627325,0.0508458550211581,0.05334223416007422,False,419.0,60423.0,0.00693444549261043
full_calibration,3,0.05,fiqa_s,test,121736,6357,0.05221955707432477,0.050983917062513665,0.053483456201830426,False,404.0,60423.0,0.0066861956539728245
full_calibration,3,0.05,fiqa_l,test,121736,6283,0.05161168430045344,0.05038295938830676,0.052868706690727234,False,416.0,60423.0,0.006884795524882909
full_calibration,3,0.1,global_empirical,test,121736,11654,0.09573174738778997,0.09409170015971659,0.09739730770716225,True,772.0,60423.0,0.012776591695215398
full_calibration,3,0.1,global_safe,test,121736,11492,0.09440099888282842,0.09277131332563601,0.09605628151394235,True,760.0,60423.0,0.012577991824305313
full_calibration,3,0.1,fiqa_s,test,121736,11499,0.09445850036143787,0.09282836503473421,0.09611422913318426,True,759.0,60423.0,0.012561441835062807
full_calibration,3,0.1,fiqa_l,test,121736,11357,0.09329204179536045,0.09167106688022834,0.09493868376993293,True,789.0,60423.0,0.013057941512338017
full_calibration,4,0.01,global_empirical,test,121736,1802,0.014802523493461261,0.01413929939231479,0.015496368073549874,False,79.0,60423.0,0.0013074491501580525
full_calibration,4,0.01,global_safe,test,121736,1720,0.014128934744036275,0.013481114992022652,0.014807417484714607,False,74.0,60423.0,0.0012246992039455175
full_calibration,4,0.01,fiqa_s,test,121736,1767,0.01451501610041401,0.013858321344612835,0.015202349479551108,False,74.0,60423.0,0.0012246992039455175
full_calibration,4,0.01,fiqa_l,test,121736,1745,0.014334297167641454,0.013681741150689517,0.015017503212976829,False,78.0,60423.0,0.0012908991609155455
full_calibration,4,0.05,global_empirical,test,121736,6470,0.053147795229020176,0.05190168632689956,0.05442210466636401,False,421.0,60423.0,0.006967545471095443
full_calibration,4,0.05,global_safe,test,121736,6266,0.05147203785240192,0.05024490828241075,0.05272747371351147,False,414.0,60423.0,0.0068516955463978945
full_calibration,4,0.05,fiqa_s,test,121736,6282,0.05160346980350923,0.050374838664935716,0.05286039893862112,False,400.0,60423.0,0.006619995697002797
full_calibration,4,0.05,fiqa_l,test,121736,6246,0.051307747913517776,0.05008249846680652,0.05256131401957243,False,410.0,60423.0,0.006785495589427867
full_calibration,4,0.1,global_empirical,test,121736,11654,0.09573174738778997,0.09409170015971659,0.09739730770716225,True,772.0,60423.0,0.012776591695215398
full_calibration,4,0.1,global_safe,test,121736,11166,0.09172307287901689,0.0901145420857291,0.09335736974829396,True,742.0,60423.0,0.012280092017940189
full_calibration,4,0.1,fiqa_s,test,121736,11291,0.09274988499704279,0.09113319409509388,0.09439227717357462,True,744.0,60423.0,0.012313191996425202
