regime,seed,target_fpir,method,reference_split,test_minus_reference,mixture_component,within_group_component
full_calibration,42,0.05,fiqa_s,safety,0.0026451647168425213,9.270488108664135e-07,0.002644237668031653
full_calibration,42,0.05,fiqa_l,safety,0.0022023761133153907,1.766668719744755e-05,0.002184709426117944
full_calibration,42,0.1,global_empirical,safety,-0.005235529829744498,0.0,-0.005235529829744498
full_calibration,42,0.1,global_safe,safety,-0.004921260995304488,0.0,-0.004921260995304488
full_calibration,42,0.1,fiqa_s,safety,-0.005044213705647588,4.125458449495711e-07,-0.005044626251492524
full_calibration,42,0.1,fiqa_l,safety,-0.006128792046102921,-1.1651985959925358e-07,-0.0061286755262433355
full_calibration,8972,0.01,global_empirical,safety,0.004399812483925443,0.0,0.004399812483925443
full_calibration,8972,0.01,global_safe,safety,0.004102168547955001,0.0,0.004102168547955001
full_calibration,8972,0.01,fiqa_s,safety,0.0039132351182382345,-4.598461249891823e-08,0.003913281102850734
full_calibration,8972,0.01,fiqa_l,safety,0.004305735810394895,3.1484720471757207e-07,0.004305420963190178
full_calibration,8972,0.05,global_empirical,safety,0.0023163664324247005,0.0,0.0023163664324247005
full_calibration,8972,0.05,global_safe,safety,0.0027232471876770803,0.0,0.0027232471876770803
full_calibration,8972,0.05,fiqa_s,safety,0.0032122729123715416,-1.0185404129426712e-05,0.003222458316500969
full_calibration,8972,0.05,fiqa_l,safety,0.0018935829963121625,-4.0513672053941086e-08,0.0018936235099842205
full_calibration,8972,0.1,global_empirical,safety,-0.0027787735358446725,0.0,-0.0027787735358446725
full_calibration,8972,0.1,global_safe,safety,-0.0026985506123815978,0.0,-0.0026985506123815978
full_calibration,8972,0.1,fiqa_s,safety,-0.0024875301618797058,-3.980377047290264e-05,-0.002447726391406797
full_calibration,8972,0.1,fiqa_l,safety,-0.004658351944530209,1.970192014378779e-06,-0.004660322136544605
independent_calibration_holdout,0,0.01,global_empirical,calibration_holdout,0.007676883169641334,0.0,0.007676883169641334
independent_calibration_holdout,0,0.01,global_safe,calibration_holdout,0.0074389723611563525,0.0,0.0074389723611563525
independent_calibration_holdout,0,0.01,fiqa_s,calibration_holdout,0.006454427377867628,1.1722047609590716e-05,0.006442705330258038
independent_calibration_holdout,0,0.01,fiqa_l,calibration_holdout,0.007031256019772311,-1.98168854265744e-06,0.0070332377083149695
independent_calibration_holdout,0,0.05,global_empirical,calibration_holdout,0.015989146328537436,0.0,0.015989146328537436
independent_calibration_holdout,0,0.05,global_safe,calibration_holdout,0.015792927210567548,0.0,0.015792927210567548
independent_calibration_holdout,0,0.05,fiqa_s,calibration_holdout,0.015247953721164255,4.0346884798400586e-05,0.015207606836365854
independent_calibration_holdout,0,0.05,fiqa_l,calibration_holdout,0.015061645167792417,-5.9429379478396355e-05,0.015121074547270817
independent_calibration_holdout,0,0.1,global_empirical,calibration_holdout,0.015799775283100975,0.0,0.015799775283100975
independent_calibration_holdout,0,0.1,global_safe,calibration_holdout,0.015727083222191213,0.0,0.015727083222191213
independent_calibration_holdout,0,0.1,fiqa_s,calibration_holdout,0.015965303633573236,8.181715966254412e-05,0.015883486473910677
independent_calibration_holdout,0,0.1,fiqa_l,calibration_holdout,0.015089980172163439,-9.713699969596127e-05,0.015187117171859388
independent_calibration_holdout,1,0.01,global_empirical,calibration_holdout,0.007676883169641334,0.0,0.007676883169641334
independent_calibration_holdout,1,0.01,global_safe,calibration_holdout,0.007665468352130115,0.0,0.007665468352130115
independent_calibration_holdout,1,0.01,fiqa_s,calibration_holdout,0.006948300029795495,4.947426093573177e-06,0.006943352603701922
independent_calibration_holdout,1,0.01,fiqa_l,calibration_holdout,0.007636813520195735,2.131990339340141e-05,0.007615493616802334
independent_calibration_holdout,1,0.05,global_empirical,calibration_holdout,0.015989146328537436,0.0,0.015989146328537436
independent_calibration_holdout,1,0.05,global_safe,calibration_holdout,0.015304879755551622,0.0,0.015304879755551622
independent_calibration_holdout,1,0.05,fiqa_s,calibration_holdout,0.015238352759463225,-1.977729879240012e-05,0.01525813005825562
independent_calibration_holdout,1,0.05,fiqa_l,calibration_holdout,0.015297668093882846,2.701146251459966e-05,0.015270656631368253
independent_calibration_holdout,1,0.1,global_empirical,calibration_holdout,0.015799775283100975,0.0,0.015799775283100975
independent_calibration_holdout,1,0.1,global_safe,calibration_holdout,0.0167749986425733,0.0,0.0167749986425733
independent_calibration_holdout,1,0.1,fiqa_s,calibration_holdout,0.015749071571666523,4.196488209193272e-05,0.015707106689574583
independent_calibration_holdout,1,0.1,fiqa_l,calibration_holdout,0.015178569544311488,3.107391018669647e-05,0.015147495634124784
independent_calibration_holdout,2,0.01,global_empirical,calibration_holdout,0.007676883169641334,0.0,0.007676883169641334
independent_calibration_holdout,2,0.01,global_safe,calibration_holdout,0.0075848276356012025,0.0,0.0075848276356012025
independent_calibration_holdout,2,0.01,fiqa_s,calibration_holdout,0.006779998749809595,1.3152461559907508e-05,0.00676684628824969
independent_calibration_holdout,2,0.01,fiqa_l,calibration_holdout,0.007590535044356812,1.6545703573888486e-05,0.0075739893407829224
independent_calibration_holdout,2,0.05,global_empirical,calibration_holdout,0.015989146328537436,0.0,0.015989146328537436
independent_calibration_holdout,2,0.05,global_safe,calibration_holdout,0.01587244730366469,0.0,0.01587244730366469
independent_calibration_holdout,2,0.05,fiqa_s,calibration_holdout,0.015471633021052394,1.6053892911483607e-05,0.015455579128140908
independent_calibration_holdout,2,0.05,fiqa_l,calibration_holdout,0.015732299437975453,8.925425927640718e-07,0.015731406895382688
independent_calibration_holdout,2,0.1,global_empirical,calibration_holdout,0.015799775283100975,0.0,0.015799775283100975
independent_calibration_holdout,2,0.1,global_safe,calibration_holdout,0.015758009566001513,0.0,0.015758009566001513
independent_calibration_holdout,2,0.1,fiqa_s,calibration_holdout,0.016344247354866545,4.932568369927777e-05,0.016294921671167258
independent_calibration_holdout,2,0.1,fiqa_l,calibration_holdout,0.015433942446972715,9.216835428355768e-06,0.015424725611544362
independent_calibration_holdout,3,0.01,global_empirical,calibration_holdout,0.007676883169641334,0.0,0.007676883169641334
