analysis_scope,dataset_id,model_uid,compression_family,compression_profile,saliency_feature,sensitivity_metric,sample_count,identity_count,event_count,non_event_count,event_rate,spearman_rho,bootstrap_confidence_level,bootstrap_ci_low,bootstrap_ci_high,bootstrap_valid_repeats,bootstrap_rank_strategy,association_algorithm_version,event_support_eligible,association_status
geometry,lfw,magface-6931178ad2025e1b3799,pca,pca_128,quadrant_top_left,angular_error_rad,9133,1674,,,,0.02358699663696519,0.95,-0.027657436082256376,0.06952555376510822,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome
geometry,lfw,magface-6931178ad2025e1b3799,pca,pca_128,quadrant_top_left,reconstruction_mse,9133,1674,,,,0.023583481788214643,0.95,-0.027659819262151747,0.06952861243574576,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome
geometry,lfw,magface-6931178ad2025e1b3799,pca,pca_128,quadrant_top_left,cosine_to_origin,9133,1674,,,,-0.02358699663696519,0.95,-0.06952555376510823,0.027657436082256376,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome
geometry,lfw,magface-6931178ad2025e1b3799,pca,pca_128,quadrant_top_right,angular_error_rad,9133,1674,,,,-0.03417260181208648,0.95,-0.08112203219406966,0.0049136141057704395,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome
geometry,lfw,magface-6931178ad2025e1b3799,pca,pca_128,quadrant_top_right,reconstruction_mse,9133,1674,,,,-0.03417658407764471,0.95,-0.08113156454261361,0.004901399070219986,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome
geometry,lfw,magface-6931178ad2025e1b3799,pca,pca_128,quadrant_top_right,cosine_to_origin,9133,1674,,,,0.03417260181208648,0.95,-0.004913614105770451,0.08112203219406965,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome
geometry,lfw,magface-6931178ad2025e1b3799,pca,pca_128,quadrant_bottom_left,angular_error_rad,9133,1674,,,,-0.011325060174267858,0.95,-0.06793103701606915,0.05401356380997078,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome
geometry,lfw,magface-6931178ad2025e1b3799,pca,pca_128,quadrant_bottom_left,reconstruction_mse,9133,1674,,,,-0.011326522670712463,0.95,-0.0679339364565347,0.054011054386459006,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome
geometry,lfw,magface-6931178ad2025e1b3799,pca,pca_128,quadrant_bottom_left,cosine_to_origin,9133,1674,,,,0.011325060174267858,0.95,-0.054013563809970785,0.06793103701606913,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome
geometry,lfw,magface-6931178ad2025e1b3799,pca,pca_128,quadrant_bottom_right,angular_error_rad,9133,1674,,,,0.002168620401134567,0.95,-0.03705264099718147,0.040492723396585405,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome
