reference_successes,candidate_successes,both_successes,total,candidate_minus_reference,paired_bootstrap95_low,paired_bootstrap95_high,partition_seed,target_fpir,reference_method,candidate_method,metric,resampling_unit,resamples,bootstrap_seed,reference_realized_fpir,candidate_realized_fpir,candidate_fallback_query_count,candidate_target_met,faithfulness_status,strong_faithfulness_pass,faithfulness_policy,fallback_policy
1127,1146,1099,121736,0.0001560754419399356,1.6428993888414273e-05,0.0002957218899914569,8972,0.01,baseline,plus_outside,fpir,query,2000,8972,0.009257738056121442,0.009413813498061379,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
91,94,88,60423,4.964996772752098e-05,-3.36958895153666e-05,0.00014313927495534763,8972,0.01,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.009257738056121442,0.009413813498061379,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1127,1204,1023,121736,0.0006325162647039496,0.00036965236248932116,0.0009200236577511993,8972,0.01,baseline,plus_entropy,fpir,query,2000,8972,0.009257738056121442,0.009890254320825393,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
91,100,86,60423,0.00014894990318256292,3.2538006741802936e-05,0.00028494344277184194,8972,0.01,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.009257738056121442,0.009890254320825393,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1127,1188,1020,121736,0.0005010843135966354,0.00023822041138200697,0.0007885917066438852,8972,0.01,baseline,plus_both,fpir,query,2000,8972,0.009257738056121442,0.009758822369718078,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
91,98,84,60423,0.00011584992469754894,-1.7001085382069364e-05,0.0002658012021463308,8972,0.01,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.009257738056121442,0.009758822369718078,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
5719,5705,5381,121736,-0.00011500295721889991,-0.000542156798317671,0.0002792928961030427,8972,0.05,baseline,plus_outside,fpir,query,2000,8972,0.046978708023920616,0.04686370506670171,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
406,415,388,60423,0.00014894990318256292,-6.714656785654501e-05,0.0003851725416624114,8972,0.05,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.046978708023920616,0.04686370506670171,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
5719,5704,5102,121736,-0.00012321745416310706,-0.0006900177433133995,0.00043536833804297826,8972,0.05,baseline,plus_entropy,fpir,query,2000,8972,0.046978708023920616,0.046855490569757505,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
406,410,374,60423,6.619995697002797e-05,-0.00016816036634043739,0.00028578707415059665,8972,0.05,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.046978708023920616,0.046855490569757505,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
5719,5765,5038,121736,0.0003778668594335283,-0.0002464349083262141,0.0009939541302490635,8972,0.05,baseline,plus_both,fpir,query,2000,8972,0.046978708023920616,0.047356574883354145,11,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
