schema_version,metric_contract,rank_k,model_uid,method,target_fpir,score_space,test_probe_count,test_non_mated_count,test_mated_count,false_accept_count,true_identification_at_rank_k_count,realized_fpir,fpir_wilson95_low,fpir_wilson95_high,tpir_at_rank_k,tpir_at_rank_k_wilson95_low,tpir_at_rank_k_wilson95_high,target_met_on_test,target_met_by_wilson_upper,threshold_fit_on_test,fallback_query_count,fallback_query_fraction,saliency_branch_enabled,partition_seed,tpir_cluster95_low,tpir_cluster95_high,faithfulness_status,strong_faithfulness_pass,faithfulness_policy,fallback_policy
2,genuine-score-topk-v2,20,continuous-threshold-36f577b240bba6f9109550f2,baseline,0.01,negative_squared_l2_adc,182159,121736,60423,1127,91,0.009257738056121442,0.008735022444593194,0.00981142407418615,0.0015060490210681364,0.0012269295265021885,0.0018485490908493438,True,True,False,0,0.0,False,8972,0.0008036524363145591,0.0024029060342313888,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,saliency-fallback-285484920b74d3d20de9be13,plus_outside,0.01,negative_squared_l2_adc,182159,121736,60423,1146,94,0.009413813498061379,0.008886621761504232,0.009971965791341218,0.0015556989887956572,0.0012715551408014497,0.0019032170993036205,True,True,False,11,6.0386804934150937e-05,True,8972,0.0008452867931328305,0.0024547773408033183,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,saliency-fallback-d577c1d9006a85a5d0a9b58c,plus_entropy,0.01,negative_squared_l2_adc,182159,121736,60423,1204,100,0.009890254320825393,0.009349629499816948,0.010461809630703983,0.0016549989242506992,0.0013610400020525489,0.002012319483559597,True,False,False,11,6.0386804934150937e-05,True,8972,0.000923039286616117,0.0025622130242823225,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,saliency-fallback-b9809608dcc308bcac79bb78,plus_both,0.01,negative_squared_l2_adc,182159,121736,60423,1188,98,0.009758822369718078,0.009221869378123509,0.010326714144762803,0.0016218989457656853,0.001331178339394751,0.001975985397715037,True,False,False,11,6.0386804934150937e-05,True,8972,0.0008955781961932452,0.002536261678919766,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,continuous-threshold-f9b6dae2eafa3a0722e0cb37,baseline,0.05,negative_squared_l2_adc,182159,121736,60423,5719,406,0.046978708023920616,0.04580432292134032,0.048181682988573504,0.006719295632457839,0.006098525193627568,0.007402783812845468,True,True,False,0,0.0,False,8972,0.00453235590180984,0.009320283555810532,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,saliency-fallback-d0e37503eb1a9df2272d0c86,plus_outside,0.05,negative_squared_l2_adc,182159,121736,60423,5705,415,0.04686370506670171,0.045690707543045175,0.04806529971018836,0.006868245535640402,0.006240343518118055,0.007558846356615595,True,True,False,11,6.0386804934150937e-05,True,8972,0.004688299042229415,0.009533871713184051,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,saliency-fallback-0c91219f0796ed8f8b87c7ba,plus_entropy,0.05,negative_squared_l2_adc,182159,121736,60423,5704,410,0.046855490569757505,0.04568259223406592,0.04805698654369044,0.006785495589427867,0.006161545738008698,0.0074721547654690535,True,True,False,11,6.0386804934150937e-05,True,8972,0.004655515225495249,0.009393590154144753,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,saliency-fallback-f6fd2fb6d12912affafcbec9,plus_both,0.05,negative_squared_l2_adc,182159,121736,60423,5765,407,0.047356574883354145,0.0461776443570309,0.04856407142483244,0.006735845621700346,0.006114278842111036,0.007420128038613177,True,True,False,11,6.0386804934150937e-05,True,8972,0.0045154012182286474,0.009425733786803614,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,continuous-threshold-76290c77ed9fa6d069ac9021,baseline,0.1,negative_squared_l2_adc,182159,121736,60423,11590,757,0.09520601958336071,0.09357005408664214,0.09686753134969821,0.012528341856577793,0.011671956298846271,0.013446706569790724,True,True,False,0,0.0,False,8972,0.009019411963123508,0.016876384253410627,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,saliency-fallback-1638e60114cec36e596f9172,plus_outside,0.1,negative_squared_l2_adc,182159,121736,60423,11569,777,0.09503351514753236,0.09339889230816803,0.09669369514315188,0.012859341641427933,0.011991454543577184,0.0137891658100834,True,True,False,11,6.0386804934150937e-05,True,8972,0.009135896698252023,0.017384190861477664,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,saliency-fallback-683af31759c73200ddc9018f,plus_entropy,0.1,negative_squared_l2_adc,182159,121736,60423,11598,767,0.09527173555891437,0.0936352590086264,0.09693375423153125,0.012693841749002862,0.011831685999744797,0.01361795561140399,True,True,False,11,6.0386804934150937e-05,True,8972,0.00895985678139672,0.017237725991834492,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,saliency-fallback-bec2c4889ac1726297f67160,plus_both,0.1,negative_squared_l2_adc,182159,121736,60423,11554,781,0.09491029769336926,0.09327663490907072,0.09656952541009174,0.012925541598397962,0.012055372671251912,0.01385763917941339,True,True,False,11,6.0386804934150937e-05,True,8972,0.009024664525786742,0.017616788869681085,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
