partition_seed,target_fpir,method,split,partition,route,query_count,mated_count,non_mated_count,false_accept_count,true_identification_at_rank_k_count,tpir_available,realized_fpir,tpir_at_rank_k,faithfulness_status,strong_faithfulness_pass,faithfulness_policy,fallback_policy
8972,0.01,baseline,calibration,fit,baseline,117722,44275,73447,607,,False,0.008264462809917356,,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
8972,0.01,baseline,calibration,safety,baseline,42686,17308,25378,253,,False,0.009969264717471825,,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
8972,0.01,baseline,test,test,baseline,182159,60423,121736,1127,91.0,True,0.009257738056121442,0.0015060490210681364,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
8972,0.01,plus_outside,calibration,fit,saliency,117718,44273,73445,608,,False,0.008278303492409286,,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
8972,0.01,plus_outside,calibration,fit,fiqa_fallback,4,2,2,0,,False,0.0,,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
8972,0.01,plus_outside,calibration,safety,saliency,42685,17308,25377,253,,False,0.009969657563935847,,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
8972,0.01,plus_outside,calibration,safety,fiqa_fallback,1,0,1,0,,False,0.0,,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
8972,0.01,plus_outside,test,test,saliency,182148,60419,121729,1146,94.0,True,0.009414354837384682,0.001555801982819974,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
8972,0.01,plus_outside,test,test,fiqa_fallback,11,4,7,0,0.0,True,0.0,0.0,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
8972,0.01,plus_entropy,calibration,fit,saliency,117718,44273,73445,674,,False,0.009176935121519505,,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
