reference_method,candidate_method,target_fpir,score_space,rank_k,metric,reference_successes,candidate_successes,both_successes,total,candidate_minus_reference,paired_bootstrap95_low,paired_bootstrap95_high,confidence_interval_method,resamples,random_seed,metric_contract,resampling_unit,threshold_uncertainty_included,multiple_comparison_adjustment
global_empirical,fiqa_2bin_conservative_shrunk_safe,0.01,negative_squared_l2_adc,20,fpir,1802,1709,1641,121736,-0.0007639482158112637,-0.001018597621081685,-0.0005175133074850496,paired_nonparametric_bootstrap_percentile,2000,8972,genuine-score-topk-v2,query,False,none
global_empirical,fiqa_2bin_conservative_shrunk_safe,0.01,negative_squared_l2_adc,20,tpir_at_rank_k,79,75,72,60423,-6.619995697002797e-05,-0.0001820498816675769,3.3099978485013984e-05,paired_nonparametric_bootstrap_percentile,2000,8972,genuine-score-topk-v2,query,False,none
global_safe,fiqa_2bin_conservative_shrunk_safe,0.01,negative_squared_l2_adc,20,fpir,1713,1709,1589,121736,-3.2857987776828546e-05,-0.0002875073930472498,0.0002217914174935927,paired_nonparametric_bootstrap_percentile,2000,8972,genuine-score-topk-v2,query,False,none
global_safe,fiqa_2bin_conservative_shrunk_safe,0.01,negative_squared_l2_adc,20,tpir_at_rank_k,74,75,69,60423,1.6549989242506992e-05,-9.929993545504196e-05,0.00013239991394005594,paired_nonparametric_bootstrap_percentile,2000,8972,genuine-score-topk-v2,query,False,none
global_empirical,fiqa_2bin_conservative_shrunk_safe,0.05,negative_squared_l2_adc,20,fpir,6470,6313,6216,121736,-0.0012896760202405204,-0.0016100414010645988,-0.0009939541302490635,paired_nonparametric_bootstrap_percentile,2000,8972,genuine-score-topk-v2,query,False,none
global_empirical,fiqa_2bin_conservative_shrunk_safe,0.05,negative_squared_l2_adc,20,tpir_at_rank_k,421,420,410,60423,-1.6549989242506992e-05,-0.00016549989242506993,0.00013239991394005594,paired_nonparametric_bootstrap_percentile,2000,8972,genuine-score-topk-v2,query,False,none
global_safe,fiqa_2bin_conservative_shrunk_safe,0.05,negative_squared_l2_adc,20,fpir,6414,6313,6202,121736,-0.0008296641913649208,-0.001133600578300585,-0.000542156798317671,paired_nonparametric_bootstrap_percentile,2000,8972,genuine-score-topk-v2,query,False,none
global_safe,fiqa_2bin_conservative_shrunk_safe,0.05,negative_squared_l2_adc,20,tpir_at_rank_k,421,420,410,60423,-1.6549989242506992e-05,-0.00016549989242506993,0.00013239991394005594,paired_nonparametric_bootstrap_percentile,2000,8972,genuine-score-topk-v2,query,False,none
global_empirical,fiqa_2bin_conservative_shrunk_safe,0.1,negative_squared_l2_adc,20,fpir,11654,11406,10688,121736,-0.00203719524216337,-0.0027189984885325623,-0.0013636064927383847,paired_nonparametric_bootstrap_percentile,2000,8972,genuine-score-topk-v2,query,False,none
global_empirical,fiqa_2bin_conservative_shrunk_safe,0.1,negative_squared_l2_adc,20,tpir_at_rank_k,772,788,720,60423,0.0002647998278801119,-8.274994621253496e-05,0.0006127633517038192,paired_nonparametric_bootstrap_percentile,2000,8972,genuine-score-topk-v2,query,False,none
