schema_version,metric_contract,rank_k,model_uid,method,target_fpir,score_space,test_probe_count,test_non_mated_count,test_mated_count,false_accept_count,true_identification_at_rank_k_count,realized_fpir,fpir_wilson95_low,fpir_wilson95_high,tpir_at_rank_k,tpir_at_rank_k_wilson95_low,tpir_at_rank_k_wilson95_high,target_met_on_test,target_met_by_wilson_upper,threshold_fit_on_test,condition_uid,fiqa_uid
2,genuine-score-topk-v2,20,conditional-threshold-ab7c0b64853ab0eac639b44c,global_empirical,0.01,negative_squared_l2_adc,182159,121736,60423,1802,79,0.014802523493461261,0.01413929939231479,0.015496368073549874,0.0013074491501580525,0.0010493009986542953,0.0016290031276830843,False,False,False,compressed-scores-2548cd9ab45de52c3b614a9a,fiqa-scores-ed59bb0ec8ff871a8475ae82
2,genuine-score-topk-v2,20,conditional-threshold-2af8706baa90845afe6bc522,global_safe,0.01,negative_squared_l2_adc,182159,121736,60423,1713,74,0.014071433265426826,0.013424946085206342,0.014748587063190776,0.0012246992039455175,0.0009757533036818375,0.001537061451399645,False,False,False,compressed-scores-2548cd9ab45de52c3b614a9a,fiqa-scores-ed59bb0ec8ff871a8475ae82
2,genuine-score-topk-v2,20,conditional-threshold-4178ebd88d622ec5c913dd52,fiqa_2bin_conservative_shrunk_safe,0.01,negative_squared_l2_adc,182159,121736,60423,1709,75,0.014038575277649996,0.013392850840657907,0.014714968405830553,0.0012412491931880244,0.0009904387667076747,0.0015554738626249872,False,False,False,compressed-scores-2548cd9ab45de52c3b614a9a,fiqa-scores-ed59bb0ec8ff871a8475ae82
2,genuine-score-topk-v2,20,conditional-threshold-d699b606d3edfff546577c07,global_empirical,0.05,negative_squared_l2_adc,182159,121736,60423,6470,421,0.053147795229020176,0.05190168632689956,0.05442210466636401,0.006967545471095443,0.006334932689367146,0.007662844430873578,False,False,False,compressed-scores-2548cd9ab45de52c3b614a9a,fiqa-scores-ed59bb0ec8ff871a8475ae82
2,genuine-score-topk-v2,20,conditional-threshold-4ee8d472b70270e6fd84c3d7,global_safe,0.05,negative_squared_l2_adc,182159,121736,60423,6414,421,0.05268778340014457,0.051446849059156426,0.053956947307385976,0.006967545471095443,0.006334932689367146,0.007662844430873578,False,False,False,compressed-scores-2548cd9ab45de52c3b614a9a,fiqa-scores-ed59bb0ec8ff871a8475ae82
2,genuine-score-topk-v2,20,conditional-threshold-d11a68efc19c072303f7d99b,fiqa_2bin_conservative_shrunk_safe,0.05,negative_squared_l2_adc,182159,121736,60423,6313,420,0.051858119208779654,0.05062658514864644,0.053117935194702474,0.006950995481852937,0.0063191654443078655,0.00764551380168168,False,False,False,compressed-scores-2548cd9ab45de52c3b614a9a,fiqa-scores-ed59bb0ec8ff871a8475ae82
2,genuine-score-topk-v2,20,conditional-threshold-f29232ad12f90065a6415692,global_empirical,0.1,negative_squared_l2_adc,182159,121736,60423,11654,772,0.09573174738778997,0.09409170015971659,0.09739730770716225,0.012776591695215398,0.011911565462913852,0.013703565519490833,True,True,False,compressed-scores-2548cd9ab45de52c3b614a9a,fiqa-scores-ed59bb0ec8ff871a8475ae82
2,genuine-score-topk-v2,20,conditional-threshold-59d62ff4be74b400fbabb235,global_safe,0.1,negative_squared_l2_adc,182159,121736,60423,11611,770,0.09537852401918906,0.09374121751783399,0.0970413659035268,0.012743491716730384,0.011879612518380453,0.013669322715521874,True,True,False,compressed-scores-2548cd9ab45de52c3b614a9a,fiqa-scores-ed59bb0ec8ff871a8475ae82
2,genuine-score-topk-v2,20,conditional-threshold-6fbe8ef0336896d73cbaf6f1,fiqa_2bin_conservative_shrunk_safe,0.1,negative_squared_l2_adc,182159,121736,60423,11406,788,0.09369455214562661,0.0920704075337673,0.09534433841477499,0.01304139152309551,0.012167243926475705,0.013977453043947851,True,True,False,compressed-scores-2548cd9ab45de52c3b614a9a,fiqa-scores-ed59bb0ec8ff871a8475ae82
2,genuine-score-topk-v2,20,conditional-threshold-a4259eeadefd109b6e56b7da,global_empirical,0.2,negative_squared_l2_adc,182159,121736,60423,22069,1471,0.1812857330617073,0.17913165468934616,0.18345992527218985,0.024345034175727785,0.023146085651589553,0.025604459432389513,True,True,False,compressed-scores-2548cd9ab45de52c3b614a9a,fiqa-scores-ed59bb0ec8ff871a8475ae82
2,genuine-score-topk-v2,20,conditional-threshold-15b7e5d7417a555785cdae24,global_safe,0.2,negative_squared_l2_adc,182159,121736,60423,21900,1463,0.1798974830781363,0.17774992335843284,0.18206524424746254,0.02421263426178773,0.023016955805809217,0.02546880628416042,True,True,False,compressed-scores-2548cd9ab45de52c3b614a9a,fiqa-scores-ed59bb0ec8ff871a8475ae82
2,genuine-score-topk-v2,20,conditional-threshold-7118c0cb70b280811c134ec1,fiqa_2bin_conservative_shrunk_safe,0.2,negative_squared_l2_adc,182159,121736,60423,21926,1524,0.18011105999868568,0.17796249431163244,0.18227981365666915,0.025222183605580657,0.024001808229383168,0.02650292418990841,True,True,False,compressed-scores-2548cd9ab45de52c3b614a9a,fiqa-scores-ed59bb0ec8ff871a8475ae82
