model_family,dataset,model_uid,run_id,extraction_uid,origin_embedding_artifact_uid,compression_family,compression_profile,sample_count,origin_dimension,search_dimension,reconstruction_available,metric_vector_source,mean_reconstruction_mse,p95_reconstruction_mse,mean_angular_error_rad,p95_angular_error_rad,mean_cosine_to_origin,p05_cosine_to_origin,origin_fallback_count,storage_bytes_per_embedding,codebook_bytes,codebook_bytes_source,codec_parameter_bytes,codec_parameter_bytes_source,evaluation_protocol,model_comparison_scope,checkpoint_training_identity_overlap_status,strict_unseen_identity_evidence,rfw_protocol_variant
adaface,rfw_custom,adaface-4df25b75e065b0b9ed43,20260830-R001-9f3f1375,population-67d9072e1a940900ed1ee433,origin-embedding-1d19953bb58acd27f7131f11,pca,pca_64,40520,512,64,True,reconstruction,0.0013243257118,0.00152665838356,0.969311891882,1.08457880205,0.564486854506,0.467285127279,0,256,0,not_applicable,133120,pca_components_and_mean,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,RFW-Custom
adaface,rfw_custom,adaface-4df25b75e065b0b9ed43,20260830-R001-9f3f1375,population-67d9072e1a940900ed1ee433,origin-embedding-1d19953bb58acd27f7131f11,pq,pq_512_m128_b8,40520,512,512,True,reconstruction,0.000186446587073,0.00021008745322,0.313548529645,0.333788843552,0.951160968183,0.944807807757,0,128,524288,faiss_centroids,524288,faiss_centroids,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,RFW-Custom
adaface,rfw_custom,adaface-4df25b75e065b0b9ed43,20260830-R001-9f3f1375,population-67d9072e1a940900ed1ee433,origin-embedding-1d19953bb58acd27f7131f11,pq,pq_512_m16_b8,40520,512,512,True,reconstruction,0.00142378086958,0.00152665021391,1.0209039499,1.07618810665,0.521919352802,0.474686860805,0,16,524288,faiss_centroids,524288,faiss_centroids,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,RFW-Custom
adaface,rfw_custom,adaface-4df25b75e065b0b9ed43,20260830-R001-9f3f1375,population-67d9072e1a940900ed1ee433,origin-embedding-1d19953bb58acd27f7131f11,pq,pq_512_m32_b8,40520,512,512,True,reconstruction,0.00108375132208,0.00117490590634,0.839041004183,0.884193053622,0.667677198642,0.633913803128,0,32,524288,faiss_centroids,524288,faiss_centroids,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,RFW-Custom
adaface,rfw_custom,adaface-4df25b75e065b0b9ed43,20260830-R001-9f3f1375,population-67d9072e1a940900ed1ee433,origin-embedding-1d19953bb58acd27f7131f11,pq,pq_512_m64_b8,40520,512,512,True,reconstruction,0.000612262987415,0.000672673209575,0.593568958518,0.626402782097,0.828690370456,0.810141557889,0,64,524288,faiss_centroids,524288,faiss_centroids,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,RFW-Custom
adaface,rfw_custom,adaface-4df25b75e065b0b9ed43,20260830-R001-9f3f1375,population-67d9072e1a940900ed1ee433,origin-embedding-1d19953bb58acd27f7131f11,pq,pq_512_m8_b8,40520,512,512,True,reconstruction,0.0016307501649,0.00173418735409,1.14907660599,1.21331311621,0.408506551366,0.34991766485,0,8,524288,faiss_centroids,524288,faiss_centroids,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,RFW-Custom
magface,lfw,magface-6931178ad2025e1b3799,20260831-R001-937290ca,population-b925dcb7a165c4199b4b68d2,origin-embedding-27647a948c784acaa1b0aa56,pca,pca_128,13195,512,128,True,reconstruction,0.000426020970163,0.000633570292508,0.48043287564,0.605912125256,0.883420864887,0.821982972846,0,512,0,not_applicable,264192,pca_components_and_mean,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
magface,lfw,magface-6931178ad2025e1b3799,20260831-R001-937290ca,population-b925dcb7a165c4199b4b68d2,origin-embedding-27647a948c784acaa1b0aa56,pca,pca_256,13195,512,256,True,reconstruction,3.65035568506e-07,6.56093357222e-07,0.0133851277314,0.0183266898976,0.999906573938,0.999832070918,0,1024,0,not_applicable,526336,pca_components_and_mean,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
magface,lfw,magface-6931178ad2025e1b3799,20260831-R001-937290ca,population-b925dcb7a165c4199b4b68d2,origin-embedding-27647a948c784acaa1b0aa56,pca,pca_32,13195,512,32,True,reconstruction,0.001330864854,0.00160089425786,0.975072211947,1.13184740035,0.553730553154,0.424988269394,0,128,0,not_applicable,67584,pca_components_and_mean,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
magface,lfw,magface-6931178ad2025e1b3799,20260831-R001-937290ca,population-b925dcb7a165c4199b4b68d2,origin-embedding-27647a948c784acaa1b0aa56,pca,pca_384,13195,512,384,True,reconstruction,2.97059914417e-08,4.92734805294e-08,0.00383049864123,0.00501188459372,0.999992428078,0.999987440533,0,1536,0,not_applicable,788480,pca_components_and_mean,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
magface,lfw,magface-6931178ad2025e1b3799,20260831-R001-937290ca,population-b925dcb7a165c4199b4b68d2,origin-embedding-27647a948c784acaa1b0aa56,pca,pca_64,13195,512,64,True,reconstruction,0.00095340178511,0.00124400194346,0.771127386193,0.923890824317,0.710974345231,0.602720032533,0,256,0,not_applicable,133120,pca_components_and_mean,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
magface,lfw,magface-6931178ad2025e1b3799,20260831-R001-937290ca,population-b925dcb7a165c4199b4b68d2,origin-embedding-27647a948c784acaa1b0aa56,pq,pq_512_m128_b8,13195,512,512,True,reconstruction,0.00016967034485,0.000206912830551,0.298049515522,0.331131928363,0.95566346816,0.945674944032,0,128,524288,faiss_centroids,524288,faiss_centroids,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
magface,lfw,magface-6931178ad2025e1b3799,20260831-R001-937290ca,population-b925dcb7a165c4199b4b68d2,origin-embedding-27647a948c784acaa1b0aa56,pq,pq_512_m16_b8,13195,512,512,True,reconstruction,0.00120631547311,0.00149865421319,0.899630521467,1.05110479554,0.611989981217,0.496612419113,0,16,524288,faiss_centroids,524288,faiss_centroids,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
magface,lfw,magface-6931178ad2025e1b3799,20260831-R001-937290ca,population-b925dcb7a165c4199b4b68d2,origin-embedding-27647a948c784acaa1b0aa56,pq,pq_512_m32_b8,13195,512,512,True,reconstruction,0.000931526565598,0.00114476482639,0.757526083814,0.865509171085,0.721691973419,0.64825250392,0,32,524288,faiss_centroids,524288,faiss_centroids,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
magface,lfw,magface-6931178ad2025e1b3799,20260831-R001-937290ca,population-b925dcb7a165c4199b4b68d2,origin-embedding-27647a948c784acaa1b0aa56,pq,pq_512_m64_b8,13195,512,512,True,reconstruction,0.000543396286392,0.000660569101954,0.553245962778,0.619794377868,0.849404180474,0.813997913144,0,64,524288,faiss_centroids,524288,faiss_centroids,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
magface,lfw,magface-6931178ad2025e1b3799,20260831-R001-937290ca,population-b925dcb7a165c4199b4b68d2,origin-embedding-27647a948c784acaa1b0aa56,pq,pq_512_m8_b8,13195,512,512,True,reconstruction,0.0013741753977,0.00171106967151,0.997941939189,1.18477051381,0.527546184058,0.376509660844,0,8,524288,faiss_centroids,524288,faiss_centroids,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
magface,survface,magface-6931178ad2025e1b3799,20260831-R001-6695386d,population-4a4b9caa541f8caa67cd4522,origin-embedding-3cdf3c1986eaf86432fef276,pca,pca_128,463341,512,128,True,reconstruction,0.000122518172524,0.000239273140224,0.247601812232,0.357538860465,0.96800163711,0.936760984386,0,512,0,not_applicable,264192,pca_components_and_mean,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
magface,survface,magface-6931178ad2025e1b3799,20260831-R001-6695386d,population-4a4b9caa541f8caa67cd4522,origin-embedding-3cdf3c1986eaf86432fef276,pca,pca_256,463341,512,256,True,reconstruction,3.23476498361e-07,5.02460548515e-07,0.0127325155048,0.0160379865779,0.999917217668,0.99987139425,0,1024,0,not_applicable,526336,pca_components_and_mean,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
magface,survface,magface-6931178ad2025e1b3799,20260831-R001-6695386d,population-4a4b9caa541f8caa67cd4522,origin-embedding-3cdf3c1986eaf86432fef276,pca,pca_32,463341,512,32,True,reconstruction,0.000555727534808,0.000959426026591,0.557032350635,0.776002410513,0.84360819151,0.713719272489,0,128,0,not_applicable,67584,pca_components_and_mean,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
magface,survface,magface-6931178ad2025e1b3799,20260831-R001-6695386d,population-4a4b9caa541f8caa67cd4522,origin-embedding-3cdf3c1986eaf86432fef276,pca,pca_384,463341,512,384,True,reconstruction,4.95450925069e-08,7.34919037745e-08,0.0049867128142,0.0061286893779,0.999987351463,0.999981219642,0,1536,0,not_applicable,788480,pca_components_and_mean,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
magface,survface,magface-6931178ad2025e1b3799,20260831-R001-6695386d,population-4a4b9caa541f8caa67cd4522,origin-embedding-3cdf3c1986eaf86432fef276,pca,pca_64,463341,512,64,True,reconstruction,0.000326594025813,0.000606121255877,0.414542723113,0.590570731608,0.911748118971,0.830623010963,0,256,0,not_applicable,133120,pca_components_and_mean,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
magface,survface,magface-6931178ad2025e1b3799,20260831-R001-6695386d,population-4a4b9caa541f8caa67cd4522,origin-embedding-3cdf3c1986eaf86432fef276,pq,pq_512_m128_b8,463341,512,512,True,reconstruction,0.000127267437811,0.000181675221801,0.256460252153,0.309158608635,0.966943550985,0.952589906461,0,128,524288,faiss_centroids,524288,faiss_centroids,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
magface,survface,magface-6931178ad2025e1b3799,20260831-R001-6695386d,population-4a4b9caa541f8caa67cd4522,origin-embedding-3cdf3c1986eaf86432fef276,pq,pq_512_m16_b8,463341,512,512,True,reconstruction,0.000829463214403,0.00117330213756,0.707457318704,0.883876552729,0.756324122724,0.634158554338,0,16,524288,faiss_centroids,524288,faiss_centroids,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
magface,survface,magface-6931178ad2025e1b3799,20260831-R001-6695386d,population-4a4b9caa541f8caa67cd4522,origin-embedding-3cdf3c1986eaf86432fef276,pq,pq_512_m32_b8,463341,512,512,True,reconstruction,0.000666141058561,0.000940902309849,0.621266207071,0.766228485613,0.810602341538,0.720531041565,0,32,524288,faiss_centroids,524288,faiss_centroids,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
magface,survface,magface-6931178ad2025e1b3799,20260831-R001-6695386d,population-4a4b9caa541f8caa67cd4522,origin-embedding-3cdf3c1986eaf86432fef276,pq,pq_512_m64_b8,463341,512,512,True,reconstruction,0.00040193972748,0.000567044870808,0.468513181561,0.568588625819,0.891001368704,0.842661759127,0,64,524288,faiss_centroids,524288,faiss_centroids,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
magface,survface,magface-6931178ad2025e1b3799,20260831-R001-6695386d,population-4a4b9caa541f8caa67cd4522,origin-embedding-3cdf3c1986eaf86432fef276,pq,pq_512_m8_b8,463341,512,512,True,reconstruction,0.000919333058149,0.00130444452301,0.753763013461,0.951040329406,0.7246002037,0.580836554774,0,8,524288,faiss_centroids,524288,faiss_centroids,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
magface,rfw_custom,magface-6931178ad2025e1b3799,20260831-R001-7c74c5f7,population-d2fe19b959d754189775c5cc,origin-embedding-7c523d37e01e674f2dcd9bb9,pca,pca_128,40520,512,128,True,reconstruction,0.000454030981005,0.000658069417395,0.500113436949,0.619238872605,0.875454834067,0.814320462647,0,512,0,not_applicable,264192,pca_components_and_mean,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,RFW-Custom
magface,rfw_custom,magface-6931178ad2025e1b3799,20260831-R001-7c74c5f7,population-d2fe19b959d754189775c5cc,origin-embedding-7c523d37e01e674f2dcd9bb9,pca,pca_256,40520,512,256,True,reconstruction,4.46677062913e-07,7.12225155035e-07,0.0149388142819,0.0190963741173,0.999885669438,0.999817669789,0,1024,0,not_applicable,526336,pca_components_and_mean,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,RFW-Custom
magface,rfw_custom,magface-6931178ad2025e1b3799,20260831-R001-7c74c5f7,population-d2fe19b959d754189775c5cc,origin-embedding-7c523d37e01e674f2dcd9bb9,pca,pca_32,40520,512,32,True,reconstruction,0.00138404450872,0.00160435583593,1.00325992037,1.13398886227,0.535839062213,0.423048847543,0,128,0,not_applicable,67584,pca_components_and_mean,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,RFW-Custom
magface,rfw_custom,magface-6931178ad2025e1b3799,20260831-R001-7c74c5f7,population-d2fe19b959d754189775c5cc,origin-embedding-7c523d37e01e674f2dcd9bb9,pca,pca_384,40520,512,384,True,reconstruction,3.7927127955e-08,5.77785241556e-08,0.00435964639659,0.00543115219339,0.999990323469,0.999985251329,0,1536,0,not_applicable,788480,pca_components_and_mean,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,RFW-Custom
magface,rfw_custom,magface-6931178ad2025e1b3799,20260831-R001-7c74c5f7,population-d2fe19b959d754189775c5cc,origin-embedding-7c523d37e01e674f2dcd9bb9,pca,pca_64,40520,512,64,True,reconstruction,0.00100314666323,0.00126355365439,0.799123988837,0.934409382012,0.695051512531,0.594293533464,0,256,0,not_applicable,133120,pca_components_and_mean,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,RFW-Custom
magface,rfw_custom,magface-6931178ad2025e1b3799,20260831-R001-7c74c5f7,population-d2fe19b959d754189775c5cc,origin-embedding-7c523d37e01e674f2dcd9bb9,pq,pq_512_m128_b8,40520,512,512,True,reconstruction,0.000178906576713,0.000202842685498,0.30691170885,0.327811987665,0.953184836899,0.946749088566,0,128,524288,faiss_centroids,524288,faiss_centroids,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,RFW-Custom
magface,rfw_custom,magface-6931178ad2025e1b3799,20260831-R001-7c74c5f7,population-d2fe19b959d754189775c5cc,origin-embedding-7c523d37e01e674f2dcd9bb9,pq,pq_512_m16_b8,40520,512,512,True,reconstruction,0.00134096334544,0.00146009588423,0.974744616822,1.03726762739,0.560719004421,0.508574774304,0,16,524288,faiss_centroids,524288,faiss_centroids,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,RFW-Custom
magface,rfw_custom,magface-6931178ad2025e1b3799,20260831-R001-7c74c5f7,population-d2fe19b959d754189775c5cc,origin-embedding-7c523d37e01e674f2dcd9bb9,pq,pq_512_m32_b8,40520,512,512,True,reconstruction,0.0010254498724,0.0011256332208,0.80923620172,0.859278750078,0.68955088335,0.652983892306,0,32,524288,faiss_centroids,524288,faiss_centroids,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,RFW-Custom
magface,rfw_custom,magface-6931178ad2025e1b3799,20260831-R001-7c74c5f7,population-d2fe19b959d754189775c5cc,origin-embedding-7c523d37e01e674f2dcd9bb9,pq,pq_512_m64_b8,40520,512,512,True,reconstruction,0.000584470850596,0.00064803725945,0.578103586059,0.613310419433,0.837231065874,0.81774709853,0,64,524288,faiss_centroids,524288,faiss_centroids,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,RFW-Custom
magface,rfw_custom,magface-6931178ad2025e1b3799,20260831-R001-7c74c5f7,population-d2fe19b959d754189775c5cc,origin-embedding-7c523d37e01e674f2dcd9bb9,pq,pq_512_m8_b8,40520,512,512,True,reconstruction,0.00153686275949,0.00166710149417,1.08839846609,1.16377852258,0.463077108862,0.395872525677,0,8,524288,faiss_centroids,524288,faiss_centroids,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,RFW-Custom
edgeface,lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,population-7ae0f7cfd78d38eaa682b4c9,origin-embedding-a3f4d5ca6908f26698bda78d,pca,pca_128,13195,512,128,True,reconstruction,2.21207047675e-12,6.31848096248e-12,2.30085125115e-05,0.000204907898618,0.999999997429,0.999999979006,0,512,0,not_applicable,264192,pca_components_and_mean,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
edgeface,lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,population-7ae0f7cfd78d38eaa682b4c9,origin-embedding-a3f4d5ca6908f26698bda78d,pca,pca_256,13195,512,256,True,reconstruction,1.00398468117e-12,2.78537512978e-12,2.30111660538e-05,0.000200858919656,0.999999997459,0.999999979828,0,1024,0,not_applicable,526336,pca_components_and_mean,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
edgeface,lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,population-7ae0f7cfd78d38eaa682b4c9,origin-embedding-a3f4d5ca6908f26698bda78d,pca,pca_32,13195,512,32,True,reconstruction,0.00113534724021,0.00146329250033,0.867639335321,1.04617120775,0.63918230067,0.500888575961,0,128,0,not_applicable,67584,pca_components_and_mean,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
edgeface,lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,population-7ae0f7cfd78d38eaa682b4c9,origin-embedding-a3f4d5ca6908f26698bda78d,pca,pca_384,13195,512,384,True,reconstruction,4.31885579296e-13,1.18553248727e-12,2.28091489105e-05,0.00020080048959,0.999999997495,0.99999997984,0,1536,0,not_applicable,788480,pca_components_and_mean,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
edgeface,lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,population-7ae0f7cfd78d38eaa682b4c9,origin-embedding-a3f4d5ca6908f26698bda78d,pca,pca_64,13195,512,64,True,reconstruction,0.000574014933377,0.000853876900974,0.567350202365,0.722299536282,0.838599832696,0.750287462095,0,256,0,not_applicable,133120,pca_components_and_mean,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
edgeface,lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,population-7ae0f7cfd78d38eaa682b4c9,origin-embedding-a3f4d5ca6908f26698bda78d,pq,pq_512_m128_b8,13195,512,512,True,reconstruction,0.00017189107527,0.000209571476552,0.300064218704,0.333222995117,0.955065627528,0.944993042637,0,128,524288,faiss_centroids,524288,faiss_centroids,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
edgeface,lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,population-7ae0f7cfd78d38eaa682b4c9,origin-embedding-a3f4d5ca6908f26698bda78d,pq,pq_512_m16_b8,13195,512,512,True,reconstruction,0.00118114418362,0.00146521083044,0.886122108187,1.03229631788,0.623096300023,0.512848858348,0,16,524288,faiss_centroids,524288,faiss_centroids,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
edgeface,lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,population-7ae0f7cfd78d38eaa682b4c9,origin-embedding-a3f4d5ca6908f26698bda78d,pq,pq_512_m32_b8,13195,512,512,True,reconstruction,0.000924111056473,0.00113698084931,0.75365275089,0.861536804695,0.724400994869,0.651272042151,0,32,524288,faiss_centroids,524288,faiss_centroids,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
edgeface,lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,population-7ae0f7cfd78d38eaa682b4c9,origin-embedding-a3f4d5ca6908f26698bda78d,pq,pq_512_m64_b8,13195,512,512,True,reconstruction,0.000545231439404,0.000662467080027,0.5542423292,0.620578452718,0.848844889422,0.813542219146,0,64,524288,faiss_centroids,524288,faiss_centroids,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
edgeface,lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,population-7ae0f7cfd78d38eaa682b4c9,origin-embedding-a3f4d5ca6908f26698bda78d,pq,pq_512_m8_b8,13195,512,512,True,reconstruction,0.00133778685062,0.00166241808059,0.974584588404,1.15185973227,0.548024999787,0.406789238903,0,8,524288,faiss_centroids,524288,faiss_centroids,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
edgeface,survface,edgeface-a348c305af33c223b337,20260901-R001-56c2f3ed,population-97c386fe4f7b71f14ceec875,origin-embedding-d9bde86c837482d8ed5c9bfa,pca,pca_128,463341,512,128,True,reconstruction,3.47919640457e-12,9.9894941998e-12,2.44545361987e-05,0.000210798060469,0.999999997234,0.999999977782,0,512,0,not_applicable,264192,pca_components_and_mean,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
edgeface,survface,edgeface-a348c305af33c223b337,20260901-R001-56c2f3ed,population-97c386fe4f7b71f14ceec875,origin-embedding-d9bde86c837482d8ed5c9bfa,pca,pca_256,463341,512,256,True,reconstruction,2.34852451899e-12,6.86827360723e-12,2.40509942389e-05,0.000208854946776,0.999999997289,0.99999997819,0,1024,0,not_applicable,526336,pca_components_and_mean,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
edgeface,survface,edgeface-a348c305af33c223b337,20260901-R001-56c2f3ed,population-97c386fe4f7b71f14ceec875,origin-embedding-d9bde86c837482d8ed5c9bfa,pca,pca_32,463341,512,32,True,reconstruction,0.000396167100271,0.00080785152541,0.454184848401,0.697957046448,0.890772131047,0.766156697087,0,128,0,not_applicable,67584,pca_components_and_mean,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
edgeface,survface,edgeface-a348c305af33c223b337,20260901-R001-56c2f3ed,population-97c386fe4f7b71f14ceec875,origin-embedding-d9bde86c837482d8ed5c9bfa,pca,pca_384,463341,512,384,True,reconstruction,1.58811091687e-12,4.9207522165e-12,2.40667291111e-05,0.000209178901685,0.999999997279,0.999999978122,0,1536,0,not_applicable,788480,pca_components_and_mean,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
edgeface,survface,edgeface-a348c305af33c223b337,20260901-R001-56c2f3ed,population-97c386fe4f7b71f14ceec875,origin-embedding-d9bde86c837482d8ed5c9bfa,pca,pca_64,463341,512,64,True,reconstruction,0.000130187452386,0.000309039359676,0.249053200297,0.408968687319,0.965824967532,0.917531425871,0,256,0,not_applicable,133120,pca_components_and_mean,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
edgeface,survface,edgeface-a348c305af33c223b337,20260901-R001-56c2f3ed,population-97c386fe4f7b71f14ceec875,origin-embedding-d9bde86c837482d8ed5c9bfa,pq,pq_512_m128_b8,463341,512,512,True,reconstruction,0.000132174709208,0.000195209365425,0.260678511677,0.320673908692,0.965650494948,0.94902321341,0,128,524288,faiss_centroids,524288,faiss_centroids,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
edgeface,survface,edgeface-a348c305af33c223b337,20260901-R001-56c2f3ed,population-97c386fe4f7b71f14ceec875,origin-embedding-d9bde86c837482d8ed5c9bfa,pq,pq_512_m16_b8,463341,512,512,True,reconstruction,0.000797939527998,0.00122510548298,0.687767845195,0.908846483406,0.765121827054,0.614656046626,0,16,524288,faiss_centroids,524288,faiss_centroids,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
edgeface,survface,edgeface-a348c305af33c223b337,20260901-R001-56c2f3ed,population-97c386fe4f7b71f14ceec875,origin-embedding-d9bde86c837482d8ed5c9bfa,pq,pq_512_m32_b8,463341,512,512,True,reconstruction,0.000649821071089,0.00098540284972,0.609490578304,0.788495422068,0.814726433324,0.70491330044,0,32,524288,faiss_centroids,524288,faiss_centroids,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
edgeface,survface,edgeface-a348c305af33c223b337,20260901-R001-56c2f3ed,population-97c386fe4f7b71f14ceec875,origin-embedding-d9bde86c837482d8ed5c9bfa,pq,pq_512_m64_b8,463341,512,512,True,reconstruction,0.000405807435413,0.000603041473069,0.468991253981,0.588762773919,0.889635747249,0.83162838732,0,64,524288,faiss_centroids,524288,faiss_centroids,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
edgeface,survface,edgeface-a348c305af33c223b337,20260901-R001-56c2f3ed,population-97c386fe4f7b71f14ceec875,origin-embedding-d9bde86c837482d8ed5c9bfa,pq,pq_512_m8_b8,463341,512,512,True,reconstruction,0.000881250550285,0.00136569127296,0.730774828101,0.980278660627,0.73547627641,0.556791098224,0,8,524288,faiss_centroids,524288,faiss_centroids,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,not_applicable
edgeface,rfw_custom,edgeface-a348c305af33c223b337,20260901-R001-0c811e8a,population-c8fc0768d5dd440dd7a02dfa,origin-embedding-6925e396bbd2b64d432af4fd,pca,pca_128,40520,512,128,True,reconstruction,1.88250086111e-12,4.54029301003e-12,2.30140501589e-05,0.000203993428203,0.999999997432,0.999999979193,0,512,0,not_applicable,264192,pca_components_and_mean,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,RFW-Custom
edgeface,rfw_custom,edgeface-a348c305af33c223b337,20260901-R001-0c811e8a,population-c8fc0768d5dd440dd7a02dfa,origin-embedding-6925e396bbd2b64d432af4fd,pca,pca_256,40520,512,256,True,reconstruction,9.12540770551e-13,2.13118201698e-12,2.29139830829e-05,0.000202512387448,0.999999997429,0.999999979494,0,1024,0,not_applicable,526336,pca_components_and_mean,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,RFW-Custom
edgeface,rfw_custom,edgeface-a348c305af33c223b337,20260901-R001-0c811e8a,population-c8fc0768d5dd440dd7a02dfa,origin-embedding-6925e396bbd2b64d432af4fd,pca,pca_32,40520,512,32,True,reconstruction,0.00117334378948,0.00146781356132,0.888767173834,1.04884059375,0.627319515483,0.49857640915,0,128,0,not_applicable,67584,pca_components_and_mean,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,RFW-Custom
edgeface,rfw_custom,edgeface-a348c305af33c223b337,20260901-R001-0c811e8a,population-c8fc0768d5dd440dd7a02dfa,origin-embedding-6925e396bbd2b64d432af4fd,pca,pca_384,40520,512,384,True,reconstruction,3.91665776692e-13,8.97701579183e-13,2.23189777311e-05,0.000199239076865,0.999999997507,0.999999980152,0,1536,0,not_applicable,788480,pca_components_and_mean,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,RFW-Custom
edgeface,rfw_custom,edgeface-a348c305af33c223b337,20260901-R001-0c811e8a,population-c8fc0768d5dd440dd7a02dfa,origin-embedding-6925e396bbd2b64d432af4fd,pca,pca_64,40520,512,64,True,reconstruction,0.000599740117264,0.000876322572367,0.584089325194,0.733972493522,0.830976956727,0.742519394326,0,256,0,not_applicable,133120,pca_components_and_mean,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,RFW-Custom
edgeface,rfw_custom,edgeface-a348c305af33c223b337,20260901-R001-0c811e8a,population-c8fc0768d5dd440dd7a02dfa,origin-embedding-6925e396bbd2b64d432af4fd,pq,pq_512_m128_b8,40520,512,512,True,reconstruction,0.000181547662579,0.000205121179348,0.309261500529,0.329733113476,0.952475298001,0.946128792552,0,128,524288,faiss_centroids,524288,faiss_centroids,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,RFW-Custom
edgeface,rfw_custom,edgeface-a348c305af33c223b337,20260901-R001-0c811e8a,population-c8fc0768d5dd440dd7a02dfa,origin-embedding-6925e396bbd2b64d432af4fd,pq,pq_512_m16_b8,40520,512,512,True,reconstruction,0.00130885929445,0.00142660396988,0.9573778788,1.01865205887,0.57506100423,0.524514066888,0,16,524288,faiss_centroids,524288,faiss_centroids,1:N_open_set,checkpoint_level_generalization,UNKNOWN,False,RFW-Custom
