compression_profile,search_mode,threshold_policy,target_fpir,side,quantile,score,threshold,score_space
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.01,origin,0.5,0.7040334641933441,0.9286932945251465,cosine_similarity
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.01,origin,0.95,0.8863702416419983,0.9286932945251465,cosine_similarity
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.01,origin,0.99,0.9322161793708801,0.9286932945251465,cosine_similarity
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.01,origin,0.999,0.9630536127090453,0.9286932945251465,cosine_similarity
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.01,origin,1.0,0.9794619083404541,0.9286932945251465,cosine_similarity
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.01,compressed,0.5,0.6858378350734711,0.9286932945251465,cosine_similarity
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.01,compressed,0.95,0.86249640583992,0.9286932945251465,cosine_similarity
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.01,compressed,0.99,0.9095428466796874,0.9286932945251465,cosine_similarity
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.01,compressed,0.999,0.9416568309068679,0.9286932945251465,cosine_similarity
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.01,compressed,1.0,0.9607514142990112,0.9286932945251465,cosine_similarity
pq_512_m128_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,origin,0.5,0.7040334641933441,0.9286932945251465,cosine_similarity
pq_512_m128_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,origin,0.95,0.8863702416419983,0.9286932945251465,cosine_similarity
pq_512_m128_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,origin,0.99,0.9322161793708801,0.9286932945251465,cosine_similarity
pq_512_m128_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,origin,0.999,0.9630536127090453,0.9286932945251465,cosine_similarity
pq_512_m128_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,origin,1.0,0.9794619083404541,0.9286932945251465,cosine_similarity
pq_512_m128_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,compressed,0.5,0.6858378350734711,0.9062322378158569,cosine_similarity
pq_512_m128_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,compressed,0.95,0.86249640583992,0.9062322378158569,cosine_similarity
pq_512_m128_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,compressed,0.99,0.9095428466796874,0.9062322378158569,cosine_similarity
pq_512_m128_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,compressed,0.999,0.9416568309068679,0.9062322378158569,cosine_similarity
pq_512_m128_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,compressed,1.0,0.9607514142990112,0.9062322378158569,cosine_similarity
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.05,origin,0.5,0.7040334641933441,0.8842889070510864,cosine_similarity
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.05,origin,0.95,0.8863702416419983,0.8842889070510864,cosine_similarity
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.05,origin,0.99,0.9322161793708801,0.8842889070510864,cosine_similarity
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.05,origin,0.999,0.9630536127090453,0.8842889070510864,cosine_similarity
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.05,origin,1.0,0.9794619083404541,0.8842889070510864,cosine_similarity
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.05,compressed,0.5,0.6858378350734711,0.8842889070510864,cosine_similarity
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.05,compressed,0.95,0.86249640583992,0.8842889070510864,cosine_similarity
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.05,compressed,0.99,0.9095428466796874,0.8842889070510864,cosine_similarity
