compression_profile,search_mode,threshold_policy,target_fpir,protocol_uid,model_uid,gallery_template_count,top_k,origin_score_space,compressed_score_space,origin_threshold,origin_fpir,origin_fpir_ci_low,origin_fpir_ci_high,origin_tpir20_count,origin_tpir20,origin_rank20,compressed_threshold,compressed_fpir,compressed_fpir_ci_low,compressed_fpir_ci_high,compressed_tpir20_count,compressed_tpir20,compressed_rank20,n,reference_fa,candidate_fa,both_fa,neither_fa,new_fa,lost_fa,delta_fpir,delta_ci_low,delta_ci_high,mated_count,target_met_on_test,new_fa_same_winner,new_fa_changed_winner,score_effect_at_origin_threshold,threshold_effect_after_score_change
pq_512_m64_b8,pq_reconstruction_cosine,frozen_origin,0.01,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,edgeface-a348c305af33c223b337,3000,20,cosine_similarity,cosine_similarity,0.9286932945251465,0.011861733587435105,0.011268786054459981,0.01248548719058017,1,1.6549989242506992e-05,0.18282773116197473,0.9286932945251465,0.007606624170335809,0.00713385824696384,0.008110464700905654,0,0.0,0.16962083974645417,121736,1444,926,863,120229,63,581,-0.004255109417099297,-0.004657825129789051,-0.003836170072944733,60423,True,23,40,-0.004255109417099296,0.0
pq_512_m64_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,edgeface-a348c305af33c223b337,3000,20,cosine_similarity,cosine_similarity,0.9286932945251465,0.011861733587435105,0.011268786054459981,0.01248548719058017,1,1.6549989242506992e-05,0.18282773116197473,0.9178285598754883,0.011097785371623842,0.010524537306387197,0.011701887719276757,0,0.0,0.16962083974645417,121736,1444,1351,1103,120044,248,341,-0.0007639482158112637,-0.001150234934612604,-0.0003778668594335283,60423,False,98,150,-0.004255109417099296,0.0034911612012880327
pq_512_m64_b8,pq_reconstruction_cosine,frozen_origin,0.05,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,edgeface-a348c305af33c223b337,3000,20,cosine_similarity,cosine_similarity,0.8842889070510864,0.05266313990931196,0.0514224835259663,0.05393202741414463,99,0.0016384489350081922,0.18282773116197473,0.8842889070510864,0.02754320825392653,0.026638659853611683,0.028477573077333465,12,0.00019859987091008392,0.16962083974645417,121736,6411,3353,3318,115290,35,3093,-0.025119931655385425,-0.026007097325359795,-0.024183273641322205,60423,True,15,20,-0.025119931655385428,0.0
pq_512_m64_b8,pq_reconstruction_cosine,recalibrated_compressed,0.05,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,edgeface-a348c305af33c223b337,3000,20,cosine_similarity,cosine_similarity,0.8842889070510864,0.05266313990931196,0.0514224835259663,0.05393202741414463,99,0.0016384489350081922,0.18282773116197473,0.8555964827537537,0.05230991654071105,0.051073252650252206,0.05357483384434069,54,0.0008936994190953776,0.16962083974645417,121736,6411,6368,5446,114403,922,965,-0.0003532233686009069,-0.001076099099691135,0.00032036538082407835,60423,False,401,521,-0.025119931655385428,0.02476670828678452
pq_512_m64_b8,pq_reconstruction_cosine,frozen_origin,0.1,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,edgeface-a348c305af33c223b337,3000,20,cosine_similarity,cosine_similarity,0.8537619113922119,0.0985164618518762,0.09685504568433452,0.1002032153693027,395,0.006537245750790262,0.18282773116197473,0.8537619113922119,0.05419103634093448,0.05293328930070447,0.055476918078158854,60,0.0009929993545504195,0.16962083974645417,121736,11993,6597,6564,109710,33,5429,-0.04432542551094171,-0.04549208943944273,-0.043133912729184466,60423,True,11,22,-0.044325425510941714,0.0
pq_512_m64_b8,pq_reconstruction_cosine,recalibrated_compressed,0.1,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,edgeface-a348c305af33c223b337,3000,20,cosine_similarity,cosine_similarity,0.8537619113922119,0.0985164618518762,0.09685504568433452,0.1002032153693027,395,0.006537245750790262,0.18282773116197473,0.8197388648986816,0.0987546822632582,0.09709145740105281,0.10044322944142216,282,0.004667096966386972,0.16962083974645417,121736,11993,12022,10643,108364,1379,1350,0.00023822041138200697,-0.000599658276927121,0.001084518959058946,60423,True,655,724,-0.044325425510941714,0.04456364592232372
pq_512_m64_b8,pq_reconstruction_cosine,frozen_origin,0.2,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,edgeface-a348c305af33c223b337,3000,20,cosine_similarity,cosine_similarity,0.8093010783195496,0.19298317671025828,0.19077601154160057,0.19520971749941618,1152,0.019065587607368054,0.18282773116197473,0.8093010783195496,0.11619405927580995,0.11440600654794751,0.11800633373254542,404,0.0066861956539728245,0.16962083974645417,121736,23493,14145,14104,98202,41,9389,-0.07678911743444831,-0.07830879936912663,-0.07522014851810475,60423,True,14,27,-0.07678911743444833,0.0
pq_512_m64_b8,pq_reconstruction_cosine,recalibrated_compressed,0.2,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,edgeface-a348c305af33c223b337,3000,20,cosine_similarity,cosine_similarity,0.8093010783195496,0.19298317671025828,0.19077601154160057,0.19520971749941618,1152,0.019065587607368054,0.18282773116197473,0.7736432552337646,0.19195636459223236,0.1897537309961359,0.19417843861023537,918,0.01519289012462142,0.16962083974645417,121736,23493,23368,21227,96102,2141,2266,-0.001026812118025892,-0.0020704639547874082,4.949234408884688e-05,60423,True,967,1174,-0.07678911743444833,0.07576230531642242
pq_512_m64_b8,pq_reconstruction_cosine,frozen_origin,0.3,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,edgeface-a348c305af33c223b337,3000,20,cosine_similarity,cosine_similarity,0.7734835147857666,0.28852599066833146,0.2859875615650126,0.29107776575089195,1941,0.03212352911970607,0.18282773116197473,0.7734835147857666,0.19230958796083328,0.19010539277658045,0.19453320127530888,922,0.015259090081591447,0.16962083974645417,121736,35124,23411,23347,86548,64,11777,-0.09621640270749819,-0.09787573109022804,-0.09449936748373529,60423,True,28,36,-0.09621640270749818,0.0
pq_512_m64_b8,pq_reconstruction_cosine,recalibrated_compressed,0.3,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,edgeface-a348c305af33c223b337,3000,20,cosine_similarity,cosine_similarity,0.7734835147857666,0.28852599066833146,0.2859875615650126,0.29107776575089195,1941,0.03212352911970607,0.18282773116197473,0.7385092377662659,0.28653808240783335,0.2840049578485132,0.28908467840191776,1578,0.026115883024676035,0.16962083974645417,121736,35124,34882,32195,83925,2687,2929,-0.001987908260498127,-0.0031627866859433524,-0.0007388940001314342,60423,True,1173,1514,-0.09621640270749818,0.09422849444700007
pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,0.01,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,edgeface-a348c305af33c223b337,3000,20,cosine_similarity,cosine_similarity,0.9286932945251465,0.011861733587435105,0.011268786054459981,0.01248548719058017,1,1.6549989242506992e-05,0.18282773116197473,0.9286932945251465,0.022096996779917197,0.02128619360876856,0.02293796008081723,8,0.00013239991394005594,0.1382586101319034,121736,1444,2690,1337,118939,1353,107,0.010235263192482092,0.009627185056187159,0.010876199316553854,60423,False,448,905,0.010235263192482092,0.0
pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,edgeface-a348c305af33c223b337,3000,20,cosine_similarity,cosine_similarity,0.9286932945251465,0.011861733587435105,0.011268786054459981,0.01248548719058017,1,1.6549989242506992e-05,0.18282773116197473,0.9491654634475708,0.011303147795229021,0.010724537078149772,0.011912599834443269,2,3.3099978485013984e-05,0.1382586101319034,121736,1444,1376,1028,119944,348,416,-0.0005585857922060854,-0.0010103831241374778,-0.00013143195110731419,60423,False,108,240,0.010235263192482092,-0.010793848984688176
pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,0.05,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,edgeface-a348c305af33c223b337,3000,20,cosine_similarity,cosine_similarity,0.8842889070510864,0.05266313990931196,0.0514224835259663,0.05393202741414463,99,0.0016384489350081922,0.18282773116197473,0.8842889070510864,0.06370342380232634,0.06234523020986755,0.06508915177155103,96,0.0015887989672806713,0.1382586101319034,121736,6411,7755,5592,113162,2163,819,0.011040283893014391,0.010161127357560624,0.01193566405993297,60423,False,722,1441,0.011040283893014383,0.0
pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,0.05,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,edgeface-a348c305af33c223b337,3000,20,cosine_similarity,cosine_similarity,0.8842889070510864,0.05266313990931196,0.0514224835259663,0.05393202741414463,99,0.0016384489350081922,0.18282773116197473,0.893643856048584,0.0532956561740159,0.05204788962504123,0.05457161392681127,60,0.0009929993545504195,0.1382586101319034,121736,6411,6488,5149,113986,1339,1262,0.0006325162647039496,-0.0002137822829729904,0.001437536965236249,60423,False,456,883,0.011040283893014383,-0.010407767628310437
pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,0.1,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,edgeface-a348c305af33c223b337,3000,20,cosine_similarity,cosine_similarity,0.8537619113922119,0.0985164618518762,0.09685504568433452,0.1002032153693027,395,0.006537245750790262,0.18282773116197473,0.8537619113922119,0.10724025760662417,0.10551449405849987,0.10899080795188491,312,0.005163596643662182,0.1382586101319034,121736,11993,13055,10415,107103,2640,1578,0.008723795754747979,0.0076969836367220875,0.009816529210751133,60423,False,835,1805,0.008723795754747979,0.0
pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,0.1,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,edgeface-a348c305af33c223b337,3000,20,cosine_similarity,cosine_similarity,0.8537619113922119,0.0985164618518762,0.09685504568433452,0.1002032153693027,395,0.006537245750790262,0.18282773116197473,0.8583898544311523,0.09980613787211672,0.09813496553130666,0.10150256617224523,272,0.004501597073961902,0.1382586101319034,121736,11993,12150,10038,107631,2112,1955,0.0012896760202405204,0.0002217914174935927,0.00232470263521062,60423,True,664,1448,0.008723795754747979,-0.007434119734507458
pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,0.2,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,edgeface-a348c305af33c223b337,3000,20,cosine_similarity,cosine_similarity,0.8093010783195496,0.19298317671025828,0.19077601154160057,0.19520971749941618,1152,0.019065587607368054,0.18282773116197473,0.8093010783195496,0.19815009528816455,0.1959204899066482,0.2003987502095043,777,0.012859341641427933,0.1382586101319034,121736,23493,24122,20452,94573,3670,3041,0.005166918577906289,0.003860813563777354,0.006538739567588881,60423,True,1170,2500,0.005166918577906271,0.0
pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,0.2,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,edgeface-a348c305af33c223b337,3000,20,cosine_similarity,cosine_similarity,0.8093010783195496,0.19298317671025828,0.19077601154160057,0.19520971749941618,1152,0.019065587607368054,0.18282773116197473,0.8120722770690918,0.19147170927252416,0.18927122298925084,0.19369166656396783,743,0.012296642007182695,0.1382586101319034,121736,23493,23309,20087,95021,3222,3406,-0.0015114674377341131,-0.00276849083262141,-0.00015566471709272748,60423,True,1005,2217,0.005166918577906271,-0.006678386015640386
pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,0.3,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,edgeface-a348c305af33c223b337,3000,20,cosine_similarity,cosine_similarity,0.7734835147857666,0.28852599066833146,0.2859875615650126,0.29107776575089195,1941,0.03212352911970607,0.18282773116197473,0.7734835147857666,0.29283860156404024,0.2902888693126361,0.2954014076287793,1334,0.02207768564950433,0.1382586101319034,121736,35124,35649,31120,82083,4529,4004,0.0043126108957087465,0.0028420105802720646,0.005881785174475913,60423,True,1367,3162,0.004312610895708779,0.0
pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,0.3,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,edgeface-a348c305af33c223b337,3000,20,cosine_similarity,cosine_similarity,0.7734835147857666,0.28852599066833146,0.2859875615650126,0.29107776575089195,1941,0.03212352911970607,0.18282773116197473,0.7762287855148315,0.28516626141815077,0.28263683242061094,0.28770924842513385,1293,0.02139913609056154,0.1382586101319034,121736,35124,34715,30681,82578,4034,4443,-0.003359729250180719,-0.004846553197082211,-0.0018316274561345875,60423,True,1218,2816,0.004312610895708779,-0.007672340145889467
pq_512_m16_b8,pq_reconstruction_cosine,frozen_origin,0.01,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,edgeface-a348c305af33c223b337,3000,20,cosine_similarity,cosine_similarity,0.9286932945251465,0.011861733587435105,0.011268786054459981,0.01248548719058017,1,1.6549989242506992e-05,0.18282773116197473,0.9286932945251465,0.05482355260563843,0.05355881373192573,0.05611638625867917,59,0.0009764493653079125,0.10798867980735813,121736,1444,6674,1428,115046,5246,16,0.042961819018203326,0.04179536045212591,0.04414491194059275,60423,False,1267,3979,0.042961819018203326,0.0
pq_512_m16_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,edgeface-a348c305af33c223b337,3000,20,cosine_similarity,cosine_similarity,0.9286932945251465,0.011861733587435105,0.011268786054459981,0.01248548719058017,1,1.6549989242506992e-05,0.18282773116197473,0.9714746475219727,0.011541368206611027,0.010956599471449729,0.01215696322998105,3,4.964996772752098e-05,0.10798867980735813,121736,1444,1405,936,119823,469,508,-0.00032036538082407835,-0.000846093185253335,0.00018092429519616109,60423,False,87,382,0.042961819018203326,-0.04328218439902741
pq_512_m16_b8,pq_reconstruction_cosine,frozen_origin,0.05,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,edgeface-a348c305af33c223b337,3000,20,cosine_similarity,cosine_similarity,0.8842889070510864,0.05266313990931196,0.0514224835259663,0.05393202741414463,99,0.0016384489350081922,0.18282773116197473,0.8842889070510864,0.1322451863047907,0.13035383684734675,0.13415974451552354,270,0.004468497095476888,0.10798867980735813,121736,6411,16099,6299,105525,9800,112,0.07958204639547874,0.07802930111059998,0.08117586416507853,60423,False,2170,7630,0.07958204639547875,0.0
pq_512_m16_b8,pq_reconstruction_cosine,recalibrated_compressed,0.05,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,edgeface-a348c305af33c223b337,3000,20,cosine_similarity,cosine_similarity,0.8842889070510864,0.05266313990931196,0.0514224835259663,0.05393202741414463,99,0.0016384489350081922,0.18282773116197473,0.928703784942627,0.05480712361175002,0.05354256573832301,0.05609977730132757,59,0.0009764493653079125,0.10798867980735813,121736,6411,6672,4814,113467,1858,1597,0.0021439837024380625,0.001141815075244792,0.003113499704278109,60423,False,474,1384,0.07958204639547875,-0.07743806269304068
pq_512_m16_b8,pq_reconstruction_cosine,frozen_origin,0.1,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,edgeface-a348c305af33c223b337,3000,20,cosine_similarity,cosine_similarity,0.8537619113922119,0.0985164618518762,0.09685504568433452,0.1002032153693027,395,0.006537245750790262,0.18282773116197473,0.8537619113922119,0.2102993362686469,0.20801926895999,0.21259768638688725,608,0.010062393459444251,0.10798867980735813,121736,11993,25601,11755,95897,13846,238,0.11178287441677072,0.11004140106459881,0.11363113622921732,60423,False,2867,10979,0.11178287441677072,0.0
pq_512_m16_b8,pq_reconstruction_cosine,recalibrated_compressed,0.1,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,edgeface-a348c305af33c223b337,3000,20,cosine_similarity,cosine_similarity,0.8537619113922119,0.0985164618518762,0.09685504568433452,0.1002032153693027,395,0.006537245750790262,0.18282773116197473,0.9000183343887329,0.10030722218571335,0.09863228270654575,0.10200738600111312,178,0.0029458980851662445,0.10798867980735813,121736,11993,12211,9355,106887,2856,2638,0.0017907603338371558,0.0006156765459683256,0.0030557928632450547,60423,False,624,2232,0.11178287441677072,-0.10999211408293356
pq_512_m16_b8,pq_reconstruction_cosine,frozen_origin,0.2,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,edgeface-a348c305af33c223b337,3000,20,cosine_similarity,cosine_similarity,0.8093010783195496,0.19298317671025828,0.19077601154160057,0.19520971749941618,1152,0.019065587607368054,0.18282773116197473,0.8093010783195496,0.34008838798711966,0.33743227206858717,0.34275459581747225,1224,0.02025718683282856,0.10798867980735813,121736,23493,41401,23041,79883,18360,452,0.1471052112768614,0.1449035207333903,0.14910975389367154,60423,False,3641,14719,0.14710521127686138,0.0
pq_512_m16_b8,pq_reconstruction_cosine,recalibrated_compressed,0.2,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,edgeface-a348c305af33c223b337,3000,20,cosine_similarity,cosine_similarity,0.8093010783195496,0.19298317671025828,0.19077601154160057,0.19520971749941618,1152,0.019065587607368054,0.18282773116197473,0.8602350950241089,0.19265459683248998,0.19044887913910602,0.19487971088282413,523,0.008655644373831158,0.10798867980735813,121736,23493,23453,19134,93924,4319,4359,-0.0003285798777682855,-0.001832243543405401,0.0012159509101662602,60423,True,888,3431,0.14710521127686138,-0.14743379115462968
pq_512_m16_b8,pq_reconstruction_cosine,frozen_origin,0.3,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,edgeface-a348c305af33c223b337,3000,20,cosine_similarity,cosine_similarity,0.7734835147857666,0.28852599066833146,0.2859875615650126,0.29107776575089195,1941,0.03212352911970607,0.18282773116197473,0.7734835147857666,0.4528734310310837,0.4500787446274332,0.4556710915600803,1809,0.02993893053969515,0.10798867980735813,121736,35124,55131,34436,65917,20695,688,0.16434744036275217,0.16201390714332656,0.16647520043372543,60423,False,4078,16617,0.16434744036275223,0.0
pq_512_m16_b8,pq_reconstruction_cosine,recalibrated_compressed,0.3,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,edgeface-a348c305af33c223b337,3000,20,cosine_similarity,cosine_similarity,0.7734835147857666,0.28852599066833146,0.2859875615650126,0.29107776575089195,1941,0.03212352911970607,0.18282773116197473,0.8272966742515564,0.2853387658539791,0.2828088705692899,0.2878822082614753,980,0.016218989457656853,0.10798867980735813,121736,35124,34736,29466,81342,5270,5658,-0.003187224814352369,-0.004912269172635868,-0.0015278964316225274,60423,True,1068,4202,0.16434744036275223,-0.16753466517710458
pq_512_m8_b8,pq_reconstruction_cosine,frozen_origin,0.01,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,edgeface-a348c305af33c223b337,3000,20,cosine_similarity,cosine_similarity,0.9286932945251465,0.011861733587435105,0.011268786054459981,0.01248548719058017,1,1.6549989242506992e-05,0.18282773116197473,0.9286932945251465,0.12400604586975093,0.12216645750811421,0.12586936295116116,172,0.0028465981497112027,0.08205484666434967,121736,1444,15096,1436,106632,13660,8,0.11214431228231583,0.11036977557994349,0.11400078859170665,60423,False,1840,11820,0.11214431228231583,0.0
pq_512_m8_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,edgeface-a348c305af33c223b337,3000,20,cosine_similarity,cosine_similarity,0.9286932945251465,0.011861733587435105,0.011268786054459981,0.01248548719058017,1,1.6549989242506992e-05,0.18282773116197473,0.9889785051345825,0.010777419990799763,0.01021264096395869,0.01137307351809589,3,4.964996772752098e-05,0.08205484666434967,121736,1444,1312,715,119695,597,729,-0.001084313596635342,-0.0017086153643950846,-0.0005257278044292567,60423,False,96,501,0.11214431228231583,-0.11322862587895118
pq_512_m8_b8,pq_reconstruction_cosine,frozen_origin,0.05,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,edgeface-a348c305af33c223b337,3000,20,cosine_similarity,cosine_similarity,0.8842889070510864,0.05266313990931196,0.0514224835259663,0.05393202741414463,99,0.0016384489350081922,0.18282773116197473,0.8842889070510864,0.2668397187356246,0.2643624654445861,0.269331686611607,633,0.010476143190506926,0.08205484666434967,121736,6411,32484,6401,89242,26083,10,0.21417657882631266,0.21176131136229218,0.2165177104554117,60423,False,3381,22702,0.21417657882631266,0.0
pq_512_m8_b8,pq_reconstruction_cosine,recalibrated_compressed,0.05,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,edgeface-a348c305af33c223b337,3000,20,cosine_similarity,cosine_similarity,0.8842889070510864,0.05266313990931196,0.0514224835259663,0.05393202741414463,99,0.0016384489350081922,0.18282773116197473,0.9597933888435364,0.05155418282184399,0.0503261145085389,0.05281055224215497,35,0.0005792496234877447,0.08205484666434967,121736,6411,6276,4180,113229,2096,2231,-0.0011089570874679635,-0.0021688325556942886,-8.009134520603079e-06,60423,False,295,1801,0.21417657882631266,-0.21528553591378063
pq_512_m8_b8,pq_reconstruction_cosine,frozen_origin,0.1,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,edgeface-a348c305af33c223b337,3000,20,cosine_similarity,cosine_similarity,0.8537619113922119,0.0985164618518762,0.09685504568433452,0.1002032153693027,395,0.006537245750790262,0.18282773116197473,0.8537619113922119,0.3754928698166524,0.372776593023534,0.3782170041690998,1038,0.017178888833722258,0.08205484666434967,121736,11993,45711,11974,76006,33737,19,0.27697640796477624,0.2743559834395742,0.27949024939212724,60423,False,4267,29470,0.27697640796477624,0.0
