compression_profile,search_mode,threshold_policy,target_fpir,cohort,count,fixed_winner_drift_mean,selection_gain_mean,maximum_score_drift_mean,decomposition_max_abs_residual,selection_gain_min_raw
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.01,all_nonmated,121736,-0.02002730253639652,0.002627993577566902,-0.017399308958829622,0.0,-5.270311831395702e-07
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.01,new_fa,0,,,,0.0,-5.270311831395702e-07
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.01,new_fa_same_winner,0,,,,0.0,-5.270311831395702e-07
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.01,new_fa_changed_winner,0,,,,0.0,-5.270311831395702e-07
pq_512_m128_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,all_nonmated,121736,-0.02002730253639652,0.002627993577566902,-0.017399308958829622,0.0,-5.270311831395702e-07
pq_512_m128_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,new_fa,108,-0.017517662918214275,0.0009287200460608857,-0.016588942872153387,0.0,-5.270311831395702e-07
pq_512_m128_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,new_fa_same_winner,87,-0.016505212306587254,-1.264479508584362e-08,-0.01650522495138234,0.0,-5.270311831395702e-07
pq_512_m128_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,new_fa_changed_winner,21,-0.021712101166383353,0.004776326908178482,-0.016935774258204868,0.0,-5.270311831395702e-07
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.05,all_nonmated,121736,-0.02002730253639652,0.002627993577566902,-0.017399308958829622,0.0,-5.270311831395702e-07
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.05,new_fa,0,,,,0.0,-5.270311831395702e-07
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.05,new_fa_same_winner,0,,,,0.0,-5.270311831395702e-07
