compression_profile,search_mode,threshold_policy,target_fpir,reference_profile,n,reference_fa,candidate_fa,both_fa,neither_fa,new_fa,lost_fa,delta_fpir,delta_ci_low,delta_ci_high
pq_512_m64_b8,pq_reconstruction_cosine,frozen_origin,0.01,pq_512_m128_b8,121736,398,926,390,120802,536,8,0.004337254386541368,0.0039676020240520474,0.004723335742919103
pq_512_m64_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,pq_512_m128_b8,121736,1402,1351,1141,120124,210,261,-0.00041893934415456396,-0.0007641535782348685,-8.214496944207137e-05
pq_512_m64_b8,pq_reconstruction_cosine,frozen_origin,0.05,pq_512_m128_b8,121736,3252,3353,2774,117905,579,478,0.0008296641913649208,0.0002875073930472498,0.0013553919957941776
pq_512_m64_b8,pq_reconstruction_cosine,recalibrated_compressed,0.05,pq_512_m128_b8,121736,6359,6368,5474,114483,894,885,7.393047249786423e-05,-0.0006080781362949329,0.0007639482158112637
pq_512_m64_b8,pq_reconstruction_cosine,frozen_origin,0.1,pq_512_m128_b8,121736,7503,6597,6034,113670,563,1469,-0.007442334231451666,-0.008181638956430308,-0.006711244003417231
pq_512_m64_b8,pq_reconstruction_cosine,recalibrated_compressed,0.1,pq_512_m128_b8,121736,11951,12022,10654,108417,1368,1297,0.0005832292830387067,-0.0002137822829729904,0.0013964644805152132
pq_512_m64_b8,pq_reconstruction_cosine,frozen_origin,0.2,pq_512_m128_b8,121736,17246,14145,13630,103975,515,3616,-0.02547315502398633,-0.026475529013603206,-0.024405270421239404
pq_512_m64_b8,pq_reconstruction_cosine,recalibrated_compressed,0.2,pq_512_m128_b8,121736,23470,23368,21351,96249,2017,2119,-0.0008378786883091279,-0.00186469080633502,0.00021357692054938557
pq_512_m64_b8,pq_reconstruction_cosine,frozen_origin,0.3,pq_512_m128_b8,121736,27833,23411,22745,93237,666,5088,-0.036324505487283956,-0.03755709075376224,-0.03505105309850825
pq_512_m64_b8,pq_reconstruction_cosine,recalibrated_compressed,0.3,pq_512_m128_b8,121736,35020,34882,32276,84110,2606,2744,-0.001133600578300585,-0.0023331224945784316,5.791220345665807e-05
pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,0.01,pq_512_m64_b8,121736,926,2690,926,119046,1764,0,0.014490372609581388,0.013791935006900178,0.015237891831504239
pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,pq_512_m64_b8,121736,1351,1376,1150,120159,226,201,0.00020536242360517842,-0.00013143195110731419,0.0005257278044292567
pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,0.05,pq_512_m64_b8,121736,3353,7755,3352,113980,4403,1,0.036160215548399814,0.03506748209239666,0.03726095813892357
pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,0.05,pq_512_m64_b8,121736,6368,6488,5585,114465,903,783,0.0009857396333048565,0.0002957218899914569,0.0016348902543208243
pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,0.1,pq_512_m64_b8,121736,6597,13055,6591,108675,6464,6,0.053049221265689686,0.05172668725767234,0.05432246829204179
pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,0.1,pq_512_m64_b8,121736,12022,12150,10715,108279,1435,1307,0.0010514556088585135,0.000229800552014195,0.00192219228494447
pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,0.2,pq_512_m64_b8,121736,14145,24122,14096,97565,10026,49,0.0819560360123546,0.08040329072747585,0.0835498537819544
pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,0.2,pq_512_m64_b8,121736,23368,23309,20806,95865,2503,2562,-0.00048465531970822107,-0.0016104521259118084,0.0007064467372018138
pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,0.3,pq_512_m64_b8,121736,23411,35649,23301,85977,12348,110,0.10052901360320694,0.09884483636722087,0.10218033285141619
pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,0.3,pq_512_m64_b8,121736,34882,34715,31549,83688,3166,3333,-0.001371820989682592,-0.0026208352500492866,-4.908161924163877e-05
pq_512_m16_b8,pq_reconstruction_cosine,frozen_origin,0.01,pq_512_m32_b8,121736,2690,6674,2683,115055,3991,7,0.03272655582572123,0.03168331471380693,0.033769796937635536
pq_512_m16_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,pq_512_m32_b8,121736,1376,1405,1095,120050,310,281,0.00023822041138200697,-0.00017250443582834986,0.0006407307616481567
pq_512_m16_b8,pq_reconstruction_cosine,frozen_origin,0.05,pq_512_m32_b8,121736,7755,16099,7726,105608,8373,29,0.06854176250246435,0.06706294769008346,0.06998771932706842
