compression_profile,search_mode,threshold_policy,target_fpir,reference_profile,n,reference_fa,candidate_fa,both_fa,neither_fa,new_fa,lost_fa,delta_fpir,delta_ci_low,delta_ci_high
pq_512_m16_b8,pq_reconstruction_cosine,recalibrated_compressed,0.05,pq_512_m32_b8,121736,6488,6672,5519,114095,1153,969,0.0015114674377341131,0.000771957350331866,0.0022507721627127554
pq_512_m16_b8,pq_reconstruction_cosine,frozen_origin,0.1,pq_512_m32_b8,121736,13055,25601,13021,96101,12580,34,0.10305907866202274,0.1014079647762371,0.10469396891634357
pq_512_m16_b8,pq_reconstruction_cosine,recalibrated_compressed,0.1,pq_512_m32_b8,121736,12150,12211,10373,107748,1838,1777,0.0005010843135966354,-0.00046001182887559964,0.0014703949530130774
pq_512_m16_b8,pq_reconstruction_cosine,frozen_origin,0.2,pq_512_m32_b8,121736,24122,41401,24063,80276,17338,59,0.1419382926989551,0.13995038443845698,0.14390196819346784
pq_512_m16_b8,pq_reconstruction_cosine,recalibrated_compressed,0.2,pq_512_m32_b8,121736,23309,23453,20400,95374,3053,2909,0.0011828875599658277,-6.612670040086672e-05,0.0024725635802063483
pq_512_m16_b8,pq_reconstruction_cosine,frozen_origin,0.3,pq_512_m32_b8,121736,35649,55131,35501,66457,19630,148,0.16003482946704345,0.1580465104816981,0.16208064993099824
pq_512_m16_b8,pq_reconstruction_cosine,recalibrated_compressed,0.3,pq_512_m32_b8,121736,34715,34736,31009,83294,3727,3706,0.00017250443582834986,-0.001265237891831504,0.0015853979102319774
pq_512_m8_b8,pq_reconstruction_cosine,frozen_origin,0.01,pq_512_m16_b8,121736,6674,15096,6522,106488,8574,152,0.06918249326411251,0.06776117993034106,0.07062845008871657
pq_512_m8_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,pq_512_m16_b8,121736,1405,1312,860,119879,452,545,-0.0007639482158112637,-0.0012814615232963134,-0.0002544440428468172
pq_512_m8_b8,pq_reconstruction_cosine,frozen_origin,0.05,pq_512_m16_b8,121736,16099,32484,15922,89075,16562,177,0.13459453243083394,0.1326967782742985,0.13659065518827626
pq_512_m8_b8,pq_reconstruction_cosine,recalibrated_compressed,0.05,pq_512_m16_b8,121736,6672,6276,4899,113687,1377,1773,-0.003252940789906026,-0.004148526319248209,-0.0023653643950844474
pq_512_m8_b8,pq_reconstruction_cosine,frozen_origin,0.1,pq_512_m16_b8,121736,25601,45711,25361,75785,20350,240,0.16519353354800553,0.16304954984556747,0.16717322731155945
pq_512_m8_b8,pq_reconstruction_cosine,recalibrated_compressed,0.1,pq_512_m16_b8,121736,12211,12252,9614,106887,2638,2597,0.0003367943747124926,-0.0008382894131563376,0.0015936124071761846
pq_512_m8_b8,pq_reconstruction_cosine,frozen_origin,0.2,pq_512_m16_b8,121736,41401,64269,41075,57141,23194,326,0.1878491161201288,0.18557370046658342,0.19009249523559177
pq_512_m8_b8,pq_reconstruction_cosine,recalibrated_compressed,0.2,pq_512_m16_b8,121736,23453,23909,19472,93846,4437,3981,0.0037458106065584545,0.002307657554051391,0.0052739124006045855
pq_512_m8_b8,pq_reconstruction_cosine,frozen_origin,0.3,pq_512_m16_b8,121736,55131,78418,54721,42908,23697,410,0.19129099033975158,0.1890071548268384,0.19357482585266478
pq_512_m8_b8,pq_reconstruction_cosine,recalibrated_compressed,0.3,pq_512_m16_b8,121736,34736,34839,29726,81887,5113,5010,0.000846093185253335,-0.0008132351974765065,0.002464759808109349
pq_512_m64_b8,pq_one_sided_cosine,frozen_origin,0.01,pq_512_m128_b8,121736,775,791,683,120853,108,92,0.00013143195110731419,-9.857396333048565e-05,0.00036965236248932116
pq_512_m64_b8,pq_one_sided_cosine,recalibrated_compressed,0.01,pq_512_m128_b8,121736,1412,1348,1217,120193,131,195,-0.0005257278044292567,-0.0008216550568443184,-0.00023822041138200697
pq_512_m64_b8,pq_one_sided_cosine,frozen_origin,0.05,pq_512_m128_b8,121736,4441,3520,3432,117207,88,1009,-0.007565551685614773,-0.008124137477820858,-0.007015180390352895
pq_512_m64_b8,pq_one_sided_cosine,recalibrated_compressed,0.05,pq_512_m128_b8,121736,6345,6314,5794,114871,520,551,-0.00025464940527042125,-0.0007805825721232828,0.00027949825852664675
pq_512_m64_b8,pq_one_sided_cosine,frozen_origin,0.1,pq_512_m128_b8,121736,9202,7026,6967,112475,59,2235,-0.01787474535059473,-0.0186469080633502,-0.01707773378458303
pq_512_m64_b8,pq_one_sided_cosine,recalibrated_compressed,0.1,pq_512_m128_b8,121736,11992,11847,11161,109058,686,831,-0.001191102056910035,-0.0018402526779260034,-0.0005339423013734639
pq_512_m64_b8,pq_one_sided_cosine,frozen_origin,0.2,pq_512_m128_b8,121736,19344,14778,14753,102367,25,4591,-0.03750739304724979,-0.038575688374843924,-0.0364805809292239
pq_512_m64_b8,pq_one_sided_cosine,recalibrated_compressed,0.2,pq_512_m128_b8,121736,23537,23460,22267,97006,1193,1270,-0.0006325162647039496,-0.001454171321548268,0.0001398518104751254
pq_512_m64_b8,pq_one_sided_cosine,frozen_origin,0.3,pq_512_m128_b8,121736,30053,23724,23704,91663,20,6349,-0.05198955115988697,-0.05323014556088585,-0.05078202010908852
pq_512_m64_b8,pq_one_sided_cosine,recalibrated_compressed,0.3,pq_512_m128_b8,121736,35061,34872,33409,85212,1463,1652,-0.0015525399224551489,-0.002489197936518367,-0.0006735887494249852
pq_512_m32_b8,pq_one_sided_cosine,frozen_origin,0.01,pq_512_m64_b8,121736,791,1026,771,120690,255,20,0.001930406781888677,0.0016675428796740488,0.0021850561871590984
pq_512_m32_b8,pq_one_sided_cosine,recalibrated_compressed,0.01,pq_512_m64_b8,121736,1348,1313,1221,120296,92,127,-0.0002875073930472498,-0.0005339423013734639,-4.928698166524282e-05
pq_512_m32_b8,pq_one_sided_cosine,frozen_origin,0.05,pq_512_m64_b8,121736,3520,4061,3422,117577,639,98,0.004444042846816061,0.0040004600118288755,0.004895840178747454
pq_512_m32_b8,pq_one_sided_cosine,recalibrated_compressed,0.05,pq_512_m64_b8,121736,6314,6223,5813,115012,410,501,-0.0007475192219228494,-0.0012488088979430896,-0.0002626585397910243
pq_512_m32_b8,pq_one_sided_cosine,frozen_origin,0.1,pq_512_m64_b8,121736,7026,7457,6701,113954,756,325,0.003540448182953276,0.0029982913846356048,0.004066381349806136
pq_512_m32_b8,pq_one_sided_cosine,recalibrated_compressed,0.1,pq_512_m64_b8,121736,11847,11855,11061,109095,794,786,6.571597555365709e-05,-0.0005916491424065186,0.0006737941118485892
pq_512_m32_b8,pq_one_sided_cosine,frozen_origin,0.2,pq_512_m64_b8,121736,14778,14687,13781,106052,906,997,-0.0007475192219228494,-0.0014539659591246631,-4.928698166524282e-05
pq_512_m32_b8,pq_one_sided_cosine,recalibrated_compressed,0.2,pq_512_m64_b8,121736,23460,23284,21984,96976,1300,1476,-0.0014457514621804561,-0.0022838355129131886,-0.0006243017677597423
pq_512_m32_b8,pq_one_sided_cosine,frozen_origin,0.3,pq_512_m64_b8,121736,23724,22941,21912,96983,1029,1812,-0.006431951107314188,-0.007278249654991128,-0.00556901820332523
pq_512_m32_b8,pq_one_sided_cosine,recalibrated_compressed,0.3,pq_512_m64_b8,121736,34872,34730,32995,85129,1735,1877,-0.0011664585660774135,-0.002177047052638496,-0.00022138069264638458
pq_512_m16_b8,pq_one_sided_cosine,frozen_origin,0.01,pq_512_m32_b8,121736,1026,1277,1006,120439,271,20,0.0020618387329959915,0.001798974830781363,0.002332917132154827
pq_512_m16_b8,pq_one_sided_cosine,recalibrated_compressed,0.01,pq_512_m32_b8,121736,1313,1215,1132,120340,83,181,-0.0008050207005322994,-0.0010680899651705326,-0.0005337369389498599
pq_512_m16_b8,pq_one_sided_cosine,frozen_origin,0.05,pq_512_m32_b8,121736,4061,4803,3991,116863,812,70,0.0060951567326016955,0.005626930406781889,0.006580222777157125
pq_512_m16_b8,pq_one_sided_cosine,recalibrated_compressed,0.05,pq_512_m32_b8,121736,6223,6217,5791,115087,426,432,-4.928698166524282e-05,-0.0005259331668528615,0.00041893934415456396
pq_512_m16_b8,pq_one_sided_cosine,frozen_origin,0.1,pq_512_m32_b8,121736,7457,8485,7317,113111,1168,140,0.008444502858644936,0.007853059078662022,0.009011508510218834
pq_512_m16_b8,pq_one_sided_cosine,recalibrated_compressed,0.1,pq_512_m32_b8,121736,11855,11760,11043,109164,717,812,-0.000780377209699678,-0.0014621804560688704,-0.00018051357034895295
pq_512_m16_b8,pq_one_sided_cosine,frozen_origin,0.2,pq_512_m32_b8,121736,14687,16289,14346,105106,1943,341,0.013159624104619834,0.012403685023329171,0.013923572320431097
pq_512_m16_b8,pq_one_sided_cosine,recalibrated_compressed,0.2,pq_512_m32_b8,121736,23284,23259,21920,97113,1339,1364,-0.00020536242360517842,-0.0010596701058027207,0.0006164979956627434
pq_512_m16_b8,pq_one_sided_cosine,frozen_origin,0.3,pq_512_m32_b8,121736,22941,24955,22346,96186,2609,595,0.016543996845633173,0.01560754419399356,0.017480654859696392
pq_512_m16_b8,pq_one_sided_cosine,recalibrated_compressed,0.3,pq_512_m32_b8,121736,34730,34795,32948,85159,1847,1782,0.0005339423013734639,-0.00041893934415456396,0.0015278964316225274
pq_512_m8_b8,pq_one_sided_cosine,frozen_origin,0.01,pq_512_m16_b8,121736,1277,1499,1234,120194,265,43,0.0018236183216139843,0.0015443254255109416,0.002102911217717027
pq_512_m8_b8,pq_one_sided_cosine,recalibrated_compressed,0.01,pq_512_m16_b8,121736,1215,1181,1094,120434,87,121,-0.0002792928961030427,-0.0005175133074850496,-4.928698166524282e-05
pq_512_m8_b8,pq_one_sided_cosine,frozen_origin,0.05,pq_512_m16_b8,121736,4803,5430,4683,116186,747,120,0.005150489584017875,0.00467404876125386,0.005643359400670303
pq_512_m8_b8,pq_one_sided_cosine,recalibrated_compressed,0.05,pq_512_m16_b8,121736,6217,6004,5691,115206,313,526,-0.00174968784911612,-0.002226128671880134,-0.0012730416639285022
pq_512_m8_b8,pq_one_sided_cosine,frozen_origin,0.1,pq_512_m16_b8,121736,8485,9687,8298,111862,1389,187,0.009873825326936978,0.009232889202865217,0.010489912597752513
pq_512_m8_b8,pq_one_sided_cosine,recalibrated_compressed,0.1,pq_512_m16_b8,121736,11760,11756,10982,109202,774,778,-3.2857987776828546e-05,-0.0006902231057370042,0.0006082834987185362
pq_512_m8_b8,pq_one_sided_cosine,frozen_origin,0.2,pq_512_m16_b8,121736,16289,18528,15992,102911,2536,297,0.01839225865807978,0.017529531116514424,0.01924656634027732
pq_512_m8_b8,pq_one_sided_cosine,recalibrated_compressed,0.2,pq_512_m16_b8,121736,23259,23105,21809,97181,1296,1450,-0.0012650325294078992,-0.0021279654333968582,-0.00041893934415456396
pq_512_m8_b8,pq_one_sided_cosine,frozen_origin,0.3,pq_512_m16_b8,121736,24955,27772,24501,93510,3271,454,0.023140237891831505,0.022162712755470854,0.024150621015968984
pq_512_m8_b8,pq_one_sided_cosine,recalibrated_compressed,0.3,pq_512_m16_b8,121736,34795,34524,32871,85288,1653,1924,-0.002226128671880134,-0.003137937832687126,-0.0012321745416310704
pq_512_m64_b8,pq_adc_exhaustive,recalibrated_compressed,0.01,pq_512_m128_b8,121736,1409,1337,1209,120199,128,200,-0.0005914437799829139,-0.0008871656699743708,-0.00030373102451206
pq_512_m64_b8,pq_adc_exhaustive,recalibrated_compressed,0.05,pq_512_m128_b8,121736,6354,6310,5788,114860,522,566,-0.00036143786554511403,-0.0008873710323979755,0.00018893342971676414
pq_512_m64_b8,pq_adc_exhaustive,recalibrated_compressed,0.1,pq_512_m128_b8,121736,11951,11857,11107,109035,750,844,-0.0007721627127554708,-0.0014377423276598538,-0.00013143195110731419
pq_512_m64_b8,pq_adc_exhaustive,recalibrated_compressed,0.2,pq_512_m128_b8,121736,23541,23517,22232,96910,1285,1309,-0.0001971479266609713,-0.0010350266149700992,0.000599658276927121
pq_512_m64_b8,pq_adc_exhaustive,recalibrated_compressed,0.3,pq_512_m128_b8,121736,35180,34964,33384,84976,1580,1796,-0.0017743313399487416,-0.0027189984885325623,-0.000846093185253335
pq_512_m32_b8,pq_adc_exhaustive,recalibrated_compressed,0.01,pq_512_m64_b8,121736,1337,1309,1215,120305,94,122,-0.00023000591443779982,-0.0004682263258198068,8.419859367811194e-06
pq_512_m32_b8,pq_adc_exhaustive,recalibrated_compressed,0.05,pq_512_m64_b8,121736,6310,6208,5798,115016,410,512,-0.0008378786883091279,-0.0013389630019057634,-0.0003285798777682855
pq_512_m32_b8,pq_adc_exhaustive,recalibrated_compressed,0.1,pq_512_m64_b8,121736,11857,11874,11063,109068,811,794,0.00013964644805152134,-0.0005339423013734639,0.0007721627127554708
pq_512_m32_b8,pq_adc_exhaustive,recalibrated_compressed,0.2,pq_512_m64_b8,121736,23517,23217,21900,96902,1317,1617,-0.002464349083262141,-0.0033352911217717023,-0.0016182558980088059
pq_512_m32_b8,pq_adc_exhaustive,recalibrated_compressed,0.3,pq_512_m64_b8,121736,34964,34655,32868,84985,1787,2096,-0.0025382795557600053,-0.0035242245514884663,-0.0015196819346783204
pq_512_m16_b8,pq_adc_exhaustive,recalibrated_compressed,0.01,pq_512_m32_b8,121736,1309,1219,1138,120346,81,171,-0.0007393047249786423,-0.0010021686271932707,-0.00047644082276401394
pq_512_m16_b8,pq_adc_exhaustive,recalibrated_compressed,0.05,pq_512_m32_b8,121736,6208,6208,5780,115100,428,428,0.0,-0.0004682263258198068,0.0004682263258198068
pq_512_m16_b8,pq_adc_exhaustive,recalibrated_compressed,0.1,pq_512_m32_b8,121736,11874,11785,11055,109132,730,819,-0.0007310902280344352,-0.0013964644805152132,-9.015410396267445e-05
pq_512_m16_b8,pq_adc_exhaustive,recalibrated_compressed,0.2,pq_512_m32_b8,121736,23217,23248,21827,97098,1421,1390,0.00025464940527042125,-0.0005834346454623115,0.0011171715844121707
pq_512_m16_b8,pq_adc_exhaustive,recalibrated_compressed,0.3,pq_512_m32_b8,121736,34655,34804,32804,85081,2000,1851,0.0012239600446868634,0.00023000591443779982,0.002226128671880134
pq_512_m8_b8,pq_adc_exhaustive,recalibrated_compressed,0.01,pq_512_m16_b8,121736,1219,1192,1107,120432,85,112,-0.0002217914174935927,-0.0004435828349871854,1.6428993888414273e-05
pq_512_m8_b8,pq_adc_exhaustive,recalibrated_compressed,0.05,pq_512_m16_b8,121736,6208,5990,5690,115228,300,518,-0.0017907603338371558,-0.0022589866596569625,-0.001322328645593745
pq_512_m8_b8,pq_adc_exhaustive,recalibrated_compressed,0.1,pq_512_m16_b8,121736,11785,11735,10987,109203,748,798,-0.00041072484721035683,-0.0010680899651705326,0.00023000591443779982
pq_512_m8_b8,pq_adc_exhaustive,recalibrated_compressed,0.2,pq_512_m16_b8,121736,23248,23089,21791,97190,1298,1457,-0.0013061050141289347,-0.0021688325556942886,-0.0004682263258198068
pq_512_m8_b8,pq_adc_exhaustive,recalibrated_compressed,0.3,pq_512_m16_b8,121736,34804,34439,32734,85227,1705,2070,-0.0029982913846356048,-0.0039840310179404615,-0.001996122757442334
