dataset,model_uid,run_id,summary_artifact_type,summary_claim_status,derived_evaluation_paper_eligible,compression_family,compression_profile,search_mode,threshold_policy,target_fpir,compressed_score_space,compressed_dir_rank1,compressed_fpir,origin_decision_threshold,compressed_decision_threshold,origin_tpir20,compressed_tpir20,compressed_tpir20_retention,origin_closed_set_rank20_recall,compressed_closed_set_rank20_recall,origin_false_accept_count,origin_fpir_denominator,origin_realized_fpir,compressed_false_accept_count,compressed_fpir_denominator,compressed_realized_fpir,origin_fpir_wilson95_low,origin_fpir_wilson95_high,compressed_fpir_wilson95_low,compressed_fpir_wilson95_high,origin_dir_rank1_wilson95_low,origin_dir_rank1_wilson95_high,compressed_dir_rank1_wilson95_low,compressed_dir_rank1_wilson95_high,compressed_minus_origin_fpir,compressed_minus_origin_fpir_paired_bootstrap95_low,compressed_minus_origin_fpir_paired_bootstrap95_high,compressed_minus_origin_dir_rank1,compressed_minus_origin_dir_rank1_paired_bootstrap95_low,compressed_minus_origin_dir_rank1_paired_bootstrap95_high,storage_bytes_per_embedding,codebook_bytes,gallery_template_count,compressed_gallery_storage_bytes,amortized_storage_bytes_per_gallery_template,compressed_search_latency_ms_per_query,compressed_search_queries_per_second,accept_to_reject_count,accept_to_reject_rate,reject_to_accept_count,reject_to_accept_rate
rfw_custom,adaface-4df25b75e065b0b9ed43,20260811-R001-84619ab9,step4_search_space_tpir20_multi_fpir_v5,exploratory_dirty_evaluator,False,pca,pca_32,pca_direct_cosine,frozen_origin,0.01,cosine_similarity,0.753221649485,1,0.335373580456,0.335373580456,0.988724226804,0.942654639175,0.953405017921,1,0.942654639175,92,11959,0.00769295091563,11959,11959,1,0.00627740689356,0.00942467019802,0.999678884082,1,0.984359123063,0.991881151803,0.737747712896,0.768069594978,0.992307049084,0.990718287482,0.993812191655,-0.23550257732,-0.249677835052,-0.220360824742,128,0,1200,221184,184.32,0.0751320985201,13309.8904423,0,0,11902,0.790148044878
rfw_custom,adaface-4df25b75e065b0b9ed43,20260811-R001-84619ab9,step4_search_space_tpir20_multi_fpir_v5,exploratory_dirty_evaluator,False,pca,pca_64,pca_direct_cosine,frozen_origin,0.01,cosine_similarity,0.956507731959,0.986788192993,0.335373580456,0.335373580456,0.988724226804,0.98324742268,0.994460736396,1,0.993878865979,92,11959,0.00769295091563,11801,11959,0.986788192993,0.00627740689356,0.00942467019802,0.984579828657,0.988683926453,0.984359123063,0.991881151803,0.948750475337,0.963136452472,0.979095242077,0.976503052095,0.98168743206,-0.0322164948454,-0.0389819587629,-0.0254429768041,256,0,1200,440320,366.933333333,0.0691448184296,14462.399681,0,0,11744,0.779658766514
rfw_custom,adaface-4df25b75e065b0b9ed43,20260811-R001-84619ab9,step4_search_space_tpir20_multi_fpir_v5,exploratory_dirty_evaluator,False,pca,pca_128,pca_direct_cosine,frozen_origin,0.01,cosine_similarity,0.989690721649,0.1443264487,0.335373580456,0.335373580456,0.988724226804,0.990657216495,1.00195503421,1,0.999033505155,92,11959,0.00769295091563,1726,11959,0.1443264487,0.00627740689356,0.00942467019802,0.138142274023,0.150739048255,0.984359123063,0.991881151803,0.98548296339,0.992687911888,0.136633497784,0.130192741868,0.14257253951,0.000966494845361,-0.00193298969072,0.00386597938144,512,0,1200,878592,732.16,0.0709820221736,14088.074267,23,0.00152692026821,1666,0.110602137688
rfw_custom,adaface-4df25b75e065b0b9ed43,20260811-R001-84619ab9,step4_search_space_tpir20_multi_fpir_v5,exploratory_dirty_evaluator,False,pca,pca_256,pca_direct_cosine,frozen_origin,0.01,cosine_similarity,0.989368556701,0.0156367589263,0.335373580456,0.335373580456,0.988724226804,0.989368556701,1.00065167807,1,0.999677835052,92,11959,0.00769295091563,187,11959,0.0156367589263,0.00627740689356,0.00942467019802,0.0135636439739,0.0180209473726,0.984359123063,0.991881151803,0.985107550952,0.992419790856,0.0079438080107,0.00627142737687,0.00961618864454,0.000644329896907,-0.00128865979381,0.00257731958763,1024,0,1200,1755136,1462.61333333,0.0711036380531,14063.9779817,9,0.000597490539733,106,0.0070371108013
rfw_custom,adaface-4df25b75e065b0b9ed43,20260811-R001-84619ab9,step4_search_space_tpir20_multi_fpir_v5,exploratory_dirty_evaluator,False,pca,pca_384,pca_direct_cosine,frozen_origin,0.01,cosine_similarity,0.988079896907,0.00727485575717,0.335373580456,0.335373580456,0.988724226804,0.988079896907,0.999348321929,1,1,92,11959,0.00769295091563,87,11959,0.00727485575717,0.00627740689356,0.00942467019802,0.00590202847273,0.00896412681595,0.984359123063,0.991881151803,0.983613675019,0.991339532906,-0.000418095158458,-0.000919809348608,0,-0.000644329896907,-0.00161082474227,0,1536,0,1200,2631680,2193.06666667,0.0751010157336,13315.3991359,8,0.000531102701985,1,6.63878377481e-05
rfw_custom,adaface-4df25b75e065b0b9ed43,20260811-R001-84619ab9,step4_search_space_tpir20_multi_fpir_v5,exploratory_dirty_evaluator,False,pca,pca_32,pca_direct_cosine,recalibrated_compressed,0.01,cosine_similarity,0.459085051546,0.0102015218664,0.335373580456,0.67717397213,0.988724226804,0.459729381443,0.464972303682,1,0.942654639175,92,11959,0.00769295091563,122,11959,0.0102015218664,0.00627740689356,0.00942467019802,0.00855126699848,0.0121663409105,0.984359123063,0.991881151803,0.441615727961,0.476655521275,0.00250857095075,0.000167238063383,0.00493352286981,-0.529639175258,-0.547036082474,-0.511275773196,128,0,1200,221184,184.32,0.0751320985201,13309.8904423,1711,0.113589590387,122,0.00809931620527
rfw_custom,adaface-4df25b75e065b0b9ed43,20260811-R001-84619ab9,step4_search_space_tpir20_multi_fpir_v5,exploratory_dirty_evaluator,False,pca,pca_64,pca_direct_cosine,recalibrated_compressed,0.01,cosine_similarity,0.837628865979,0.0114558073418,0.335373580456,0.514355540276,0.988724226804,0.838273195876,0.847833170414,1,0.993878865979,92,11959,0.00769295091563,137,11959,0.0114558073418,0.00627740689356,0.00942467019802,0.00969928356496,0.0135260897527,0.984359123063,0.991881151803,0.824239036806,0.850184040359,0.00376285642612,0.00142152353876,0.00618989882097,-0.151095360825,-0.163659793814,-0.138208762887,256,0,1200,440320,366.933333333,0.0691448184296,14462.399681,550,0.0365133107615,134,0.00889597025825
rfw_custom,adaface-4df25b75e065b0b9ed43,20260811-R001-84619ab9,step4_search_space_tpir20_multi_fpir_v5,exploratory_dirty_evaluator,False,pca,pca_128,pca_direct_cosine,recalibrated_compressed,0.01,cosine_similarity,0.96456185567,0.00643866544025,0.335373580456,0.407598525286,0.988724226804,0.96456185567,0.975562072336,1,0.999033505155,92,11959,0.00769295091563,77,11959,0.00643866544025,0.00627740689356,0.00942467019802,0.00515515554366,0.00803915613923,0.984359123063,0.991881151803,0.957462230559,0.970513034014,-0.00125428547537,-0.00309390417259,0.000587423697634,-0.024162371134,-0.0296391752577,-0.0186855670103,512,0,1200,878592,732.16,0.0709820221736,14088.074267,145,0.00962623647348,56,0.00371771891389
rfw_custom,adaface-4df25b75e065b0b9ed43,20260811-R001-84619ab9,step4_search_space_tpir20_multi_fpir_v5,exploratory_dirty_evaluator,False,pca,pca_256,pca_direct_cosine,recalibrated_compressed,0.01,cosine_similarity,0.985824742268,0.00685676059871,0.335373580456,0.35229793191,0.988724226804,0.985824742268,0.99706744868,1,0.999677835052,92,11959,0.00769295091563,82,11959,0.00685676059871,0.00627740689356,0.00942467019802,0.00552790649328,0.0085023269925,0.984359123063,0.991881151803,0.981024996886,0.989423476745,-0.000836190316916,-0.0020068567606,0.000250857095075,-0.00289948453608,-0.00515463917526,-0.000644329896907,1024,0,1200,1755136,1462.61333333,0.0711036380531,14063.9779817,41,0.00272190134767,22,0.00146053243046
rfw_custom,adaface-4df25b75e065b0b9ed43,20260811-R001-84619ab9,step4_search_space_tpir20_multi_fpir_v5,exploratory_dirty_evaluator,False,pca,pca_384,pca_direct_cosine,recalibrated_compressed,0.01,cosine_similarity,0.988402061856,0.00760933188394,0.335373580456,0.334465920925,0.988724226804,0.988402061856,0.999674160964,1,1,92,11959,0.00769295091563,91,11959,0.00760933188394,0.00627740689356,0.00942467019802,0.00620223565988,0.00933265707111,0.984359123063,0.991881151803,0.983986041661,0.991610699735,-8.36190316916e-05,-0.000585333221841,0.000334476126766,-0.000322164948454,-0.000966494845361,0,1536,0,1200,2631680,2193.06666667,0.0751010157336,13315.3991359,5,0.000331939188741,3,0.000199163513244
