compression_profile,search_mode,threshold_policy,target_fpir,protocol_uid,model_uid,gallery_template_count,top_k,origin_score_space,compressed_score_space,origin_threshold,origin_fpir,origin_fpir_ci_low,origin_fpir_ci_high,origin_tpir20_count,origin_tpir20,origin_rank20,compressed_threshold,compressed_fpir,compressed_fpir_ci_low,compressed_fpir_ci_high,compressed_tpir20_count,compressed_tpir20,compressed_rank20,n,reference_fa,candidate_fa,both_fa,neither_fa,new_fa,lost_fa,delta_fpir,delta_ci_low,delta_ci_high,mated_count,target_met_on_test,new_fa_same_winner,new_fa_changed_winner,score_effect_at_origin_threshold,threshold_effect_after_score_change
pq_512_m64_b8,pq_reconstruction_cosine,frozen_origin,0.01,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,arcface-7972a704552df378345f,3000,20,cosine_similarity,cosine_similarity,0.8364372253417969,0.015040743904843267,0.014372159755363562,0.01573993349933884,77,0.0012743491716730383,0.1684788904887212,0.8364372253417969,0.0029243609121377408,0.0026363135616030253,0.0032437783642833107,1,1.6549989242506992e-05,0.14739420419376728,121736,1831,356,326,119875,30,1505,-0.012116382992705527,-0.012765533613721495,-0.011516519353354801,60423,True,17,13,-0.012116382992705526,0.0
pq_512_m64_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,arcface-7972a704552df378345f,3000,20,cosine_similarity,cosine_similarity,0.8364372253417969,0.015040743904843267,0.014372159755363562,0.01573993349933884,77,0.0012743491716730383,0.1684788904887212,0.7993690967559814,0.01468752053624236,0.01402690016254873,0.015378768646635645,29,0.0004799496880327028,0.14739420419376728,121736,1831,1788,1273,119390,515,558,-0.0003532233686009069,-0.0008871656699743708,0.00017270979825195393,60423,False,331,184,-0.012116382992705526,0.01176315962410462
pq_512_m64_b8,pq_reconstruction_cosine,frozen_origin,0.05,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,arcface-7972a704552df378345f,3000,20,cosine_similarity,cosine_similarity,0.800525426864624,0.0535174475915095,0.05226719964733599,0.05479587274239993,430,0.007116495374278007,0.1684788904887212,0.800525426864624,0.013882499835710061,0.013240411188556903,0.014555267023865455,26,0.0004302997203051818,0.14739420419376728,121736,6515,1690,1669,115200,21,4846,-0.039634947755799434,-0.04076895905894723,-0.03847670368666623,60423,True,12,9,-0.039634947755799434,0.0
pq_512_m64_b8,pq_reconstruction_cosine,recalibrated_compressed,0.05,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,arcface-7972a704552df378345f,3000,20,cosine_similarity,cosine_similarity,0.800525426864624,0.0535174475915095,0.05226719964733599,0.05479587274239993,430,0.007116495374278007,0.1684788904887212,0.7652368545532227,0.051200959453243086,0.04997693397800801,0.052453308327167825,258,0.004269897224566804,0.14739420419376728,121736,6515,6233,5129,114117,1104,1386,-0.0023164881382664124,-0.0031137050667017145,-0.0015196819346783204,60423,False,555,549,-0.039634947755799434,0.03731845961753302
pq_512_m64_b8,pq_reconstruction_cosine,frozen_origin,0.1,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,arcface-7972a704552df378345f,3000,20,cosine_similarity,cosine_similarity,0.7777460813522339,0.09532102254057961,0.09368416285738262,0.09698342123563802,791,0.013091041490823031,0.1684788904887212,0.7777460813522339,0.03341657356903463,0.032421628586316906,0.034440964310800085,141,0.002333548483193486,0.14739420419376728,121736,11604,4068,4033,110097,35,7571,-0.061904448971544984,-0.06327647532365119,-0.06055706611027141,60423,True,23,12,-0.061904448971544984,0.0
pq_512_m64_b8,pq_reconstruction_cosine,recalibrated_compressed,0.1,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,arcface-7972a704552df378345f,3000,20,cosine_similarity,cosine_similarity,0.7777460813522339,0.09532102254057961,0.09368416285738262,0.09698342123563802,791,0.013091041490823031,0.1684788904887212,0.744461715221405,0.09341525924952356,0.09179331303945054,0.09506286474286818,570,0.009433493868228986,0.14739420419376728,121736,11604,11372,9543,108303,1829,2061,-0.0019057632910560558,-0.0028915029243609123,-0.000903594663862785,60423,True,849,980,-0.061904448971544984,0.059998685680488925
pq_512_m64_b8,pq_reconstruction_cosine,frozen_origin,0.2,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,arcface-7972a704552df378345f,3000,20,cosine_similarity,cosine_similarity,0.7456333637237549,0.18064500230005914,0.17849392662962507,0.18281623224469215,1498,0.024791883885275475,0.1684788904887212,0.7456333637237549,0.09056482880988369,0.08896557656287345,0.09218992022886958,550,0.009102494083378846,0.14739420419376728,121736,21991,11025,10933,99653,92,11058,-0.09008017349017546,-0.09165756226588684,-0.08841242524807781,60423,True,44,48,-0.09008017349017546,0.0
pq_512_m64_b8,pq_reconstruction_cosine,recalibrated_compressed,0.2,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,arcface-7972a704552df378345f,3000,20,cosine_similarity,cosine_similarity,0.7456333637237549,0.18064500230005914,0.17849392662962507,0.18281623224469215,1498,0.024791883885275475,0.1684788904887212,0.7172175049781799,0.17739206151015313,0.17525638738883242,0.17954809519652815,1119,0.018519437962365326,0.14739420419376728,121736,21991,21595,18868,97018,2727,3123,-0.003252940789906026,-0.004435828349871854,-0.0019877028980745228,60423,True,1155,1572,-0.09008017349017546,0.08682723270026944
pq_512_m64_b8,pq_reconstruction_cosine,frozen_origin,0.3,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,arcface-7972a704552df378345f,3000,20,cosine_similarity,cosine_similarity,0.7192882895469666,0.27042123940329893,0.2679333716744369,0.27292359568979935,2239,0.03705542591397316,0.1684788904887212,0.7192882895469666,0.16967864887954262,0.1675805714357903,0.17179757267651374,1069,0.017691938500239975,0.14739420419376728,121736,32920,20656,20408,88568,248,12512,-0.10074259052375632,-0.10237727541565354,-0.09896805382138397,60423,True,108,140,-0.10074259052375631,0.0
pq_512_m64_b8,pq_reconstruction_cosine,recalibrated_compressed,0.3,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,arcface-7972a704552df378345f,3000,20,cosine_similarity,cosine_similarity,0.7192882895469666,0.27042123940329893,0.2679333716744369,0.27292359568979935,2239,0.03705542591397316,0.1684788904887212,0.6950610876083374,0.2666672142997963,0.2641904774881352,0.2691586765830375,1759,0.029111431077569798,0.14739420419376728,121736,32920,32463,29055,85408,3408,3865,-0.0037540251035026615,-0.005158909443385686,-0.0023327117697312227,60423,True,1376,2032,-0.10074259052375631,0.09698856542025366
pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,0.01,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,arcface-7972a704552df378345f,3000,20,cosine_similarity,cosine_similarity,0.8364372253417969,0.015040743904843267,0.014372159755363562,0.01573993349933884,77,0.0012743491716730383,0.1684788904887212,0.8364372253417969,0.023444174278767167,0.022609120298098362,0.024309303369742234,33,0.0005461496450027307,0.1211955712228787,121736,1831,2854,1329,118380,1525,502,0.0084034303739239,0.0076476966550568445,0.009151154958270355,60423,False,660,865,0.0084034303739239,0.0
pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,arcface-7972a704552df378345f,3000,20,cosine_similarity,cosine_similarity,0.8364372253417969,0.015040743904843267,0.014372159755363562,0.01573993349933884,77,0.0012743491716730383,0.1684788904887212,0.8535126447677612,0.013348557534336598,0.012719070713226713,0.014008756593180023,6,9.929993545504196e-05,0.1211955712228787,121736,1831,1625,951,119231,674,880,-0.00169218637050667,-0.002374194979299467,-0.0010430357494907025,60423,False,324,350,0.0084034303739239,-0.01009561674443057
pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,0.05,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,arcface-7972a704552df378345f,3000,20,cosine_similarity,cosine_similarity,0.800525426864624,0.0535174475915095,0.05226719964733599,0.05479587274239993,430,0.007116495374278007,0.1684788904887212,0.800525426864624,0.06566668857199186,0.06428891605993386,0.0670718715605268,282,0.004667096966386972,0.1211955712228787,121736,6515,7994,5078,112305,2916,1437,0.012149240980482355,0.01110599986856805,0.01328284155878294,60423,False,1006,1910,0.01214924098048236,0.0
pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,0.05,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,arcface-7972a704552df378345f,3000,20,cosine_similarity,cosine_similarity,0.800525426864624,0.0535174475915095,0.05226719964733599,0.05479587274239993,430,0.007116495374278007,0.1684788904887212,0.8097367286682129,0.052120983110994286,0.05088646124521748,0.053383770313400664,194,0.0032106979130463566,0.1211955712228787,121736,6515,6345,4481,113357,1864,2034,-0.0013964644805152132,-0.002406847604652691,-0.0003285798777682855,60423,False,682,1182,0.01214924098048236,-0.013545705460997572
pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,0.1,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,arcface-7972a704552df378345f,3000,20,cosine_similarity,cosine_similarity,0.7777460813522339,0.09532102254057961,0.09368416285738262,0.09698342123563802,791,0.013091041490823031,0.1684788904887212,0.7777460813522339,0.11308897943089966,0.11132212202984547,0.11488025452027968,560,0.009267993975803916,0.1211955712228787,121736,11604,13767,9456,105821,4311,2148,0.017767956890320038,0.016502718998488534,0.019164626733258854,60423,False,1354,2957,0.01776795689032004,0.0
pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,0.1,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,arcface-7972a704552df378345f,3000,20,cosine_similarity,cosine_similarity,0.7777460813522339,0.09532102254057961,0.09368416285738262,0.09698342123563802,791,0.013091041490823031,0.1684788904887212,0.7869107723236084,0.09095912466320563,0.08935670488364358,0.0925873587310033,446,0.007381295202158119,0.1211955712228787,121736,11604,11073,8406,107465,2667,3198,-0.004361897877373989,-0.005569428928172439,-0.003080230991654072,60423,True,883,1784,0.01776795689032004,-0.022129854767694024
pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,0.2,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,arcface-7972a704552df378345f,3000,20,cosine_similarity,cosine_similarity,0.7456333637237549,0.18064500230005914,0.17849392662962507,0.18281623224469215,1498,0.024791883885275475,0.1684788904887212,0.7456333637237549,0.21838240126174674,0.21607047063553636,0.2207121045808697,1158,0.019164887542823097,0.1211955712228787,121736,21991,26585,19353,92513,7232,2638,0.03773739896168759,0.036192868173753036,0.039388512847473224,60423,False,2027,5205,0.037737398961687596,0.0
pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,0.2,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,arcface-7972a704552df378345f,3000,20,cosine_similarity,cosine_similarity,0.7456333637237549,0.18064500230005914,0.17849392662962507,0.18281623224469215,1498,0.024791883885275475,0.1684788904887212,0.7577340006828308,0.173580534928041,0.1714632466762396,0.1757184232877171,886,0.014663290468861195,0.1211955712228787,121736,21991,21131,17179,95793,3952,4812,-0.007064467372018137,-0.008584560031543667,-0.005544580074916213,60423,True,1164,2788,0.037737398961687596,-0.044801866333705725
pq_512_m32_b8,pq_reconstruction_cosine,frozen_origin,0.3,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,arcface-7972a704552df378345f,3000,20,cosine_similarity,cosine_similarity,0.7192882895469666,0.27042123940329893,0.2679333716744369,0.27292359568979935,2239,0.03705542591397316,0.1684788904887212,0.7192882895469666,0.33773082736413224,0.3350792927475052,0.34039260267660837,1814,0.030021680485907684,0.1211955712228787,121736,32920,41114,30582,78284,10532,2338,0.06730958796083328,0.06542025366366563,0.06919912762042453,60423,False,2726,7806,0.0673095879608333,0.0
pq_512_m32_b8,pq_reconstruction_cosine,recalibrated_compressed,0.3,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,arcface-7972a704552df378345f,3000,20,cosine_similarity,cosine_similarity,0.7192882895469666,0.27042123940329893,0.2679333716744369,0.27292359568979935,2239,0.03705542591397316,0.1684788904887212,0.7355960607528687,0.26112242886245646,0.25866255223696694,0.2635973808871204,1411,0.023352034821177366,0.1211955712228787,121736,32920,31788,27086,84114,4702,5834,-0.00929881054084248,-0.010949924426628113,-0.007565346323191169,60423,True,1263,3439,0.0673095879608333,-0.07660839850167578
pq_512_m16_b8,pq_reconstruction_cosine,frozen_origin,0.01,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,arcface-7972a704552df378345f,3000,20,cosine_similarity,cosine_similarity,0.8364372253417969,0.015040743904843267,0.014372159755363562,0.01573993349933884,77,0.0012743491716730383,0.1684788904887212,0.8364372253417969,0.12140205033843728,0.11957936456255694,0.12324862917045762,408,0.006752395610942853,0.09150489052182116,121736,1831,14779,1803,106929,12976,28,0.10636130643359401,0.10460340408753369,0.10815227212985477,60423,False,2854,10122,0.10636130643359401,0.0
pq_512_m16_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,arcface-7972a704552df378345f,3000,20,cosine_similarity,cosine_similarity,0.8364372253417969,0.015040743904843267,0.014372159755363562,0.01573993349933884,77,0.0012743491716730383,0.1684788904887212,0.912016749382019,0.012173884471314976,0.011573077057976975,0.012805478255195388,1,1.6549989242506992e-05,0.09150489052182116,121736,1831,1482,739,119162,743,1092,-0.0028668594335282908,-0.003597949661562726,-0.0021275547085496485,60423,False,279,464,0.10636130643359401,-0.1092281658671223
pq_512_m16_b8,pq_reconstruction_cosine,frozen_origin,0.05,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,arcface-7972a704552df378345f,3000,20,cosine_similarity,cosine_similarity,0.800525426864624,0.0535174475915095,0.05226719964733599,0.05479587274239993,430,0.007116495374278007,0.1684788904887212,0.800525426864624,0.25343365972267856,0.2509980079275272,0.2558848721499351,1013,0.016765139102659584,0.09150489052182116,121736,6515,30852,6460,90829,24392,55,0.19991621213116909,0.1976243674837353,0.2022246911349149,60423,False,4628,19764,0.19991621213116906,0.0
pq_512_m16_b8,pq_reconstruction_cosine,recalibrated_compressed,0.05,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,arcface-7972a704552df378345f,3000,20,cosine_similarity,cosine_similarity,0.800525426864624,0.0535174475915095,0.05226719964733599,0.05479587274239993,430,0.007116495374278007,0.1684788904887212,0.8714660406112671,0.048523033449431555,0.047330202342257974,0.04974435695736257,80,0.0013239991394005594,0.09150489052182116,121736,6515,5907,3708,113022,2199,2807,-0.004994414142077939,-0.006136845304593546,-0.003795097588223697,60423,True,515,1684,0.19991621213116906,-0.20491062627324702
pq_512_m16_b8,pq_reconstruction_cosine,frozen_origin,0.1,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,arcface-7972a704552df378345f,3000,20,cosine_similarity,cosine_similarity,0.7777460813522339,0.09532102254057961,0.09368416285738262,0.09698342123563802,791,0.013091041490823031,0.1684788904887212,0.7777460813522339,0.36501938621278834,0.36231924837611706,0.3677280425831334,1491,0.024676033960577926,0.09150489052182116,121736,11604,44436,11536,77232,32900,68,0.26969836367220873,0.26710155582572126,0.27221220509955973,60423,False,5816,27084,0.26969836367220873,0.0
pq_512_m16_b8,pq_reconstruction_cosine,recalibrated_compressed,0.1,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,arcface-7972a704552df378345f,3000,20,cosine_similarity,cosine_similarity,0.7777460813522339,0.09532102254057961,0.09368416285738262,0.09698342123563802,791,0.013091041490823031,0.1684788904887212,0.8482896685600281,0.09101662614181508,0.08941374519882632,0.0926453177441607,253,0.004187147278354269,0.09150489052182116,121736,11604,11080,7474,106526,3606,4130,-0.00430439639876454,-0.005701066241703357,-0.0029079319182493263,60423,True,796,2810,0.26969836367220873,-0.27400276007097324
pq_512_m16_b8,pq_reconstruction_cosine,frozen_origin,0.2,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,arcface-7972a704552df378345f,3000,20,cosine_similarity,cosine_similarity,0.7456333637237549,0.18064500230005914,0.17849392662962507,0.18281623224469215,1498,0.024791883885275475,0.1684788904887212,0.7456333637237549,0.5326033383715582,0.5297996103198614,0.5354050088490003,2236,0.037005775946245635,0.09150489052182116,121736,21991,64837,21917,56825,42920,74,0.35195833607149896,0.3492142833672866,0.3547434612604324,60423,False,7033,35887,0.351958336071499,0.0
pq_512_m16_b8,pq_reconstruction_cosine,recalibrated_compressed,0.2,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,arcface-7972a704552df378345f,3000,20,cosine_similarity,cosine_similarity,0.7456333637237549,0.18064500230005914,0.17849392662962507,0.18281623224469215,1498,0.024791883885275475,0.1684788904887212,0.819722592830658,0.17432805414996386,0.17220713075280122,0.17646953047957734,661,0.010939542889297122,0.09150489052182116,121736,21991,21222,15732,94255,5490,6259,-0.006316948150095288,-0.008083064993099822,-0.004517357232043113,60423,True,1088,4402,0.351958336071499,-0.35827528422159427
pq_512_m16_b8,pq_reconstruction_cosine,frozen_origin,0.3,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,arcface-7972a704552df378345f,3000,20,cosine_similarity,cosine_similarity,0.7192882895469666,0.27042123940329893,0.2679333716744369,0.27292359568979935,2239,0.03705542591397316,0.1684788904887212,0.7192882895469666,0.6513110337122955,0.6486292753870878,0.6539832429022626,2923,0.04837561855584794,0.09150489052182116,121736,32920,79288,32843,42371,46445,77,0.3808897943089965,0.37806359663534206,0.383699357626339,60423,False,7062,39383,0.38088979430899655,0.0
pq_512_m16_b8,pq_reconstruction_cosine,recalibrated_compressed,0.3,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,arcface-7972a704552df378345f,3000,20,cosine_similarity,cosine_similarity,0.7192882895469666,0.27042123940329893,0.2679333716744369,0.27292359568979935,2239,0.03705542591397316,0.1684788904887212,0.7986765503883362,0.26188637707826773,0.2594241474670164,0.2643636338764472,1050,0.017377488704632342,0.09150489052182116,121736,32920,31881,25284,82219,6597,7636,-0.008534862325031214,-0.010465474469343497,-0.006513890714332656,60423,True,1169,5428,0.38088979430899655,-0.38942465663402775
pq_512_m8_b8,pq_reconstruction_cosine,frozen_origin,0.01,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,arcface-7972a704552df378345f,3000,20,cosine_similarity,cosine_similarity,0.8364372253417969,0.015040743904843267,0.014372159755363562,0.01573993349933884,77,0.0012743491716730383,0.1684788904887212,0.8364372253417969,0.39396727344417426,0.3912258227164231,0.39671541582435127,1088,0.01800638829584761,0.06651440676563561,121736,1831,47960,1831,73776,46129,0,0.37892652953933104,0.37611717158441216,0.38168660051258463,60423,False,5165,40964,0.378926529539331,0.0
pq_512_m8_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,arcface-7972a704552df378345f,3000,20,cosine_similarity,cosine_similarity,0.8364372253417969,0.015040743904843267,0.014372159755363562,0.01573993349933884,77,0.0012743491716730383,0.1684788904887212,0.9592363834381104,0.010580272064138791,0.010020769407315007,0.011170661663287649,2,3.3099978485013984e-05,0.06651440676563561,121736,1831,1288,544,119161,744,1287,-0.004460471840704475,-0.005199981928106722,-0.003679889268581193,60423,False,177,567,0.378926529539331,-0.38338700138003545
pq_512_m8_b8,pq_reconstruction_cosine,frozen_origin,0.05,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,arcface-7972a704552df378345f,3000,20,cosine_similarity,cosine_similarity,0.800525426864624,0.0535174475915095,0.05226719964733599,0.05479587274239993,430,0.007116495374278007,0.1684788904887212,0.800525426864624,0.587919760793849,0.5851520709912322,0.5906819020408481,1793,0.029674130711815037,0.06651440676563561,121736,6515,71571,6512,50162,65059,3,0.5344023132023394,0.5316744841295918,0.5372533597292503,60423,False,6361,58698,0.5344023132023396,0.0
pq_512_m8_b8,pq_reconstruction_cosine,recalibrated_compressed,0.05,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,arcface-7972a704552df378345f,3000,20,cosine_similarity,cosine_similarity,0.800525426864624,0.0535174475915095,0.05226719964733599,0.05479587274239993,430,0.007116495374278007,0.1684788904887212,0.9253631830215454,0.049443057107182754,0.04823939834951124,0.05067515020355161,37,0.0006123496019727587,0.06651440676563561,121736,6515,6019,3006,112208,3013,3509,-0.00407439048432674,-0.005331208516790432,-0.002743641979365184,60423,True,392,2621,0.5344023132023396,-0.5384767036866662
pq_512_m8_b8,pq_reconstruction_cosine,frozen_origin,0.1,qmul-survface-v1-training-derived-3000-watchlist-calibration-v2,arcface-7972a704552df378345f,3000,20,cosine_similarity,cosine_similarity,0.7777460813522339,0.09532102254057961,0.09368416285738262,0.09698342123563802,791,0.013091041490823031,0.1684788904887212,0.7777460813522339,0.6895495169875797,0.6869445029340693,0.6921425687014771,2252,0.03727057577412575,0.06651440676563561,121736,11604,83943,11601,37790,72342,3,0.5942284944470001,0.5915421485838207,0.5970871393835842,60423,False,6640,65702,0.5942284944470001,0.0
