compression_profile,search_mode,threshold_policy,target_fpir,cohort,count,fixed_winner_drift_mean,selection_gain_mean,maximum_score_drift_mean,decomposition_max_abs_residual,selection_gain_min_raw
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.01,all_nonmated,121736,-0.012404463377755982,0.003257090297083263,-0.009147373080672717,0.0,-4.5866120856885573e-07
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.01,new_fa,0,,,,0.0,-4.5866120856885573e-07
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.01,new_fa_same_winner,0,,,,0.0,-4.5866120856885573e-07
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.01,new_fa_changed_winner,0,,,,0.0,-4.5866120856885573e-07
pq_512_m128_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,all_nonmated,121736,-0.012404463377755982,0.003257090297083263,-0.009147373080672717,0.0,-4.5866120856885573e-07
pq_512_m128_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,new_fa,216,-0.015080853053831502,0.0017342494306885536,-0.013346603623142949,0.0,-4.5866120856885573e-07
pq_512_m128_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,new_fa_same_winner,172,-0.013169989485769555,-9.553680804474165e-09,-0.013169999039450358,0.0,-4.5866120856885573e-07
pq_512_m128_b8,pq_reconstruction_cosine,recalibrated_compressed,0.01,new_fa_changed_winner,44,-0.02255059245625549,0.008513625460496044,-0.014036966995759443,0.0,-4.5866120856885573e-07
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.05,all_nonmated,121736,-0.012404463377755982,0.003257090297083263,-0.009147373080672717,0.0,-4.5866120856885573e-07
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.05,new_fa,3,0.002774719198924913,-3.7753409287688555e-09,0.0027747154235839844,0.0,-4.5866120856885573e-07
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.05,new_fa_same_winner,3,0.002774719198924913,-3.7753409287688555e-09,0.0027747154235839844,0.0,-4.5866120856885573e-07
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.05,new_fa_changed_winner,0,,,,0.0,-4.5866120856885573e-07
pq_512_m128_b8,pq_reconstruction_cosine,recalibrated_compressed,0.05,all_nonmated,121736,-0.012404463377755982,0.003257090297083263,-0.009147373080672717,0.0,-4.5866120856885573e-07
pq_512_m128_b8,pq_reconstruction_cosine,recalibrated_compressed,0.05,new_fa,566,-0.011819805929327845,0.0026909459847652365,-0.009128859944562608,0.0,-4.5866120856885573e-07
pq_512_m128_b8,pq_reconstruction_cosine,recalibrated_compressed,0.05,new_fa_same_winner,397,-0.009143253819739301,1.453003106861522e-09,-0.009143252366736193,0.0,-4.5866120856885573e-07
pq_512_m128_b8,pq_reconstruction_cosine,recalibrated_compressed,0.05,new_fa_changed_winner,169,-0.018107327748893835,0.009012277222099943,-0.009095050526793892,0.0,-4.5866120856885573e-07
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.1,all_nonmated,121736,-0.012404463377755982,0.003257090297083263,-0.009147373080672717,0.0,-4.5866120856885573e-07
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.1,new_fa,12,0.005697911516352683,-5.5169586528810065e-08,0.005697856346766154,0.0,-4.5866120856885573e-07
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.1,new_fa_same_winner,12,0.005697911516352683,-5.5169586528810065e-08,0.005697856346766154,0.0,-4.5866120856885573e-07
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.1,new_fa_changed_winner,0,,,,0.0,-4.5866120856885573e-07
pq_512_m128_b8,pq_reconstruction_cosine,recalibrated_compressed,0.1,all_nonmated,121736,-0.012404463377755982,0.003257090297083263,-0.009147373080672717,0.0,-4.5866120856885573e-07
pq_512_m128_b8,pq_reconstruction_cosine,recalibrated_compressed,0.1,new_fa,915,-0.009777879633845635,0.0026922756697122944,-0.007085603964133341,0.0,-4.5866120856885573e-07
pq_512_m128_b8,pq_reconstruction_cosine,recalibrated_compressed,0.1,new_fa_same_winner,638,-0.006893564810968638,3.2594052185570424e-09,-0.0068935615515634185,0.0,-4.5866120856885573e-07
pq_512_m128_b8,pq_reconstruction_cosine,recalibrated_compressed,0.1,new_fa_changed_winner,277,-0.016421175146464857,0.00889324966890332,-0.007527925477561538,0.0,-4.5866120856885573e-07
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.2,all_nonmated,121736,-0.012404463377755982,0.003257090297083263,-0.009147373080672717,0.0,-4.5866120856885573e-07
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.2,new_fa,48,0.00336325581858433,0.0033289351464323527,0.006692190965016683,0.0,-4.5866120856885573e-07
pq_512_m128_b8,pq_reconstruction_cosine,frozen_origin,0.2,new_fa_same_winner,34,0.006451530296173258,-1.4705729927906178e-08,0.006451515590443331,0.0,-4.5866120856885573e-07
