dataset,model_uid,run_id,extraction_uid,origin_embedding_artifact_uid,compression_family,compression_profile,sample_count,origin_dimension,search_dimension,reconstruction_available,metric_vector_source,mean_reconstruction_mse,p95_reconstruction_mse,mean_angular_error_rad,p95_angular_error_rad,mean_cosine_to_origin,p05_cosine_to_origin,origin_fallback_count,storage_bytes_per_embedding,codebook_bytes,codebook_bytes_source
lfw,adaface-4df25b75e065b0b9ed43,20260804-R001-60fc86b5,population-0c3f8eb0cc9ad7c3ceebe1c0,origin-embedding-f9ef3c43b6f4f4e850cb8067,pca,pca_128,13195,512,128,True,reconstruction,0.000826612877447,0.00111368289979,0.703823951699,0.855834655708,0.755630978272,0.655588474215,0,512,0,not_applicable
lfw,adaface-4df25b75e065b0b9ed43,20260804-R001-60fc86b5,population-0c3f8eb0cc9ad7c3ceebe1c0,origin-embedding-f9ef3c43b6f4f4e850cb8067,pca,pca_256,13195,512,256,True,reconstruction,0.000257967196541,0.000410031304328,0.365698427585,0.475954350306,0.931270009232,0.888855855622,0,1024,0,not_applicable
lfw,adaface-4df25b75e065b0b9ed43,20260804-R001-60fc86b5,population-0c3f8eb0cc9ad7c3ceebe1c0,origin-embedding-f9ef3c43b6f4f4e850cb8067,pca,pca_32,13195,512,32,True,reconstruction,0.00152393640177,0.00175913057301,1.09607740031,1.25011612561,0.447931862023,0.315212158833,0,128,0,not_applicable
lfw,adaface-4df25b75e065b0b9ed43,20260804-R001-60fc86b5,population-0c3f8eb0cc9ad7c3ceebe1c0,origin-embedding-f9ef3c43b6f4f4e850cb8067,pca,pca_384,13195,512,384,True,reconstruction,2.41502487325e-07,4.28755589246e-07,0.0108698366086,0.0148145671872,0.999938206077,0.999890266306,0,1536,0,not_applicable
lfw,adaface-4df25b75e065b0b9ed43,20260804-R001-60fc86b5,population-0c3f8eb0cc9ad7c3ceebe1c0,origin-embedding-f9ef3c43b6f4f4e850cb8067,pca,pca_64,13195,512,64,True,reconstruction,0.00124334830966,0.00152748166172,0.926269128455,1.08508389011,0.592237879226,0.466838515966,0,256,0,not_applicable
lfw,adaface-4df25b75e065b0b9ed43,20260804-R001-60fc86b5,population-0c3f8eb0cc9ad7c3ceebe1c0,origin-embedding-f9ef3c43b6f4f4e850cb8067,pq,pq_512_m128_b8,13195,512,512,True,reconstruction,0.00017617337637,0.000213950145372,0.303949364269,0.33691212631,0.953921850818,0.943779935347,0,128,524288,faiss_centroids
lfw,adaface-4df25b75e065b0b9ed43,20260804-R001-60fc86b5,population-0c3f8eb0cc9ad7c3ceebe1c0,origin-embedding-f9ef3c43b6f4f4e850cb8067,pq,pq_512_m16_b8,13195,512,512,True,reconstruction,0.00127163896763,0.00156533797308,0.935558433782,1.08883111697,0.582771892679,0.463521413816,0,16,524288,faiss_centroids
lfw,adaface-4df25b75e065b0b9ed43,20260804-R001-60fc86b5,population-0c3f8eb0cc9ad7c3ceebe1c0,origin-embedding-f9ef3c43b6f4f4e850cb8067,pq,pq_512_m32_b8,13195,512,512,True,reconstruction,0.000980002844657,0.00119466092277,0.782427255687,0.890074476965,0.704199230438,0.629354150882,0,32,524288,faiss_centroids
lfw,adaface-4df25b75e065b0b9ed43,20260804-R001-60fc86b5,population-0c3f8eb0cc9ad7c3ceebe1c0,origin-embedding-f9ef3c43b6f4f4e850cb8067,pq,pq_512_m64_b8,13195,512,512,True,reconstruction,0.000567533619495,0.0006836156585,0.567089528136,0.631983563113,0.842082006203,0.80685731359,0,64,524288,faiss_centroids
lfw,adaface-4df25b75e065b0b9ed43,20260804-R001-60fc86b5,population-0c3f8eb0cc9ad7c3ceebe1c0,origin-embedding-f9ef3c43b6f4f4e850cb8067,pq,pq_512_m8_b8,13195,512,512,True,reconstruction,0.00144727885605,0.00177668149366,1.04482804702,1.2348527632,0.486543302966,0.329660134563,0,8,524288,faiss_centroids
