method,target_fpir,quality_group,split_count,threshold_min,threshold_q25,threshold_median,threshold_q75,threshold_max,fit_non_mated_count_min,fit_non_mated_count_q25,fit_non_mated_count_median,fit_non_mated_count_q75,fit_non_mated_count_max,safety_non_mated_count_min,safety_non_mated_count_q25,safety_non_mated_count_median,safety_non_mated_count_q75,safety_non_mated_count_max,global_fallback_split_count
fiqa_l_2bin,0.01,high,20,-0.17964929342269897,-0.17898199962210717,-0.17788315588119863,-0.1753789745271206,-0.17197385430335999,32713.0,34283.5,34867.5,35477.0,36567.0,13025.0,13783.5,14623.5,15652.25,17358.0,0
fiqa_l_2bin,0.01,low,20,-0.15594224631786346,-0.15430545061826706,-0.15326698124408722,-0.15206632018089294,-0.14840959012508392,32695.0,34363.25,34764.5,35656.0,36880.0,12160.0,13751.25,14480.0,15127.75,16778.0,0
fiqa_l_2bin,0.05,high,20,-0.28177001349395986,-0.2798978372760002,-0.2781304952544461,-0.27497175030044985,-0.2661037743091583,32713.0,34283.5,34867.5,35477.0,36567.0,13025.0,13783.5,14623.5,15652.25,17358.0,0
fiqa_l_2bin,0.05,low,20,-0.2415311634540558,-0.24036318063735962,-0.2392098382115364,-0.23858362063765526,-0.2356935441493988,32695.0,34363.25,34764.5,35656.0,36880.0,12160.0,13751.25,14480.0,15127.75,16778.0,0
fiqa_l_2bin,0.1,high,20,-0.3604575356727011,-0.35713126636280434,-0.35539235562745275,-0.3516917006625553,-0.3344877064228058,32713.0,34283.5,34867.5,35477.0,36567.0,13025.0,13783.5,14623.5,15652.25,17358.0,0
fiqa_l_2bin,0.1,low,20,-0.29347047209739685,-0.2925264909863472,-0.2916649580001831,-0.29083095490932465,-0.288707971572876,32695.0,34363.25,34764.5,35656.0,36880.0,12160.0,13751.25,14480.0,15127.75,16778.0,0
fiqa_l_2bin,0.2,high,20,-0.473772257566452,-0.4695341081079631,-0.46778338793817453,-0.46366275325643197,-0.45282474160194397,32713.0,34283.5,34867.5,35477.0,36567.0,13025.0,13783.5,14623.5,15652.25,17358.0,0
fiqa_l_2bin,0.2,low,20,-0.36941617727279663,-0.3682074323296547,-0.36758120357990265,-0.3657763600349426,-0.3634505867958069,32695.0,34363.25,34764.5,35656.0,36880.0,12160.0,13751.25,14480.0,15127.75,16778.0,0
fiqa_l_2bin,0.3,high,20,-0.5546861233893764,-0.5522503458954594,-0.5502194594571568,-0.5438402985234325,-0.5363633036613464,32713.0,34283.5,34867.5,35477.0,36567.0,13025.0,13783.5,14623.5,15652.25,17358.0,0
fiqa_l_2bin,0.3,low,20,-0.4284173548221588,-0.4264589995145798,-0.4260709136724472,-0.42385704815387726,-0.41988566517829895,32695.0,34363.25,34764.5,35656.0,36880.0,12160.0,13751.25,14480.0,15127.75,16778.0,0
