reference_method,candidate_method,target_fpir,metric,split_count,delta_min,delta_q25,delta_median,delta_q75,delta_max,positive_delta_split_count,negative_delta_split_count,positive_conditional_ci_split_count,negative_conditional_ci_split_count,between_split_statistics_are_ci,independent_replications,multiple_comparison_adjustment
fiqa_l_2bin,fiqa_l_5bin,0.01,fpir,20,-0.0008871656699743708,-0.0005359959256095157,-0.0003860813563777354,-0.00023205953867385163,8.214496944207137e-05,2,18,0,12,False,False,none
fiqa_l_2bin,fiqa_l_5bin,0.01,tpir_at_rank_k,20,3.3099978485013984e-05,4.964996772752098e-05,4.964996772752098e-05,8.688744352316172e-05,0.00014894990318256292,20,0,3,0,False,False,none
fiqa_l_2bin,fiqa_l_5bin,0.05,fpir,20,-8.214496944207137e-06,0.0007085003614378656,0.0012239600446868632,0.0015812906617598738,0.0031461523296313332,19,1,14,0,False,False,none
fiqa_l_2bin,fiqa_l_5bin,0.05,tpir_at_rank_k,20,0.0011419492577329825,0.0012908991609155455,0.0013405491286430664,0.0014232990748556014,0.0016053489565231783,20,0,20,0,False,False,none
fiqa_l_2bin,fiqa_l_5bin,0.1,fpir,20,0.0018729053032792273,0.0038320628244726293,0.004214036932378261,0.004628869028060721,0.008230925938095551,20,0,20,0,False,False,none
fiqa_l_2bin,fiqa_l_5bin,0.1,tpir_at_rank_k,20,0.00038064975257766083,0.000641312083147146,0.0007530245105340682,0.0008440494513678566,0.0017211988812207272,20,0,1,0,False,False,none
fiqa_l_2bin,fiqa_l_5bin,0.2,fpir,20,0.0013307485049615562,0.003548662679897483,0.004287967404876126,0.005212098311099428,0.008937372675297366,20,0,19,0,False,False,none
fiqa_l_2bin,fiqa_l_5bin,0.2,tpir_at_rank_k,20,0.0011915992254605033,0.001510186518378763,0.0017294738758419808,0.001965311222547705,0.0024659483971335417,20,0,5,0,False,False,none
fiqa_l_2bin,fiqa_l_5bin,0.3,fpir,20,0.0012486035355194847,0.003899832424262338,0.005203883814155222,0.006524364197936518,0.01251067884602747,20,0,19,0,False,False,none
fiqa_l_2bin,fiqa_l_5bin,0.3,tpir_at_rank_k,20,0.0013736491071280803,0.001961173725237079,0.002134948612283402,0.002321135991261606,0.0032106979130463566,20,0,13,0,False,False,none
fiqa_s_2bin,fiqa_l_2bin,0.01,fpir,20,-0.000903594663862785,-0.0003532233686009069,-0.00013143195110731419,-3.0804363540776765e-05,0.0004435828349871854,4,16,2,7,False,False,none
fiqa_s_2bin,fiqa_l_2bin,0.01,tpir_at_rank_k,20,0.0,1.6549989242506992e-05,1.6549989242506992e-05,3.3099978485013984e-05,3.3099978485013984e-05,17,0,0,0,False,False,none
fiqa_s_2bin,fiqa_l_2bin,0.05,fpir,20,-0.002217914174935927,-0.0007618945915752119,-0.0005955510284550174,-0.00043331471380692645,0.0013636064927383847,1,19,1,11,False,False,none
fiqa_s_2bin,fiqa_l_2bin,0.05,tpir_at_rank_k,20,-8.274994621253496e-05,9.929993545504196e-05,0.00018204988166757694,0.0002151498601525909,0.00038064975257766083,18,2,1,0,False,False,none
fiqa_s_2bin,fiqa_l_2bin,0.1,fpir,20,-0.004296181901820332,-0.00302704212394033,-0.002275415653545377,-0.0019037096668200037,-0.0007968062035880923,0,20,0,19,False,False,none
fiqa_s_2bin,fiqa_l_2bin,0.1,tpir_at_rank_k,20,0.00011584992469754894,0.0007075120401171739,0.0008854244244741241,0.0010136868411035533,0.0012246992039455175,20,0,4,0,False,False,none
fiqa_s_2bin,fiqa_l_2bin,0.2,fpir,20,-0.006637313530919366,-0.0007495728461589012,-0.00010268121180258922,0.0005442104225537229,0.0011746730630216205,8,12,0,3,False,False,none
fiqa_s_2bin,fiqa_l_2bin,0.2,tpir_at_rank_k,20,0.0014894990318256294,0.001837048805918276,0.002168048590768416,0.0024328484186485278,0.002565248332588584,20,0,20,0,False,False,none
fiqa_s_2bin,fiqa_l_2bin,0.3,fpir,20,-0.0037129526187816256,-0.0009426135243477689,0.0009816323848327528,0.001550486298219097,0.0043126108957087465,13,7,5,2,False,False,none
fiqa_s_2bin,fiqa_l_2bin,0.3,tpir_at_rank_k,20,0.002316998493950979,0.002610760803005478,0.0029127981066812306,0.003086572993727554,0.0033265478377439055,20,0,20,0,False,False,none
fiqa_s_2bin,fiqa_s_5bin,0.01,fpir,20,-0.0006653742524807781,-0.00037581323519747653,-0.00029161464151935336,-0.00014991456923178024,0.0001971479266609713,3,17,0,10,False,False,none
fiqa_s_2bin,fiqa_s_5bin,0.01,tpir_at_rank_k,20,-1.6549989242506992e-05,0.0,0.0,0.0,0.0,0,1,0,0,False,False,none
fiqa_s_2bin,fiqa_s_5bin,0.05,fpir,20,-0.0008789511730301637,-0.00014580732075967668,8.625221791417495e-05,0.00024027403561805875,0.0007310902280344352,11,8,2,2,False,False,none
fiqa_s_2bin,fiqa_s_5bin,0.05,tpir_at_rank_k,20,1.6549989242506992e-05,7.861244890190821e-05,8.274994621253496e-05,0.0001199874220081757,0.00016549989242506993,20,0,0,0,False,False,none
fiqa_s_2bin,fiqa_s_5bin,0.1,fpir,20,-0.0003367943747124926,0.0001971479266609713,0.0006119800223434317,0.0010678846027469277,0.0012732470263521062,16,4,9,0,False,False,none
fiqa_s_2bin,fiqa_s_5bin,0.1,tpir_at_rank_k,20,-0.0004137497310626748,-0.0002523873359482316,-0.0001820498816675769,-0.00014894990318256292,-4.964996772752098e-05,0,20,0,0,False,False,none
fiqa_s_2bin,fiqa_s_5bin,0.2,fpir,20,-0.0006407307616481567,0.0005668002891502924,0.0010678846027469277,0.0017004008674508773,0.0028340014457514623,16,4,10,0,False,False,none
fiqa_s_2bin,fiqa_s_5bin,0.2,tpir_at_rank_k,20,0.00033099978485013986,0.0004385747149264353,0.0006040746073515053,0.0006992370454959205,0.0008109494728828426,20,0,5,0,False,False,none
fiqa_s_2bin,fiqa_s_5bin,0.3,fpir,20,-0.0032693697837944406,0.0002443812840901623,0.0007064467372018138,0.0014457514621804561,0.00547906946178616,16,4,7,3,False,False,none
fiqa_s_2bin,fiqa_s_5bin,0.3,tpir_at_rank_k,20,0.0004468497095476888,0.0006992370454959204,0.0008771494298528706,0.0010467868195885672,0.0015556989887956572,20,0,13,0,False,False,none
fiqa_s_5bin,fiqa_l_5bin,0.01,fpir,20,-0.000657159755536571,-0.0004867089439442729,-0.0003121508838798712,-0.00010678846027469278,0.0003121508838798712,1,19,0,8,False,False,none
fiqa_s_5bin,fiqa_l_5bin,0.01,tpir_at_rank_k,20,6.619995697002797e-05,6.619995697002797e-05,6.619995697002797e-05,0.00010343743276566871,0.0001820498816675769,20,0,12,0,False,False,none
fiqa_s_5bin,fiqa_l_5bin,0.05,fpir,20,-0.0005668002891502925,0.00014170007228757312,0.0002792928961030427,0.0008768975487941119,0.0029900768876913978,16,4,6,0,False,False,none
fiqa_s_5bin,fiqa_l_5bin,0.05,tpir_at_rank_k,20,0.0012743491716730383,0.0013943365936812141,0.0014481240587193617,0.001493636529136256,0.0015887989672806713,20,0,20,0,False,False,none
fiqa_s_5bin,fiqa_l_5bin,0.1,fpir,20,-0.0009200236577511993,0.0009836860090688046,0.0013759282381546954,0.0017989748307813628,0.0033515147532365117,19,1,11,0,False,False,none
fiqa_s_5bin,fiqa_l_5bin,0.1,tpir_at_rank_k,20,0.0014232990748556014,0.0017294738758419806,0.001837048805918276,0.001952898730615825,0.002085298644555881,20,0,20,0,False,False,none
fiqa_s_5bin,fiqa_l_5bin,0.2,fpir,20,-0.0018154038246697773,0.0021994315568114606,0.0028709666820003945,0.004158589078004864,0.007204113820069659,19,1,17,1,False,False,none
fiqa_s_5bin,fiqa_l_5bin,0.2,tpir_at_rank_k,20,0.002813498171226189,0.0031279479668338216,0.0032934478592588916,0.0035541101898283766,0.0038064975257766083,20,0,20,0,False,False,none
