reference_method,candidate_method,target_fpir,metric,reference_successes,candidate_successes,both_successes,total,candidate_minus_reference,paired_bootstrap95_low,paired_bootstrap95_high,resampling_unit,resamples,random_seed,threshold_uncertainty_included,multiple_comparison_adjustment
global_empirical,fiqa_s_2bin,0.01,fpir,1272,1230,1073,121736,-0.00034500887165669973,-0.000657159755536571,-4.928698166524282e-05,query,2000,8972,False,none
global_empirical,fiqa_s_2bin,0.01,tpir_at_rank_k,62,58,51,60423,-6.619995697002797e-05,-0.0002503905116148435,8.39828718731121e-05,mated_identity_cluster,2000,8972,False,none
global_safe,fiqa_s_2bin,0.01,fpir,1207,1230,1053,121736,0.00018893342971676414,-9.857396333048565e-05,0.00048465531970822107,query,2000,8972,False,none
global_safe,fiqa_s_2bin,0.01,tpir_at_rank_k,59,58,51,60423,-1.6549989242506992e-05,-0.00019086424390631887,0.00012181333215433806,mated_identity_cluster,2000,8972,False,none
global_empirical,fiqa_l_2bin,0.01,fpir,1272,1195,1061,121736,-0.0006325162647039496,-0.0009446671485838208,-0.00034480350923309566,query,2000,8972,False,none
global_empirical,fiqa_l_2bin,0.01,tpir_at_rank_k,62,55,49,60423,-0.00011584992469754894,-0.0003417264826011797,8.257413309986587e-05,mated_identity_cluster,2000,8972,False,none
global_safe,fiqa_l_2bin,0.01,fpir,1207,1195,1030,121736,-9.857396333048565e-05,-0.0003942958533219426,0.00019735328908457536,query,2000,8972,False,none
global_safe,fiqa_l_2bin,0.01,tpir_at_rank_k,59,55,48,60423,-6.619995697002797e-05,-0.0002996634379464213,0.00015260367236971084,mated_identity_cluster,2000,8972,False,none
global_empirical,fiqa_s_5bin,0.01,fpir,1272,1170,1015,121736,-0.0008378786883091279,-0.0011664585660774135,-0.0005257278044292567,query,2000,8972,False,none
global_empirical,fiqa_s_5bin,0.01,tpir_at_rank_k,62,52,45,60423,-0.00016549989242506993,-0.00040107077320550213,1.596431247287932e-05,mated_identity_cluster,2000,8972,False,none
global_safe,fiqa_s_5bin,0.01,fpir,1207,1170,1011,121736,-0.00030393638693566405,-0.0006078727738713281,8.214496944207137e-06,query,2000,8972,False,none
global_safe,fiqa_s_5bin,0.01,tpir_at_rank_k,59,52,45,60423,-0.00011584992469754894,-0.0003511747631779274,6.412923567816883e-05,mated_identity_cluster,2000,8972,False,none
global_empirical,fiqa_l_5bin,0.01,fpir,1272,1241,828,121736,-0.00025464940527042125,-0.0007393047249786423,0.0002217914174935927,query,2000,8972,False,none
