method,target_fpir,model_uid,name,fit_non_mated_count,safety_non_mated_count,raw_threshold,shrinkage_weight,threshold_before_safety,safety_threshold,final_threshold,used_global_fallback,fit_fpir_at_final_threshold,safety_fpir_at_final_threshold,fit_target_met,safety_target_met
global_empirical,0.01,conditional-threshold-82af7e6dc267785e0f7a564d,all,98825,0,-0.32640764117240906,1.0,-0.32640764117240906,,-0.32640764117240906,False,0.009997470275739944,,True,
global_safe,0.01,conditional-threshold-8b9e12f5aaf6e448f6a7e02d,all,73447,25378,-0.3269883394241333,1.0,-0.3269883394241333,-0.3243926167488098,-0.3243926167488098,False,0.00925837678870478,0.009969264717471825,True,True
fiqa_s_2bin,0.01,conditional-threshold-261c6cfeca785690308799b8,low,36600,12634,-0.3177313208580017,0.9945652173913043,-0.3177313208580017,-0.31577813625335693,-0.31577813625335693,False,0.009426229508196722,0.009973088491372488,True,True
fiqa_s_2bin,0.01,conditional-threshold-261c6cfeca785690308799b8,high,36847,12744,-0.34307458996772766,0.9946014522093557,-0.3429877475753958,-0.33992090821266174,-0.33992090821266174,False,0.009227345509810839,0.009965473948524796,True,True
fiqa_l_2bin,0.01,conditional-threshold-1a7e468151f370c6e6c10dbc,low,36880,12160,-0.33643457293510437,0.9946062567421791,-0.33638362237679276,-0.3418796956539154,-0.33638362237679276,False,0.00992407809110629,0.007976973684210527,True,True
fiqa_l_2bin,0.01,conditional-threshold-1a7e468151f370c6e6c10dbc,high,36567,13218,-0.318298876285553,0.9945603394348193,-0.318298876285553,-0.3126523792743683,-0.3126523792743683,False,0.008778406760193617,0.009986382206082615,True,True
fiqa_s_5bin,0.01,conditional-threshold-df8be740c62d089bbb806a3c,q1,14509,4947,-0.3181207776069641,0.9864028825888912,-0.3181207776069641,-0.30941203236579895,-0.30941203236579895,False,0.007650423874836308,0.009904992925005053,True,True
fiqa_s_5bin,0.01,conditional-threshold-df8be740c62d089bbb806a3c,q2,14732,5142,-0.317476749420166,0.98660594695955,-0.317476749420166,-0.32006531953811646,-0.317476749420166,False,0.00997827857724681,0.009140412290937379,True,True
fiqa_s_5bin,0.01,conditional-threshold-df8be740c62d089bbb806a3c,q3,14684,5025,-0.32182776927948,0.9865627519484009,-0.32182776927948,-0.3213583827018738,-0.3213583827018738,False,0.009874693543993462,0.009950248756218905,True,True
fiqa_s_5bin,0.01,conditional-threshold-df8be740c62d089bbb806a3c,q4,14762,5130,-0.33535733819007874,0.9866328031011897,-0.3352454681357284,-0.32136091589927673,-0.32136091589927673,False,0.0069096328410784445,0.009941520467836258,True,True
fiqa_s_5bin,0.01,conditional-threshold-df8be740c62d089bbb806a3c,q5,14760,5134,-0.3753432631492615,0.9866310160427807,-0.3746968069497277,-0.38572928309440613,-0.3746968069497277,False,0.009688346883468835,0.007012076353720296,True,True
fiqa_l_5bin,0.01,conditional-threshold-ce71bd2b4bfa7b825396a76b,q1,14722,4610,-0.3716376721858978,0.9865969709154269,-0.37103923588028515,-0.36745619773864746,-0.36745619773864746,False,0.008151066431191414,0.009978308026030369,True,True
fiqa_l_5bin,0.01,conditional-threshold-ce71bd2b4bfa7b825396a76b,q2,14739,4774,-0.33316266536712646,0.9866122230403641,-0.33308000486852557,-0.3417518734931946,-0.33308000486852557,False,0.009905692380758531,0.007750314201927106,True,True
fiqa_l_5bin,0.01,conditional-threshold-ce71bd2b4bfa7b825396a76b,q3,14831,5423,-0.3064329922199249,0.9866941653915242,-0.3064329922199249,-0.3130165934562683,-0.3064329922199249,False,0.00997909783561459,0.007375991148810621,True,True
fiqa_l_5bin,0.01,conditional-threshold-ce71bd2b4bfa7b825396a76b,q4,14640,5580,-0.30121439695358276,0.9865229110512129,-0.30121439695358276,-0.29703259468078613,-0.29703259468078613,False,0.008743169398907104,0.00985663082437276,True,True
fiqa_l_5bin,0.01,conditional-threshold-ce71bd2b4bfa7b825396a76b,q5,14515,4991,-0.4702662229537964,0.9864084267753993,-0.46831885110833715,-0.46809229254722595,-0.46809229254722595,False,0.009645194626248708,0.009817671809256662,True,True
global_empirical,0.05,conditional-threshold-a791df27ab3a1c9a08f19730,all,98825,0,-0.40384113788604736,1.0,-0.40384113788604736,,-0.40384113788604736,False,0.04999747027573995,,True,
global_safe,0.05,conditional-threshold-3e11c23e9eef1b13a5714f24,all,73447,25378,-0.40325766801834106,1.0,-0.40325766801834106,-0.4052191376686096,-0.40325766801834106,False,0.049995234659005815,0.048467176294428246,True,True
fiqa_s_2bin,0.05,conditional-threshold-09c8b1e897733844b0f8a9f4,low,36600,12634,-0.38709017634391785,0.9945652173913043,-0.38709017634391785,-0.39043349027633667,-0.38709017634391785,False,0.05,0.04764920056989077,True,True
fiqa_s_2bin,0.05,conditional-threshold-09c8b1e897733844b0f8a9f4,high,36847,12744,-0.4276869297027588,0.9946014522093557,-0.4275550471660653,-0.42506662011146545,-0.42506662011146545,False,0.04814503216001303,0.049984306340238545,True,True
fiqa_l_2bin,0.05,conditional-threshold-860b519f02980ebac5034cc6,low,36880,12160,-0.40252357721328735,0.9946062567421791,-0.40252357721328735,-0.40656334161758423,-0.40252357721328735,False,0.05,0.04572368421052632,True,True
fiqa_l_2bin,0.05,conditional-threshold-860b519f02980ebac5034cc6,high,36567,13218,-0.40461355447769165,0.9945603394348193,-0.40460617891558787,-0.40262550115585327,-0.40262550115585327,False,0.04867776957365931,0.04993191103041307,True,True
fiqa_s_5bin,0.05,conditional-threshold-a2eac9076060cfaf13c100e6,q1,14509,4947,-0.38313955068588257,0.9864028825888912,-0.38313955068588257,-0.3831413686275482,-0.38313955068588257,False,0.04996898476807499,0.04972710733778047,True,True
fiqa_s_5bin,0.05,conditional-threshold-a2eac9076060cfaf13c100e6,q2,14732,5142,-0.38795343041419983,0.98660594695955,-0.38795343041419983,-0.39043349027633667,-0.38795343041419983,False,0.04995927233233777,0.048619214313496695,True,True
fiqa_s_5bin,0.05,conditional-threshold-a2eac9076060cfaf13c100e6,q3,14684,5025,-0.39625924825668335,0.9865627519484009,-0.39625924825668335,-0.4001739025115967,-0.39625924825668335,False,0.04998637973304277,0.046567164179104475,True,True
fiqa_s_5bin,0.05,conditional-threshold-a2eac9076060cfaf13c100e6,q4,14762,5130,-0.41322341561317444,0.9866328031011897,-0.4130902015028305,-0.40611016750335693,-0.40611016750335693,False,0.04450616447635822,0.04990253411306043,True,True
fiqa_s_5bin,0.05,conditional-threshold-a2eac9076060cfaf13c100e6,q5,14760,5134,-0.47423285245895386,0.9866310160427807,-0.47328398635680663,-0.47298675775527954,-0.47298675775527954,False,0.04911924119241192,0.049863654070899883,True,True
fiqa_l_5bin,0.05,conditional-threshold-4fe82ce49b202f1aabb785ee,q1,14722,4610,-0.42481210827827454,0.9865969709154269,-0.4245232134885689,-0.43022578954696655,-0.4245232134885689,False,0.049721505230267624,0.04273318872017354,True,True
fiqa_l_5bin,0.05,conditional-threshold-4fe82ce49b202f1aabb785ee,q2,14739,4774,-0.3974074423313141,0.9866122230403641,-0.3974074423313141,-0.403123676776886,-0.3974074423313141,False,0.04993554515231698,0.043150397989107664,True,True
fiqa_l_5bin,0.05,conditional-threshold-4fe82ce49b202f1aabb785ee,q3,14831,5423,-0.3689309060573578,0.9866941653915242,-0.3689309060573578,-0.3778432607650757,-0.3689309060573578,False,0.04996291551480008,0.04296514844182187,True,True
fiqa_l_5bin,0.05,conditional-threshold-4fe82ce49b202f1aabb785ee,q4,14640,5580,-0.37697944045066833,0.9865229110512129,-0.37697944045066833,-0.37406834959983826,-0.37406834959983826,False,0.04795081967213115,0.05,True,True
fiqa_l_5bin,0.05,conditional-threshold-4fe82ce49b202f1aabb785ee,q5,14515,4991,-0.5739280581474304,0.9864084267753993,-0.5716083790427198,-0.5629042387008667,-0.5629042387008667,False,0.04257664485015501,0.049889801642957324,True,True
global_empirical,0.1,conditional-threshold-bd937998d9e7daec17998265,all,98825,0,-0.4501001834869385,1.0,-0.4501001834869385,,-0.4501001834869385,False,0.0999949405514799,,True,
global_safe,0.1,conditional-threshold-3aa4affd8d731ecc5b1edbd2,all,73447,25378,-0.44943320751190186,1.0,-0.44943320751190186,-0.4515093266963959,-0.44943320751190186,False,0.09999046931801163,0.09689494838048704,True,True
fiqa_s_2bin,0.1,conditional-threshold-70cc915977c0a2de740d5059,low,36600,12634,-0.4301277995109558,0.9945652173913043,-0.4301277995109558,-0.43581753969192505,-0.4301277995109558,False,0.1,0.09134082634161786,True,True
fiqa_s_2bin,0.1,conditional-threshold-70cc915977c0a2de740d5059,high,36847,12744,-0.47579601407051086,0.9946014522093557,-0.4756536931994087,-0.4734759032726288,-0.4734759032726288,False,0.09688712785301382,0.09996861268047709,True,True
fiqa_l_2bin,0.1,conditional-threshold-32375506f1e07f4c3b0ec90a,low,36880,12160,-0.44079330563545227,0.9946062567421791,-0.44079330563545227,-0.4447519779205322,-0.44079330563545227,False,0.1,0.0939967105263158,True,True
fiqa_l_2bin,0.1,conditional-threshold-32375506f1e07f4c3b0ec90a,high,36567,13218,-0.46599215269088745,0.9945603394348193,-0.46590207764979635,-0.46282246708869934,-0.46282246708869934,False,0.09664451554680449,0.09993947647147829,True,True
fiqa_s_5bin,0.1,conditional-threshold-bc1312f73c2ded9dc2eedc5e,q1,14509,4947,-0.4262166917324066,0.9864028825888912,-0.4262166917324066,-0.4336094856262207,-0.4262166917324066,False,0.09993796953614997,0.08914493632504548,True,True
fiqa_s_5bin,0.1,conditional-threshold-bc1312f73c2ded9dc2eedc5e,q2,14732,5142,-0.43035611510276794,0.98660594695955,-0.43035611510276794,-0.43448713421821594,-0.43035611510276794,False,0.09998642411077925,0.09295993776740567,True,True
fiqa_s_5bin,0.1,conditional-threshold-bc1312f73c2ded9dc2eedc5e,q3,14684,5025,-0.4400027394294739,0.9865627519484009,-0.4400027394294739,-0.44564545154571533,-0.4400027394294739,False,0.09997275946608554,0.09213930348258706,True,True
fiqa_s_5bin,0.1,conditional-threshold-bc1312f73c2ded9dc2eedc5e,q4,14762,5130,-0.46053507924079895,0.9866328031011897,-0.46038667833545344,-0.4539102613925934,-0.4539102613925934,False,0.09084134941064896,0.1,True,True
fiqa_s_5bin,0.1,conditional-threshold-bc1312f73c2ded9dc2eedc5e,q5,14760,5134,-0.5346601009368896,0.9866310160427807,-0.5335207039659674,-0.5274048447608948,-0.5274048447608948,False,0.09254742547425475,0.09992208804051422,True,True
fiqa_l_5bin,0.1,conditional-threshold-04a76e6c2d4c5a98b569946e,q1,14722,4610,-0.45846906304359436,0.9865969709154269,-0.4583479552090991,-0.46642640233039856,-0.4583479552090991,False,0.09985056378209482,0.08524945770065076,True,True
fiqa_l_5bin,0.1,conditional-threshold-04a76e6c2d4c5a98b569946e,q2,14739,4774,-0.4356062710285187,0.9866122230403641,-0.4356062710285187,-0.43909353017807007,-0.4356062710285187,False,0.09993893751272136,0.09426057813154587,True,True
fiqa_l_5bin,0.1,conditional-threshold-04a76e6c2d4c5a98b569946e,q3,14831,5423,-0.41011178493499756,0.9866941653915242,-0.41011178493499756,-0.41918936371803284,-0.41011178493499756,False,0.09999325736632729,0.08648349621980454,True,True
fiqa_l_5bin,0.1,conditional-threshold-04a76e6c2d4c5a98b569946e,q4,14640,5580,-0.4310605823993683,0.9865229110512129,-0.4310605823993683,-0.43031957745552063,-0.43031957745552063,False,0.09911202185792349,0.1,True,True
fiqa_l_5bin,0.1,conditional-threshold-04a76e6c2d4c5a98b569946e,q5,14515,4991,-0.6302159428596497,0.9864084267753993,-0.6277588210744272,-0.616918683052063,-0.616918683052063,False,0.08563554943162247,0.09997996393508315,True,True
global_empirical,0.2,conditional-threshold-d91f8ef4771d25b2ce858d96,all,98825,0,-0.5081881284713745,1.0,-0.5081881284713745,,-0.5081881284713745,False,0.2,,True,
global_safe,0.2,conditional-threshold-a36826a14c6e3331b2b8a480,all,73447,25378,-0.5080992579460144,1.0,-0.5080992579460144,-0.5083054900169373,-0.5080992579460144,False,0.19999455389600665,0.19942469855780598,True,True
fiqa_s_2bin,0.2,conditional-threshold-a30fb0e3615684a46d529d5f,low,36600,12634,-0.4850710928440094,0.9945652173913043,-0.4850710928440094,-0.4871910512447357,-0.4850710928440094,False,0.2,0.19502928605350642,True,True
fiqa_s_2bin,0.2,conditional-threshold-a30fb0e3615684a46d529d5f,high,36847,12744,-0.5389413237571716,0.9946014522093557,-0.5387748213909279,-0.535559892654419,-0.535559892654419,False,0.19355714169403207,0.19993722536095418,True,True
fiqa_l_2bin,0.2,conditional-threshold-9e50a8cce8c1a4e706d2385f,low,36880,12160,-0.48962879180908203,0.9946062567421791,-0.48962879180908203,-0.4889892637729645,-0.4889892637729645,False,0.19821041214750543,0.2,True,True
fiqa_l_2bin,0.2,conditional-threshold-9e50a8cce8c1a4e706d2385f,high,36567,13218,-0.542844295501709,0.9945603394348193,-0.5426552942910816,-0.538351833820343,-0.538351833820343,False,0.19224984275439605,0.1999546073536087,True,True
fiqa_s_5bin,0.2,conditional-threshold-9e1cee404548d16744260577,q1,14509,4947,-0.48164790868759155,0.9864028825888912,-0.48164790868759155,-0.4834683835506439,-0.48164790868759155,False,0.19994486180991108,0.19668485951081463,True,True
fiqa_s_5bin,0.2,conditional-threshold-9e1cee404548d16744260577,q2,14732,5142,-0.48532214760780334,0.98660594695955,-0.48532214760780334,-0.48870089650154114,-0.48532214760780334,False,0.1999728482215585,0.19214313496693894,True,True
fiqa_s_5bin,0.2,conditional-threshold-9e1cee404548d16744260577,q3,14684,5025,-0.4960484802722931,0.9865627519484009,-0.4960484802722931,-0.49853262305259705,-0.4960484802722931,False,0.19994551893217108,0.19482587064676618,True,True
fiqa_s_5bin,0.2,conditional-threshold-9e1cee404548d16744260577,q4,14762,5130,-0.5175925493240356,0.9866328031011897,-0.5174656506289679,-0.510570228099823,-0.510570228099823,False,0.18391816826988214,0.2,True,True
fiqa_s_5bin,0.2,conditional-threshold-9e1cee404548d16744260577,q5,14760,5134,-0.6045191287994385,0.9866310160427807,-0.6032300930928419,-0.594362735748291,-0.594362735748291,False,0.1828590785907859,0.19984417608102845,True,True
fiqa_l_5bin,0.2,conditional-threshold-96ea24932a3547e3ac0279f5,q1,14722,4610,-0.5040923953056335,0.9865969709154269,-0.5040923953056335,-0.5103951692581177,-0.5040923953056335,False,0.1999728297785627,0.18655097613882862,True,True
fiqa_l_5bin,0.2,conditional-threshold-96ea24932a3547e3ac0279f5,q2,14739,4774,-0.48450011014938354,0.9866122230403641,-0.48450011014938354,-0.4821352958679199,-0.4821352958679199,False,0.19363593188140307,0.19983242563887726,True,True
fiqa_l_5bin,0.2,conditional-threshold-96ea24932a3547e3ac0279f5,q3,14831,5423,-0.4685954749584198,0.9866941653915242,-0.4685954749584198,-0.4697354733943939,-0.4685954749584198,False,0.19998651473265458,0.1974921630094044,True,True
fiqa_l_5bin,0.2,conditional-threshold-96ea24932a3547e3ac0279f5,q4,14640,5580,-0.5025611519813538,0.9865229110512129,-0.5025611519813538,-0.5012596845626831,-0.5012596845626831,False,0.19754098360655736,0.2,True,True
fiqa_l_5bin,0.2,conditional-threshold-96ea24932a3547e3ac0279f5,q5,14515,4991,-0.6991932392120361,0.9864084267753993,-0.6965959713728784,-0.6860295534133911,-0.6860295534133911,False,0.1791250430589046,0.1999599278701663,True,True
global_empirical,0.3,conditional-threshold-8e6926e92dbfbd080fffdf2d,all,98825,0,-0.552515983581543,1.0,-0.552515983581543,,-0.552515983581543,False,0.2999949405514799,,True,
global_safe,0.3,conditional-threshold-e0a37ed76de9490100aab0d7,all,73447,25378,-0.5523946285247803,1.0,-0.5523946285247803,-0.5527368783950806,-0.5523946285247803,False,0.29999863847400166,0.29903853731578534,True,True
fiqa_s_2bin,0.3,conditional-threshold-193332e8d1e26502cf2b9ebc,low,36600,12634,-0.5252487659454346,0.9945652173913043,-0.5252487659454346,-0.5285347700119019,-0.5252487659454346,False,0.3,0.2919898686085167,True,True
fiqa_s_2bin,0.3,conditional-threshold-193332e8d1e26502cf2b9ebc,high,36847,12744,-0.5884324312210083,0.9946014522093557,-0.5882378794208829,-0.5847617387771606,-0.5847617387771606,False,0.29258827041550195,0.29998430634023854,True,True
fiqa_l_2bin,0.3,conditional-threshold-2069b173581f955b1646a120,low,36880,12160,-0.5251960158348083,0.9946062567421791,-0.5251960158348083,-0.5258286595344543,-0.5251960158348083,False,0.3,0.29835526315789473,True,True
fiqa_l_2bin,0.3,conditional-threshold-2069b173581f955b1646a120,high,36567,13218,-0.5990907549858093,0.9945603394348193,-0.5988367439081527,-0.595167875289917,-0.595167875289917,False,0.29236743511909646,0.29996973823573914,True,True
fiqa_s_5bin,0.3,conditional-threshold-fbbf4f514948f0a421a8459b,q1,14509,4947,-0.5199095010757446,0.9864028825888912,-0.5199095010757446,-0.5225019454956055,-0.5199095010757446,False,0.2999517540836722,0.2927026480695371,True,True
fiqa_s_5bin,0.3,conditional-threshold-fbbf4f514948f0a421a8459b,q2,14732,5142,-0.5270153880119324,0.98660594695955,-0.5270153880119324,-0.5301260352134705,-0.5270153880119324,False,0.29995927233233777,0.2915208090237262,True,True
fiqa_s_5bin,0.3,conditional-threshold-fbbf4f514948f0a421a8459b,q3,14684,5025,-0.5382918119430542,0.9865627519484009,-0.5382918119430542,-0.53975909948349,-0.5382918119430542,False,0.29998637973304276,0.29711442786069653,True,True
fiqa_s_5bin,0.3,conditional-threshold-fbbf4f514948f0a421a8459b,q4,14762,5130,-0.5603812336921692,0.9866328031011897,-0.5602744751683436,-0.5598249435424805,-0.5598249435424805,False,0.29806259314456035,0.3,True,True
fiqa_s_5bin,0.3,conditional-threshold-fbbf4f514948f0a421a8459b,q5,14760,5134,-0.6596937775611877,0.9866310160427807,-0.6582592969590967,-0.6482998132705688,-0.6482998132705688,False,0.27926829268292686,0.2999610440202571,True,True
fiqa_l_5bin,0.3,conditional-threshold-a27c0ea2167dc61603021fa7,q1,14722,4610,-0.5378437042236328,0.9865969709154269,-0.5378437042236328,-0.544852614402771,-0.5378437042236328,False,0.299959244667844,0.2817787418655098,True,True
fiqa_l_5bin,0.3,conditional-threshold-a27c0ea2167dc61603021fa7,q2,14739,4774,-0.5191060900688171,0.9866122230403641,-0.5191060900688171,-0.5175580382347107,-0.5175580382347107,False,0.2943890358911731,0.2999581064097193,True,True
