method,target_fpir,split_count,target_met_split_count,fpir_min,fpir_median,fpir_max,tpir_min,tpir_median,tpir_max
continuous_fiqa,0.01,20,16,0.007680554642833673,0.009816323848327528,0.01018597621081685,0.002085298644555881,0.002581798321831091,0.0026810982572861328
continuous_fiqa,0.05,20,20,0.04065354537688112,0.04733193139252152,0.04846553197082211,0.007960544825645864,0.008879069228605003,0.009019744137166311
continuous_fiqa,0.1,20,20,0.08212032595123875,0.0928854241966222,0.09491851219031347,0.013455141254158184,0.014919815302120054,0.015374940006288996
continuous_fiqa,0.2,20,20,0.1726522967733456,0.18732749556417166,0.19053525662088452,0.025817983218310907,0.027944656835973056,0.028465981497112026
continuous_fiqa,0.3,20,20,0.26083492146940923,0.28271834132877705,0.28633271998422816,0.0380980752362511,0.04096949836982606,0.041623222944905086
continuous_fiqa_margin,0.01,20,17,0.007598409673391602,0.009734178878885457,0.010062758756653743,0.001853598795160783,0.0022590735316022044,0.0024659483971335417
continuous_fiqa_margin,0.05,20,20,0.040448182953275943,0.046986922520864824,0.04816981008083065,0.0076129950515532166,0.00847359449216358,0.00880459427701372
continuous_fiqa_margin,0.1,20,20,0.08176710258263784,0.09256095156732602,0.09424492344088849,0.013074491501580524,0.014472965592572364,0.015143240156893898
continuous_fiqa_margin,0.2,20,20,0.1724222908589078,0.1870399881711244,0.19032167970033514,0.025503533422703274,0.02748125713718286,0.02801913178756434
continuous_fiqa_margin,0.3,20,20,0.26002168627193273,0.282282972990734,0.28621771702700927,0.03751882561276335,0.0405888486172484,0.04120947321384241
continuous_fiqa_margin_distortion,0.01,20,0,0.011204573831898535,0.013114444371426694,0.01376749687849116,0.0016715489134932061,0.001985998709100839,0.002101848633798388
continuous_fiqa_margin_distortion,0.05,20,1,0.049024117763028195,0.05629805480712361,0.057920417953604524,0.006487595783062741,0.007075120401171739,0.007199245320490542
continuous_fiqa_margin_distortion,0.1,20,1,0.09912433462574752,0.10927334560031543,0.11036176644542288,0.01188289227612002,0.01263591678665409,0.01315724144779306
continuous_fiqa_margin_distortion,0.2,20,4,0.1907241900506013,0.20629887625681803,0.2092314516659,0.022921735100872184,0.024411234132697815,0.02482498386376049
continuous_fiqa_margin_distortion,0.3,20,4,0.2835808635079188,0.306392521521982,0.3095715318393902,0.03349717822683415,0.03636860136040912,0.03687337603230558
continuous_fiqa_runnerup,0.01,20,0,0.010202405204705264,0.011303147795229021,0.011713872642439376,0.007513695116098174,0.007737119970872019,0.007927444847160849
continuous_fiqa_runnerup,0.05,20,0,0.05198955115988697,0.05510695275021357,0.05581750673588749,0.014017840888403422,0.014290915710904788,0.014398490640981084
continuous_fiqa_runnerup,0.1,20,0,0.1045048301242032,0.10649273838470132,0.10726490109745679,0.017807788424937524,0.017931913344256326,0.018039488274332622
continuous_fiqa_runnerup,0.2,20,0,0.2036209502530065,0.2089110862850759,0.209946112900046,0.022590735316022046,0.02283898515465965,0.022905185111629676
continuous_fiqa_runnerup,0.3,20,0,0.3065239534730893,0.3101383321285405,0.31094335282907276,0.026380682852556146,0.026496532777253695,0.02657928272346623
fiqa_2bin,0.01,20,20,0.007121968850627588,0.009253630807649339,0.009660248406387593,0.0015391489995531503,0.001853598795160783,0.001985998709100839
fiqa_2bin,0.05,20,20,0.03793454688834856,0.04509348097522507,0.04597653939672734,0.005709746288664912,0.006669645664730318,0.006802045578670374
fiqa_2bin,0.1,20,20,0.07707662482749557,0.0886426365249392,0.09133699152263916,0.011187792727934727,0.012751766711351639,0.01315724144779306
fiqa_2bin,0.2,20,20,0.16258132351974766,0.18067786028783597,0.184169021489124,0.022292835509656918,0.024775333896032967,0.02548698343346077
fiqa_2bin,0.3,20,20,0.24980285207333902,0.2759003088650851,0.2791039626733259,0.034837727355477216,0.038329775085646195,0.03879317478443639
fiqa_5bin,0.01,20,14,0.008411644870868108,0.009902576066241703,0.010596701058027206,0.0016218989457656853,0.00203564867682836,0.002168048590768416
fiqa_5bin,0.05,20,20,0.04107248472103568,0.046954064533087994,0.04771801274889926,0.006984095460337951,0.007679195008523244,0.0078115949224633
fiqa_5bin,0.1,20,20,0.08435466912006309,0.09129181178944601,0.09317703883814155,0.012594541813547822,0.013753041060523311,0.014050940866888437
fiqa_5bin,0.2,20,20,0.1740323322599724,0.18487546822632583,0.18905664717092724,0.025023583734670573,0.02643860781490492,0.027373682207106564
fiqa_5bin,0.3,20,20,0.2630117631596241,0.27851662614181505,0.28335907209042516,0.0381146252254936,0.04011717392383695,0.040895023418234776
global_safe,0.01,20,20,0.007253400801734902,0.009356312019451928,0.009988828284155878,0.0015556989887956572,0.001985998709100839,0.002068748655313374
global_safe,0.05,20,20,0.038640993625550374,0.04599296839061576,0.04702799500558586,0.005809046224119954,0.00662827069162405,0.006785495589427867
global_safe,0.1,20,20,0.0786209502530065,0.08962016166129985,0.09197772228428731,0.010658193072174502,0.012296642007182695,0.012594541813547822
global_safe,0.2,20,20,0.16176808832227113,0.17938818426759545,0.18247683511861734,0.020952286381013853,0.02304586002019099,0.02350098472435993
global_safe,0.3,20,20,0.2476835118617336,0.27396990208319644,0.27780607215614117,0.031958029227281005,0.03569832679608759,0.03614517650563527
