partition_seed,target_fpir,reference_method,candidate_method,metric,reference_successes,candidate_successes,both_successes,total,candidate_minus_reference,paired_bootstrap95_low,paired_bootstrap95_high,resampling_unit,resamples,bootstrap_seed
0,0.01,global_safe,fiqa_2bin,fpir,1065,1036,833,121736,-0.00023822041138200697,-0.0005832292830387067,7.393047249786423e-05,query,2000,8972
0,0.01,global_safe,fiqa_2bin,tpir_at_rank_k,112,104,90,60423,-0.00013239991394005594,-0.00035111337334069496,8.822511443654721e-05,mated_identity_cluster,2000,8972
0,0.01,global_safe,fiqa_5bin,fpir,1065,1075,764,121736,8.214496944207137e-05,-0.0003367943747124926,0.00048486068213182514,query,2000,8972
0,0.01,global_safe,fiqa_5bin,tpir_at_rank_k,112,104,75,60423,-0.00013239991394005594,-0.0007868448083186775,0.0004038201352811373,mated_identity_cluster,2000,8972
0,0.01,global_safe,continuous_fiqa,fpir,1065,1108,865,121736,0.0003532233686009069,8.214496944207137e-06,0.0006818032463691923,query,2000,8972
0,0.01,global_safe,continuous_fiqa,tpir_at_rank_k,112,150,91,60423,0.0006288995912152657,0.00011217225863095091,0.0011547562089357752,mated_identity_cluster,2000,8972
0,0.01,global_safe,continuous_fiqa_margin,fpir,1065,1108,870,121736,0.0003532233686009069,1.622363146480946e-05,0.0006735887494249852,query,2000,8972
0,0.01,global_safe,continuous_fiqa_margin,tpir_at_rank_k,112,134,88,60423,0.0003640997633351538,-0.00010295571967839161,0.0008458364442790929,mated_identity_cluster,2000,8972
0,0.01,global_safe,continuous_fiqa_margin_distortion,fpir,1065,1491,678,121736,0.00349937569823224,0.0029325754090819478,0.004091024840638758,query,2000,8972
0,0.01,global_safe,continuous_fiqa_margin_distortion,tpir_at_rank_k,112,114,67,60423,3.3099978485013984e-05,-0.0006161623861407001,0.0005983256575295697,mated_identity_cluster,2000,8972
0,0.01,global_safe,continuous_fiqa_runnerup,fpir,1065,1328,103,121736,0.002160412696326477,0.0013962591180916083,0.0029243609121377408,query,2000,8972
0,0.01,global_safe,continuous_fiqa_runnerup,tpir_at_rank_k,112,466,17,60423,0.0058586961918474754,0.003135586977206508,0.009117351656477743,mated_identity_cluster,2000,8972
0,0.01,fiqa_2bin,fiqa_5bin,fpir,1036,1075,736,121736,0.00032036538082407835,-0.00010678846027469278,0.0007064467372018138,query,2000,8972
0,0.01,fiqa_2bin,fiqa_5bin,tpir_at_rank_k,104,104,75,60423,0.0,-0.0005250655142810239,0.0004459467218400053,mated_identity_cluster,2000,8972
0,0.01,fiqa_2bin,continuous_fiqa,fpir,1036,1108,845,121736,0.0005914437799829139,0.0002464349083262141,0.0009282381546954064,query,2000,8972
0,0.01,fiqa_2bin,continuous_fiqa,tpir_at_rank_k,104,150,91,60423,0.0007612995051553217,0.0003564265244013768,0.0012004832805789715,mated_identity_cluster,2000,8972
0,0.01,fiqa_5bin,continuous_fiqa,fpir,1075,1108,844,121736,0.0002710783991588355,-9.857396333048565e-05,0.0006160872708155352,query,2000,8972
0,0.01,fiqa_5bin,continuous_fiqa,tpir_at_rank_k,104,150,86,60423,0.0007612995051553217,0.00038159812461031694,0.001189849617771477,mated_identity_cluster,2000,8972
0,0.01,continuous_fiqa,continuous_fiqa_margin,fpir,1108,1108,1065,121736,0.0,-0.0001560754419399356,0.00014786094499572846,query,2000,8972
0,0.01,continuous_fiqa,continuous_fiqa_margin,tpir_at_rank_k,150,134,131,60423,-0.0002647998278801119,-0.0004507506919023634,-9.802088267802908e-05,mated_identity_cluster,2000,8972
0,0.01,continuous_fiqa,continuous_fiqa_margin_distortion,fpir,1108,1491,763,121736,0.0031461523296313332,0.0026122100282578694,0.0036965236248932116,query,2000,8972
0,0.01,continuous_fiqa,continuous_fiqa_margin_distortion,tpir_at_rank_k,150,114,84,60423,-0.0005957996127302517,-0.001035253759774434,-0.00012248495391233846,mated_identity_cluster,2000,8972
0,0.01,continuous_fiqa,continuous_fiqa_runnerup,fpir,1108,1328,109,121736,0.00180718932772557,0.0010432411119143065,0.002571342905960438,query,2000,8972
0,0.01,continuous_fiqa,continuous_fiqa_runnerup,tpir_at_rank_k,150,466,50,60423,0.00522979660063221,0.0027395075676959276,0.008185464410681237,mated_identity_cluster,2000,8972
0,0.01,continuous_fiqa_margin,continuous_fiqa_margin_distortion,fpir,1108,1491,772,121736,0.0031461523296313332,0.002628639022146284,0.0036885144903726088,query,2000,8972
0,0.01,continuous_fiqa_margin,continuous_fiqa_margin_distortion,tpir_at_rank_k,134,114,79,60423,-0.00033099978485013986,-0.0008054413169208805,0.00016740470051825876,mated_identity_cluster,2000,8972
0,0.05,global_safe,fiqa_2bin,fpir,5677,5390,4679,121736,-0.0023575606229874484,-0.0030393638693566407,-0.001691981008083066,query,2000,8972
0,0.05,global_safe,fiqa_2bin,tpir_at_rank_k,405,397,347,60423,-0.00013239991394005594,-0.000659503436741273,0.00036477228323821367,mated_identity_cluster,2000,8972
0,0.05,global_safe,fiqa_5bin,fpir,5677,5619,4366,121736,-0.00047644082276401394,-0.0012732470263521062,0.00032036538082407835,query,2000,8972
0,0.05,global_safe,fiqa_5bin,tpir_at_rank_k,405,453,318,60423,0.0007943994836403357,-0.00030947614193166633,0.0018669295151788586,mated_identity_cluster,2000,8972
0,0.05,global_safe,continuous_fiqa,fpir,5677,5900,4642,121736,0.0018318328185581915,0.0010350266149700992,0.002587566537425248,query,2000,8972
