schema_version,metric_contract,rank_k,model_uid,method,target_fpir,score_space,test_probe_count,test_non_mated_count,test_mated_count,false_accept_count,true_identification_at_rank_k_count,realized_fpir,fpir_wilson95_low,fpir_wilson95_high,tpir_at_rank_k,tpir_at_rank_k_wilson95_low,tpir_at_rank_k_wilson95_high,target_met_on_test,target_met_by_wilson_upper,threshold_fit_on_test,partition_seed,tpir_cluster95_low,tpir_cluster95_high
2,genuine-score-topk-v2,20,conditional-threshold-664a76ef8b4c329df5f178d0,global_safe,0.01,negative_squared_l2_adc,182159,121736,60423,1065,112,0.008748439245580601,0.00824060579019465,0.00928727524900056,0.001853598795160783,0.0015408521998695373,0.0022296817767567616,True,True,False,0,0.0006947918234403179,0.0036418220782201633
2,genuine-score-topk-v2,20,conditional-threshold-74622136051113ba078c62f5,fiqa_2bin,0.01,negative_squared_l2_adc,182159,121736,60423,1036,104,0.008510218834198594,0.008009498759596641,0.00904195649076083,0.0017211988812207272,0.001420858574314379,0.002084892408302485,True,True,False,0,0.0006387266473697911,0.0033869553672045832
2,genuine-score-topk-v2,20,conditional-threshold-168ccf7d89550361d53aecbf,fiqa_5bin,0.01,negative_squared_l2_adc,182159,121736,60423,1075,104,0.008830584215022672,0.00832032092699878,0.009371844866968066,0.0017211988812207272,0.001420858574314379,0.002084892408302485,True,True,False,0,0.0008059089040705905,0.002973960798460606
2,genuine-score-topk-v2,20,continuous-threshold-ba96c97f6005e5d461295c0f,continuous_fiqa,0.01,negative_squared_l2_adc,182159,121736,60423,1108,150,0.009101662614181508,0.008583462025692035,0.009650843459021206,0.002482498386376049,0.0021160988366716155,0.0029121543614995,True,True,False,0,0.0013458938724464718,0.004054748886389045
2,genuine-score-topk-v2,20,continuous-threshold-878987ca0cc5d42f846495b8,continuous_fiqa_margin,0.01,negative_squared_l2_adc,182159,121736,60423,1108,134,0.009101662614181508,0.008583462025692035,0.009650843459021206,0.002217698558495937,0.0018729496404369579,0.002625737569715288,True,True,False,0,0.0010939090355741973,0.0038034334250579027
2,genuine-score-topk-v2,20,continuous-threshold-811caa216ef2e407875c469a,continuous_fiqa_margin_distortion,0.01,negative_squared_l2_adc,182159,121736,60423,1491,114,0.012247814943812841,0.011645161312103247,0.012881250280363587,0.0018866987736457972,0.0015709202243808773,0.0022658095007477806,False,False,False,0,0.0009199713002040127,0.0031525137693144104
2,genuine-score-topk-v2,20,continuous-threshold-7ccb30c6166efe0a3dc40cd5,continuous_fiqa_runnerup,0.01,negative_squared_l2_adc,182159,121736,60423,1328,466,0.010908851941907077,0.010340582936834961,0.011507987152854234,0.007712294987008259,0.007045389704524886,0.008441791757018912,False,False,False,0,0.005307240485359551,0.010722079300070013
2,genuine-score-topk-v2,20,conditional-threshold-4c0e414fb5c3b2b9d4e09131,global_safe,0.05,negative_squared_l2_adc,182159,121736,60423,5677,405,0.04663369915226392,0.045463482694230326,0.047832527245642645,0.006702745643215332,0.0060827725429361944,0.007385438589285661,True,True,False,0,0.0035411865234275756,0.011330020164837248
2,genuine-score-topk-v2,20,conditional-threshold-ed95045644ace115f5f224c6,fiqa_2bin,0.05,negative_squared_l2_adc,182159,121736,60423,5390,397,0.04427613852927647,0.04313489505145861,0.04544614242646845,0.006570345729275276,0.005956787702401401,0.00724664043581102,True,True,False,0,0.003496129392136045,0.011006247360063925
2,genuine-score-topk-v2,20,conditional-threshold-937bc68b0bd43375673fe58f,fiqa_5bin,0.05,negative_squared_l2_adc,182159,121736,60423,5619,453,0.0461572583294999,0.044992827918891705,0.04735033044330577,0.007497145126855668,0.006839966322509312,0.008216942773769154,True,True,False,0,0.004603093480046854,0.011546260538432013
