partition_seed,target_fpir,stage,reference_method,candidate_method,reference_realized_fpir,reference_tpir_at_rank_k,reference_target_met_on_test,reference_target_met_by_wilson_upper,candidate_realized_fpir,candidate_tpir_at_rank_k,candidate_target_met_on_test,candidate_target_met_by_wilson_upper,delta_fpir,delta_fpir_ci_low,delta_fpir_ci_high,fpir_resampling_unit,delta_tpir_at_rank_k,delta_tpir_at_rank_k_ci_low,delta_tpir_at_rank_k_ci_high,tpir_at_rank_k_resampling_unit,tpir_ci_direction,operating_point_status,same_realized_fpir_enforced,test_based_selection
0,0.01,continuous_vs_2bin,fiqa_2bin,continuous_fiqa,0.008510218834198594,0.0017211988812207272,True,True,0.009101662614181508,0.002482498386376049,True,True,0.0005914437799829139,0.0002464349083262141,0.0009282381546954064,query,0.0007612995051553217,0.0003564265244013768,0.0012004832805789715,mated_identity_cluster,increase,both_point_targets_met,False,False
0,0.01,continuous_vs_5bin,fiqa_5bin,continuous_fiqa,0.008830584215022672,0.0017211988812207272,True,True,0.009101662614181508,0.002482498386376049,True,True,0.0002710783991588355,-9.857396333048565e-05,0.0006160872708155352,query,0.0007612995051553217,0.00038159812461031694,0.001189849617771477,mated_identity_cluster,increase,both_point_targets_met,False,False
0,0.01,add_margin,continuous_fiqa,continuous_fiqa_margin,0.009101662614181508,0.002482498386376049,True,True,0.009101662614181508,0.002217698558495937,True,True,0.0,-0.0001560754419399356,0.00014786094499572846,query,-0.0002647998278801119,-0.0004507506919023634,-9.802088267802908e-05,mated_identity_cluster,decrease,both_point_targets_met,False,False
0,0.01,add_gallery_distortion,continuous_fiqa_margin,continuous_fiqa_margin_distortion,0.009101662614181508,0.002217698558495937,True,True,0.012247814943812841,0.0018866987736457972,False,False,0.0031461523296313332,0.002628639022146284,0.0036885144903726088,query,-0.00033099978485013986,-0.0008054413169208805,0.00016740470051825876,mated_identity_cluster,includes_zero,candidate_misses_target,False,False
0,0.01,runnerup_control,continuous_fiqa,continuous_fiqa_runnerup,0.009101662614181508,0.002482498386376049,True,True,0.010908851941907077,0.007712294987008259,False,False,0.00180718932772557,0.0010432411119143065,0.002571342905960438,query,0.00522979660063221,0.0027395075676959276,0.008185464410681237,mated_identity_cluster,increase,candidate_misses_target,False,False
0,0.05,continuous_vs_2bin,fiqa_2bin,continuous_fiqa,0.04427613852927647,0.006570345729275276,True,True,0.04846553197082211,0.009019744137166311,True,True,0.00418939344154564,0.00344187421962279,0.004920483669580075,query,0.002449398407891035,0.0013884138730739085,0.003681859765157644,mated_identity_cluster,increase,both_point_targets_met,False,False
0,0.05,continuous_vs_5bin,fiqa_5bin,continuous_fiqa,0.0461572583294999,0.007497145126855668,True,True,0.04846553197082211,0.009019744137166311,True,True,0.0023082736413222054,0.0015525399224551489,0.0030151311033712273,query,0.0015225990103106433,0.000710315525641586,0.0024667570052787358,mated_identity_cluster,increase,both_point_targets_met,False,False
0,0.05,add_margin,continuous_fiqa,continuous_fiqa_margin,0.04846553197082211,0.009019744137166311,True,True,0.04791516067556023,0.008490144481406087,True,True,-0.0005503712952618781,-0.0008380840507327327,-0.0002792928961030427,query,-0.0005295996557602237,-0.000863733794583424,-0.0002573638169895577,mated_identity_cluster,decrease,both_point_targets_met,False,False
0,0.05,add_gallery_distortion,continuous_fiqa_margin,continuous_fiqa_margin_distortion,0.04791516067556023,0.008490144481406087,True,True,0.05599822566866005,0.006984095460337951,False,False,0.008083064993099822,0.006990536899520274,0.009200236577511994,query,-0.0015060490210681364,-0.00276868729056531,-0.0005032622137074396,mated_identity_cluster,decrease,candidate_misses_target,False,False
0,0.05,runnerup_control,continuous_fiqa,continuous_fiqa_runnerup,0.04846553197082211,0.009019744137166311,True,True,0.05360780705789577,0.014100590834615958,False,False,0.005142275087073668,0.0034334543602549785,0.006850890451468752,query,0.005080846697449647,0.0009714348737186706,0.009027739256067301,mated_identity_cluster,increase,candidate_misses_target,False,False
0,0.1,continuous_vs_2bin,fiqa_2bin,continuous_fiqa,0.08817441019911941,0.012693841749002862,True,True,0.09397384504172965,0.015126690167651391,True,True,0.0057994348426102385,0.004772622724584346,0.00688374843924558,query,0.0024328484186485278,0.0009970036603393771,0.003971589531905512,mated_identity_cluster,increase,both_point_targets_met,False,False
0,0.1,continuous_vs_5bin,fiqa_5bin,continuous_fiqa,0.09125484655319709,0.013604091157340749,True,True,0.09397384504172965,0.015126690167651391,True,True,0.0027189984885325623,0.0017659114805809294,0.0036965236248932116,query,0.0015225990103106433,0.0005801518787766186,0.002540956273359977,mated_identity_cluster,increase,both_point_targets_met,False,False
0,0.1,add_margin,continuous_fiqa,continuous_fiqa_margin,0.09397384504172965,0.015126690167651391,True,True,0.09297167641453638,0.014398490640981084,True,True,-0.0010021686271932707,-0.0013471774988499704,-0.0006735887494249852,query,-0.0007281995266703076,-0.0012178938060109145,-0.00034802567984744615,mated_identity_cluster,decrease,both_point_targets_met,False,False
0,0.1,add_gallery_distortion,continuous_fiqa_margin,continuous_fiqa_margin_distortion,0.09297167641453638,0.014398490640981084,True,True,0.10936781231517381,0.012627641792032835,False,False,0.016396135900637446,0.01491752645068016,0.0178418873628179,query,-0.0017708488489482483,-0.0031219583070471292,-0.0005212216989370052,mated_identity_cluster,decrease,candidate_misses_target,False,False
0,0.1,runnerup_control,continuous_fiqa,continuous_fiqa_runnerup,0.09397384504172965,0.015126690167651391,True,True,0.10489912597752514,0.017923638349635073,False,False,0.010925280935795492,0.008772466649142408,0.01332411940592758,query,0.0027969481819836817,-0.0022137710579956124,0.007301008018140197,mated_identity_cluster,includes_zero,candidate_misses_target,False,False
0,0.2,continuous_vs_2bin,fiqa_2bin,continuous_fiqa,0.18071893277255702,0.025023583734670573,True,True,0.18806269304067819,0.0281680816907469,True,True,0.00734376026812118,0.005922446934349741,0.008789511730301637,query,0.0031444979560763284,0.0011608565640884073,0.005118770224241015,mated_identity_cluster,increase,both_point_targets_met,False,False
0,0.2,continuous_vs_5bin,fiqa_5bin,continuous_fiqa,0.185992639810738,0.02657928272346623,True,True,0.18806269304067819,0.0281680816907469,True,True,0.0020700532299401985,0.000829458828941316,0.0033681491095485304,query,0.0015887989672806713,0.0005691691224866469,0.002656278635177113,mated_identity_cluster,increase,both_point_targets_met,False,False
0,0.2,add_margin,continuous_fiqa,continuous_fiqa_margin,0.18806269304067819,0.0281680816907469,True,True,0.18757803772096998,0.027555732088774144,True,True,-0.00048465531970822107,-0.0009118091608069921,-7.372511007426018e-05,query,-0.0006123496019727587,-0.0010737944050940112,-0.00025185189915180557,mated_identity_cluster,decrease,both_point_targets_met,False,False
0,0.2,add_gallery_distortion,continuous_fiqa_margin,continuous_fiqa_margin_distortion,0.18757803772096998,0.027555732088774144,True,True,0.20620851679043176,0.024229184251030236,False,False,0.018630479069461785,0.016757368403758955,0.020552671354406256,query,-0.0033265478377439055,-0.004723283486998771,-0.001985044224768921,mated_identity_cluster,decrease,candidate_misses_target,False,False
