dataset,model_uid,run_id,extraction_uid,origin_embedding_artifact_uid,compression_family,compression_profile,sample_count,origin_dimension,search_dimension,reconstruction_available,metric_vector_source,mean_reconstruction_mse,p95_reconstruction_mse,mean_angular_error_rad,p95_angular_error_rad,mean_cosine_to_origin,p05_cosine_to_origin,compression_origin_fallback_count,storage_bytes_per_embedding,codebook_bytes,codebook_bytes_source,summary_artifact_type,summary_claim_status,derived_evaluation_paper_eligible,protocol_uid,search_mode,origin_score_space,compressed_score_space,score_spaces_comparable,frozen_origin_threshold_applicable,latency_measurement_repeats,latency_timer,compressed_index_build_latency_ms,compressed_gallery_add_latency_ms,compressed_gallery_encode_latency_ms,origin_search_latency_ms_total,compressed_search_latency_ms_total,compressed_search_latency_ms_per_query,compressed_search_queries_per_second,gallery_template_count,origin_storage_bytes_per_embedding,origin_gallery_storage_bytes,compressed_gallery_storage_bytes,amortized_storage_bytes_per_gallery_template,threshold_policy,threshold_source_split,evaluation_split,top_k,query_count,mated_count,non_mated_count,decision_threshold,origin_decision_threshold,compressed_decision_threshold,origin_rank1_correct_count,origin_rank1_rate,compressed_rank1_correct_count,compressed_rank1_rate,origin_top_k_correct_count,origin_top_k_rate,compressed_top_k_correct_count,compressed_top_k_rate,origin_accepted_count,compressed_accepted_count,origin_dir_rank1_count,origin_dir_rank1,compressed_dir_rank1_count,compressed_dir_rank1,origin_false_accept_count,origin_fpir,compressed_false_accept_count,compressed_fpir,agreement_with_origin_count,agreement_with_origin_rate,mean_top_k_identity_jaccard,mean_top1_score_drift,mean_abs_top1_score_drift,threshold_crossing_count,threshold_crossing_rate,accept_to_reject_count,accept_to_reject_rate,reject_to_accept_count,reject_to_accept_rate,origin_decision_correct_count,origin_decision_correct_rate,compressed_decision_correct_count,compressed_decision_correct_rate,retrieval_origin_fallback_count
lfw,adaface-4df25b75e065b0b9ed43,20260804-R001-60fc86b5,population-0c3f8eb0cc9ad7c3ceebe1c0,origin-embedding-f9ef3c43b6f4f4e850cb8067,pca,pca_32,13195,512,32,True,reconstruction,0.00152393640177,0.00175913057301,1.09607740031,1.25011612561,0.447931862023,0.315212158833,0,128,0,not_applicable,step4_search_space_refresh,validation_required,True,lfw-identity-disjoint-open-set-v1,pca_reconstruction_cosine,cosine_similarity,cosine_similarity,True,True,1,time.perf_counter,,,,9.97610000195,10.1009999926,0.00466774491339,214236.214394,50,2048,102400,6400,128,frozen_origin,calibration,test,20,2164,476,1688,0.427400618792,0.427400618792,0.427400618792,466,0.978991596639,462,0.970588235294,469,0.985294117647,471,0.989495798319,463,1112,462,0.970588235294,462,0.970588235294,1,0.000592417061611,648,0.383886255924,657,0.303604436229,0.420693509876,0.210660347448,0.222934088635,649,0.299907578558,0,0,649,0.299907578558,2149,0.993068391867,1502,0.694085027726,0
lfw,adaface-4df25b75e065b0b9ed43,20260804-R001-60fc86b5,population-0c3f8eb0cc9ad7c3ceebe1c0,origin-embedding-f9ef3c43b6f4f4e850cb8067,pca,pca_64,13195,512,64,True,reconstruction,0.00124334830966,0.00152748166172,0.926269128455,1.08508389011,0.592237879226,0.466838515966,0,256,0,not_applicable,step4_search_space_refresh,validation_required,True,lfw-identity-disjoint-open-set-v1,pca_reconstruction_cosine,cosine_similarity,cosine_similarity,True,True,1,time.perf_counter,,,,9.42370001576,9.72780000302,0.00449528650787,222455.23133,50,2048,102400,12800,256,frozen_origin,calibration,test,20,2164,476,1688,0.427400618792,0.427400618792,0.427400618792,466,0.978991596639,462,0.970588235294,469,0.985294117647,469,0.985294117647,463,488,462,0.970588235294,462,0.970588235294,1,0.000592417061611,25,0.0148104265403,808,0.373382624769,0.498247263414,0.120238753829,0.127336430418,25,0.0115526802218,0,0,25,0.0115526802218,2149,0.993068391867,2125,0.981977818854,0
lfw,adaface-4df25b75e065b0b9ed43,20260804-R001-60fc86b5,population-0c3f8eb0cc9ad7c3ceebe1c0,origin-embedding-f9ef3c43b6f4f4e850cb8067,pca,pca_128,13195,512,128,True,reconstruction,0.000826612877447,0.00111368289979,0.703823951699,0.855834655708,0.755630978272,0.655588474215,0,512,0,not_applicable,step4_search_space_refresh,validation_required,True,lfw-identity-disjoint-open-set-v1,pca_reconstruction_cosine,cosine_similarity,cosine_similarity,True,True,1,time.perf_counter,,,,10.3204000043,9.73310001427,0.00449773568127,222334.096724,50,2048,102400,25600,512,frozen_origin,calibration,test,20,2164,476,1688,0.427400618792,0.427400618792,0.427400618792,466,0.978991596639,463,0.97268907563,469,0.985294117647,469,0.985294117647,463,465,462,0.970588235294,463,0.97268907563,1,0.000592417061611,2,0.00118483412322,1069,0.493992606285,0.607586169709,0.0558010635264,0.0597595240139,2,0.000924214417745,0,0,2,0.000924214417745,2149,0.993068391867,2149,0.993068391867,0
lfw,adaface-4df25b75e065b0b9ed43,20260804-R001-60fc86b5,population-0c3f8eb0cc9ad7c3ceebe1c0,origin-embedding-f9ef3c43b6f4f4e850cb8067,pca,pca_256,13195,512,256,True,reconstruction,0.000257967196541,0.000410031304328,0.365698427585,0.475954350306,0.931270009232,0.888855855622,0,1024,0,not_applicable,step4_search_space_refresh,validation_required,True,lfw-identity-disjoint-open-set-v1,pca_reconstruction_cosine,cosine_similarity,cosine_similarity,True,True,1,time.perf_counter,,,,9.20400000177,10.0495000079,0.00464394639921,215334.096055,50,2048,102400,51200,1024,frozen_origin,calibration,test,20,2164,476,1688,0.427400618792,0.427400618792,0.427400618792,466,0.978991596639,463,0.97268907563,469,0.985294117647,469,0.985294117647,463,464,462,0.970588235294,463,0.97268907563,1,0.000592417061611,1,0.000592417061611,1638,0.756931608133,0.791779357322,0.0133968668279,0.0165009084424,1,0.000462107208872,0,0,1,0.000462107208872,2149,0.993068391867,2150,0.993530499076,0
lfw,adaface-4df25b75e065b0b9ed43,20260804-R001-60fc86b5,population-0c3f8eb0cc9ad7c3ceebe1c0,origin-embedding-f9ef3c43b6f4f4e850cb8067,pca,pca_384,13195,512,384,True,reconstruction,2.41502487325e-07,4.28755589246e-07,0.0108698366086,0.0148145671872,0.999938206077,0.999890266306,0,1536,0,not_applicable,step4_search_space_refresh,validation_required,True,lfw-identity-disjoint-open-set-v1,pca_reconstruction_cosine,cosine_similarity,cosine_similarity,True,True,1,time.perf_counter,,,,10.2985000121,10.3137999831,0.00476608132307,209815.975057,50,2048,102400,76800,1536,frozen_origin,calibration,test,20,2164,476,1688,0.427400618792,0.427400618792,0.427400618792,466,0.978991596639,466,0.978991596639,469,0.985294117647,469,0.985294117647,463,463,462,0.970588235294,462,0.970588235294,1,0.000592417061611,1,0.000592417061611,2163,0.999537892791,0.999691928527,1.30038333165e-05,2.07230651858e-05,0,0,0,0,0,0,2149,0.993068391867,2149,0.993068391867,0
lfw,adaface-4df25b75e065b0b9ed43,20260804-R001-60fc86b5,population-0c3f8eb0cc9ad7c3ceebe1c0,origin-embedding-f9ef3c43b6f4f4e850cb8067,pca,pca_32,13195,512,32,True,reconstruction,0.00152393640177,0.00175913057301,1.09607740031,1.25011612561,0.447931862023,0.315212158833,0,128,0,not_applicable,step4_search_space_refresh,validation_required,True,lfw-identity-disjoint-open-set-v1,pca_reconstruction_cosine,cosine_similarity,cosine_similarity,True,True,1,time.perf_counter,,,,9.97610000195,10.1009999926,0.00466774491339,214236.214394,50,2048,102400,6400,128,recalibrated_compressed,calibration,test,20,2164,476,1688,,0.427400618792,0.607470750809,466,0.978991596639,462,0.970588235294,469,0.985294117647,471,0.989495798319,463,457,462,0.970588235294,443,0.930672268908,1,0.000592417061611,14,0.00829383886256,657,0.303604436229,0.420693509876,0.210660347448,0.222934088635,32,0.0147874306839,19,0.00878003696858,13,0.00600739371534,2149,0.993068391867,2117,0.978280961183,0
lfw,adaface-4df25b75e065b0b9ed43,20260804-R001-60fc86b5,population-0c3f8eb0cc9ad7c3ceebe1c0,origin-embedding-f9ef3c43b6f4f4e850cb8067,pca,pca_64,13195,512,64,True,reconstruction,0.00124334830966,0.00152748166172,0.926269128455,1.08508389011,0.592237879226,0.466838515966,0,256,0,not_applicable,step4_search_space_refresh,validation_required,True,lfw-identity-disjoint-open-set-v1,pca_reconstruction_cosine,cosine_similarity,cosine_similarity,True,True,1,time.perf_counter,,,,9.42370001576,9.72780000302,0.00449528650787,222455.23133,50,2048,102400,12800,256,recalibrated_compressed,calibration,test,20,2164,476,1688,,0.427400618792,0.468291521072,466,0.978991596639,462,0.970588235294,469,0.985294117647,469,0.985294117647,463,469,462,0.970588235294,462,0.970588235294,1,0.000592417061611,7,0.00414691943128,808,0.373382624769,0.498247263414,0.120238753829,0.127336430418,6,0.00277264325323,0,0,6,0.00277264325323,2149,0.993068391867,2143,0.990295748614,0
lfw,adaface-4df25b75e065b0b9ed43,20260804-R001-60fc86b5,population-0c3f8eb0cc9ad7c3ceebe1c0,origin-embedding-f9ef3c43b6f4f4e850cb8067,pca,pca_128,13195,512,128,True,reconstruction,0.000826612877447,0.00111368289979,0.703823951699,0.855834655708,0.755630978272,0.655588474215,0,512,0,not_applicable,step4_search_space_refresh,validation_required,True,lfw-identity-disjoint-open-set-v1,pca_reconstruction_cosine,cosine_similarity,cosine_similarity,True,True,1,time.perf_counter,,,,10.3204000043,9.73310001427,0.00449773568127,222334.096724,50,2048,102400,25600,512,recalibrated_compressed,calibration,test,20,2164,476,1688,,0.427400618792,0.471009552479,466,0.978991596639,463,0.97268907563,469,0.985294117647,469,0.985294117647,463,464,462,0.970588235294,463,0.97268907563,1,0.000592417061611,1,0.000592417061611,1069,0.493992606285,0.607586169709,0.0558010635264,0.0597595240139,1,0.000462107208872,0,0,1,0.000462107208872,2149,0.993068391867,2150,0.993530499076,0
lfw,adaface-4df25b75e065b0b9ed43,20260804-R001-60fc86b5,population-0c3f8eb0cc9ad7c3ceebe1c0,origin-embedding-f9ef3c43b6f4f4e850cb8067,pca,pca_256,13195,512,256,True,reconstruction,0.000257967196541,0.000410031304328,0.365698427585,0.475954350306,0.931270009232,0.888855855622,0,1024,0,not_applicable,step4_search_space_refresh,validation_required,True,lfw-identity-disjoint-open-set-v1,pca_reconstruction_cosine,cosine_similarity,cosine_similarity,True,True,1,time.perf_counter,,,,9.20400000177,10.0495000079,0.00464394639921,215334.096055,50,2048,102400,51200,1024,recalibrated_compressed,calibration,test,20,2164,476,1688,,0.427400618792,0.412185072899,466,0.978991596639,463,0.97268907563,469,0.985294117647,469,0.985294117647,463,464,462,0.970588235294,463,0.97268907563,1,0.000592417061611,1,0.000592417061611,1638,0.756931608133,0.791779357322,0.0133968668279,0.0165009084424,1,0.000462107208872,0,0,1,0.000462107208872,2149,0.993068391867,2150,0.993530499076,0
lfw,adaface-4df25b75e065b0b9ed43,20260804-R001-60fc86b5,population-0c3f8eb0cc9ad7c3ceebe1c0,origin-embedding-f9ef3c43b6f4f4e850cb8067,pca,pca_384,13195,512,384,True,reconstruction,2.41502487325e-07,4.28755589246e-07,0.0108698366086,0.0148145671872,0.999938206077,0.999890266306,0,1536,0,not_applicable,step4_search_space_refresh,validation_required,True,lfw-identity-disjoint-open-set-v1,pca_reconstruction_cosine,cosine_similarity,cosine_similarity,True,True,1,time.perf_counter,,,,10.2985000121,10.3137999831,0.00476608132307,209815.975057,50,2048,102400,76800,1536,recalibrated_compressed,calibration,test,20,2164,476,1688,,0.427400618792,0.427415370941,466,0.978991596639,466,0.978991596639,469,0.985294117647,469,0.985294117647,463,463,462,0.970588235294,462,0.970588235294,1,0.000592417061611,1,0.000592417061611,2163,0.999537892791,0.999691928527,1.30038333165e-05,2.07230651858e-05,0,0,0,0,0,0,2149,0.993068391867,2149,0.993068391867,0
lfw,adaface-4df25b75e065b0b9ed43,20260804-R001-60fc86b5,population-0c3f8eb0cc9ad7c3ceebe1c0,origin-embedding-f9ef3c43b6f4f4e850cb8067,pq,pq_512_m8_b8,13195,512,512,True,reconstruction,0.00144727885605,0.00177668149366,1.04482804702,1.2348527632,0.486543302966,0.329660134563,0,8,524288,faiss_centroids,step4_search_space_refresh,validation_required,True,lfw-identity-disjoint-open-set-v1,pq_adc_exhaustive,cosine_similarity,negative_squared_l2_adc,False,False,1,time.perf_counter,0.0980999902822,0.0140000192914,0.850000011269,9.52859999961,10.7690999866,0.0049764787369,200945.297442,50,2048,102400,524688,10493.76,recalibrated_compressed,calibration,test,20,2164,476,1688,,0.427400618792,-1.04718208313,466,0.978991596639,463,0.97268907563,469,0.985294117647,471,0.989495798319,463,479,462,0.970588235294,457,0.960084033613,1,0.000592417061611,22,0.0130331753555,666,0.307763401109,0.388741790237,,,28,0.0129390018484,6,0.00277264325323,22,0.0101663585952,2149,0.993068391867,2123,0.981053604436,0
lfw,adaface-4df25b75e065b0b9ed43,20260804-R001-60fc86b5,population-0c3f8eb0cc9ad7c3ceebe1c0,origin-embedding-f9ef3c43b6f4f4e850cb8067,pq,pq_512_m16_b8,13195,512,512,True,reconstruction,0.00127163896763,0.00156533797308,0.935558433782,1.08883111697,0.582771892679,0.463521413816,0,16,524288,faiss_centroids,step4_search_space_refresh,validation_required,True,lfw-identity-disjoint-open-set-v1,pq_adc_exhaustive,cosine_similarity,negative_squared_l2_adc,False,False,1,time.perf_counter,0.133599998662,0.0158000038937,0.867900002049,9.37789998716,17.8890000097,0.00826663586402,120968.192678,50,2048,102400,525088,10501.76,recalibrated_compressed,calibration,test,20,2164,476,1688,,0.427400618792,-1.09973073006,466,0.978991596639,463,0.97268907563,469,0.985294117647,469,0.985294117647,463,465,462,0.970588235294,463,0.97268907563,1,0.000592417061611,2,0.00118483412322,805,0.371996303142,0.460567285487,,,2,0.000924214417745,0,0,2,0.000924214417745,2149,0.993068391867,2149,0.993068391867,0
lfw,adaface-4df25b75e065b0b9ed43,20260804-R001-60fc86b5,population-0c3f8eb0cc9ad7c3ceebe1c0,origin-embedding-f9ef3c43b6f4f4e850cb8067,pq,pq_512_m32_b8,13195,512,512,True,reconstruction,0.000980002844657,0.00119466092277,0.782427255687,0.890074476965,0.704199230438,0.629354150882,0,32,524288,faiss_centroids,step4_search_space_refresh,validation_required,True,lfw-identity-disjoint-open-set-v1,pq_adc_exhaustive,cosine_similarity,negative_squared_l2_adc,False,False,1,time.perf_counter,0.167499994859,0.0132999848574,1.68049999047,9.7739000048,30.0954999984,0.0139073475039,71904.4375443,50,2048,102400,525888,10517.76,recalibrated_compressed,calibration,test,20,2164,476,1688,,0.427400618792,-1.21025907993,466,0.978991596639,463,0.97268907563,469,0.985294117647,469,0.985294117647,463,472,462,0.970588235294,463,0.97268907563,1,0.000592417061611,9,0.0053317535545,973,0.449630314233,0.543990871947,,,9,0.00415896487985,0,0,9,0.00415896487985,2149,0.993068391867,2142,0.989833641405,0
lfw,adaface-4df25b75e065b0b9ed43,20260804-R001-60fc86b5,population-0c3f8eb0cc9ad7c3ceebe1c0,origin-embedding-f9ef3c43b6f4f4e850cb8067,pq,pq_512_m64_b8,13195,512,512,True,reconstruction,0.000567533619495,0.0006836156585,0.567089528136,0.631983563113,0.842082006203,0.80685731359,0,64,524288,faiss_centroids,step4_search_space_refresh,validation_required,True,lfw-identity-disjoint-open-set-v1,pq_adc_exhaustive,cosine_similarity,negative_squared_l2_adc,False,False,1,time.perf_counter,0.153100001626,0.0135000154842,1.06009998126,9.50079999166,35.2913000097,0.016308364145,61318.2285551,50,2048,102400,527488,10549.76,recalibrated_compressed,calibration,test,20,2164,476,1688,,0.427400618792,-1.08744156361,466,0.978991596639,465,0.976890756303,469,0.985294117647,470,0.987394957983,463,463,462,0.970588235294,462,0.970588235294,1,0.000592417061611,1,0.000592417061611,1206,0.5573012939,0.634030533739,,,0,0,0,0,0,0,2149,0.993068391867,2149,0.993068391867,0
