method,model_uid,target_fpir,score_space,rank_k,quality_group,quality_cutpoints,name,fit_non_mated_count,safety_non_mated_count,raw_threshold,shrinkage_weight,threshold_before_safety,safety_threshold,final_threshold,used_global_fallback,fit_fpir_at_final_threshold,safety_fpir_at_final_threshold,fit_target_met,safety_target_met
global_empirical,conditional-threshold-23467c16e00b2755a0f49cca,0.01,negative_squared_l2_adc,20,all,[],all,98825,0,-0.16620007157325745,1.0,-0.16620007157325745,,-0.16620007157325745,False,0.009997470275739944,,True,
global_safe,conditional-threshold-cc8be883f60a6731b5174bc8,0.01,negative_squared_l2_adc,20,all,[],all,73447,25378,-0.16640906035900116,1.0,-0.16640906035900116,-0.16547667980194092,-0.16547667980194092,False,0.009775756668073577,0.009969264717471825,True,True
fiqa_2bin_conservative_shrunk_safe,conditional-threshold-53e9bcf9a6eb493a115de180,0.01,negative_squared_l2_adc,20,low,[0.5589450499999999],low,36880,12160,-0.15674106776714325,0.9946062567421791,-0.15674106776714325,-0.15208980441093445,-0.15208980441093445,False,0.009056399132321041,0.009950657894736842,True,True
fiqa_2bin_conservative_shrunk_safe,conditional-threshold-53e9bcf9a6eb493a115de180,0.01,negative_squared_l2_adc,20,high,[0.5589450499999999],high,36567,13218,-0.17909474670886993,0.9945603394348193,-0.1790257408810903,-0.1802191436290741,-0.1790257408810903,False,0.009899636284081276,0.009532455742169769,True,True
global_empirical,conditional-threshold-213e3722b41d5033574300e8,0.05,negative_squared_l2_adc,20,all,[],all,98825,0,-0.2576870024204254,1.0,-0.2576870024204254,,-0.2576870024204254,False,0.04999747027573995,,True,
global_safe,conditional-threshold-e75a172f6a9cc0ec758ab244,0.05,negative_squared_l2_adc,20,all,[],all,73447,25378,-0.2566547989845276,1.0,-0.2566547989845276,-0.2595927119255066,-0.2566547989845276,False,0.049995234659005815,0.047718496335408624,True,True
fiqa_2bin_conservative_shrunk_safe,conditional-threshold-e205a8457b6207aca970843c,0.05,negative_squared_l2_adc,20,low,[0.5589450499999999],low,36880,12160,-0.2415311634540558,0.9946062567421791,-0.2415311634540558,-0.2423853576183319,-0.2415311634540558,False,0.05,0.04958881578947368,True,True
fiqa_2bin_conservative_shrunk_safe,conditional-threshold-e205a8457b6207aca970843c,0.05,negative_squared_l2_adc,20,high,[0.5589450499999999],high,36567,13218,-0.2792372405529022,0.9945603394348193,-0.27911439973603724,-0.2859058976173401,-0.27911439973603724,False,0.04990838734377991,0.045619609623241034,True,True
global_empirical,conditional-threshold-4ff1a0092836d98c5b8d7dac,0.1,negative_squared_l2_adc,20,all,[],all,98825,0,-0.31927984952926636,1.0,-0.31927984952926636,,-0.31927984952926636,False,0.0999949405514799,,True,
global_safe,conditional-threshold-f24bed78ff20e6527a98f9a5,0.1,negative_squared_l2_adc,20,all,[],all,73447,25378,-0.31725454330444336,1.0,-0.31725454330444336,-0.3252860903739929,-0.31725454330444336,False,0.09999046931801163,0.09244227283473876,True,True
fiqa_2bin_conservative_shrunk_safe,conditional-threshold-4806b5aa30b2e3a7a9a8ec0a,0.1,negative_squared_l2_adc,20,low,[0.5589450499999999],low,36880,12160,-0.2930171489715576,0.9946062567421791,-0.2930171489715576,-0.29750239849090576,-0.2930171489715576,False,0.1,0.09547697368421053,True,True
fiqa_2bin_conservative_shrunk_safe,conditional-threshold-4806b5aa30b2e3a7a9a8ec0a,0.1,negative_squared_l2_adc,20,high,[0.5589450499999999],high,36567,13218,-0.3556000888347626,0.9945603394348193,-0.35539150208289094,-0.3685743808746338,-0.35539150208289094,False,0.09970738644132687,0.09086094719322137,True,True
global_empirical,conditional-threshold-0e9d00062c243c3e4d67aba3,0.2,negative_squared_l2_adc,20,all,[],all,98825,0,-0.40838387608528137,1.0,-0.40838387608528137,,-0.40838387608528137,False,0.2,,True,
global_safe,conditional-threshold-1f5a2b5876c9c7b7196bd4cb,0.2,negative_squared_l2_adc,20,all,[],all,73447,25378,-0.40511876344680786,1.0,-0.40511876344680786,-0.41808441281318665,-0.40511876344680786,False,0.19999455389600665,0.18468752462763022,True,True
fiqa_2bin_conservative_shrunk_safe,conditional-threshold-07ac8f430c681f6d6741a307,0.2,negative_squared_l2_adc,20,low,[0.5589450499999999],low,36880,12160,-0.36823204159736633,0.9946062567421791,-0.36823204159736633,-0.37495288252830505,-0.36823204159736633,False,0.2,0.19029605263157895,True,True
fiqa_2bin_conservative_shrunk_safe,conditional-threshold-07ac8f430c681f6d6741a307,0.2,negative_squared_l2_adc,20,high,[0.5589450499999999],high,36567,13218,-0.46959319710731506,0.9945603394348193,-0.4692424780730697,-0.4802497923374176,-0.4692424780730697,False,0.19946946700577023,0.18913602663035256,True,True
global_empirical,conditional-threshold-5b47cf4b43738ac1160a6ec4,0.3,negative_squared_l2_adc,20,all,[],all,98825,0,-0.4788987934589386,1.0,-0.4788987934589386,,-0.4788987934589386,False,0.2999949405514799,,True,
global_safe,conditional-threshold-d22191b44397f151ec24bed1,0.3,negative_squared_l2_adc,20,all,[],all,73447,25378,-0.47558802366256714,1.0,-0.47558802366256714,-0.48918893933296204,-0.47558802366256714,False,0.29999863847400166,0.2793364331310584,True,True
fiqa_2bin_conservative_shrunk_safe,conditional-threshold-427d9602c70124f780e9c60e,0.3,negative_squared_l2_adc,20,low,[0.5589450499999999],low,36880,12160,-0.42616620659828186,0.9946062567421791,-0.42616620659828186,-0.4354734718799591,-0.42616620659828186,False,0.3,0.2825657894736842,True,True
fiqa_2bin_conservative_shrunk_safe,conditional-threshold-427d9602c70124f780e9c60e,0.3,negative_squared_l2_adc,20,high,[0.5589450499999999],high,36567,13218,-0.5524311065673828,0.9945603394348193,-0.5520131062795985,-0.5614029169082642,-0.5520131062795985,False,0.2996964476167036,0.28725979724617945,True,True
