dataset_id,model,compression_profile,method,target_fpir,split_count,target_met_split_count,fpir_min,fpir_median,fpir_max,tpir_min,tpir_median,tpir_max
lfw,adaface,pq_512_m128_b8,continuous_fiqa,0.01,1,0,0.0130331753554502,0.0130331753554502,0.0130331753554502,0.9789915966386554,0.9789915966386554,0.9789915966386554
lfw,adaface,pq_512_m128_b8,continuous_fiqa,0.05,1,1,0.0331753554502369,0.0331753554502369,0.0331753554502369,0.9789915966386554,0.9789915966386554,0.9789915966386554
lfw,adaface,pq_512_m128_b8,continuous_fiqa,0.1,1,1,0.0663507109004739,0.0663507109004739,0.0663507109004739,0.98109243697479,0.98109243697479,0.98109243697479
lfw,adaface,pq_512_m128_b8,continuous_fiqa,0.2,1,1,0.1540284360189573,0.1540284360189573,0.1540284360189573,0.9831932773109244,0.9831932773109244,0.9831932773109244
lfw,adaface,pq_512_m128_b8,continuous_fiqa,0.3,1,1,0.2742890995260663,0.2742890995260663,0.2742890995260663,0.9831932773109244,0.9831932773109244,0.9831932773109244
lfw,adaface,pq_512_m128_b8,fiqa_2bin,0.01,1,0,0.0106635071090047,0.0106635071090047,0.0106635071090047,0.9789915966386554,0.9789915966386554,0.9789915966386554
lfw,adaface,pq_512_m128_b8,fiqa_2bin,0.05,1,1,0.0337677725118483,0.0337677725118483,0.0337677725118483,0.9789915966386554,0.9789915966386554,0.9789915966386554
lfw,adaface,pq_512_m128_b8,fiqa_2bin,0.1,1,1,0.0669431279620853,0.0669431279620853,0.0669431279620853,0.98109243697479,0.98109243697479,0.98109243697479
lfw,adaface,pq_512_m128_b8,fiqa_2bin,0.2,1,1,0.1486966824644549,0.1486966824644549,0.1486966824644549,0.9831932773109244,0.9831932773109244,0.9831932773109244
lfw,adaface,pq_512_m128_b8,fiqa_2bin,0.3,1,1,0.2754739336492891,0.2754739336492891,0.2754739336492891,0.9831932773109244,0.9831932773109244,0.9831932773109244
lfw,adaface,pq_512_m128_b8,fiqa_5bin,0.01,1,0,0.0106635071090047,0.0106635071090047,0.0106635071090047,0.9789915966386554,0.9789915966386554,0.9789915966386554
lfw,adaface,pq_512_m128_b8,fiqa_5bin,0.05,1,1,0.0343601895734597,0.0343601895734597,0.0343601895734597,0.9789915966386554,0.9789915966386554,0.9789915966386554
lfw,adaface,pq_512_m128_b8,fiqa_5bin,0.1,1,1,0.07760663507109,0.07760663507109,0.07760663507109,0.9831932773109244,0.9831932773109244,0.9831932773109244
lfw,adaface,pq_512_m128_b8,fiqa_5bin,0.2,1,1,0.1575829383886255,0.1575829383886255,0.1575829383886255,0.9831932773109244,0.9831932773109244,0.9831932773109244
lfw,adaface,pq_512_m128_b8,fiqa_5bin,0.3,1,1,0.2772511848341232,0.2772511848341232,0.2772511848341232,0.9852941176470588,0.9852941176470588,0.9852941176470588
lfw,adaface,pq_512_m128_b8,global_safe,0.01,1,0,0.0124407582938388,0.0124407582938388,0.0124407582938388,0.9789915966386554,0.9789915966386554,0.9789915966386554
lfw,adaface,pq_512_m128_b8,global_safe,0.05,1,1,0.0367298578199052,0.0367298578199052,0.0367298578199052,0.9789915966386554,0.9789915966386554,0.9789915966386554
lfw,adaface,pq_512_m128_b8,global_safe,0.1,1,1,0.0699052132701421,0.0699052132701421,0.0699052132701421,0.98109243697479,0.98109243697479,0.98109243697479
lfw,adaface,pq_512_m128_b8,global_safe,0.2,1,1,0.1486966824644549,0.1486966824644549,0.1486966824644549,0.9831932773109244,0.9831932773109244,0.9831932773109244
lfw,adaface,pq_512_m128_b8,global_safe,0.3,1,1,0.2683649289099526,0.2683649289099526,0.2683649289099526,0.9831932773109244,0.9831932773109244,0.9831932773109244
lfw,adaface,pq_512_m128_b8,plus_both,0.01,1,0,0.0100710900473933,0.0100710900473933,0.0100710900473933,0.9789915966386554,0.9789915966386554,0.9789915966386554
lfw,adaface,pq_512_m128_b8,plus_both,0.05,1,1,0.0331753554502369,0.0331753554502369,0.0331753554502369,0.9789915966386554,0.9789915966386554,0.9789915966386554
lfw,adaface,pq_512_m128_b8,plus_both,0.1,1,1,0.0675355450236966,0.0675355450236966,0.0675355450236966,0.9831932773109244,0.9831932773109244,0.9831932773109244
lfw,adaface,pq_512_m128_b8,plus_both,0.2,1,1,0.1546208530805687,0.1546208530805687,0.1546208530805687,0.9831932773109244,0.9831932773109244,0.9831932773109244
lfw,adaface,pq_512_m128_b8,plus_both,0.3,1,1,0.2713270142180095,0.2713270142180095,0.2713270142180095,0.9831932773109244,0.9831932773109244,0.9831932773109244
lfw,adaface,pq_512_m128_b8,plus_entropy,0.01,1,1,0.0088862559241706,0.0088862559241706,0.0088862559241706,0.9789915966386554,0.9789915966386554,0.9789915966386554
lfw,adaface,pq_512_m128_b8,plus_entropy,0.05,1,1,0.0343601895734597,0.0343601895734597,0.0343601895734597,0.9789915966386554,0.9789915966386554,0.9789915966386554
lfw,adaface,pq_512_m128_b8,plus_entropy,0.1,1,1,0.0651658767772511,0.0651658767772511,0.0651658767772511,0.98109243697479,0.98109243697479,0.98109243697479
lfw,adaface,pq_512_m128_b8,plus_entropy,0.2,1,1,0.1510663507109004,0.1510663507109004,0.1510663507109004,0.9831932773109244,0.9831932773109244,0.9831932773109244
lfw,adaface,pq_512_m128_b8,plus_entropy,0.3,1,1,0.2725118483412322,0.2725118483412322,0.2725118483412322,0.9831932773109244,0.9831932773109244,0.9831932773109244
lfw,adaface,pq_512_m128_b8,plus_outside,0.01,1,0,0.0124407582938388,0.0124407582938388,0.0124407582938388,0.9789915966386554,0.9789915966386554,0.9789915966386554
lfw,adaface,pq_512_m128_b8,plus_outside,0.05,1,1,0.0331753554502369,0.0331753554502369,0.0331753554502369,0.9789915966386554,0.9789915966386554,0.9789915966386554
lfw,adaface,pq_512_m128_b8,plus_outside,0.1,1,1,0.0704976303317535,0.0704976303317535,0.0704976303317535,0.9831932773109244,0.9831932773109244,0.9831932773109244
lfw,adaface,pq_512_m128_b8,plus_outside,0.2,1,1,0.1558056872037914,0.1558056872037914,0.1558056872037914,0.9831932773109244,0.9831932773109244,0.9831932773109244
lfw,adaface,pq_512_m128_b8,plus_outside,0.3,1,1,0.2754739336492891,0.2754739336492891,0.2754739336492891,0.9831932773109244,0.9831932773109244,0.9831932773109244
lfw,adaface,pq_512_m32_b8,continuous_fiqa,0.01,1,0,0.0331753554502369,0.0331753554502369,0.0331753554502369,0.9831932773109244,0.9831932773109244,0.9831932773109244
lfw,adaface,pq_512_m32_b8,continuous_fiqa,0.05,1,0,0.1255924170616113,0.1255924170616113,0.1255924170616113,0.9852941176470588,0.9852941176470588,0.9852941176470588
lfw,adaface,pq_512_m32_b8,continuous_fiqa,0.1,1,0,0.2381516587677725,0.2381516587677725,0.2381516587677725,0.9852941176470588,0.9852941176470588,0.9852941176470588
lfw,adaface,pq_512_m32_b8,continuous_fiqa,0.2,1,0,0.4389810426540284,0.4389810426540284,0.4389810426540284,0.9852941176470588,0.9852941176470588,0.9852941176470588
lfw,adaface,pq_512_m32_b8,continuous_fiqa,0.3,1,0,0.5876777251184834,0.5876777251184834,0.5876777251184834,0.9852941176470588,0.9852941176470588,0.9852941176470588
lfw,adaface,pq_512_m32_b8,fiqa_2bin,0.01,1,0,0.03021327014218,0.03021327014218,0.03021327014218,0.98109243697479,0.98109243697479,0.98109243697479
lfw,adaface,pq_512_m32_b8,fiqa_2bin,0.05,1,0,0.1018957345971564,0.1018957345971564,0.1018957345971564,0.9831932773109244,0.9831932773109244,0.9831932773109244
lfw,adaface,pq_512_m32_b8,fiqa_2bin,0.1,1,0,0.2180094786729857,0.2180094786729857,0.2180094786729857,0.9852941176470588,0.9852941176470588,0.9852941176470588
lfw,adaface,pq_512_m32_b8,fiqa_2bin,0.2,1,0,0.4152843601895735,0.4152843601895735,0.4152843601895735,0.9852941176470588,0.9852941176470588,0.9852941176470588
lfw,adaface,pq_512_m32_b8,fiqa_2bin,0.3,1,0,0.5829383886255924,0.5829383886255924,0.5829383886255924,0.9852941176470588,0.9852941176470588,0.9852941176470588
lfw,adaface,pq_512_m32_b8,fiqa_5bin,0.01,1,0,0.0165876777251184,0.0165876777251184,0.0165876777251184,0.98109243697479,0.98109243697479,0.98109243697479
lfw,adaface,pq_512_m32_b8,fiqa_5bin,0.05,1,0,0.106042654028436,0.106042654028436,0.106042654028436,0.9831932773109244,0.9831932773109244,0.9831932773109244
lfw,adaface,pq_512_m32_b8,fiqa_5bin,0.1,1,0,0.2014218009478673,0.2014218009478673,0.2014218009478673,0.9852941176470588,0.9852941176470588,0.9852941176470588
lfw,adaface,pq_512_m32_b8,fiqa_5bin,0.2,1,0,0.3921800947867299,0.3921800947867299,0.3921800947867299,0.9852941176470588,0.9852941176470588,0.9852941176470588
lfw,adaface,pq_512_m32_b8,fiqa_5bin,0.3,1,0,0.5479857819905213,0.5479857819905213,0.5479857819905213,0.9852941176470588,0.9852941176470588,0.9852941176470588
lfw,adaface,pq_512_m32_b8,global_safe,0.01,1,0,0.0313981042654028,0.0313981042654028,0.0313981042654028,0.98109243697479,0.98109243697479,0.98109243697479
lfw,adaface,pq_512_m32_b8,global_safe,0.05,1,0,0.1238151658767772,0.1238151658767772,0.1238151658767772,0.9831932773109244,0.9831932773109244,0.9831932773109244
lfw,adaface,pq_512_m32_b8,global_safe,0.1,1,0,0.2417061611374407,0.2417061611374407,0.2417061611374407,0.9852941176470588,0.9852941176470588,0.9852941176470588
lfw,adaface,pq_512_m32_b8,global_safe,0.2,1,0,0.4431279620853081,0.4431279620853081,0.4431279620853081,0.9852941176470588,0.9852941176470588,0.9852941176470588
lfw,adaface,pq_512_m32_b8,global_safe,0.3,1,0,0.5829383886255924,0.5829383886255924,0.5829383886255924,0.9852941176470588,0.9852941176470588,0.9852941176470588
lfw,adaface,pq_512_m32_b8,plus_both,0.01,1,0,0.0325829383886255,0.0325829383886255,0.0325829383886255,0.9831932773109244,0.9831932773109244,0.9831932773109244
lfw,adaface,pq_512_m32_b8,plus_both,0.05,1,0,0.1327014218009478,0.1327014218009478,0.1327014218009478,0.9852941176470588,0.9852941176470588,0.9852941176470588
