method,target_fpir,split_count,target_met_split_count,target_met_split_fraction,wilson_upper_met_split_count,wilson_lower_exceeds_target_split_count,observed_pattern,split_dependent_method,between_split_statistics_are_ci,fpir_min,fpir_q25,fpir_median,fpir_q75,fpir_max,fpir_excess_min,fpir_excess_q25,fpir_excess_median,fpir_excess_q75,fpir_excess_max,tpir_min,tpir_q25,tpir_median,tpir_q75,tpir_max
fiqa_l,0.01,20,13,0.65,7,0,split_sensitive_target_attainment,True,False,0.008074850496155615,0.009148895971610699,0.009816323848327528,0.01003811526582112,0.010202405204705264,-0.0019251495038443856,-0.0008511040283893014,-0.00018367615167247213,3.811526582112035e-05,0.00020240520470526414,0.0006619995697002797,0.0008150869701934693,0.0009102494083378846,0.0009433493868228986,0.0009598993760654055
fiqa_l,0.05,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.03651343891700072,0.04181384307025038,0.04369701649470986,0.04451846618913058,0.045491884077019124,-0.013486561082999282,-0.008186156929749623,-0.006302983505290141,-0.005481533810869422,-0.004508115922980879,0.004054747364414213,0.004667096966386972,0.004882246826539562,0.004993959253926485,0.005246346589874717
fiqa_l,0.1,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.07811165144246567,0.08674919497929948,0.08937783400144575,0.09078045935466912,0.09178878885457055,-0.02188834855753434,-0.013250805020700532,-0.010622165998554249,-0.009219540645330888,-0.008211211145429456,0.009251443986561409,0.010364430763120004,0.010625093093689489,0.010823692964599573,0.010989192857024642
fiqa_l,0.2,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.16768252612210027,0.17876182887559966,0.181273411316291,0.18411357363475062,0.18506440165604257,-0.03231747387789974,-0.02123817112440035,-0.018726588683709022,-0.015886426365249395,-0.01493559834395744,0.020273736822071065,0.02158118597222912,0.021879085778594244,0.02211492312529997,0.02234248547738444
fiqa_l,0.3,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.26026812118025894,0.2718238647565223,0.27666014983242426,0.27879797266215417,0.2806975750805021,-0.03973187881974105,-0.028176135243477674,-0.023339850167575726,-0.021202027337845805,-0.019302424919497907,0.03088227992651805,0.032235241547092994,0.03265312877546629,0.032938616089899536,0.03309997848501398
fiqa_s,0.01,20,11,0.55,7,0,split_sensitive_target_attainment,True,False,0.007959847538936715,0.009169432213971216,0.009836860090688047,0.010290711046855491,0.010547414076361963,-0.0020401524610632847,-0.0008305677860287841,-0.0001631399093119535,0.00029071104685549033,0.0005474140763619632,0.0006454495804577728,0.0008605994406103636,0.0009433493868228986,0.0009598993760654055,0.0009598993760654055
fiqa_s,0.05,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.037047381218374184,0.042881727672997305,0.044255602286915954,0.045674656634027734,0.04619011631727673,-0.012952618781625819,-0.007118272327002698,-0.005744397713084052,-0.0043253433659722704,-0.0038098836827232738,0.004352647170779339,0.004989821756615859,0.005097396686692153,0.005184284130215315,0.005246346589874717
fiqa_s,0.1,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.08009955970296379,0.08625632516264703,0.08955855293421831,0.09125690017743314,0.09215022672011566,-0.01990044029703622,-0.013743674837352969,-0.010441447065781692,-0.00874309982256687,-0.007849773279884342,0.009665193717624084,0.01036856826043063,0.010699568045280772,0.010836105456531454,0.010939542889297122
fiqa_s,0.2,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.16695143589406586,0.1763796247617796,0.18048481960964713,0.18229200893737268,0.18413616350134718,-0.03304856410593415,-0.02362037523822043,-0.019515180390352896,-0.01770799106262734,-0.015863836498652834,0.019380037402975687,0.02037303675752611,0.021026761332605136,0.021167436241166442,0.02128328616586399
fiqa_s,0.3,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.26112242886245646,0.2698215811263718,0.27547726227245845,0.2772084675034501,0.2801554182821844,-0.03887757113754353,-0.030178418873628182,-0.024522737727541544,-0.0227915324965499,-0.019844581717815613,0.028962481174387236,0.02998858050742267,0.0307664300018205,0.030960892375419956,0.03131257964682323
global_empirical,0.01,20,0,0.0,0,0,all_observed_splits_exceed,False,False,0.010448840113031477,0.010448840113031477,0.010448840113031477,0.010448840113031477,0.010448840113031477,0.00044884011303147724,0.00044884011303147724,0.00044884011303147724,0.00044884011303147724,0.00044884011303147724,0.0010260993330354336,0.0010260993330354336,0.0010260993330354336,0.0010260993330354336,0.0010260993330354336
global_empirical,0.05,20,20,1.0,20,0,all_observed_splits_meet,False,False,0.04591082342117369,0.04591082342117369,0.04591082342117369,0.04591082342117369,0.04591082342117369,-0.004089176578826313,-0.004089176578826313,-0.004089176578826313,-0.004089176578826313,-0.004089176578826313,0.005329096536087251,0.005329096536087251,0.005329096536087251,0.005329096536087251,0.005329096536087251
global_empirical,0.1,20,20,1.0,20,0,all_observed_splits_meet,False,False,0.09281560097259643,0.09281560097259643,0.09281560097259643,0.09281560097259643,0.09281560097259643,-0.0071843990274035735,-0.0071843990274035735,-0.0071843990274035735,-0.0071843990274035735,-0.0071843990274035735,0.011105042781722191,0.011105042781722191,0.011105042781722191,0.011105042781722191,0.011105042781722191
global_empirical,0.2,20,20,1.0,20,0,all_observed_splits_meet,False,False,0.18540941052769927,0.18540941052769927,0.18540941052769927,0.18540941052769927,0.18540941052769927,-0.014590589472300741,-0.014590589472300741,-0.014590589472300741,-0.014590589472300741,-0.014590589472300741,0.021332936133591513,0.021332936133591513,0.021332936133591513,0.021332936133591513,0.021332936133591513
global_empirical,0.3,20,20,1.0,20,0,all_observed_splits_meet,False,False,0.28019649076690545,0.28019649076690545,0.28019649076690545,0.28019649076690545,0.28019649076690545,-0.01980350923309454,-0.01980350923309454,-0.01980350923309454,-0.01980350923309454,-0.01980350923309454,0.03202422918425103,0.03202422918425103,0.03202422918425103,0.03202422918425103,0.03202422918425103
global_safe,0.01,20,13,0.65,6,0,split_sensitive_target_attainment,True,False,0.007926989551159887,0.00922077281987251,0.009832752842215943,0.010107938489846882,0.010374909640533614,-0.0020730104488401128,-0.0007792271801274897,-0.00016724715778405723,0.00010793848984688107,0.00037490964053361366,0.0007612995051553217,0.0008357744567466032,0.0009598993760654055,0.0009971368518610461,0.0010260993330354336
global_safe,0.05,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.036258789511730304,0.04237448248669251,0.04396398764539659,0.04527625353223368,0.04563974502201485,-0.0137412104882697,-0.00762551751330749,-0.006036012354603406,-0.004723746467766318,-0.004360254977985152,0.004154047299869255,0.004712609436803866,0.004956721778130844,0.005217384108700329,0.005279446568359731
global_safe,0.1,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.07728198725110075,0.08735296050469869,0.09026089242294802,0.09138011763159623,0.0927663139909312,-0.022718012748899258,-0.012647039495301316,-0.009739107577051986,-0.008619882368403768,-0.007233686009068804,0.008920444201711269,0.010298230806149975,0.010757493007629544,0.010910580408122735,0.011105042781722191
global_safe,0.2,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.16664749950713018,0.17657266543996847,0.18087500821449692,0.18323051521324835,0.18526154958270355,-0.033352500492869835,-0.023427334560031557,-0.019124991785503073,-0.016769484786751672,-0.014738450417296461,0.019115237575095576,0.02038544924945799,0.02090263641328633,0.021101236284196415,0.02128328616586399
global_safe,0.3,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.25839521587697967,0.26889950384438455,0.27587977262272456,0.2774631169087205,0.27987612538608136,-0.04160478412302032,-0.03110049615561543,-0.0241202273772754,-0.022536883091279464,-0.020123874613918624,0.029641030733330024,0.030869867434586168,0.03144497956076329,0.03168495440477964,0.03197457921652351
