dataset,model_uid,source_run_id,evaluation_mode,group,metric,sample_count,identity_count,mean,median,positive_fraction,mean_ci_lower,mean_ci_upper,confidence_level,bootstrap_method,bootstrap_repeats
survface,adaface-4df25b75e065b0b9ed43,20260830-R001-ec6e5d4a,derived_stratified,all,high_saliency_occlusion_score_drop,182157,124735,0.104543522831,0.0947378873825,0.873202786607,0.103631403401,0.105467257948,0.95,identity_cluster,1000
survface,adaface-4df25b75e065b0b9ed43,20260830-R001-ec6e5d4a,derived_stratified,all,low_saliency_occlusion_score_drop,182157,124735,0.0219515005768,0.0146111249924,0.662296809895,0.0215669490324,0.0223435874427,0.95,identity_cluster,1000
survface,adaface-4df25b75e065b0b9ed43,20260830-R001-ec6e5d4a,derived_stratified,all,random_occlusion_score_drop,182157,124735,0.180578337354,0.17884221673,0.948390673979,0.179213919772,0.181971654751,0.95,identity_cluster,1000
survface,adaface-4df25b75e065b0b9ed43,20260830-R001-ec6e5d4a,derived_stratified,all,faithfulness_gain_over_low_saliency,182157,124735,0.0825920222519,0.0790782570839,0.790647628145,0.0816283199434,0.0834972301159,0.95,identity_cluster,1000
survface,adaface-4df25b75e065b0b9ed43,20260830-R001-ec6e5d4a,derived_stratified,all,faithfulness_gain_over_random,182157,124735,-0.076034814525,-0.0766294300556,0.238239540616,-0.0772635739126,-0.0748655826997,0.95,identity_cluster,1000
survface,adaface-4df25b75e065b0b9ed43,20260830-R001-ec6e5d4a,derived_stratified,protocol_role=registered_probe,high_saliency_occlusion_score_drop,60422,3000,0.105392095533,0.0958540439606,0.875475820066,0.102750844463,0.108073407618,0.95,identity_cluster,1000
survface,adaface-4df25b75e065b0b9ed43,20260830-R001-ec6e5d4a,derived_stratified,protocol_role=registered_probe,low_saliency_occlusion_score_drop,60422,3000,0.0216370820321,0.0146154463291,0.664211710966,0.0207425642075,0.0225354574121,0.95,identity_cluster,1000
survface,adaface-4df25b75e065b0b9ed43,20260830-R001-ec6e5d4a,derived_stratified,protocol_role=registered_probe,random_occlusion_score_drop,60422,3000,0.180430480193,0.177994668484,0.949554797921,0.176638468822,0.184428915569,0.95,identity_cluster,1000
survface,adaface-4df25b75e065b0b9ed43,20260830-R001-ec6e5d4a,derived_stratified,protocol_role=registered_probe,faithfulness_gain_over_low_saliency,60422,3000,0.0837550134994,0.0802945941687,0.793833371951,0.0812806271886,0.0862577532873,0.95,identity_cluster,1000
survface,adaface-4df25b75e065b0b9ed43,20260830-R001-ec6e5d4a,derived_stratified,protocol_role=registered_probe,faithfulness_gain_over_random,60422,3000,-0.0750383846573,-0.0752403438091,0.239631260137,-0.0785243252084,-0.0716601580946,0.95,identity_cluster,1000
survface,adaface-4df25b75e065b0b9ed43,20260830-R001-ec6e5d4a,derived_stratified,protocol_role=unknown_unknown_probe,high_saliency_occlusion_score_drop,121735,121735,0.104122341906,0.0941477119923,0.872074588245,0.103583137977,0.104732522845,0.95,identity_cluster,1000
survface,adaface-4df25b75e065b0b9ed43,20260830-R001-ec6e5d4a,derived_stratified,protocol_role=unknown_unknown_probe,low_saliency_occlusion_score_drop,121735,121735,0.0221075592067,0.0146099328995,0.661346367109,0.0217810280755,0.0224432032618,0.95,identity_cluster,1000
survface,adaface-4df25b75e065b0b9ed43,20260830-R001-ec6e5d4a,derived_stratified,protocol_role=unknown_unknown_probe,random_occlusion_score_drop,121735,121735,0.180651724837,0.179216623306,0.947812872222,0.18002863432,0.181271856631,0.95,identity_cluster,1000
survface,adaface-4df25b75e065b0b9ed43,20260830-R001-ec6e5d4a,derived_stratified,protocol_role=unknown_unknown_probe,faithfulness_gain_over_low_saliency,121735,121735,0.0820147826975,0.0784487724304,0.789066414753,0.0814020678658,0.0826355225308,0.95,identity_cluster,1000
survface,adaface-4df25b75e065b0b9ed43,20260830-R001-ec6e5d4a,derived_stratified,protocol_role=unknown_unknown_probe,faithfulness_gain_over_random,121735,121735,-0.0765293829356,-0.0772451609373,0.237548773976,-0.0771524964001,-0.0759086087943,0.95,identity_cluster,1000
