dataset,model_uid,run_id,extraction_uid,origin_embedding_artifact_uid,compression_family,compression_profile,sample_count,origin_dimension,search_dimension,reconstruction_available,metric_vector_source,mean_reconstruction_mse,p95_reconstruction_mse,mean_angular_error_rad,p95_angular_error_rad,mean_cosine_to_origin,p05_cosine_to_origin,origin_fallback_count,storage_bytes_per_embedding,codebook_bytes,codebook_bytes_source
survface,adaface-4df25b75e065b0b9ed43,20260804-R001-f60c9930,population-9440d68759afdd6219d4bc36,origin-embedding-63aa2b45bbe80e1c45ed6aac,pca,pca_128,463341,512,128,True,reconstruction,0.000225709858858,0.000525809907195,0.335297535182,0.545483902988,0.939634295991,0.854876326608,0,512,0,not_applicable
survface,adaface-4df25b75e065b0b9ed43,20260804-R001-f60c9930,population-9440d68759afdd6219d4bc36,origin-embedding-63aa2b45bbe80e1c45ed6aac,pca,pca_256,463341,512,256,True,reconstruction,5.37000113438e-05,0.000137178113648,0.158693073894,0.26821918485,0.986101536763,0.964244367294,0,1024,0,not_applicable
survface,adaface-4df25b75e065b0b9ed43,20260804-R001-f60c9930,population-9440d68759afdd6219d4bc36,origin-embedding-63aa2b45bbe80e1c45ed6aac,pca,pca_32,463341,512,32,True,reconstruction,0.00070170219046,0.00126938810567,0.637154099689,0.937184778001,0.794545552284,0.592059140184,0,128,0,not_applicable
survface,adaface-4df25b75e065b0b9ed43,20260804-R001-f60c9930,population-9440d68759afdd6219d4bc36,origin-embedding-63aa2b45bbe80e1c45ed6aac,pca,pca_384,463341,512,384,True,reconstruction,1.36309189002e-07,2.72512454769e-07,0.0081229252825,0.0118094997514,0.999965138297,0.999930268668,0,1536,0,not_applicable
survface,adaface-4df25b75e065b0b9ed43,20260804-R001-f60c9930,population-9440d68759afdd6219d4bc36,origin-embedding-63aa2b45bbe80e1c45ed6aac,pca,pca_64,463341,512,64,True,reconstruction,0.000455577513957,0.000934397842428,0.494137671754,0.763610221972,0.872852836757,0.722344133162,0,256,0,not_applicable
survface,adaface-4df25b75e065b0b9ed43,20260804-R001-f60c9930,population-9440d68759afdd6219d4bc36,origin-embedding-63aa2b45bbe80e1c45ed6aac,pq,pq_512_m128_b8,463341,512,512,True,reconstruction,0.000142653524689,0.000199985915145,0.271990024305,0.324769883462,0.962874034773,0.947724179556,0,128,524288,faiss_centroids
survface,adaface-4df25b75e065b0b9ed43,20260804-R001-f60c9930,population-9440d68759afdd6219d4bc36,origin-embedding-63aa2b45bbe80e1c45ed6aac,pq,pq_512_m16_b8,463341,512,512,True,reconstruction,0.000951167344591,0.00135139253829,0.770975345524,0.977439363997,0.712613970861,0.559147319752,0,16,524288,faiss_centroids
survface,adaface-4df25b75e065b0b9ed43,20260804-R001-f60c9930,population-9440d68759afdd6219d4bc36,origin-embedding-63aa2b45bbe80e1c45ed6aac,pq,pq_512_m32_b8,463341,512,512,True,reconstruction,0.000760929415019,0.00107473297659,0.672008267267,0.83460463359,0.779524553757,0.671470713935,0,32,524288,faiss_centroids
survface,adaface-4df25b75e065b0b9ed43,20260804-R001-f60c9930,population-9440d68759afdd6219d4bc36,origin-embedding-63aa2b45bbe80e1c45ed6aac,pq,pq_512_m64_b8,463341,512,512,True,reconstruction,0.000454540921052,0.000634323634741,0.501056854223,0.605806055157,0.875712497219,0.822043376877,0,64,524288,faiss_centroids
survface,adaface-4df25b75e065b0b9ed43,20260804-R001-f60c9930,population-9440d68759afdd6219d4bc36,origin-embedding-63aa2b45bbe80e1c45ed6aac,pq,pq_512_m8_b8,463341,512,512,True,reconstruction,0.00105531523495,0.00150280806981,0.82508873731,1.06101428293,0.672736667184,0.487987015268,0,8,524288,faiss_centroids
