dataset,model_uid,run_id,extraction_uid,origin_embedding_artifact_uid,protocol_uid,compression_family,compression_profile,search_mode,origin_score_space,compressed_score_space,score_spaces_comparable,frozen_origin_threshold_applicable,latency_measurement_repeats,latency_timer,compressed_index_build_latency_ms,compressed_gallery_add_latency_ms,compressed_gallery_encode_latency_ms,origin_search_latency_ms_total,compressed_search_latency_ms_total,compressed_search_latency_ms_per_query,compressed_search_queries_per_second,gallery_template_count,origin_storage_bytes_per_embedding,origin_gallery_storage_bytes,compressed_gallery_storage_bytes,amortized_storage_bytes_per_gallery_template,threshold_policy,target_fpir,threshold_source_split,evaluation_split,top_k,query_count,mated_count,non_mated_count,decision_threshold,origin_decision_threshold,compressed_decision_threshold,origin_rank1_correct_count,origin_rank1_rate,compressed_rank1_correct_count,compressed_rank1_rate,origin_top_k_correct_count,origin_top_k_rate,compressed_top_k_correct_count,compressed_top_k_rate,origin_accepted_count,compressed_accepted_count,origin_dir_rank1_count,origin_dir_rank1_denominator,origin_dir_rank1,origin_dir_rank1_wilson95_low,origin_dir_rank1_wilson95_high,compressed_dir_rank1_count,compressed_dir_rank1_denominator,compressed_dir_rank1,compressed_dir_rank1_wilson95_low,compressed_dir_rank1_wilson95_high,both_dir_rank1_count,compressed_minus_origin_dir_rank1,compressed_minus_origin_dir_rank1_paired_bootstrap95_low,compressed_minus_origin_dir_rank1_paired_bootstrap95_high,tpir_rank,origin_tpir_at_rank_k_count,origin_tpir_at_rank_k_denominator,origin_tpir_at_rank_k,origin_tpir_at_rank_k_wilson95_low,origin_tpir_at_rank_k_wilson95_high,compressed_tpir_at_rank_k_count,compressed_tpir_at_rank_k_denominator,compressed_tpir_at_rank_k,compressed_tpir_at_rank_k_wilson95_low,compressed_tpir_at_rank_k_wilson95_high,both_tpir_at_rank_k_count,compressed_minus_origin_tpir_at_rank_k,compressed_minus_origin_tpir_at_rank_k_paired_bootstrap95_low,compressed_minus_origin_tpir_at_rank_k_paired_bootstrap95_high,compressed_tpir_at_rank_k_retention,origin_tpir20_count,origin_tpir20_denominator,origin_tpir20,compressed_tpir20_count,compressed_tpir20_denominator,compressed_tpir20,compressed_tpir20_retention,origin_closed_set_rank20_recall,compressed_closed_set_rank20_recall,origin_false_accept_count,origin_fpir_denominator,origin_fpir,origin_realized_fpir,origin_fpir_wilson95_low,origin_fpir_wilson95_high,compressed_false_accept_count,compressed_fpir_denominator,compressed_fpir,compressed_realized_fpir,compressed_fpir_wilson95_low,compressed_fpir_wilson95_high,both_false_accept_count,compressed_minus_origin_fpir,compressed_minus_origin_fpir_paired_bootstrap95_low,compressed_minus_origin_fpir_paired_bootstrap95_high,confidence_interval_unit,rate_confidence_interval_method,difference_confidence_interval_method,difference_confidence_interval_resamples,difference_confidence_interval_random_seed,agreement_with_origin_count,agreement_with_origin_rate,mean_top_k_identity_jaccard,mean_top1_score_drift,mean_abs_top1_score_drift,threshold_crossing_count,threshold_crossing_rate,accept_to_reject_count,accept_to_reject_rate,reject_to_accept_count,reject_to_accept_rate,origin_decision_correct_count,origin_decision_correct_rate,compressed_decision_correct_count,compressed_decision_correct_rate,origin_fallback_count,storage_bytes_per_embedding,codebook_bytes,codebook_bytes_source,codec_parameter_bytes,codec_parameter_bytes_source
rfw_custom,edgeface-a348c305af33c223b337,20260812-R001-22dd0f7b,population-9c133b2ee2ea71f9ae5b61b8,origin-embedding-b47262dae2ed3fe18a3143db,rfw-custom-identity-balanced-open-set-v1-60b0908dc11e16d8,pca,pca_128,pca_direct_cosine,cosine_similarity,cosine_similarity,True,True,1,time.perf_counter,,,,1053.2544,991.425700005,0.0658186085113,15193.2716692,1200,2048,2457600,878592,732.16,frozen_origin,0.01,calibration,test,20,15063,3104,11959,0.477046757936,0.477046757936,0.477046757936,3001,0.966817010309,3000,0.966494845361,3094,0.996778350515,3093,0.996456185567,2683,2652,2582,3104,0.831829896907,0.818263809318,0.844575665377,2569,3104,0.827641752577,0.813951885284,0.840521654294,2553,-0.0041881443299,-0.00869845360825,0,20,2585,3104,0.832796391753,0.819259282912,0.845510792195,2572,3104,0.828608247423,0.814946688326,0.841457451664,2556,-0.0041881443299,-0.00869845360825,0,0.99497098646,2585,3104,0.832796391753,2572,3104,0.828608247423,0.99497098646,0.996778350515,0.996456185567,92,11959,0.00769295091563,0.00769295091563,0.00627740689356,0.00942467019802,74,11959,0.00618780834518,0.00618780834518,0.00493221760241,0.00776054099875,74,-0.00150514257045,-0.00217409482398,-0.000836190316916,probe,wilson_score,paired_nonparametric_bootstrap_percentile,2000,42,14046,0.93248356901,0.882021068275,-0.00427157103655,0.00745927401924,63,0.00418243377813,47,0.00312022837416,16,0.00106220540397,14449,0.959237867623,14454,0.959569806811,0,512,0,not_applicable,264192,pca_components_and_mean
rfw_custom,edgeface-a348c305af33c223b337,20260812-R001-22dd0f7b,population-9c133b2ee2ea71f9ae5b61b8,origin-embedding-b47262dae2ed3fe18a3143db,rfw-custom-identity-balanced-open-set-v1-60b0908dc11e16d8,pca,pca_128,pca_direct_cosine,cosine_similarity,cosine_similarity,True,True,1,time.perf_counter,,,,1053.2544,991.425700005,0.0658186085113,15193.2716692,1200,2048,2457600,878592,732.16,frozen_origin,0.05,calibration,test,20,15063,3104,11959,0.424765914679,0.424765914679,0.424765914679,3001,0.966817010309,3000,0.966494845361,3094,0.996778350515,3093,0.996456185567,3455,3305,2809,3104,0.904961340206,0.894138045709,0.914783526807,2800,3104,0.90206185567,0.89110316003,0.912026611251,2791,-0.00289948453608,-0.00644329896907,0.000322164948454,20,2815,3104,0.906894329897,0.896162915602,0.916619857738,2806,3104,0.903994845361,0.893126098948,0.913864873156,2797,-0.00289948453608,-0.00644329896907,0.000322164948454,0.996802841918,2815,3104,0.906894329897,2806,3104,0.903994845361,0.996802841918,0.996778350515,0.996456185567,627,11959,0.0524291328706,0.0524291328706,0.0485761316833,0.056569578318,489,11959,0.0408897064972,0.0408897064972,0.0374853493602,0.0445889188812,471,-0.0115394263734,-0.0137135211974,-0.00936533154946,probe,wilson_score,paired_nonparametric_bootstrap_percentile,2000,42,14046,0.93248356901,0.882021068275,-0.00427157103655,0.00745927401924,204,0.0135431189006,177,0.0117506472814,27,0.0017924716192,14141,0.938790413596,14270,0.947354444666,0,512,0,not_applicable,264192,pca_components_and_mean
rfw_custom,edgeface-a348c305af33c223b337,20260812-R001-22dd0f7b,population-9c133b2ee2ea71f9ae5b61b8,origin-embedding-b47262dae2ed3fe18a3143db,rfw-custom-identity-balanced-open-set-v1-60b0908dc11e16d8,pca,pca_128,pca_direct_cosine,cosine_similarity,cosine_similarity,True,True,1,time.perf_counter,,,,1053.2544,991.425700005,0.0658186085113,15193.2716692,1200,2048,2457600,878592,732.16,frozen_origin,0.1,calibration,test,20,15063,3104,11959,0.403318434954,0.403318434954,0.403318434954,3001,0.966817010309,3000,0.966494845361,3094,0.996778350515,3093,0.996456185567,4123,3890,2875,3104,0.926224226804,0.916491919693,0.934902861881,2868,3104,0.923969072165,0.914111874339,0.932778172941,2859,-0.00225515463918,-0.00547680412371,0.000966494845361,20,2887,3104,0.930090206186,0.920577845107,0.938539338114,2876,3104,0.926546391753,0.91683212681,0.935206188235,2868,-0.00354381443299,-0.00708762886598,-0.000322164948454,0.996189816418,2887,3104,0.930090206186,2876,3104,0.926546391753,0.996189816418,0.996778350515,0.996456185567,1214,11959,0.101513504474,0.101513504474,0.0962280667087,0.107054862952,994,11959,0.0831173175015,0.0831173175015,0.0783024693061,0.0881999010276,955,-0.0183961869722,-0.0212392340497,-0.015720377958,probe,wilson_score,paired_nonparametric_bootstrap_percentile,2000,42,14046,0.93248356901,0.882021068275,-0.00427157103655,0.00745927401924,327,0.0217088229436,280,0.0185885945695,47,0.00312022837416,13620,0.904202350129,13833,0.91834295957,0,512,0,not_applicable,264192,pca_components_and_mean
rfw_custom,edgeface-a348c305af33c223b337,20260812-R001-22dd0f7b,population-9c133b2ee2ea71f9ae5b61b8,origin-embedding-b47262dae2ed3fe18a3143db,rfw-custom-identity-balanced-open-set-v1-60b0908dc11e16d8,pca,pca_128,pca_direct_cosine,cosine_similarity,cosine_similarity,True,True,1,time.perf_counter,,,,1053.2544,991.425700005,0.0658186085113,15193.2716692,1200,2048,2457600,878592,732.16,frozen_origin,0.2,calibration,test,20,15063,3104,11959,0.379435896873,0.379435896873,0.379435896873,3001,0.966817010309,3000,0.966494845361,3094,0.996778350515,3093,0.996456185567,5419,4986,2929,3104,0.943621134021,0.934945120231,0.951200468755,2919,3104,0.940399484536,0.931513962705,0.948196291575,2915,-0.00322164948454,-0.00612113402062,-0.000644329896907,20,2950,3104,0.950386597938,0.942175341003,0.957484450864,2937,3104,0.946198453608,0.937695331695,0.953598525055,2935,-0.0041881443299,-0.00676546391753,-0.00161082474227,0.995593220339,2950,3104,0.950386597938,2937,3104,0.946198453608,0.995593220339,0.996778350515,0.996456185567,2441,11959,0.204114056359,0.204114056359,0.196985857956,0.211432282135,2023,11959,0.169161301112,0.169161301112,0.162548702051,0.175986375318,1940,-0.0349527552471,-0.0388828497366,-0.031189898821,probe,wilson_score,paired_nonparametric_bootstrap_percentile,2000,42,14046,0.93248356901,0.882021068275,-0.00427157103655,0.00745927401924,603,0.0400318661621,518,0.0343888999535,85,0.00564296620859,12447,0.826329416451,12855,0.853415654252,0,512,0,not_applicable,264192,pca_components_and_mean
rfw_custom,edgeface-a348c305af33c223b337,20260812-R001-22dd0f7b,population-9c133b2ee2ea71f9ae5b61b8,origin-embedding-b47262dae2ed3fe18a3143db,rfw-custom-identity-balanced-open-set-v1-60b0908dc11e16d8,pca,pca_128,pca_direct_cosine,cosine_similarity,cosine_similarity,True,True,1,time.perf_counter,,,,1053.2544,991.425700005,0.0658186085113,15193.2716692,1200,2048,2457600,878592,732.16,frozen_origin,0.3,calibration,test,20,15063,3104,11959,0.364513754845,0.364513754845,0.364513754845,3001,0.966817010309,3000,0.966494845361,3094,0.996778350515,3093,0.996456185567,6583,6069,2952,3104,0.951030927835,0.942865855158,0.95808100365,2945,3104,0.948775773196,0.940450586741,0.955991537774,2941,-0.00225515463918,-0.0048324742268,0.000322164948454,20,2981,3104,0.96037371134,0.95292257718,0.966686752275,2967,3104,0.955863402062,0.948056669927,0.96254319094,2965,-0.00451030927835,-0.00740979381443,-0.00193298969072,0.9953035894,2981,3104,0.96037371134,2967,3104,0.955863402062,0.9953035894,0.996778350515,0.996456185567,3573,11959,0.298770800234,0.298770800234,0.290632970518,0.307037865749,3073,11959,0.256961284388,0.256961284388,0.249208781776,0.264869874202,2966,-0.0418095158458,-0.0463270340329,-0.0374592357221,probe,wilson_score,paired_nonparametric_bootstrap_percentile,2000,42,14046,0.93248356901,0.882021068275,-0.00427157103655,0.00745927401924,734,0.0487286729071,624,0.0414260107548,110,0.00730266215229,11338,0.752705304388,11831,0.785434508398,0,512,0,not_applicable,264192,pca_components_and_mean
rfw_custom,edgeface-a348c305af33c223b337,20260812-R001-22dd0f7b,population-9c133b2ee2ea71f9ae5b61b8,origin-embedding-b47262dae2ed3fe18a3143db,rfw-custom-identity-balanced-open-set-v1-60b0908dc11e16d8,pca,pca_128,pca_direct_cosine,cosine_similarity,cosine_similarity,True,True,1,time.perf_counter,,,,1053.2544,991.425700005,0.0658186085113,15193.2716692,1200,2048,2457600,878592,732.16,recalibrated_compressed,0.01,calibration,test,20,15063,3104,11959,,0.477046757936,0.473430216312,3001,0.966817010309,3000,0.966494845361,3094,0.996778350515,3093,0.996456185567,2683,2681,2582,3104,0.831829896907,0.818263809318,0.844575665377,2590,3104,0.834407216495,0.820918756292,0.847068986168,2569,0.00257731958763,-0.00128865979381,0.00612113402062,20,2585,3104,0.832796391753,0.819259282912,0.845510792195,2593,3104,0.83537371134,0.821914652551,0.84800369032,2572,0.00257731958763,-0.00128865979381,0.00612113402062,1.00309477756,2585,3104,0.832796391753,2593,3104,0.83537371134,1.00309477756,0.996778350515,0.996456185567,92,11959,0.00769295091563,0.00769295091563,0.00627740689356,0.00942467019802,82,11959,0.00685676059871,0.00685676059871,0.00552790649328,0.0085023269925,78,-0.000836190316916,-0.00158876160214,-0.000167238063383,probe,wilson_score,paired_nonparametric_bootstrap_percentile,2000,42,14046,0.93248356901,0.882021068275,-0.00427157103655,0.00745927401924,52,0.0034521675629,27,0.0017924716192,25,0.0016596959437,14449,0.959237867623,14467,0.960432848702,0,512,0,not_applicable,264192,pca_components_and_mean
rfw_custom,edgeface-a348c305af33c223b337,20260812-R001-22dd0f7b,population-9c133b2ee2ea71f9ae5b61b8,origin-embedding-b47262dae2ed3fe18a3143db,rfw-custom-identity-balanced-open-set-v1-60b0908dc11e16d8,pca,pca_128,pca_direct_cosine,cosine_similarity,cosine_similarity,True,True,1,time.perf_counter,,,,1053.2544,991.425700005,0.0658186085113,15193.2716692,1200,2048,2457600,878592,732.16,recalibrated_compressed,0.05,calibration,test,20,15063,3104,11959,,0.424765914679,0.418096005917,3001,0.966817010309,3000,0.966494845361,3094,0.996778350515,3093,0.996456185567,3455,3463,2809,3104,0.904961340206,0.894138045709,0.914783526807,2823,3104,0.909471649485,0.898864820896,0.919066220209,2804,0.00451030927835,0.00161082474227,0.00773195876289,20,2815,3104,0.906894329897,0.896162915602,0.916619857738,2829,3104,0.911404639175,0.900892858728,0.9208993832,2810,0.00451030927835,0.00160277061856,0.00773195876289,1.00497335702,2815,3104,0.906894329897,2829,3104,0.911404639175,1.00497335702,0.996778350515,0.996456185567,627,11959,0.0524291328706,0.0524291328706,0.0485761316833,0.056569578318,621,11959,0.0519274186805,0.0519274186805,0.0480926654796,0.0560499383583,554,-0.00050171419015,-0.00242495191906,0.00142152353876,probe,wilson_score,paired_nonparametric_bootstrap_percentile,2000,42,14046,0.93248356901,0.882021068275,-0.00427157103655,0.00745927401924,168,0.0111531567417,80,0.00531102701985,88,0.00584212972183,14141,0.938790413596,14161,0.940118170351,0,512,0,not_applicable,264192,pca_components_and_mean
rfw_custom,edgeface-a348c305af33c223b337,20260812-R001-22dd0f7b,population-9c133b2ee2ea71f9ae5b61b8,origin-embedding-b47262dae2ed3fe18a3143db,rfw-custom-identity-balanced-open-set-v1-60b0908dc11e16d8,pca,pca_128,pca_direct_cosine,cosine_similarity,cosine_similarity,True,True,1,time.perf_counter,,,,1053.2544,991.425700005,0.0658186085113,15193.2716692,1200,2048,2457600,878592,732.16,recalibrated_compressed,0.1,calibration,test,20,15063,3104,11959,,0.403318434954,0.397728145123,3001,0.966817010309,3000,0.966494845361,3094,0.996778350515,3093,0.996456185567,4123,4073,2875,3104,0.926224226804,0.916491919693,0.934902861881,2882,3104,0.928479381443,0.918874452797,0.937025063071,2869,0.00225515463918,-0.000644329896907,0.00515463917526,20,2887,3104,0.930090206186,0.920577845107,0.938539338114,2892,3104,0.931701030928,0.922282604208,0.940052246366,2881,0.00161082474227,-0.000966494845361,0.0041881443299,1.00173190163,2887,3104,0.930090206186,2892,3104,0.931701030928,1.00173190163,0.996778350515,0.996456185567,1214,11959,0.101513504474,0.101513504474,0.0962280667087,0.107054862952,1157,11959,0.0967472196672,0.0967472196672,0.0915778250759,0.102175596032,1054,-0.00476628480642,-0.00752571285225,-0.00225771385567,probe,wilson_score,paired_nonparametric_bootstrap_percentile,2000,42,14046,0.93248356901,0.882021068275,-0.00427157103655,0.00745927401924,282,0.018721370245,166,0.0110203810662,116,0.00770098917878,13620,0.904202350129,13684,0.908451171745,0,512,0,not_applicable,264192,pca_components_and_mean
rfw_custom,edgeface-a348c305af33c223b337,20260812-R001-22dd0f7b,population-9c133b2ee2ea71f9ae5b61b8,origin-embedding-b47262dae2ed3fe18a3143db,rfw-custom-identity-balanced-open-set-v1-60b0908dc11e16d8,pca,pca_128,pca_direct_cosine,cosine_similarity,cosine_similarity,True,True,1,time.perf_counter,,,,1053.2544,991.425700005,0.0658186085113,15193.2716692,1200,2048,2457600,878592,732.16,recalibrated_compressed,0.2,calibration,test,20,15063,3104,11959,,0.379435896873,0.373967677355,3001,0.966817010309,3000,0.966494845361,3094,0.996778350515,3093,0.996456185567,5419,5353,2929,3104,0.943621134021,0.934945120231,0.951200468755,2928,3104,0.943298969072,0.93460168204,0.950900373475,2922,-0.000322164948454,-0.00257731958763,0.00193298969072,20,2950,3104,0.950386597938,0.942175341003,0.957484450864,2947,3104,0.949420103093,0.941140229921,0.956588961535,2943,-0.000966494845361,-0.00322164948454,0.000966494845361,0.998983050847,2950,3104,0.950386597938,2947,3104,0.949420103093,0.998983050847,0.996778350515,0.996456185567,2441,11959,0.204114056359,0.204114056359,0.196985857956,0.211432282135,2377,11959,0.198762438331,0.198762438331,0.191707319573,0.206011021441,2166,-0.00535161802826,-0.00903085542269,-0.0020068567606,probe,wilson_score,paired_nonparametric_bootstrap_percentile,2000,42,14046,0.93248356901,0.882021068275,-0.00427157103655,0.00745927401924,498,0.0330611431986,282,0.018721370245,216,0.0143397729536,12447,0.826329416451,12510,0.830511850229,0,512,0,not_applicable,264192,pca_components_and_mean
rfw_custom,edgeface-a348c305af33c223b337,20260812-R001-22dd0f7b,population-9c133b2ee2ea71f9ae5b61b8,origin-embedding-b47262dae2ed3fe18a3143db,rfw-custom-identity-balanced-open-set-v1-60b0908dc11e16d8,pca,pca_128,pca_direct_cosine,cosine_similarity,cosine_similarity,True,True,1,time.perf_counter,,,,1053.2544,991.425700005,0.0658186085113,15193.2716692,1200,2048,2457600,878592,732.16,recalibrated_compressed,0.3,calibration,test,20,15063,3104,11959,,0.364513754845,0.358706325293,3001,0.966817010309,3000,0.966494845361,3094,0.996778350515,3093,0.996456185567,6583,6542,2952,3104,0.951030927835,0.942865855158,0.95808100365,2954,3104,0.951675257732,0.943556729044,0.958677196706,2946,0.000644329896907,-0.00193298969072,0.00289948453608,20,2981,3104,0.96037371134,0.95292257718,0.966686752275,2979,3104,0.959729381443,0.952226074115,0.966096188399,2974,-0.000644329896907,-0.00289948453608,0.00161082474227,0.9993290842,2981,3104,0.96037371134,2979,3104,0.959729381443,0.9993290842,0.996778350515,0.996456185567,3573,11959,0.298770800234,0.298770800234,0.290632970518,0.307037865749,3533,11959,0.295426038966,0.295426038966,0.287315886531,0.303667575312,3244,-0.00334476126766,-0.00744209382055,0.000836190316916,probe,wilson_score,paired_nonparametric_bootstrap_percentile,2000,42,14046,0.93248356901,0.882021068275,-0.00427157103655,0.00745927401924,635,0.0421562769701,338,0.0224390891589,297,0.0197171878112,11338,0.752705304388,11380,0.755493593574,0,512,0,not_applicable,264192,pca_components_and_mean
