analysis_scope,dataset_id,model_uid,compression_family,compression_profile,saliency_feature,sensitivity_metric,sample_count,identity_count,event_count,non_event_count,event_rate,spearman_rho,bootstrap_confidence_level,bootstrap_ci_low,bootstrap_ci_high,bootstrap_valid_repeats,bootstrap_rank_strategy,association_algorithm_version,event_support_eligible,association_status
geometry,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,quadrant_top_left,angular_error_rad,182157,124735,,,,0.06380342140977825,0.95,0.05377065795058327,0.07428142052227175,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome
geometry,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,quadrant_top_left,reconstruction_mse,182157,124735,,,,0.06380149748952935,0.95,0.05376845328215808,0.07427983976933444,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome
geometry,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,quadrant_top_left,cosine_to_origin,182157,124735,,,,-0.06380342140977825,0.95,-0.07428142052227177,-0.05377065795058327,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome
geometry,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,quadrant_top_right,angular_error_rad,182157,124735,,,,-0.18701133640007422,0.95,-0.1952681081561013,-0.17863215190770773,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome
geometry,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,quadrant_top_right,reconstruction_mse,182157,124735,,,,-0.18701109486648887,0.95,-0.19526806791872092,-0.1786319545585806,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome
geometry,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,quadrant_top_right,cosine_to_origin,182157,124735,,,,0.18701133640007422,0.95,0.17863215190770773,0.1952681081561013,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome
geometry,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,quadrant_bottom_left,angular_error_rad,182157,124735,,,,0.1607662144462191,0.95,0.15230549763686993,0.16938336173433224,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome
geometry,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,quadrant_bottom_left,reconstruction_mse,182157,124735,,,,0.160766027586535,0.95,0.15230518539601476,0.1693838775154539,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome
geometry,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,quadrant_bottom_left,cosine_to_origin,182157,124735,,,,-0.1607662144462191,0.95,-0.16938336173433224,-0.15230549763686993,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome
geometry,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,quadrant_bottom_right,angular_error_rad,182157,124735,,,,-0.08089008299360798,0.95,-0.09168438355459935,-0.06956528713280975,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome
geometry,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,quadrant_bottom_right,reconstruction_mse,182157,124735,,,,-0.08088824423273791,0.95,-0.09168255967118187,-0.06956279307163343,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome
geometry,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,quadrant_bottom_right,cosine_to_origin,182157,124735,,,,0.08089008299360798,0.95,0.06956528713280975,0.09168438355459935,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome
geometry,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,left_eye_attention,angular_error_rad,182157,124735,,,,-0.11170310271436314,0.95,-0.11882867645586728,-0.10421444713415189,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome
geometry,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,left_eye_attention,reconstruction_mse,182157,124735,,,,-0.11170216932954093,0.95,-0.11882752559081045,-0.10421413884049605,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome
geometry,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,left_eye_attention,cosine_to_origin,182157,124735,,,,0.11170310271436314,0.95,0.10421444713415189,0.11882867645586728,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome
geometry,survface,adaface-4df25b75e065b0b9ed43,pca,pca_128,right_eye_attention,angular_error_rad,182157,124735,,,,-0.23266753332109927,0.95,-0.24079638613038937,-0.2242198758437638,500,weighted_rerank,identity-cluster-weighted-rerank-v1,,continuous_outcome
