case_id,extraction_uid,dataset_id,sample_id,model_uid,compression_family,compression_profile,search_mode,target_fpir,is_mated,threshold_policy,top1_score_drift,agreement_with_origin,threshold_crossing,origin_fallback_used,saliency_target_eligible,heatmap_available,angular_error_rad,retrieval_metrics_available,case_group,case_priority_rank,selection_seed,cases_per_group,run_id,source_run_dir
gradcam-d3befbe01f57541a93c4,population-8caf41f0460cebd86e1607bc,survface,survface:registered_probe:2973_cam3_1,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,0.01,True,frozen_origin,0.307215750217,True,False,False,True,True,0.962844590296,True,high_error,1,42,8,20260811-R001-cb329ad5,C:\ronbun\runs\survface_20260811\20260811-R001-cb329ad5_step4_survface_adaface-4df25b75e065b0b9ed43
gradcam-844078a33566f8ecba3f,population-8caf41f0460cebd86e1607bc,survface,survface:registered_probe:4072_cam2_1,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,0.01,True,frozen_origin,0.154943048954,True,False,False,True,True,0.905569255436,True,high_error,2,42,8,20260811-R001-cb329ad5,C:\ronbun\runs\survface_20260811\20260811-R001-cb329ad5_step4_survface_adaface-4df25b75e065b0b9ed43
gradcam-2f1a3c4fb8b51697683a,population-8caf41f0460cebd86e1607bc,survface,survface:registered_probe:2742_cam2_1,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,0.01,True,frozen_origin,0.197049289942,True,False,False,True,True,0.889125353616,True,high_error,3,42,8,20260811-R001-cb329ad5,C:\ronbun\runs\survface_20260811\20260811-R001-cb329ad5_step4_survface_adaface-4df25b75e065b0b9ed43
gradcam-1844ab573e1c561cbb40,population-8caf41f0460cebd86e1607bc,survface,survface:unknown_unknown_probe:distractors_1458,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,0.01,False,frozen_origin,0.281072944403,True,False,False,True,True,0.863140952083,True,high_error,4,42,8,20260811-R001-cb329ad5,C:\ronbun\runs\survface_20260811\20260811-R001-cb329ad5_step4_survface_adaface-4df25b75e065b0b9ed43
gradcam-1f7408e744f9bbaa2e8d,population-8caf41f0460cebd86e1607bc,survface,survface:unknown_unknown_probe:distractors_2510,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,0.01,False,frozen_origin,0.277559995651,True,False,False,True,True,0.86270875992,True,high_error,5,42,8,20260811-R001-cb329ad5,C:\ronbun\runs\survface_20260811\20260811-R001-cb329ad5_step4_survface_adaface-4df25b75e065b0b9ed43
gradcam-affa0768e409a41f3031,population-8caf41f0460cebd86e1607bc,survface,survface:unknown_unknown_probe:distractors_1459,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,0.01,False,frozen_origin,0.239609062672,True,False,False,True,True,0.839398913601,True,high_error,6,42,8,20260811-R001-cb329ad5,C:\ronbun\runs\survface_20260811\20260811-R001-cb329ad5_step4_survface_adaface-4df25b75e065b0b9ed43
gradcam-03f27fea67c9df6de8fa,population-8caf41f0460cebd86e1607bc,survface,survface:unknown_unknown_probe:distractors_3567,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,0.01,False,frozen_origin,0.194925010204,True,False,False,True,True,0.839372736267,True,high_error,7,42,8,20260811-R001-cb329ad5,C:\ronbun\runs\survface_20260811\20260811-R001-cb329ad5_step4_survface_adaface-4df25b75e065b0b9ed43
gradcam-789690767ab399918817,population-8caf41f0460cebd86e1607bc,survface,survface:unknown_unknown_probe:distractors_4031,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,0.01,False,frozen_origin,0.0985000133514,True,False,False,True,True,0.832221038201,True,high_error,8,42,8,20260811-R001-cb329ad5,C:\ronbun\runs\survface_20260811\20260811-R001-cb329ad5_step4_survface_adaface-4df25b75e065b0b9ed43
gradcam-28f4f5ada26ebc376bc7,population-8caf41f0460cebd86e1607bc,survface,survface:unknown_unknown_probe:distractors_3188,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,0.01,False,frozen_origin,0.146453201771,False,False,False,True,True,0.88958958274,True,rank_flip,1,42,8,20260811-R001-cb329ad5,C:\ronbun\runs\survface_20260811\20260811-R001-cb329ad5_step4_survface_adaface-4df25b75e065b0b9ed43
gradcam-bda8169509502aa9a665,population-8caf41f0460cebd86e1607bc,survface,survface:unknown_unknown_probe:distractors_4412,adaface-4df25b75e065b0b9ed43,pca,pca_128,pca_direct_cosine,0.01,False,frozen_origin,0.200830191374,False,False,False,True,True,0.878989094443,True,rank_flip,2,42,8,20260811-R001-cb329ad5,C:\ronbun\runs\survface_20260811\20260811-R001-cb329ad5_step4_survface_adaface-4df25b75e065b0b9ed43
