dataset,model_uid,run_id,compression_family,compression_profile,search_mode,target_fpir,comparison_role,threshold_policy,threshold,realized_fpir,tpir20,tpir20_retention,closed_set_rank20_recall,target_met_on_test
lfw,magface-6931178ad2025e1b3799,20260811-R001-f9c81fe5,pca,pca_128,pca_direct_cosine,0.01,origin,origin_calibrated,0.432901352644,0.000592417061611,0.97268907563,1,0.989495798319,True
lfw,magface-6931178ad2025e1b3799,20260811-R001-f9c81fe5,pca,pca_128,pca_direct_cosine,0.01,compressed_frozen_threshold,frozen_origin,0.432901352644,0.00118483412322,0.97268907563,1,0.989495798319,True
lfw,magface-6931178ad2025e1b3799,20260811-R001-f9c81fe5,pca,pca_128,pca_direct_cosine,0.01,compressed_recalibrated,recalibrated_compressed,0.467699497938,0.00118483412322,0.97268907563,1,0.989495798319,True
lfw,magface-6931178ad2025e1b3799,20260811-R001-f9c81fe5,pca,pca_128,pca_direct_cosine,0.05,origin,origin_calibrated,0.432901352644,0.000592417061611,0.97268907563,1,0.989495798319,True
lfw,magface-6931178ad2025e1b3799,20260811-R001-f9c81fe5,pca,pca_128,pca_direct_cosine,0.05,compressed_frozen_threshold,frozen_origin,0.432901352644,0.00118483412322,0.97268907563,1,0.989495798319,True
lfw,magface-6931178ad2025e1b3799,20260811-R001-f9c81fe5,pca,pca_128,pca_direct_cosine,0.05,compressed_recalibrated,recalibrated_compressed,0.467699497938,0.00118483412322,0.97268907563,1,0.989495798319,True
lfw,magface-6931178ad2025e1b3799,20260811-R001-f9c81fe5,pca,pca_128,pca_direct_cosine,0.1,origin,origin_calibrated,0.432901352644,0.000592417061611,0.97268907563,1,0.989495798319,True
lfw,magface-6931178ad2025e1b3799,20260811-R001-f9c81fe5,pca,pca_128,pca_direct_cosine,0.1,compressed_frozen_threshold,frozen_origin,0.432901352644,0.00118483412322,0.97268907563,1,0.989495798319,True
lfw,magface-6931178ad2025e1b3799,20260811-R001-f9c81fe5,pca,pca_128,pca_direct_cosine,0.1,compressed_recalibrated,recalibrated_compressed,0.467699497938,0.00118483412322,0.97268907563,1,0.989495798319,True
lfw,magface-6931178ad2025e1b3799,20260811-R001-f9c81fe5,pca,pca_128,pca_direct_cosine,0.2,origin,origin_calibrated,0.432901352644,0.000592417061611,0.97268907563,1,0.989495798319,True
lfw,magface-6931178ad2025e1b3799,20260811-R001-f9c81fe5,pca,pca_128,pca_direct_cosine,0.2,compressed_frozen_threshold,frozen_origin,0.432901352644,0.00118483412322,0.97268907563,1,0.989495798319,True
lfw,magface-6931178ad2025e1b3799,20260811-R001-f9c81fe5,pca,pca_128,pca_direct_cosine,0.2,compressed_recalibrated,recalibrated_compressed,0.467699497938,0.00118483412322,0.97268907563,1,0.989495798319,True
lfw,magface-6931178ad2025e1b3799,20260811-R001-f9c81fe5,pca,pca_128,pca_direct_cosine,0.3,origin,origin_calibrated,0.432901352644,0.000592417061611,0.97268907563,1,0.989495798319,True
lfw,magface-6931178ad2025e1b3799,20260811-R001-f9c81fe5,pca,pca_128,pca_direct_cosine,0.3,compressed_frozen_threshold,frozen_origin,0.432901352644,0.00118483412322,0.97268907563,1,0.989495798319,True
lfw,magface-6931178ad2025e1b3799,20260811-R001-f9c81fe5,pca,pca_128,pca_direct_cosine,0.3,compressed_recalibrated,recalibrated_compressed,0.467699497938,0.00118483412322,0.97268907563,1,0.989495798319,True
lfw,magface-6931178ad2025e1b3799,20260811-R001-f9c81fe5,pca,pca_128,pca_reconstruction_cosine,0.01,origin,origin_calibrated,0.432901352644,0.000592417061611,0.97268907563,1,0.989495798319,True
lfw,magface-6931178ad2025e1b3799,20260811-R001-f9c81fe5,pca,pca_128,pca_reconstruction_cosine,0.01,compressed_frozen_threshold,frozen_origin,0.432901352644,0.00118483412322,0.97268907563,1,0.989495798319,True
lfw,magface-6931178ad2025e1b3799,20260811-R001-f9c81fe5,pca,pca_128,pca_reconstruction_cosine,0.01,compressed_recalibrated,recalibrated_compressed,0.495563209057,0.00118483412322,0.97268907563,1,0.989495798319,True
lfw,magface-6931178ad2025e1b3799,20260811-R001-f9c81fe5,pca,pca_128,pca_reconstruction_cosine,0.05,origin,origin_calibrated,0.432901352644,0.000592417061611,0.97268907563,1,0.989495798319,True
lfw,magface-6931178ad2025e1b3799,20260811-R001-f9c81fe5,pca,pca_128,pca_reconstruction_cosine,0.05,compressed_frozen_threshold,frozen_origin,0.432901352644,0.00118483412322,0.97268907563,1,0.989495798319,True
