sample_id,identity_id,protocol_role,aligned_face_index,prepared_row_index,raw_embedding_norm,heatmap_available,heatmap_index,gradcam_target_score,gradcam_valid_heatmap,raw_norm_bin,target_score_bin,faithfulness_stratum,selection_hash,faithfulness_selection_index,faithfulness_occlusion_fraction,high_saliency_occlusion_score_drop,low_saliency_occlusion_score_drop,random_occlusion_score_drop,random_occlusion_score_drop_std,faithfulness_gain_over_low_saliency,faithfulness_gain_over_random
survface:registered_probe:8957_cam2_60,survface:registered:4730,registered_probe,321935,321935,22.9734230042,True,40753,0.310437470675,True,q4,q1,registered_probe|norm=q4|score=q1,00015f01afe19f935b9ac5c697155dd853c694acf15ff26f29bef58b55771ba3,12,0.1,-0.0425342321396,-0.0284888744354,0.0788661241531,0.0347487400889,-0.0140453577042,-0.121400356293
survface:registered_probe:9674_cam1_44,survface:registered:5130,registered_probe,335580,335580,22.8095169067,True,54398,0.594155311584,True,q4,q2,registered_probe|norm=q4|score=q2,00092becb9135bc0de5c8f22e775933001727efa7c54bb80af2803f5cbd75d3d,13,0.1,0.0877246856689,-0.00645160675049,0.11486980319,0.0364202172903,0.0941762924194,-0.0271451175213
survface:registered_probe:10041_cam2_63,survface:registered:0019,registered_probe,281726,281726,20.871339798,True,544,0.7124158144,True,q4,q3,registered_probe|norm=q4|score=q3,0025a5221e8a398d7542cebfc2d803adc201e315b83285058f13ef3609aff264,14,0.1,0.062668800354,-0.00140273571014,0.294998437166,0.0277680227509,0.0640715360641,-0.232329636812
survface:registered_probe:10028_cam2_32,survface:registered:0010,registered_probe,281357,281357,23.1922340393,True,175,0.789690434933,True,q4,q4,registered_probe|norm=q4|score=q4,00151f75a5d3bcd89af1557f7ac72f7bed36ee8394e54b64f58e4b5ce9f32062,15,0.1,0.0768882036209,0.0220794677734,0.158150970936,0.0394857405376,0.0548087358475,-0.0812627673149
survface:unknown_unknown_probe:distractors_8632,survface:unmated:distractors_8632,unknown_unknown_probe,461823,461823,11.5232887268,True,180641,0.514391601086,True,q1,q1,unknown_unknown_probe|norm=q1|score=q1,00612194d3a51f0ff91a5506b031c2fdf0f7ccde944d0f03fb10a15cf3ad4486,16,0.1,0.0308278799057,-0.0481985211372,0.0136791467667,0.0126241505423,0.0790264010429,0.017148733139
survface:unknown_unknown_probe:9359_cam3_23,survface:unmated:9359_cam3_23,unknown_unknown_probe,413958,413958,12.9560241699,True,132776,0.626273810863,True,q1,q2,unknown_unknown_probe|norm=q1|score=q2,0010298374de8a8122e6d54d510be37f35194d2ad87070f4e623ab557a16d935,17,0.1,0.135004848242,0.0877743959427,0.130651652813,0.0293416287687,0.0472304522991,0.00435319542885
survface:unknown_unknown_probe:9822_cam1_69,survface:unmated:9822_cam1_69,unknown_unknown_probe,428601,428601,10.5610456467,True,147419,0.703908920288,True,q1,q3,unknown_unknown_probe|norm=q1|score=q3,0005ed2194cb45ec7750b9c5c9fe20dbaf527b70fa555bbb2cc768bee5a7fdc8,18,0.1,0.0259234309196,0.0174155831337,0.174523353577,0.0218399963993,0.00850784778595,-0.148599922657
survface:unknown_unknown_probe:9404_cam2_5,survface:unmated:9404_cam2_5,unknown_unknown_probe,416003,416003,8.97707462311,True,134821,0.739188611507,True,q1,q4,unknown_unknown_probe|norm=q1|score=q4,000c0f03644942a3c4704a3cb0bf7f13698e5965e798e4e933abe6fa6ee791e7,19,0.1,0.153965294361,0.0692372322083,0.242900550365,0.0131764126136,0.0847280621529,-0.0889352560043
survface:unknown_unknown_probe:5364_cam7_10,survface:unmated:5364_cam7_10,unknown_unknown_probe,364685,364685,13.6580924988,True,83503,0.479043126106,True,q2,q1,unknown_unknown_probe|norm=q2|score=q1,00029ad05713297b9b3e905f2b6b891549637a20d6cafdb35c3715a865ac5482,20,0.1,0.0496873259544,-0.0829694867134,0.166935563087,0.0404014446821,0.132656812668,-0.117248237133
survface:unknown_unknown_probe:distractors_7967,survface:unmated:distractors_7967,unknown_unknown_probe,461083,461083,15.3724412918,True,179901,0.604607522488,True,q2,q2,unknown_unknown_probe|norm=q2|score=q2,000d31295880aeea86bef0ae2240fea7c3a49855a762bc32b3de2adebf8dd563,21,0.1,0.0332368612289,0.036496758461,0.130252569914,0.028532448421,-0.00325989723206,-0.0970157086849
survface:unknown_unknown_probe:9671_cam1_54,survface:unmated:9671_cam1_54,unknown_unknown_probe,424300,424300,14.5723800659,True,143118,0.723512291908,True,q2,q3,unknown_unknown_probe|norm=q2|score=q3,0000b918691676cf4a9f87ea4164d8e55dad1d41c472ce54c35257c09aeda86c,22,0.1,0.228185117245,0.00635188817978,0.231394410133,0.0194473568031,0.221833229065,-0.00320929288864
survface:unknown_unknown_probe:10196_cam1_39,survface:unmated:10196_cam1_39,unknown_unknown_probe,346093,346093,14.8619070053,True,64911,0.74714910984,True,q2,q4,unknown_unknown_probe|norm=q2|score=q4,00010f06a32d7adc7c33a0b50374e52ddbef1d2daf571f7d6cb6d030048c4dd8,23,0.1,0.190309882164,0.0552889704704,0.185208082199,0.0193473268187,0.135020911694,0.0051017999649
survface:unknown_unknown_probe:67_cam1_1,survface:unmated:67_cam1_1,unknown_unknown_probe,384335,384335,19.1895713806,True,103153,0.508997857571,True,q3,q1,unknown_unknown_probe|norm=q3|score=q1,0007373d49e3c55d599b4f6d923a7ad86413a91fd08a403a1de4657b5fb4d7a2,24,0.1,0.0859649181366,-0.0498704314232,0.0336862504482,0.0319191363642,0.13583534956,0.0522786676884
survface:unknown_unknown_probe:8335_cam2_39,survface:unmated:8335_cam2_39,unknown_unknown_probe,389078,389078,19.1339855194,True,107896,0.576636731625,True,q3,q2,unknown_unknown_probe|norm=q3|score=q2,0002b4e1b6a3e6b1ee4a1ce7eaf7312b2f41c3a49555c878a09894d5a4183c69,25,0.1,-0.0244828462601,-0.0319136381149,-0.0226232409477,0.0496965348252,0.00743079185486,-0.00185960531235
survface:unknown_unknown_probe:10629_cam1_39,survface:unmated:10629_cam1_39,unknown_unknown_probe,359143,359143,17.7756118774,True,77961,0.705080330372,True,q3,q3,unknown_unknown_probe|norm=q3|score=q3,00003473bcdef010f016c5e1dc3598a3ddcf9f332b8079d3c6247e479c7ee739,26,0.1,0.212937295437,0.00970315933228,0.208960145712,0.0253824723112,0.203234136105,0.00397714972496
survface:unknown_unknown_probe:9904_cam2_100,survface:unmated:9904_cam2_100,unknown_unknown_probe,432582,432582,18.309797287,True,151400,0.741751432419,True,q3,q4,unknown_unknown_probe|norm=q3|score=q4,000a86a9f03592f70d5f5cd5103407f1643695e4d646c7decce562e74a788cf4,27,0.1,0.293273150921,0.0411977171898,0.106024801731,0.0243773759595,0.252075433731,0.18724834919
survface:unknown_unknown_probe:10418_cam2_89,survface:unmated:10418_cam2_89,unknown_unknown_probe,352045,352045,21.4228782654,True,70863,0.441049158573,True,q4,q1,unknown_unknown_probe|norm=q4|score=q1,001e4474cd81c9a45a8bcf327e7208e9e4b923d83f3b3e0c8b7ada1b0cfe9e1f,28,0.1,-0.16611713171,-0.0397284626961,0.118788540363,0.03607912711,-0.126388669014,-0.284905672073
survface:unknown_unknown_probe:distractors_21305,survface:unmated:distractors_21305,unknown_unknown_probe,447429,447429,21.5676956177,True,166247,0.625220179558,True,q4,q2,unknown_unknown_probe|norm=q4|score=q2,0004640dfee6de8866914e39488b10e77fddad64f0d496d410e68921f9d8f5c7,29,0.1,0.0856140255928,-0.0476284623146,0.0742663145065,0.0106464024669,0.133242487907,0.0113477110863
survface:unknown_unknown_probe:5644_cam1_26,survface:unmated:5644_cam1_26,unknown_unknown_probe,370335,370335,21.3478317261,True,89153,0.674730181694,True,q4,q3,unknown_unknown_probe|norm=q4|score=q3,0004e84ccfba1bd77e1b978538c40773e2b30fe93d3aa65f3aa2ee59cb97fc24,30,0.1,0.265412151814,-0.00110691785812,0.111693561077,0.0114108787295,0.266519069672,0.153718590736
survface:unknown_unknown_probe:5668_cam1_64,survface:unmated:5668_cam1_64,unknown_unknown_probe,371792,371792,20.464176178,True,90610,0.7349588871,True,q4,q4,unknown_unknown_probe|norm=q4|score=q4,0000e49ff1b682899ce0e61c165d8a7c8b3f13fa4687e0f4676dec803f688686,31,0.1,0.0598380565643,0.00977766513824,0.0622296929359,0.0252431313983,0.0500603914261,-0.00239163637161
survface:registered_probe:5780_cam1_31,survface:registered:2992,registered_probe,301944,301944,12.095744133,True,20762,0.540188968182,True,q1,q1,registered_probe|norm=q1|score=q1,00ea7637acc0fa01a50a67fce87ed19bbf1c7220de258f9b4d0d010766a9ed87,32,0.1,0.0703052282333,0.042991310358,0.150360822678,0.0366121750191,0.0273139178753,-0.0800555944443
survface:registered_probe:9470_cam2_2,survface:registered:5011,registered_probe,330932,330932,13.2766189575,True,49750,0.603374838829,True,q1,q2,registered_probe|norm=q1|score=q2,003d0c1a6e45dd91799bd16a5e4dc3cca88993409e363b7c0f3d06fd4a3c8585,33,0.1,0.0160472989082,-0.141105115414,-0.0131170153618,0.0539516833278,0.157152414322,0.02916431427
survface:registered_probe:5613_cam2_23,survface:registered:2903,registered_probe,297076,297076,11.9159593582,True,15894,0.699806690216,True,q1,q3,registered_probe|norm=q1|score=q3,0037bc9bd8225d0c8d0b0a67a545bfd8ad604a9e8112106505f597ffb06fb1d5,34,0.1,0.0464609265327,0.0685048699379,0.0242928266525,0.0187227214744,-0.0220439434052,0.0221680998802
survface:registered_probe:9021_cam1_96,survface:registered:4763,registered_probe,322658,322658,10.7805461884,True,41476,0.812505245209,True,q1,q4,registered_probe|norm=q1|score=q4,00281abd0cb086c3ac98a6d2976d3c9568033442901f355684f73898462cdb47,35,0.1,0.08853328228,0.0715688467026,0.21878361702,0.0315232470099,0.0169644355774,-0.13025033474
survface:registered_probe:7129_cam3_6,survface:registered:3751,registered_probe,306839,306839,15.4172754288,True,25657,0.57092833519,True,q2,q1,registered_probe|norm=q2|score=q1,00949e7a96cd940a87133aa7e2c256ff071b3700320badc926f2ef7c26118755,36,0.1,0.0676330924034,0.0373916625977,0.1774263978,0.0343123300569,0.0302414298058,-0.109793305397
survface:registered_probe:9935_cam3_7,survface:registered:5289,registered_probe,340673,340673,14.2702169418,True,59491,0.661754727364,True,q2,q2,registered_probe|norm=q2|score=q2,0017733219743dfdbcf014c19e0787cf2eae2f9858b0cef145ed6538b28bf188,37,0.1,0.0544770956039,-0.0571247339249,0.055547118187,0.0172108816321,0.111601829529,-0.00107002258301
survface:registered_probe:8567_cam2_32,survface:registered:4532,registered_probe,313579,313579,14.1982154846,True,32397,0.687807917595,True,q2,q3,registered_probe|norm=q2|score=q3,0008a9e17455b7f02f56145c83cddd8514804a1f110c254f43d94c48b453c585,38,0.1,0.189813911915,-0.028714299202,0.0566477775574,0.0419916656014,0.218528211117,0.133166134357
survface:registered_probe:10404_cam2_58,survface:registered:0214,registered_probe,287085,287085,16.0230922699,True,5903,0.806024253368,True,q2,q4,registered_probe|norm=q2|score=q4,005b04ce4f0635a2e0bb4e728801264db94bb6a307b7858836ec7d08675d1086,39,0.1,0.0961992144585,0.0382133722305,0.167167901993,0.0165436848324,0.0579858422279,-0.0709686875343
survface:registered_probe:9318_cam1_71,survface:registered:4919,registered_probe,327310,327310,17.6951122284,True,46128,0.585109651089,True,q3,q1,registered_probe|norm=q3|score=q1,000a7e3ad723905958e22ac10adb85a174fdcbf3534cf300f8e946c7bd69c971,40,0.1,0.0490652918816,-0.00102144479752,-0.0364854931831,0.0368465345966,0.0500867366791,0.0855507850647
survface:registered_probe:5804_cam1_52,survface:registered:3006,registered_probe,303239,303239,19.2192420959,True,22057,0.644941449165,True,q3,q2,registered_probe|norm=q3|score=q2,00053bafe09d274f0b698025903086968bb90a8418bd2b6718c12f5dd7c8343d,41,0.1,-0.0168031454086,-0.0276176929474,0.0157052874565,0.0104568999919,0.0108145475388,-0.0325084328651
survface:registered_probe:5459_cam2_12,survface:registered:2827,registered_probe,295058,295058,19.3415336609,True,13876,0.669661164284,True,q3,q3,registered_probe|norm=q3|score=q3,003dbb84f6be7c0d26c1eafd7a91383ada8babed2598b49a778c6058209b41e5,42,0.1,0.0470908880234,-0.046186029911,0.095096051693,0.0229449556518,0.0932769179344,-0.0480051636696
survface:registered_probe:8908_cam2_36,survface:registered:4700,registered_probe,320740,320740,18.566860199,True,39558,0.772733867168,True,q3,q4,registered_probe|norm=q3|score=q4,001f552a198151df92006d53222c9d4716ade9f90fa99e21b1b96a3084f243f9,43,0.1,0.178636372089,0.00800889730453,0.273943841457,0.0200556851491,0.170627474785,-0.095307469368
survface:registered_probe:10236_cam2_16,survface:registered:0124,registered_probe,284506,284506,24.4685306549,True,3324,0.443735122681,True,q4,q1,registered_probe|norm=q4|score=q1,00021141d1a95652090ffbdb3ee0b6782205b5cda899e40853a0403c4e0a590b,44,0.1,-0.00674623250961,-0.0764715075493,-0.0383542776108,0.0197408381185,0.0697252750397,0.0316080451012
survface:registered_probe:5743_cam1_106,survface:registered:2973,registered_probe,301270,301270,20.1709365845,True,20088,0.611456692219,True,q4,q2,registered_probe|norm=q4|score=q2,000e70140e8cfc627a0df81eb3e00c8d62737db0d38e9e9d1dd16e5f0b727173,45,0.1,0.131691217422,-0.00828129053116,0.102577269077,0.0223533329869,0.139972507954,0.0291139483452
survface:registered_probe:8394_cam2_53,survface:registered:4439,registered_probe,310276,310276,23.3212776184,True,29094,0.722297668457,True,q4,q3,registered_probe|norm=q4|score=q3,00513e3441e068935d0ec43dc762ad7e0bbcebd645939f426c22b641df6227d7,46,0.1,0.0495681166649,0.0814437866211,0.203648149967,0.0205108463231,-0.0318756699562,-0.154080033302
survface:registered_probe:5578_cam2_159,survface:registered:2888,registered_probe,296005,296005,25.7029933929,True,14823,0.805887699127,True,q4,q4,registered_probe|norm=q4|score=q4,001fe8917fa8a3370e473258a53e00271616a32ad962cdd3b79a87762e90f35f,47,0.1,0.144969940186,0.116952776909,0.163296282291,0.0214718180077,0.0280171632767,-0.0183263421059
survface:unknown_unknown_probe:9001_cam2_43,survface:unmated:9001_cam2_43,unknown_unknown_probe,402947,402947,11.6103096008,True,121765,0.56321066618,True,q1,q1,unknown_unknown_probe|norm=q1|score=q1,00691afedbe3e2563d65e586d26119d22745709357693c3a0c2ff94c75fb1b7c,48,0.1,0.0431281328201,-0.0509112477303,-0.0249688029289,0.0347103040787,0.0940393805504,0.0680969357491
survface:unknown_unknown_probe:5624_cam1_25,survface:unmated:5624_cam1_25,unknown_unknown_probe,369938,369938,9.24963188171,True,88756,0.656755447388,True,q1,q2,unknown_unknown_probe|norm=q1|score=q2,00108c9094bae063045b137ae24506f3c571612fe13ea0d23961d0156d037b7d,49,0.1,0.0256132483482,-0.0123770236969,-0.03696590662,0.0124729667081,0.0379902720451,0.0625791549683
survface:unknown_unknown_probe:distractors_14948,survface:unmated:distractors_14948,unknown_unknown_probe,440364,440364,9.24941730499,True,159182,0.687226831913,True,q1,q3,unknown_unknown_probe|norm=q1|score=q3,00081d63c8c44c020aa1d3cd27143d6bcfbd10452b0b71b26a14898ed4d6a45e,50,0.1,0.18676930666,0.0568977594376,0.15079253912,0.0297672596127,0.129871547222,0.03597676754
survface:unknown_unknown_probe:5769_cam2_1,survface:unmated:5769_cam2_1,unknown_unknown_probe,377368,377368,9.787150383,True,96186,0.763507723808,True,q1,q4,unknown_unknown_probe|norm=q1|score=q4,0010f361207d130c274791738893fb9d0e7cfc11b00368acb25dae86e75e7349,51,0.1,0.0227879285812,-0.0180354118347,0.164347469807,0.027750776808,0.040823340416,-0.141559541225
survface:unknown_unknown_probe:10268_cam2_94,survface:unmated:10268_cam2_94,unknown_unknown_probe,348726,348726,14.636888504,True,67544,0.54405528307,True,q2,q1,unknown_unknown_probe|norm=q2|score=q1,0005d858e65fcbffdff4b1556f4848acf9241ca0e7b5fdbf5e19663c439255a8,52,0.1,-0.0736507773399,-0.160342216492,-0.0207767486572,0.0180645192753,0.0866914391518,-0.0528740286827
survface:unknown_unknown_probe:10559_cam2_24,survface:unmated:10559_cam2_24,unknown_unknown_probe,356803,356803,14.5932502747,True,75621,0.614981889725,True,q2,q2,unknown_unknown_probe|norm=q2|score=q2,000e531f2a9f1c8f9b72a5e9f8da31b6cc837997b345c11d8a8ea19e21cae8f3,53,0.1,-0.0833961963654,0.0634640455246,0.0484712123871,0.0273225376137,-0.14686024189,-0.131867408752
survface:unknown_unknown_probe:5825_cam1_53,survface:unmated:5825_cam1_53,unknown_unknown_probe,378840,378840,14.3910932541,True,97658,0.659474253654,True,q2,q3,unknown_unknown_probe|norm=q2|score=q3,0004a5e25e30e5b9fa2a237e4e2cf9b1476d5978655673bd851cc4df7669b712,54,0.1,0.247527778149,0.0674325227737,0.127000272274,0.0172481196812,0.180095255375,0.120527505875
survface:unknown_unknown_probe:10638_cam4_79,survface:unmated:10638_cam4_79,unknown_unknown_probe,359615,359615,14.8261203766,True,78433,0.766780138016,True,q2,q4,unknown_unknown_probe|norm=q2|score=q4,001c95e78e2fd05beabafa7609c2cd0a05674f7cfdeabb0edf6573444c056f19,55,0.1,0.162631452084,-0.00357222557068,0.162211537361,0.0173913580311,0.166203677654,0.000419914722443
survface:unknown_unknown_probe:679_cam2_1,survface:unmated:679_cam2_1,unknown_unknown_probe,384334,384334,17.5005531311,True,103152,0.568691015244,True,q3,q1,unknown_unknown_probe|norm=q3|score=q1,001351bb47cf8e8c0dffd79c7eb05f64e9026071850cbad6a6845277993d7cf6,56,0.1,0.151025146246,0.0229829549789,0.157916784286,0.0360745533383,0.128042191267,-0.00689163804054
survface:unknown_unknown_probe:5668_cam1_89,survface:unmated:5668_cam1_89,unknown_unknown_probe,371819,371819,19.8340435028,True,90637,0.63365483284,True,q3,q2,unknown_unknown_probe|norm=q3|score=q2,0006cb0bcfa3ddf0dffdf666e8fd9f15b4138c354e3a103ecb3957d0d9f72394,57,0.1,0.0130947232246,-0.0131080150604,0.0436781644821,0.0082030498483,0.0262027382851,-0.0305834412575
survface:unknown_unknown_probe:9004_cam1_44,survface:unmated:9004_cam1_44,unknown_unknown_probe,403102,403102,19.2060337067,True,121920,0.683980822563,True,q3,q3,unknown_unknown_probe|norm=q3|score=q3,00058ea87de29358c60319c4032ea6caed579271fce8fb2a5ee6d8473c59a150,58,0.1,0.0785291790962,0.186560839415,0.257640302181,0.0179139742179,-0.108031660318,-0.179111123085
survface:unknown_unknown_probe:5740_cam1_53,survface:unmated:5740_cam1_53,unknown_unknown_probe,374826,374826,17.424451828,True,93644,0.797413766384,True,q3,q4,unknown_unknown_probe|norm=q3|score=q4,000ba09e9fd68208ffa249fa7191f7d30a7082e43a8e897bdbcd3d55362ca8dc,59,0.1,0.120236158371,0.0459533929825,0.231466770172,0.0349142266103,0.0742827653885,-0.111230611801
survface:unknown_unknown_probe:9915_cam1_8,survface:unmated:9915_cam1_8,unknown_unknown_probe,433218,433218,22.4382705688,True,152036,0.445463120937,True,q4,q1,unknown_unknown_probe|norm=q4|score=q1,002315c217491217bee2baad88e235217a0e574d065c21164e1c5541ffbbb1d3,60,0.1,0.114568263292,0.0642919540405,0.199664890766,0.00915919324302,0.0502763092518,-0.0850966274738
survface:unknown_unknown_probe:9997_cam3_72,survface:unmated:9997_cam3_72,unknown_unknown_probe,434835,434835,21.174823761,True,153653,0.638996362686,True,q4,q2,unknown_unknown_probe|norm=q4|score=q2,000d222b674d72bf28ab3cfd8305b0e91ca524b2212d2f59937d2159e92ae1e6,61,0.1,0.146977454424,-0.0231472849846,0.249089926481,0.022658818408,0.170124739408,-0.102112472057
survface:unknown_unknown_probe:distractors_20131,survface:unmated:distractors_20131,unknown_unknown_probe,446125,446125,23.4915409088,True,164943,0.67279279232,True,q4,q3,unknown_unknown_probe|norm=q4|score=q3,000cc5e68c40cfe6aaa78d8469e9a2a268ade06f9d02bf9db36dfe3816a3a495,62,0.1,0.0766064524651,-0.0270283222198,0.140796005726,0.037966277629,0.103634774685,-0.0641895532608
survface:unknown_unknown_probe:9029_cam3_163,survface:unmated:9029_cam3_163,unknown_unknown_probe,404127,404127,24.820734024,True,122945,0.777626752853,True,q4,q4,unknown_unknown_probe|norm=q4|score=q4,0024b742c4da4f20426c0cfc1013d25a9042e990fb1ce8c56c1431c5f82bd0be,63,0.1,0.110234856606,0.0289627313614,0.0968006849289,0.0130874428145,0.0812721252441,0.0134341716766
survface:registered_probe:7500_cam2_2,survface:registered:3940,registered_probe,307336,307336,12.7023296356,True,26154,0.580509603024,True,q1,q1,registered_probe|norm=q1|score=q1,0114e1ef001c3f9129b18fa40e3645c60cd626adc4c73221e9f4abd187856c3c,64,0.1,-0.0218971371651,-0.0227538347244,-0.0386915206909,0.0153706484434,0.000856697559357,0.0167943835258
survface:registered_probe:5865_cam2_127,survface:registered:3041,registered_probe,305296,305296,8.95146846771,True,24114,0.636367619038,True,q1,q2,registered_probe|norm=q1|score=q2,0068483ebce18ee9f44f8a2e7e4be482c604950516fd9d6603bb839bb5d314a5,65,0.1,0.196624100208,0.0470631122589,0.072151362896,0.0204360341196,0.149560987949,0.124472737312
survface:registered_probe:6806_cam2_2,survface:registered:3577,registered_probe,306619,306619,11.0952777863,True,25437,0.691274404526,True,q1,q3,registered_probe|norm=q1|score=q3,00476db1d0426300d18423f87f7da4282b261d14dd6e95292908373a3c68b927,66,0.1,-0.00507986545563,0.0353000760078,0.027129471302,0.0193398659905,-0.0403799414635,-0.0322093367577
survface:registered_probe:9492_cam2_54,survface:registered:5023,registered_probe,331320,331320,11.8122186661,True,50138,0.758853852749,True,q1,q4,registered_probe|norm=q1|score=q4,002b469d52f8d1e97806609a000b9801a82cae006da2ab99c2fb9e0f8b618154,67,0.1,0.077047765255,0.0163244009018,0.166122674942,0.00752847915485,0.0607233643532,-0.089074909687
survface:registered_probe:5613_cam2_91,survface:registered:2903,registered_probe,297151,297151,16.0598545074,True,15969,0.543590664864,True,q2,q1,registered_probe|norm=q2|score=q1,00ccb0c829444398905debd1e5e20e01d2e92754356c0a43469782e14fcd22a2,68,0.1,0.127966582775,0.0105543732643,-0.0196326971054,0.0200177461956,0.117412209511,0.147599279881
survface:registered_probe:5402_cam2_37,survface:registered:2798,registered_probe,294471,294471,14.5704393387,True,13289,0.602662444115,True,q2,q2,registered_probe|norm=q2|score=q2,0048051fdec649be84ba981fa25dc78f26c0f31ac4359adffc98ecd3337a9672,69,0.1,0.0683738589287,0.192362368107,0.0953556895256,0.0315285943552,-0.123988509178,-0.0269818305969
survface:registered_probe:8812_cam2_73,survface:registered:4659,registered_probe,319637,319637,16.4720573425,True,38455,0.669545054436,True,q2,q3,registered_probe|norm=q2|score=q3,001c3718ac109ea3242b7fa3b96a720f1f0c724ce655cfe3f9413283a3136924,70,0.1,0.169466793537,-0.0165328979492,0.159032225609,0.0300049913799,0.185999691486,0.0104345679283
survface:registered_probe:10205_cam1_30,survface:registered:0104,registered_probe,284112,284112,14.1908683777,True,2930,0.779643774033,True,q2,q4,registered_probe|norm=q2|score=q4,009a20214694b185b5464d9452000b944f9f1e88547aedb17f6fff643762bc32,71,0.1,0.176585972309,0.00528365373611,0.254626631737,0.0340169944212,0.171302318573,-0.0780406594276
