schema_version,metric_contract,rank_k,model_uid,method,target_fpir,score_space,test_probe_count,test_non_mated_count,test_mated_count,false_accept_count,true_identification_at_rank_k_count,realized_fpir,fpir_wilson95_low,fpir_wilson95_high,tpir_at_rank_k,tpir_at_rank_k_wilson95_low,tpir_at_rank_k_wilson95_high,target_met_on_test,target_met_by_wilson_upper,threshold_fit_on_test,fallback_query_count,fallback_query_fraction,saliency_branch_enabled,partition_seed,tpir_cluster95_low,tpir_cluster95_high,faithfulness_status,strong_faithfulness_pass,faithfulness_policy,fallback_policy
2,genuine-score-topk-v2,20,continuous-threshold-85e7077d6892978bcac91385,baseline,0.01,negative_squared_l2_adc,182159,121736,60423,1546,86,0.012699612275744234,0.012085799554646002,0.013344178189064823,0.0014232990748556014,0.0011527399628053926,0.0017572492832902426,False,False,False,0,0.0,False,8972,0.0008506771546662932,0.0020893049959095694,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,saliency-fallback-95f3d7c7d9d69a236693fccf,plus_outside,0.01,negative_squared_l2_adc,182159,121736,60423,1504,94,0.012354603404087533,0.011749293173230998,0.012990688600438961,0.0015556989887956572,0.0012715551408014497,0.0019032170993036205,False,False,False,0,0.0,True,8972,0.0009498778988288352,0.0022678626554775037,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,saliency-fallback-88b4ae46a684f15ac8cc9dbd,plus_entropy,0.01,negative_squared_l2_adc,182159,121736,60423,1599,86,0.013134980613787211,0.012510607776781953,0.013790079167218533,0.0014232990748556014,0.0011527399628053926,0.0017572492832902426,False,False,False,0,0.0,True,8972,0.0008624785234525719,0.002068739154483005,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,saliency-fallback-9bfdb671543274e76ca6b530,plus_both,0.01,negative_squared_l2_adc,182159,121736,60423,1558,84,0.01279818623907472,0.012181966296416115,0.013445153153020672,0.0013901990963705875,0.0011231331307709146,0.0017206603668223621,False,False,False,0,0.0,True,8972,0.0008724628355278712,0.0020019423648216985,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,continuous-threshold-353a6ca1c995478a09a533ab,baseline,0.05,negative_squared_l2_adc,182159,121736,60423,6393,494,0.05251527896431622,0.051276291935480466,0.05378250644604151,0.008175694685798453,0.0074882996765840044,0.008925622263992815,False,False,False,0,0.0,False,8972,0.0056745812739179115,0.011224459882281573,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,saliency-fallback-b76a1d9ecb3061ee7576307d,plus_outside,0.05,negative_squared_l2_adc,182159,121736,60423,6421,505,0.052745284878754024,0.05150370226721857,0.05401509342766398,0.008357744567466031,0.007662462788627366,0.009115535768712426,False,False,False,0,0.0,True,8972,0.005814268228585263,0.011427555549058598,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,saliency-fallback-249f2bafd8b49965efa6f7a3,plus_entropy,0.05,negative_squared_l2_adc,182159,121736,60423,6342,484,0.052096339620161664,0.050862097484883725,0.05335884864730292,0.008010194793373384,0.0073300477883516246,0.0087528954097134,False,False,False,0,0.0,True,8972,0.005615997598416784,0.010931718423872996,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,saliency-fallback-00c4ec39e67870404324521d,plus_both,0.05,negative_squared_l2_adc,182159,121736,60423,6383,499,0.052433133994874155,0.051195075579535516,0.05369943804721484,0.008258444632010989,0.007567453720962063,0.009011957590870652,False,False,False,0,0.0,True,8972,0.005786889231689171,0.011237354930371443,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,continuous-threshold-4cecd6da83e1fb95accc53c3,baseline,0.1,negative_squared_l2_adc,182159,121736,60423,12037,899,0.09887789971742131,0.0972137405016994,0.10056737347293301,0.014878440329013786,0.013943500300233553,0.015875060712070913,True,False,False,0,0.0,False,8972,0.010744291821585645,0.02018975043777008,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,saliency-fallback-84db89ade4891b8c1bf7c65e,plus_outside,0.1,negative_squared_l2_adc,182159,121736,60423,11995,895,0.09853289084576461,0.09687134984411108,0.10021976816048048,0.014812240372043758,0.013879420837840478,0.01580674867745927,True,False,False,0,0.0,True,8972,0.01059107215696292,0.020215663944205115,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,saliency-fallback-3b9ed551b6ca9186d53ed4b8,plus_entropy,0.1,negative_squared_l2_adc,182159,121736,60423,12008,889,0.0986396793060393,0.09697732723148832,0.10032736095430637,0.014712940436588716,0.013783310931063622,0.01570427133872905,True,False,False,0,0.0,True,8972,0.010669929080796323,0.01989041256309381,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,saliency-fallback-020c029ece981f7dabe3fb8a,plus_both,0.1,negative_squared_l2_adc,182159,121736,60423,11986,893,0.09845896037326674,0.09679798123790745,0.10014528048738963,0.014779140393558744,0.013847382959915909,0.01577259080688148,True,False,False,0,0.0,True,8972,0.010569711389459733,0.020155700256561368,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
