method,target_fpir,split_count,target_met_split_count,fpir_min,fpir_median,fpir_max,tpir_min,tpir_median,tpir_max
continuous_fiqa,0.01,1,1,0.009709535388052836,0.009709535388052836,0.009709535388052836,0.002565248332588584,0.002565248332588584,0.002565248332588584
continuous_fiqa,0.05,1,1,0.046978708023920616,0.046978708023920616,0.046978708023920616,0.008870794233983749,0.008870794233983749,0.008870794233983749
continuous_fiqa,0.1,1,1,0.09472136426365249,0.09472136426365249,0.09472136426365249,0.015341840027803982,0.015341840027803982,0.015341840027803982
continuous_fiqa,0.2,1,1,0.18641157915489256,0.18641157915489256,0.18641157915489256,0.027886731873624282,0.027886731873624282,0.027886731873624282
continuous_fiqa,0.3,1,1,0.28560984425313796,0.28560984425313796,0.28560984425313796,0.04147427304172252,0.04147427304172252,0.04147427304172252
continuous_fiqa_margin,0.01,1,1,0.009561674443057108,0.009561674443057108,0.009561674443057108,0.002250798536980951,0.002250798536980951,0.002250798536980951
continuous_fiqa_margin,0.05,1,1,0.04655155418282184,0.04655155418282184,0.04655155418282184,0.008357744567466031,0.008357744567466031,0.008357744567466031
continuous_fiqa_margin,0.1,1,1,0.0936781231517382,0.0936781231517382,0.0936781231517382,0.014779140393558744,0.014779140393558744,0.014779140393558744
continuous_fiqa_margin,0.2,1,1,0.18582013537490963,0.18582013537490963,0.18582013537490963,0.027390232196349073,0.027390232196349073,0.027390232196349073
continuous_fiqa_margin,0.3,1,1,0.2839915883551291,0.2839915883551291,0.2839915883551291,0.04082882346126475,0.04082882346126475,0.04082882346126475
continuous_fiqa_margin_distortion,0.01,1,0,0.012256029440757049,0.012256029440757049,0.012256029440757049,0.0018204988166757691,0.0018204988166757691,0.0018204988166757691
continuous_fiqa_margin_distortion,0.05,1,0,0.05465926266675429,0.05465926266675429,0.05465926266675429,0.006984095460337951,0.006984095460337951,0.006984095460337951
continuous_fiqa_margin_distortion,0.1,1,0,0.10786455937438391,0.10786455937438391,0.10786455937438391,0.012462141899607765,0.012462141899607765,0.012462141899607765
continuous_fiqa_margin_distortion,0.2,1,0,0.20501741473352172,0.20501741473352172,0.20501741473352172,0.024361584164970293,0.024361584164970293,0.024361584164970293
continuous_fiqa_margin_distortion,0.3,1,0,0.3058339357297759,0.3058339357297759,0.3058339357297759,0.036409976333515386,0.036409976333515386,0.036409976333515386
continuous_fiqa_runnerup,0.01,1,0,0.011073141880791221,0.011073141880791221,0.011073141880791221,0.007579895073068202,0.007579895073068202,0.007579895073068202
continuous_fiqa_runnerup,0.05,1,0,0.05527534993756982,0.05527534993756982,0.05527534993756982,0.014299190705526042,0.014299190705526042,0.014299190705526042
continuous_fiqa_runnerup,0.1,1,0,0.1064763093908129,0.1064763093908129,0.1064763093908129,0.017940188338877578,0.017940188338877578,0.017940188338877578
continuous_fiqa_runnerup,0.2,1,0,0.2089028717881317,0.2089028717881317,0.2089028717881317,0.02283898515465965,0.02283898515465965,0.02283898515465965
continuous_fiqa_runnerup,0.3,1,0,0.30807649339554444,0.30807649339554444,0.30807649339554444,0.026380682852556146,0.026380682852556146,0.026380682852556146
fiqa_2bin,0.01,1,1,0.009257738056121442,0.009257738056121442,0.009257738056121442,0.001853598795160783,0.001853598795160783,0.001853598795160783
fiqa_2bin,0.05,1,1,0.04587796543339686,0.04587796543339686,0.04587796543339686,0.006802045578670374,0.006802045578670374,0.006802045578670374
fiqa_2bin,0.1,1,1,0.09007195899323125,0.09007195899323125,0.09007195899323125,0.012942091587640469,0.012942091587640469,0.012942091587640469
fiqa_2bin,0.2,1,1,0.17983998159952685,0.17983998159952685,0.17983998159952685,0.024642933982092913,0.024642933982092913,0.024642933982092913
fiqa_2bin,0.3,1,1,0.2758674508773083,0.2758674508773083,0.2758674508773083,0.038213925160948646,0.038213925160948646,0.038213925160948646
fiqa_5bin,0.01,1,0,0.010358480646645199,0.010358480646645199,0.010358480646645199,0.002068748655313374,0.002068748655313374,0.002068748655313374
fiqa_5bin,0.05,1,1,0.04702799500558586,0.04702799500558586,0.04702799500558586,0.007646095030038231,0.007646095030038231,0.007646095030038231
fiqa_5bin,0.1,1,1,0.09245416310705132,0.09245416310705132,0.09245416310705132,0.013852340995978353,0.013852340995978353,0.013852340995978353
fiqa_5bin,0.2,1,1,0.18396365906551881,0.18396365906551881,0.18396365906551881,0.02613243301391854,0.02613243301391854,0.02613243301391854
fiqa_5bin,0.3,1,1,0.27770749819281065,0.27770749819281065,0.27770749819281065,0.039968224020654385,0.039968224020654385,0.039968224020654385
global_safe,0.01,1,1,0.009988828284155878,0.009988828284155878,0.009988828284155878,0.002068748655313374,0.002068748655313374,0.002068748655313374
global_safe,0.05,1,1,0.04700335151475324,0.04700335151475324,0.04700335151475324,0.006785495589427867,0.006785495589427867,0.006785495589427867
global_safe,0.1,1,1,0.09148485246763488,0.09148485246763488,0.09148485246763488,0.012511791867335286,0.012511791867335286,0.012511791867335286
global_safe,0.2,1,1,0.181630741933364,0.181630741933364,0.181630741933364,0.02338513479966238,0.02338513479966238,0.02338513479966238
global_safe,0.3,1,1,0.277600709732536,0.277600709732536,0.277600709732536,0.036112076527150254,0.036112076527150254,0.036112076527150254
