method,target_fpir,split_count,target_met_split_count,target_met_split_fraction,wilson_upper_met_split_count,wilson_lower_exceeds_target_split_count,observed_pattern,split_dependent_method,between_split_statistics_are_ci,fpir_min,fpir_q25,fpir_median,fpir_q75,fpir_max,fpir_excess_min,fpir_excess_q25,fpir_excess_median,fpir_excess_q75,fpir_excess_max,tpir_min,tpir_q25,tpir_median,tpir_q75,tpir_max
fiqa_l,0.01,20,0,0.0,0,20,all_observed_splits_exceed,True,False,0.011697443648550963,0.013381415522113426,0.0140426825261221,0.014264473943615694,0.014564303082079254,0.0016974436485509628,0.003381415522113425,0.0040426825261221,0.004264473943615694,0.004564303082079254,0.0009267993975803915,0.0012040117173923838,0.0012495241878092778,0.001261936679741158,0.0012908991609155455
fiqa_l,0.05,20,5,0.25,3,9,split_sensitive_target_attainment,True,False,0.04532759413813498,0.049948248669251495,0.051114707235328904,0.05163222054281395,0.05249884997042781,-0.004672405861865021,-5.1751330748509364e-05,0.0011147072353289052,0.0016322205428139537,0.002498849970427805,0.0059083461595749965,0.0065951707131390366,0.006785495589427867,0.006893070519504162,0.007116495374278007
fiqa_l,0.1,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.08511861733587435,0.09057304330682789,0.09235148189524874,0.093076411250575,0.09435171190116318,-0.014881382664125656,-0.009426956693172117,-0.00764851810475127,-0.006923588749424996,-0.005648288098836829,0.01155189249126988,0.012656604273207223,0.012908991609155453,0.013045529020406137,0.013339291329460636
fiqa_l,0.2,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.16668857199185122,0.1748928008148781,0.17807797200499442,0.1790965696260761,0.18144180850364724,-0.03331142800814879,-0.02510719918512192,-0.021922027995005602,-0.020903430373923913,-0.018558191496352766,0.023434784767389902,0.02465534647402479,0.025023583734670573,0.025193221124406272,0.025437333465733247
fiqa_l,0.3,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.2541318919629362,0.26367303016363275,0.26662614181507527,0.2688420023657751,0.27079089176578824,-0.045868108037063815,-0.03632696983636721,-0.03337385818492475,-0.031157997634224888,-0.029209108234211745,0.03554937689290502,0.03705128841666253,0.03737815070420204,0.037767075451400955,0.0380980752362511
fiqa_s,0.01,20,0,0.0,0,20,all_observed_splits_exceed,True,False,0.010982782414404943,0.013338289413156339,0.013833212854044818,0.014057057895774463,0.01451501610041401,0.0009827824144049424,0.003338289413156338,0.0038332128540448183,0.004057057895774463,0.004515016100414011,0.0009267993975803915,0.0011253992684904755,0.001150224252354236,0.0011626367442861161,0.0012246992039455175
fiqa_s,0.05,20,4,0.2,2,14,split_sensitive_target_attainment,True,False,0.046231188801997766,0.05063415916409279,0.05181704672405862,0.05263028192153513,0.05324636919235066,-0.0037688111980022365,0.0006341591640927884,0.0018170467240586144,0.002630281921535124,0.003246369192350655,0.005809046224119954,0.006462770799198981,0.00662827069162405,0.006773083097495986,0.006835145557155388
fiqa_s,0.1,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.08651508181638956,0.0921440658474075,0.09376437536965236,0.09477681211802588,0.09558388644279424,-0.013484918183610445,-0.0078559341525925,-0.006235624630347644,-0.005223187881974116,-0.004416113557205767,0.01150224252354236,0.012193204574417027,0.012470416894229019,0.012623504294722209,0.01282624166294292
fiqa_s,0.2,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.16602319773937044,0.17612908260498128,0.17936764802523492,0.18039446014326083,0.1821975422225143,-0.033976802260629574,-0.02387091739501874,-0.02063235197476508,-0.01960553985673919,-0.01780245777748571,0.022110785627989342,0.02328583486420734,0.023592009665193717,0.023749234562997535,0.02393128444466511
fiqa_s,0.3,20,20,1.0,20,0,all_observed_splits_meet,True,False,0.24990964053361372,0.2648908293356115,0.2671970493526976,0.26913977788000265,0.27055267135440625,-0.050090359466386264,-0.0351091706643885,-0.03280295064730235,-0.030860222119997352,-0.02944732864559374,0.03263657878622379,0.035048739718319184,0.03544180196282873,0.0357314267745726,0.035996226602452705
