reference_method,candidate_method,target_fpir,metric,reference_successes,candidate_successes,both_successes,total,candidate_minus_reference,paired_bootstrap95_low,paired_bootstrap95_high,resampling_unit,resamples,random_seed,threshold_uncertainty_included,multiple_comparison_adjustment,partition_seed
global_empirical,fiqa_s,0.01,fpir,1802,1611,1465,121736,-0.001568968916343563,-0.00192219228494447,-0.0012237546822632594,query,2000,8972,False,none,0
global_empirical,fiqa_s,0.01,tpir_at_rank_k,79,68,62,60423,-0.0001820498816675769,-0.00034294769506525033,-3.451998904430522e-05,mated_identity_cluster,2000,8972,False,none,0
global_safe,fiqa_s,0.01,fpir,1686,1611,1430,121736,-0.0006160872708155352,-0.000961096142472235,-0.0002957218899914569,query,2000,8972,False,none,0
global_safe,fiqa_s,0.01,tpir_at_rank_k,70,68,59,60423,-3.3099978485013984e-05,-0.00013419166807703066,6.716513812055513e-05,mated_identity_cluster,2000,8972,False,none,0
global_empirical,fiqa_l,0.01,fpir,1802,1589,1589,121736,-0.00174968784911612,-0.001987908260498127,-0.0015114674377341131,query,2000,8972,False,none,0
global_empirical,fiqa_l,0.01,tpir_at_rank_k,79,64,64,60423,-0.00024824983863760486,-0.0005157054468055603,-6.357064830732047e-05,mated_identity_cluster,2000,8972,False,none,0
global_safe,fiqa_l,0.01,fpir,1686,1589,1589,121736,-0.0007968062035880923,-0.0009693106394164421,-0.0006407307616481567,query,2000,8972,False,none,0
global_safe,fiqa_l,0.01,tpir_at_rank_k,70,64,64,60423,-9.929993545504196e-05,-0.00023509501195603937,0.0,mated_identity_cluster,2000,8972,False,none,0
fiqa_s,fiqa_l,0.01,fpir,1611,1589,1391,121736,-0.00018071893277255702,-0.0005259331668528615,0.00012321745416310706,query,2000,8972,False,none,0
fiqa_s,fiqa_l,0.01,tpir_at_rank_k,68,64,56,60423,-6.619995697002797e-05,-0.00022919662944539292,6.82025806769037e-05,mated_identity_cluster,2000,8972,False,none,0
global_empirical,fiqa_s,0.05,fpir,6470,6178,5490,121736,-0.002398633107708484,-0.003072221857133469,-0.0017330534928041018,query,2000,8972,False,none,0
global_empirical,fiqa_s,0.05,tpir_at_rank_k,421,391,354,60423,-0.0004964996772752097,-0.0008973682581509863,-0.00012908066720625255,mated_identity_cluster,2000,8972,False,none,0
global_safe,fiqa_s,0.05,fpir,6186,6178,5372,121736,-6.571597555365709e-05,-0.0007228757310902281,0.0005750147860944996,query,2000,8972,False,none,0
global_safe,fiqa_s,0.05,tpir_at_rank_k,406,391,349,60423,-0.00024824983863760486,-0.0006059526661428204,0.00010142164587898189,mated_identity_cluster,2000,8972,False,none,0
global_empirical,fiqa_l,0.05,fpir,6470,5955,5817,121736,-0.004230465926266675,-0.004682263258198068,-0.0037704540973910756,query,2000,8972,False,none,0
