method,target_fpir,model_uid,name,fit_non_mated_count,safety_non_mated_count,raw_threshold,shrinkage_weight,threshold_before_safety,safety_threshold,final_threshold,used_global_fallback,fit_fpir_at_final_threshold,safety_fpir_at_final_threshold,fit_target_met,safety_target_met,partition_seed
global_empirical,0.01,conditional-threshold-8f2243261ed4d29299723c6a,all,98825,0,-0.3551550507545471,1.0,-0.3551550507545471,,-0.3551550507545471,False,0.009997470275739944,,True,,0
global_safe,0.01,conditional-threshold-fc21032a8defc87701a7d2c9,all,67064,31761,-0.35579466819763184,1.0,-0.35579466819763184,-0.3524131178855896,-0.3524131178855896,False,0.008961588929977334,0.009980794055602784,True,True,0
fiqa_s,0.01,conditional-threshold-4b31eafe1822e3043f0dd47c,low,33340,15435,-0.35068362951278687,0.9940369707811568,-0.35068362951278687,-0.34169018268585205,-0.34169018268585205,False,0.007768446310737852,0.009977324263038548,True,True,0
fiqa_s,0.01,conditional-threshold-4b31eafe1822e3043f0dd47c,high,33724,16326,-0.3634535074234009,0.99410446881264,-0.3634083544978864,-0.369299054145813,-0.3634083544978864,False,0.009963230933459851,0.008575278696557638,True,True,0
fiqa_l,0.01,conditional-threshold-9dd5f51e49fbcbfd3a7cf91c,low,33776,15462,-0.36268630623817444,0.9941134918766188,-0.36264573855486537,-0.35026341676712036,-0.35026341676712036,False,0.006543107531975367,0.009959901694476782,True,True,0
fiqa_l,0.01,conditional-threshold-9dd5f51e49fbcbfd3a7cf91c,high,33288,16299,-0.349929541349411,0.9940277114190158,-0.349929541349411,-0.3533135950565338,-0.349929541349411,False,0.009973564047104061,0.00883489784649365,True,True,0
global_empirical,0.05,conditional-threshold-75b9c595b2d7c78c05289fb0,all,98825,0,-0.42540255188941956,1.0,-0.42540255188941956,,-0.42540255188941956,False,0.04999747027573995,,True,,0
global_safe,0.05,conditional-threshold-ef85f4670b2e2cf5b855ce26,all,67064,31761,-0.42696520686149597,1.0,-0.42696520686149597,-0.4222014248371124,-0.4222014248371124,False,0.04556841226291304,0.04999842574226252,True,True,0
fiqa_s,0.05,conditional-threshold-a76b0790a7a6995d2b22fc37,low,33340,15435,-0.41571280360221863,0.9940369707811568,-0.41571280360221863,-0.4069758653640747,-0.4069758653640747,False,0.041361727654469105,0.04995140913508261,True,True,0
fiqa_s,0.05,conditional-threshold-a76b0790a7a6995d2b22fc37,high,33724,16326,-0.4437642991542816,0.99410446881264,-0.4436652595817502,-0.4424424469470978,-0.4424424469470978,False,0.04883762305776302,0.04998162440279309,True,True,0
fiqa_l,0.05,conditional-threshold-c3aa1e6bad720524af60dab4,low,33776,15462,-0.4253799319267273,0.9941134918766188,-0.4253799319267273,-0.4136721193790436,-0.4136721193790436,False,0.038103979156797724,0.04999353253136722,True,True,0
fiqa_l,0.05,conditional-threshold-c3aa1e6bad720524af60dab4,high,33288,16299,-0.42959800362586975,0.9940277114190158,-0.42958227980381786,-0.4356819987297058,-0.42958227980381786,False,0.04989786109108387,0.0447266703478741,True,True,0
global_empirical,0.1,conditional-threshold-0602f8173e6657329ce04078,all,98825,0,-0.47009336948394775,1.0,-0.47009336948394775,,-0.47009336948394775,False,0.0999949405514799,,True,,0
global_safe,0.1,conditional-threshold-b4032750d4d05f8c9ad885f9,all,67064,31761,-0.47178417444229126,1.0,-0.47178417444229126,-0.4664149284362793,-0.4664149284362793,False,0.09282178217821782,0.09999685148452504,True,True,0
fiqa_s,0.1,conditional-threshold-e63fd1208b8e2d825336fdb1,low,33340,15435,-0.4564880430698395,0.9940369707811568,-0.4564880430698395,-0.44722452759742737,-0.44722452759742737,False,0.0867126574685063,0.09996760609005508,True,True,0
fiqa_s,0.1,conditional-threshold-e63fd1208b8e2d825336fdb1,high,33724,16326,-0.494988352060318,0.99410446881264,-0.4948515511074939,-0.491286963224411,-0.491286963224411,False,0.09568853042343732,0.09996324880558619,True,True,0
fiqa_l,0.1,conditional-threshold-6e00a0f02afa1d43ed872af1,low,33776,15462,-0.4636853039264679,0.9941134918766188,-0.4636853039264679,-0.45074623823165894,-0.45074623823165894,False,0.08076740881099005,0.09998706506273444,True,True,0
fiqa_l,0.1,conditional-threshold-6e00a0f02afa1d43ed872af1,high,33288,16299,-0.4857434332370758,0.9940277114190158,-0.4856600645151767,-0.4914434254169464,-0.4856600645151767,False,0.09985580389329488,0.09301184121725259,True,True,0
global_empirical,0.2,conditional-threshold-488b269e15f303c6dc5e5992,all,98825,0,-0.532887876033783,1.0,-0.532887876033783,,-0.532887876033783,False,0.2,,True,,0
global_safe,0.2,conditional-threshold-d67cbd7b81ee7538949563f1,all,67064,31761,-0.5345647931098938,1.0,-0.5345647931098938,-0.5291351675987244,-0.5291351675987244,False,0.18998270308958606,0.19999370296905009,True,True,0
fiqa_s,0.2,conditional-threshold-196ed5be23e52ae97421af60,low,33340,15435,-0.5111226439476013,0.9940369707811568,-0.5111226439476013,-0.5055553317070007,-0.5055553317070007,False,0.18839232153569285,0.2,True,True,0
fiqa_s,0.2,conditional-threshold-196ed5be23e52ae97421af60,high,33724,16326,-0.5652081370353699,0.99410446881264,-0.5650274782455722,-0.5609639883041382,-0.5609639883041382,False,0.19235559245641087,0.19998774960186205,True,True,0
fiqa_l,0.2,conditional-threshold-8f55800bc3771d57b61d6870,low,33776,15462,-0.5142931938171387,0.9941134918766188,-0.5142931938171387,-0.5032489895820618,-0.5032489895820618,False,0.17524277593557555,0.19997413012546889,True,True,0
fiqa_l,0.2,conditional-threshold-8f55800bc3771d57b61d6870,high,33288,16299,-0.5685639381408691,0.9940277114190158,-0.5683608854352374,-0.574269711971283,-0.5683608854352374,False,0.19956140350877194,0.19130007975949445,True,True,0
global_empirical,0.3,conditional-threshold-4b647b05db8dbfd26797c65c,all,98825,0,-0.5841863751411438,1.0,-0.5841863751411438,,-0.5841863751411438,False,0.2999949405514799,,True,,0
global_safe,0.3,conditional-threshold-777b5c439b4c6cd14f5e2d95,all,67064,31761,-0.58488929271698,1.0,-0.58488929271698,-0.5823283791542053,-0.5823283791542053,False,0.29507634498389596,0.29999055445357514,True,True,0
fiqa_s,0.3,conditional-threshold-e321808cef96ee1137ae0cb9,low,33340,15435,-0.5560100674629211,0.9940369707811568,-0.5560100674629211,-0.5531894564628601,-0.5531894564628601,False,0.2933413317336533,0.2999676060900551,True,True,0
fiqa_s,0.3,conditional-threshold-e321808cef96ee1137ae0cb9,high,33724,16326,-0.6219915151596069,0.99410446881264,-0.6217727778500761,-0.6225086450576782,-0.6217727778500761,False,0.29946032499110425,0.2987259585936543,True,True,0
fiqa_l,0.3,conditional-threshold-16af3ecbc995e43d33ccd93e,low,33776,15462,-0.5557892322540283,0.9941134918766188,-0.5557892322540283,-0.5462508201599121,-0.5462508201599121,False,0.27478090952155376,0.29996119518820336,True,True,0
fiqa_l,0.3,conditional-threshold-16af3ecbc995e43d33ccd93e,high,33288,16299,-0.63498854637146,0.9940277114190158,-0.6346893391709435,-0.6418318152427673,-0.6346893391709435,False,0.2995974525354482,0.28823854224185536,True,True,0
global_empirical,0.01,conditional-threshold-abc024e9f4f084ba9bd26e38,all,98825,0,-0.3551550507545471,1.0,-0.3551550507545471,,-0.3551550507545471,False,0.009997470275739944,,True,,1
global_safe,0.01,conditional-threshold-e60f15bb894cc4965c2eda3a,all,69704,29121,-0.3557811677455902,1.0,-0.3557811677455902,-0.3533417582511902,-0.3533417582511902,False,0.009454263743831057,0.009992788709178944,True,True,1
fiqa_s,0.01,conditional-threshold-5f641127699ade4e2553ab90,low,34287,14977,-0.3472883999347687,0.9942007133122626,-0.3472883999347687,-0.3487420380115509,-0.3472883999347687,False,0.009974625951526818,0.009547973559457835,True,True,1
fiqa_s,0.01,conditional-threshold-5f641127699ade4e2553ab90,high,35417,14144,-0.3682742714881897,0.9943847039335149,-0.36820411901188566,-0.36174702644348145,-0.36174702644348145,False,0.008809328853375497,0.009968891402714931,True,True,1
fiqa_l,0.01,conditional-threshold-ce59e6643a55ddfa772aad36,low,34849,14598,-0.3595576286315918,0.9942937031013723,-0.3595360790245502,-0.3579981029033661,-0.3579981029033661,False,0.009440730006599903,0.009932867516098096,True,True,1
fiqa_l,0.01,conditional-threshold-ce59e6643a55ddfa772aad36,high,34855,14523,-0.3515979051589966,0.9942946797889032,-0.3515979051589966,-0.35045066475868225,-0.35045066475868225,False,0.009668627169703056,0.009984163051711079,True,True,1
global_empirical,0.05,conditional-threshold-44ad5ad9a44c747370070f09,all,98825,0,-0.42540255188941956,1.0,-0.42540255188941956,,-0.42540255188941956,False,0.04999747027573995,,True,,1
global_safe,0.05,conditional-threshold-30152f09b69f0b2329714427,all,69704,29121,-0.4282337427139282,1.0,-0.4282337427139282,-0.42013368010520935,-0.42013368010520935,False,0.04341214277516355,0.04999828302599499,True,True,1
fiqa_s,0.05,conditional-threshold-5f59ed457d489951e8079050,low,34287,14977,-0.41374513506889343,0.9942007133122626,-0.41374513506889343,-0.411336749792099,-0.411336749792099,False,0.04748155277510427,0.049943246311010214,True,True,1
fiqa_s,0.05,conditional-threshold-5f59ed457d489951e8079050,high,35417,14144,-0.44590941071510315,0.9943847039335149,-0.4458101566061037,-0.4359200596809387,-0.4359200596809387,False,0.04167490188327639,0.04998585972850679,True,True,1
fiqa_l,0.05,conditional-threshold-ba2892caf322e29732f3912a,low,34849,14598,-0.4231945872306824,0.9942937031013723,-0.4231945872306824,-0.417476624250412,-0.417476624250412,False,0.043903698814887086,0.0499383477188656,True,True,1
