method,target_fpir,quality_group,split_count,threshold_min,threshold_q25,threshold_median,threshold_q75,threshold_max,fit_non_mated_count_min,fit_non_mated_count_q25,fit_non_mated_count_median,fit_non_mated_count_q75,fit_non_mated_count_max,safety_non_mated_count_min,safety_non_mated_count_q25,safety_non_mated_count_median,safety_non_mated_count_q75,safety_non_mated_count_max,global_fallback_split_count
fiqa_l,0.01,high,20,-0.35073864459991455,-0.3500598222017288,-0.34895509481430054,-0.34636160731315613,-0.3346511125564575,32713.0,34283.5,34867.5,35477.0,36567.0,13025.0,13783.5,14623.5,15652.25,17358.0,0
fiqa_l,0.01,low,20,-0.3588463660058757,-0.3581663270743547,-0.3573080162849631,-0.3564936669471198,-0.35026341676712036,32695.0,34363.25,34764.5,35656.0,36880.0,12160.0,13751.25,14480.0,15127.75,16778.0,0
fiqa_l,0.05,high,20,-0.432494529135083,-0.4296984125245613,-0.42863879879496236,-0.42559002642280835,-0.41254037618637085,32713.0,34283.5,34867.5,35477.0,36567.0,13025.0,13783.5,14623.5,15652.25,17358.0,0
fiqa_l,0.05,low,20,-0.42150887846946716,-0.42009197175502777,-0.4193117618560791,-0.418067030608654,-0.4136721193790436,32695.0,34363.25,34764.5,35656.0,36880.0,12160.0,13751.25,14480.0,15127.75,16778.0,0
fiqa_l,0.1,high,20,-0.4891082608813875,-0.4856958897547531,-0.48459259423390433,-0.4820032544527521,-0.4708057940006256,32713.0,34283.5,34867.5,35477.0,36567.0,13025.0,13783.5,14623.5,15652.25,17358.0,0
fiqa_l,0.1,low,20,-0.4594411551952362,-0.45827271044254303,-0.4579862952232361,-0.456444688141346,-0.45074623823165894,32695.0,34363.25,34764.5,35656.0,36880.0,12160.0,13751.25,14480.0,15127.75,16778.0,0
fiqa_l,0.2,high,20,-0.5705607154646755,-0.5688586963580851,-0.5655809523306252,-0.5629957961680208,-0.554572582244873,32713.0,34283.5,34867.5,35477.0,36567.0,13025.0,13783.5,14623.5,15652.25,17358.0,0
fiqa_l,0.2,low,20,-0.5106813311576843,-0.509920746088028,-0.5089896321296692,-0.5078577250242233,-0.5032489895820618,32695.0,34363.25,34764.5,35656.0,36880.0,12160.0,13751.25,14480.0,15127.75,16778.0,0
fiqa_l,0.3,high,20,-0.6375962141884952,-0.634974142004566,-0.6321409976278911,-0.6296106467154331,-0.6234136819839478,32713.0,34283.5,34867.5,35477.0,36567.0,13025.0,13783.5,14623.5,15652.25,17358.0,0
fiqa_l,0.3,low,20,-0.5529719591140747,-0.5519859045743942,-0.5510061085224152,-0.5502431988716125,-0.5454559922218323,32695.0,34363.25,34764.5,35656.0,36880.0,12160.0,13751.25,14480.0,15127.75,16778.0,0
fiqa_s,0.01,high,20,-0.3662983863053217,-0.36469245868449734,-0.363401493504659,-0.3616001158952713,-0.3553107976913452,33063.0,34527.75,35188.5,35775.75,36847.0,12744.0,13959.75,14539.0,15270.75,16664.0,0
fiqa_s,0.01,low,20,-0.3473357856273651,-0.34682536870241165,-0.34523388743400574,-0.3415553644299507,-0.33290594816207886,32345.0,34091.25,34460.0,35362.5,36600.0,12634.0,13833.75,14673.0,15257.25,16848.0,0
fiqa_s,0.05,high,20,-0.44360288334526965,-0.44294587856880563,-0.44187033850841456,-0.4394327743843388,-0.4316638708114624,33063.0,34527.75,35188.5,35775.75,36847.0,12744.0,13959.75,14539.0,15270.75,16664.0,0
fiqa_s,0.05,low,20,-0.4129505455493927,-0.4119492694735527,-0.4110097140073776,-0.41012638807296753,-0.40142643451690674,32345.0,34091.25,34460.0,35362.5,36600.0,12634.0,13833.75,14673.0,15257.25,16848.0,0
fiqa_s,0.1,high,20,-0.49387854942328246,-0.49288710056445995,-0.4916266406070631,-0.48970548808574677,-0.48232436180114746,33063.0,34527.75,35188.5,35775.75,36847.0,12744.0,13959.75,14539.0,15270.75,16664.0,0
fiqa_s,0.1,low,20,-0.45311978459358215,-0.45258626341819763,-0.45170746743679047,-0.44961412996053696,-0.4413503110408783,32345.0,34091.25,34460.0,35362.5,36600.0,12634.0,13833.75,14673.0,15257.25,16848.0,0
fiqa_s,0.2,high,20,-0.5641297282062476,-0.5630550384521484,-0.5622546400093327,-0.5607109069824219,-0.5489056706428528,33063.0,34527.75,35188.5,35775.75,36847.0,12744.0,13959.75,14539.0,15270.75,16664.0,0
fiqa_s,0.2,low,20,-0.5094690918922424,-0.5083847045898438,-0.5072376728057861,-0.5055244266986847,-0.4991573691368103,32345.0,34091.25,34460.0,35362.5,36600.0,12634.0,13833.75,14673.0,15257.25,16848.0,0
fiqa_s,0.3,high,20,-0.622626782183975,-0.6213538211621144,-0.6208120469195597,-0.6195094232491567,-0.602642297744751,33063.0,34527.75,35188.5,35775.75,36847.0,12744.0,13959.75,14539.0,15270.75,16664.0,0
fiqa_s,0.3,low,20,-0.5548925399780273,-0.5536099076271057,-0.552543431520462,-0.5519834011793137,-0.5454559922218323,32345.0,34091.25,34460.0,35362.5,36600.0,12634.0,13833.75,14673.0,15257.25,16848.0,0
global_empirical,0.01,all,20,-0.3551550507545471,-0.3551550507545471,-0.3551550507545471,-0.3551550507545471,-0.3551550507545471,98825.0,98825.0,98825.0,98825.0,98825.0,0.0,0.0,0.0,0.0,0.0,0
global_empirical,0.05,all,20,-0.42540255188941956,-0.42540255188941956,-0.42540255188941956,-0.42540255188941956,-0.42540255188941956,98825.0,98825.0,98825.0,98825.0,98825.0,0.0,0.0,0.0,0.0,0.0,0
global_empirical,0.1,all,20,-0.47009336948394775,-0.47009336948394775,-0.47009336948394775,-0.47009336948394775,-0.47009336948394775,98825.0,98825.0,98825.0,98825.0,98825.0,0.0,0.0,0.0,0.0,0.0,0
global_empirical,0.2,all,20,-0.532887876033783,-0.532887876033783,-0.532887876033783,-0.532887876033783,-0.532887876033783,98825.0,98825.0,98825.0,98825.0,98825.0,0.0,0.0,0.0,0.0,0.0,0
global_empirical,0.3,all,20,-0.5841863751411438,-0.5841863751411438,-0.5841863751411438,-0.5841863751411438,-0.5841863751411438,98825.0,98825.0,98825.0,98825.0,98825.0,0.0,0.0,0.0,0.0,0.0,0
global_safe,0.01,all,20,-0.3547388017177582,-0.35331547260284424,-0.3526085615158081,-0.3519202694296837,-0.3442172706127167,65408.0,68748.75,69666.0,71181.0,73447.0,25378.0,27644.0,29159.0,30076.25,33417.0,0
global_safe,0.05,all,20,-0.42522692680358887,-0.4247732535004616,-0.4236234575510025,-0.4221273437142372,-0.41496604681015015,65408.0,68748.75,69666.0,71181.0,73447.0,25378.0,27644.0,29159.0,30076.25,33417.0,0
global_safe,0.1,all,20,-0.47006919980049133,-0.4692757576704025,-0.46863579750061035,-0.4666181728243828,-0.46115541458129883,65408.0,68748.75,69666.0,71181.0,73447.0,25378.0,27644.0,29159.0,30076.25,33417.0,0
global_safe,0.2,all,20,-0.5323235392570496,-0.5318185240030289,-0.5308099687099457,-0.5289560407400131,-0.5231452584266663,65408.0,68748.75,69666.0,71181.0,73447.0,25378.0,27644.0,29159.0,30076.25,33417.0,0
global_safe,0.3,all,20,-0.5838912129402161,-0.5825502574443817,-0.5814346969127655,-0.5802311450242996,-0.5727746486663818,65408.0,68748.75,69666.0,71181.0,73447.0,25378.0,27644.0,29159.0,30076.25,33417.0,0
