dataset,model_uid,run_id,extraction_uid,origin_embedding_artifact_uid,compression_family,compression_profile,sample_count,origin_dimension,search_dimension,reconstruction_available,metric_vector_source,mean_reconstruction_mse,p95_reconstruction_mse,mean_angular_error_rad,p95_angular_error_rad,mean_cosine_to_origin,p05_cosine_to_origin,origin_fallback_count,storage_bytes_per_embedding,codebook_bytes,codebook_bytes_source,codec_parameter_bytes,codec_parameter_bytes_source
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,population-7ae0f7cfd78d38eaa682b4c9,origin-embedding-a3f4d5ca6908f26698bda78d,pca,pca_128,13195,512,128,True,reconstruction,2.21207047675e-12,6.31848096248e-12,2.30085125115e-05,0.000204907898618,0.999999997429,0.999999979006,0,512,0,not_applicable,264192,pca_components_and_mean
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,population-7ae0f7cfd78d38eaa682b4c9,origin-embedding-a3f4d5ca6908f26698bda78d,pca,pca_256,13195,512,256,True,reconstruction,1.00398468117e-12,2.78537512978e-12,2.30111660538e-05,0.000200858919656,0.999999997459,0.999999979828,0,1024,0,not_applicable,526336,pca_components_and_mean
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,population-7ae0f7cfd78d38eaa682b4c9,origin-embedding-a3f4d5ca6908f26698bda78d,pca,pca_32,13195,512,32,True,reconstruction,0.00113534724021,0.00146329250033,0.867639335321,1.04617120775,0.63918230067,0.500888575961,0,128,0,not_applicable,67584,pca_components_and_mean
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,population-7ae0f7cfd78d38eaa682b4c9,origin-embedding-a3f4d5ca6908f26698bda78d,pca,pca_384,13195,512,384,True,reconstruction,4.31885579296e-13,1.18553248727e-12,2.28091489105e-05,0.00020080048959,0.999999997495,0.99999997984,0,1536,0,not_applicable,788480,pca_components_and_mean
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,population-7ae0f7cfd78d38eaa682b4c9,origin-embedding-a3f4d5ca6908f26698bda78d,pca,pca_64,13195,512,64,True,reconstruction,0.000574014933377,0.000853876900974,0.567350202365,0.722299536282,0.838599832696,0.750287462095,0,256,0,not_applicable,133120,pca_components_and_mean
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,population-7ae0f7cfd78d38eaa682b4c9,origin-embedding-a3f4d5ca6908f26698bda78d,pq,pq_512_m128_b8,13195,512,512,True,reconstruction,0.00017189107527,0.000209571476552,0.300064218704,0.333222995117,0.955065627528,0.944993042637,0,128,524288,faiss_centroids,524288,faiss_centroids
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,population-7ae0f7cfd78d38eaa682b4c9,origin-embedding-a3f4d5ca6908f26698bda78d,pq,pq_512_m16_b8,13195,512,512,True,reconstruction,0.00118114418362,0.00146521083044,0.886122108187,1.03229631788,0.623096300023,0.512848858348,0,16,524288,faiss_centroids,524288,faiss_centroids
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,population-7ae0f7cfd78d38eaa682b4c9,origin-embedding-a3f4d5ca6908f26698bda78d,pq,pq_512_m32_b8,13195,512,512,True,reconstruction,0.000924111056473,0.00113698084931,0.75365275089,0.861536804695,0.724400994869,0.651272042151,0,32,524288,faiss_centroids,524288,faiss_centroids
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,population-7ae0f7cfd78d38eaa682b4c9,origin-embedding-a3f4d5ca6908f26698bda78d,pq,pq_512_m64_b8,13195,512,512,True,reconstruction,0.000545231439404,0.000662467080027,0.5542423292,0.620578452718,0.848844889422,0.813542219146,0,64,524288,faiss_centroids,524288,faiss_centroids
lfw,edgeface-a348c305af33c223b337,20260901-R001-03c98fe5,population-7ae0f7cfd78d38eaa682b4c9,origin-embedding-a3f4d5ca6908f26698bda78d,pq,pq_512_m8_b8,13195,512,512,True,reconstruction,0.00133778685062,0.00166241808059,0.974584588404,1.15185973227,0.548024999787,0.406789238903,0,8,524288,faiss_centroids,524288,faiss_centroids
