probe_type,count,accept_rate,mean_top1_score
known_unknown,857,0.0011668611435239206,0.14727305293152737
registered,676,0.9896449704142012,0.6099969127915315
unknown_unknown,831,0.0012033694344163659,0.14382502923480867
