dataset,model_uid,run_id,compression_family,compression_profile,search_mode,target_fpir,comparison_role,threshold_policy,threshold,realized_fpir,tpir20,tpir20_retention,closed_set_rank20_recall,target_met_on_test
lfw,arcface-7972a704552df378345f,20260810-R001-e9b2f0fd,pca,pca_128,pca_direct_cosine,0.01,origin,origin_calibrated,0.471559643745,0.000592417061611,0.97268907563,1,0.987394957983,True
lfw,arcface-7972a704552df378345f,20260810-R001-e9b2f0fd,pca,pca_128,pca_direct_cosine,0.01,compressed_frozen_threshold,frozen_origin,0.471559643745,0.000592417061611,0.97268907563,1,0.985294117647,True
lfw,arcface-7972a704552df378345f,20260810-R001-e9b2f0fd,pca,pca_128,pca_direct_cosine,0.01,compressed_recalibrated,recalibrated_compressed,0.517061233521,0.000592417061611,0.968487394958,0.995680345572,0.985294117647,True
lfw,arcface-7972a704552df378345f,20260810-R001-e9b2f0fd,pca,pca_128,pca_direct_cosine,0.05,origin,origin_calibrated,0.471559643745,0.000592417061611,0.97268907563,1,0.987394957983,True
lfw,arcface-7972a704552df378345f,20260810-R001-e9b2f0fd,pca,pca_128,pca_direct_cosine,0.05,compressed_frozen_threshold,frozen_origin,0.471559643745,0.000592417061611,0.97268907563,1,0.985294117647,True
lfw,arcface-7972a704552df378345f,20260810-R001-e9b2f0fd,pca,pca_128,pca_direct_cosine,0.05,compressed_recalibrated,recalibrated_compressed,0.517061233521,0.000592417061611,0.968487394958,0.995680345572,0.985294117647,True
lfw,arcface-7972a704552df378345f,20260810-R001-e9b2f0fd,pca,pca_128,pca_direct_cosine,0.1,origin,origin_calibrated,0.471559643745,0.000592417061611,0.97268907563,1,0.987394957983,True
lfw,arcface-7972a704552df378345f,20260810-R001-e9b2f0fd,pca,pca_128,pca_direct_cosine,0.1,compressed_frozen_threshold,frozen_origin,0.471559643745,0.000592417061611,0.97268907563,1,0.985294117647,True
lfw,arcface-7972a704552df378345f,20260810-R001-e9b2f0fd,pca,pca_128,pca_direct_cosine,0.1,compressed_recalibrated,recalibrated_compressed,0.517061233521,0.000592417061611,0.968487394958,0.995680345572,0.985294117647,True
lfw,arcface-7972a704552df378345f,20260810-R001-e9b2f0fd,pca,pca_128,pca_direct_cosine,0.2,origin,origin_calibrated,0.471559643745,0.000592417061611,0.97268907563,1,0.987394957983,True
lfw,arcface-7972a704552df378345f,20260810-R001-e9b2f0fd,pca,pca_128,pca_direct_cosine,0.2,compressed_frozen_threshold,frozen_origin,0.471559643745,0.000592417061611,0.97268907563,1,0.985294117647,True
lfw,arcface-7972a704552df378345f,20260810-R001-e9b2f0fd,pca,pca_128,pca_direct_cosine,0.2,compressed_recalibrated,recalibrated_compressed,0.517061233521,0.000592417061611,0.968487394958,0.995680345572,0.985294117647,True
lfw,arcface-7972a704552df378345f,20260810-R001-e9b2f0fd,pca,pca_128,pca_direct_cosine,0.3,origin,origin_calibrated,0.471559643745,0.000592417061611,0.97268907563,1,0.987394957983,True
lfw,arcface-7972a704552df378345f,20260810-R001-e9b2f0fd,pca,pca_128,pca_direct_cosine,0.3,compressed_frozen_threshold,frozen_origin,0.471559643745,0.000592417061611,0.97268907563,1,0.985294117647,True
lfw,arcface-7972a704552df378345f,20260810-R001-e9b2f0fd,pca,pca_128,pca_direct_cosine,0.3,compressed_recalibrated,recalibrated_compressed,0.517061233521,0.000592417061611,0.968487394958,0.995680345572,0.985294117647,True
lfw,arcface-7972a704552df378345f,20260810-R001-e9b2f0fd,pca,pca_128,pca_reconstruction_cosine,0.01,origin,origin_calibrated,0.471559643745,0.000592417061611,0.97268907563,1,0.987394957983,True
lfw,arcface-7972a704552df378345f,20260810-R001-e9b2f0fd,pca,pca_128,pca_reconstruction_cosine,0.01,compressed_frozen_threshold,frozen_origin,0.471559643745,0.000592417061611,0.97268907563,1,0.985294117647,True
lfw,arcface-7972a704552df378345f,20260810-R001-e9b2f0fd,pca,pca_128,pca_reconstruction_cosine,0.01,compressed_recalibrated,recalibrated_compressed,0.520393610001,0.000592417061611,0.968487394958,0.995680345572,0.985294117647,True
lfw,arcface-7972a704552df378345f,20260810-R001-e9b2f0fd,pca,pca_128,pca_reconstruction_cosine,0.05,origin,origin_calibrated,0.471559643745,0.000592417061611,0.97268907563,1,0.987394957983,True
lfw,arcface-7972a704552df378345f,20260810-R001-e9b2f0fd,pca,pca_128,pca_reconstruction_cosine,0.05,compressed_frozen_threshold,frozen_origin,0.471559643745,0.000592417061611,0.97268907563,1,0.985294117647,True
