group,metric,sample_count,identity_count,mean,median,positive_fraction,mean_ci_lower,mean_ci_upper,confidence_level,bootstrap_method,bootstrap_repeats
all,high_saliency_occlusion_score_drop,10000,2192,0.09338422128446398,0.0834652781486511,0.8793,0.09142142499339402,0.09532965562378315,0.95,identity_cluster,2000
all,low_saliency_occlusion_score_drop,10000,2192,0.18190048958268015,0.1780946254730224,0.9643,0.1794425056516998,0.18466767362842287,0.95,identity_cluster,2000
all,random_occlusion_score_drop,10000,2192,0.2061202943371609,0.2051562368869781,0.9846,0.20371135095486986,0.20830197507808998,0.95,identity_cluster,2000
all,faithfulness_gain_over_low_saliency,10000,2192,-0.08851626830454913,-0.0867230743169784,0.1997,-0.09083265253183188,-0.08622018916124864,0.95,identity_cluster,2000
all,faithfulness_gain_over_random,10000,2192,-0.11273607303649184,-0.11163887381553644,0.1131,-0.11489446213347479,-0.11054749127878244,0.95,identity_cluster,2000
