reference_successes,candidate_successes,both_successes,total,candidate_minus_reference,paired_bootstrap95_low,paired_bootstrap95_high,partition_seed,target_fpir,reference_method,candidate_method,metric,resampling_unit,resamples,bootstrap_seed,reference_realized_fpir,candidate_realized_fpir,candidate_fallback_query_count,candidate_target_met,faithfulness_status,strong_faithfulness_pass,faithfulness_policy,fallback_policy
6313,6236,5389,121736,-0.0006325162647039496,-0.001322534008017349,2.484885325622547e-05,0,0.05,baseline,plus_both,fpir,query,2000,8972,0.051858119208779654,0.0512256029440757,149,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
217,230,187,60423,0.0002151498601525909,-0.00015986826156369529,0.0006439803245320017,0,0.05,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.051858119208779654,0.0512256029440757,149,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
12097,12174,11002,121736,0.0006325162647039496,-0.0001480663074193333,0.001371820989682592,0,0.1,baseline,plus_outside,fpir,query,2000,8972,0.09937076953407373,0.10000328579877768,149,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
541,549,464,60423,0.00013239991394005594,-0.0004176953404784311,0.0007572123943574226,0,0.1,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.09937076953407373,0.10000328579877768,149,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
12097,12178,11476,121736,0.0006653742524807781,4.928698166524282e-05,0.001256818032463692,0,0.1,baseline,plus_entropy,fpir,query,2000,8972,0.09937076953407373,0.10003614378655451,149,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
541,545,502,60423,6.619995697002797e-05,-0.00020548128766243167,0.00033897492512360166,0,0.1,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.09937076953407373,0.10003614378655451,149,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
12097,12189,10744,121736,0.0007557337188670566,-0.00010678846027469278,0.0016182558980088059,0,0.1,baseline,plus_both,fpir,query,2000,8972,0.09937076953407373,0.10012650325294079,149,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
541,564,465,60423,0.00038064975257766083,-0.00022454888932463445,0.0010736318705429925,0,0.1,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.09937076953407373,0.10012650325294079,149,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
24084,24062,22292,121736,-0.00018071893277255702,-0.0011500295721889992,0.0007885917066438852,0,0.2,baseline,plus_outside,fpir,query,2000,8972,0.19783794440428468,0.19765722547151213,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1319,1300,1198,60423,-0.00031444979560763285,-0.0009189894422404737,0.0002611503607270515,0,0.2,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.19783794440428468,0.19765722547151213,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
24084,24058,23455,121736,-0.00021357692054938557,-0.0008132351974765065,0.00036143786554511403,0,0.2,baseline,plus_entropy,fpir,query,2000,8972,0.19783794440428468,0.1976243674837353,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1319,1319,1280,60423,0.0,-0.00026581689222142537,0.00027377528743691067,0,0.2,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.19783794440428468,0.1976243674837353,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
24084,24084,22180,121736,0.0,-0.0009530870079516327,0.0010021686271932707,0,0.2,baseline,plus_both,fpir,query,2000,8972,0.19783794440428468,0.19783794440428468,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1319,1305,1197,60423,-0.00023169984939509788,-0.0008558706815442492,0.0004004958459508985,0,0.2,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.19783794440428468,0.19783794440428468,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
35953,35971,33994,121736,0.00014786094499572846,-0.0008707366760859565,0.0011664585660774135,0,0.3,baseline,plus_outside,fpir,query,2000,8972,0.2953358086350792,0.29548366958007494,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2105,2097,1970,60423,-0.00013239991394005594,-0.0007495020416187973,0.0004752241500586271,0,0.3,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.2953358086350792,0.29548366958007494,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
35953,35952,35687,121736,-8.214496944207137e-06,-0.0003860813563777354,0.00034500887165669973,0,0.3,baseline,plus_entropy,fpir,query,2000,8972,0.2953358086350792,0.295327594138135,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2105,2111,2091,60423,9.929993545504196e-05,-9.602319921451957e-05,0.0002964429594456299,0,0.3,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.2953358086350792,0.295327594138135,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
35953,36016,33994,121736,0.0005175133074850496,-0.0004848606821318259,0.0015443254255109416,0,0.3,baseline,plus_both,fpir,query,2000,8972,0.2953358086350792,0.29585332194256425,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2105,2101,1972,60423,-6.619995697002797e-05,-0.000676254553490172,0.0005502480927656325,0,0.3,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.2953358086350792,0.29585332194256425,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1207,1295,1046,121736,0.0007228757310902281,0.0003860813563777354,0.0010514556088585135,1,0.01,baseline,plus_outside,fpir,query,2000,8972,0.009914897811658014,0.010637773542748242,149,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
48,42,38,60423,-9.929993545504196e-05,-0.00022884851651633537,1.6359135568066305e-05,1,0.01,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.009914897811658014,0.010637773542748242,149,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1207,1178,1046,121736,-0.00023822041138200697,-0.0005092988105408425,4.1072484721035685e-05,1,0.01,baseline,plus_entropy,fpir,query,2000,8972,0.009914897811658014,0.009676677400276007,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
48,51,46,60423,4.964996772752098e-05,-3.4273823581809625e-05,0.00015089740492547067,1,0.01,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.009914897811658014,0.009676677400276007,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1207,1234,943,121736,0.0002217914174935927,-0.00018071893277255702,0.000599863639350725,1,0.01,baseline,plus_both,fpir,query,2000,8972,0.009914897811658014,0.010136689229151606,149,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
48,45,38,60423,-4.964996772752098e-05,-0.0001873951692598416,8.176797070704534e-05,1,0.01,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.009914897811658014,0.010136689229151606,149,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
6151,6029,5366,121736,-0.0010021686271932707,-0.001626470394953013,-0.00036965236248932116,1,0.05,baseline,plus_outside,fpir,query,2000,8972,0.050527370703818096,0.04952520207662483,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
215,216,179,60423,1.6549989242506992e-05,-0.0003235149711876875,0.0003575857482620437,1,0.05,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.050527370703818096,0.04952520207662483,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
6151,6192,5705,121736,0.0003367943747124926,-0.00013964644805152134,0.0008380840507327319,1,0.05,baseline,plus_entropy,fpir,query,2000,8972,0.050527370703818096,0.05086416507853059,149,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
215,231,206,60423,0.0002647998278801119,6.877032425865958e-05,0.0004790025401500128,1,0.05,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.050527370703818096,0.05086416507853059,149,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
6151,6089,5262,121736,-0.0005092988105408425,-0.001199316553854242,0.00014806630741933253,1,0.05,baseline,plus_both,fpir,query,2000,8972,0.050527370703818096,0.050018071893277255,149,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
215,229,186,60423,0.00023169984939509788,-0.00014014610148804942,0.0006328856476095558,1,0.05,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.050527370703818096,0.050018071893277255,149,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
11610,11776,10526,121736,0.0013636064927383847,0.0005750147860944996,0.002111125714661234,1,0.1,baseline,plus_outside,fpir,query,2000,8972,0.09537030952224486,0.09673391601498324,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
518,527,438,60423,0.00014894990318256292,-0.00043910740422368317,0.0007683829127244497,1,0.1,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.09537030952224486,0.09673391601498324,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
11610,11736,11024,121736,0.0010350266149700992,0.00043516297561937343,0.001626470394953013,1,0.1,baseline,plus_entropy,fpir,query,2000,8972,0.09537030952224486,0.09640533613721496,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
518,523,481,60423,8.274994621253496e-05,-0.00019425075393019551,0.00037061380199260156,1,0.1,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.09537030952224486,0.09640533613721496,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
11610,11782,10296,121736,0.0014128934744036276,0.0005585857922060854,0.002283630150489584,1,0.1,baseline,plus_both,fpir,query,2000,8972,0.09537030952224486,0.09678320299664848,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
518,552,444,60423,0.0005626996342452378,-0.00011889045324890704,0.001337105976763742,1,0.1,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.09537030952224486,0.09678320299664848,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
23103,23175,21377,121736,0.0005914437799829139,-0.0003205707432476832,0.0015525399224551489,1,0.2,baseline,plus_outside,fpir,query,2000,8972,0.18977952290201747,0.1903709666820004,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1277,1266,1161,60423,-0.0001820498816675769,-0.0007638209475001503,0.0003988077032316049,1,0.2,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.18977952290201747,0.1903709666820004,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
23103,23044,22563,121736,-0.00048465531970822107,-0.0010023739896168756,4.127784714463974e-05,1,0.2,baseline,plus_entropy,fpir,query,2000,8972,0.18977952290201747,0.18929486758230926,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1277,1269,1243,60423,-0.00013239991394005594,-0.00037174183705553033,0.00010256174397645036,1,0.2,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.18977952290201747,0.18929486758230926,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
23103,23204,21297,121736,0.0008296641913649208,-0.0001560754419399356,0.0018156091870933813,1,0.2,baseline,plus_both,fpir,query,2000,8972,0.18977952290201747,0.1906091870933824,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1277,1257,1153,60423,-0.00033099978485013986,-0.0009617616641557643,0.0002772899269922762,1,0.2,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.18977952290201747,0.1906091870933824,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
34811,34808,32741,121736,-2.464349083262141e-05,-0.0010680899651705326,0.001018597621081685,1,0.3,baseline,plus_outside,fpir,query,2000,8972,0.28595485312479463,0.28593020963396204,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2046,2034,1912,60423,-0.00019859987091008392,-0.0007856755234834408,0.0003823333487487187,1,0.3,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.28595485312479463,0.28593020963396204,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
34811,34794,34740,121736,-0.00013964644805152134,-0.00032036538082407835,3.2857987776828546e-05,1,0.3,baseline,plus_entropy,fpir,query,2000,8972,0.28595485312479463,0.2858152066767431,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2046,2043,2040,60423,-4.964996772752098e-05,-0.00014981943805911961,4.662316005674535e-05,1,0.3,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.28595485312479463,0.2858152066767431,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
34811,34871,32774,121736,0.0004928698166524282,-0.0005175133074850496,0.0015363162909903386,1,0.3,baseline,plus_both,fpir,query,2000,8972,0.28595485312479463,0.28644772294144705,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2046,2033,1909,60423,-0.0002151498601525909,-0.0008113696213983331,0.0003830961096233764,1,0.3,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.28595485312479463,0.28644772294144705,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1293,1309,1100,121736,0.00013143195110731419,-0.00020536242360517842,0.0004517973319313925,2,0.01,baseline,plus_outside,fpir,query,2000,8972,0.010621344548859829,0.010752776499967143,149,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
46,40,36,60423,-9.929993545504196e-05,-0.0002295529784717486,1.5950884085765487e-05,2,0.01,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.010621344548859829,0.010752776499967143,149,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1293,1251,1122,121736,-0.00034500887165669973,-0.0006327216271275544,-6.571597555365709e-05,2,0.01,baseline,plus_entropy,fpir,query,2000,8972,0.010621344548859829,0.010276335677203128,149,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
46,47,43,60423,1.6549989242506992e-05,-6.763157273222471e-05,0.00010017491330523792,2,0.01,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.010621344548859829,0.010276335677203128,149,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1293,1284,991,121736,-7.393047249786423e-05,-0.00048465531970822107,0.00032036538082407835,2,0.01,baseline,plus_both,fpir,query,2000,8972,0.010621344548859829,0.010547414076361963,149,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
46,42,35,60423,-6.619995697002797e-05,-0.00020271268540717453,6.282815649136776e-05,2,0.01,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.010621344548859829,0.010547414076361963,149,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
6105,6046,5411,121736,-0.00048465531970822107,-0.001076099099691135,0.00013143195110731419,2,0.05,baseline,plus_outside,fpir,query,2000,8972,0.05014950384438457,0.04966484852467635,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
214,210,178,60423,-6.619995697002797e-05,-0.0003764882368437096,0.0002426163963093524,2,0.05,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.05014950384438457,0.04966484852467635,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
6105,6167,5678,121736,0.0005092988105408425,1.6428993888414273e-05,0.0010103831241374778,2,0.05,baseline,plus_entropy,fpir,query,2000,8972,0.05014950384438457,0.050658802654925415,149,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
214,232,206,60423,0.00029789980636512584,9.177026425300241e-05,0.0005201986755646685,2,0.05,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.05014950384438457,0.050658802654925415,149,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
6105,6024,5203,121736,-0.0006653742524807781,-0.0013473828612735753,-2.464349083262141e-05,2,0.05,baseline,plus_both,fpir,query,2000,8972,0.05014950384438457,0.04948412959190379,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
214,222,181,60423,0.00013239991394005594,-0.00022092913062183157,0.0005407257990814624,2,0.05,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.05014950384438457,0.04948412959190379,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
11655,11757,10601,121736,0.0008378786883091279,6.551061313005228e-05,0.0015773887757113744,2,0.1,baseline,plus_outside,fpir,query,2000,8972,0.09573996188473417,0.0965778405730433,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
507,524,441,60423,0.0002813498171226189,-0.0002492091052798387,0.0008450928911872969,2,0.1,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.09573996188473417,0.0965778405730433,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
11655,11755,11063,121736,0.0008214496944207137,0.00023000591443779982,0.0014213133337714387,2,0.1,baseline,plus_entropy,fpir,query,2000,8972,0.09573996188473417,0.09656141157915489,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
507,524,474,60423,0.0002813498171226189,-3.271828791016024e-05,0.0006063631815146725,2,0.1,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.09573996188473417,0.09656141157915489,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
11655,11769,10368,121736,0.0009364526516396136,7.393047249786423e-05,0.001799180193204967,2,0.1,baseline,plus_both,fpir,query,2000,8972,0.09573996188473417,0.0966764145363738,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
507,546,443,60423,0.0006454495804577728,3.206807764879027e-05,0.0013634565198946892,2,0.1,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.09573996188473417,0.0966764145363738,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
23364,23387,21690,121736,0.00018893342971676414,-0.0007639482158112637,0.001142020437668396,2,0.2,baseline,plus_outside,fpir,query,2000,8972,0.19192350660445553,0.1921124400341723,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1280,1264,1168,60423,-0.0002647998278801119,-0.0008462246270233887,0.00031451894416798556,2,0.2,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.19192350660445553,0.1921124400341723,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
23364,23236,22720,121736,-0.0010514556088585135,-0.0016186666228560154,-0.0005339423013734639,2,0.2,baseline,plus_entropy,fpir,query,2000,8972,0.19192350660445553,0.19087205099559704,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1280,1268,1240,60423,-0.00019859987091008392,-0.0004849087000262154,6.664364737626454e-05,2,0.2,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.19192350660445553,0.19087205099559704,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
23364,23298,21529,121736,-0.000542156798317671,-0.0015281017940461323,0.00041914470657816803,2,0.2,baseline,plus_both,fpir,query,2000,8972,0.19192350660445553,0.19138134980613788,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1280,1257,1157,60423,-0.00038064975257766083,-0.0010096007066294544,0.00020261538205774182,2,0.2,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.19192350660445553,0.19138134980613788,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
34942,34959,33026,121736,0.00013964644805152134,-0.0008054314253795091,0.0011582440691332062,2,0.3,baseline,plus_outside,fpir,query,2000,8972,0.28703095222448577,0.2871705986725373,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2051,2046,1929,60423,-8.274994621253496e-05,-0.0006313530511757464,0.00048784665913961214,2,0.3,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.28703095222448577,0.2871705986725373,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
34942,34958,34740,121736,0.00013143195110731419,-0.00020556778602878325,0.00046001182887559964,2,0.3,baseline,plus_entropy,fpir,query,2000,8972,0.28703095222448577,0.2871623841755931,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2051,2054,2042,60423,4.964996772752098e-05,-0.0001108525030397124,0.00021264246098203483,2,0.3,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.28703095222448577,0.2871623841755931,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
34942,34960,33014,121736,0.00014786094499572846,-0.0007887970690674899,0.001142020437668396,2,0.3,baseline,plus_both,fpir,query,2000,8972,0.28703095222448577,0.2871788131694815,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2051,2043,1924,60423,-0.00013239991394005594,-0.000697579520017425,0.00043801780015892736,2,0.3,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.28703095222448577,0.2871788131694815,149,True,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1300,1353,1090,121736,0.00043536833804297826,6.551061313005228e-05,0.0007723680751790748,3,0.01,baseline,plus_outside,fpir,query,2000,8972,0.010678846027469277,0.011114214365512257,149,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
50,41,38,60423,-0.00014894990318256292,-0.00029907642071946573,-2.9657094440776174e-05,3,0.01,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.010678846027469277,0.011114214365512257,149,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1300,1280,1143,121736,-0.00016428993888414274,-0.00042715384109877114,0.00011500295721889991,3,0.01,baseline,plus_entropy,fpir,query,2000,8972,0.010678846027469277,0.010514556088585135,149,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
50,51,47,60423,1.6549989242506992e-05,-6.773877911522772e-05,0.00010129502522261077,3,0.01,baseline,plus_entropy,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.010678846027469277,0.010514556088585135,149,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
1300,1343,1008,121736,0.0003532233686009069,-6.571597555365709e-05,0.0007639482158112637,3,0.01,baseline,plus_both,fpir,query,2000,8972,0.010678846027469277,0.011032069396070184,149,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
50,44,39,60423,-9.929993545504196e-05,-0.00024158430255196805,1.6851109001193876e-05,3,0.01,baseline,plus_both,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.010678846027469277,0.011032069396070184,149,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
6191,6143,5434,121736,-0.0003942958533219426,-0.0010188029835052899,0.0002464349083262141,3,0.05,baseline,plus_outside,fpir,query,2000,8972,0.05085595058158638,0.05046165472826444,149,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
220,217,180,60423,-4.964996772752098e-05,-0.0003848274128991817,0.0002861046152725967,3,0.05,baseline,plus_outside,tpir_at_rank_k,mated_identity_cluster,2000,8972,0.05085595058158638,0.05046165472826444,149,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
6191,6269,5728,121736,0.0006407307616481567,9.836860090688083e-05,0.001141815075244792,3,0.05,baseline,plus_entropy,fpir,query,2000,8972,0.05085595058158638,0.05149668134323454,149,False,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
