method,target_fpir,split_count,target_met_split_count,fpir_min,fpir_median,fpir_max,tpir_min,tpir_median,tpir_max,fallback_count_min,fallback_count_max,fallback_fraction_max,faithfulness_status,strong_faithfulness_pass,faithfulness_policy,fallback_policy
baseline,0.01,20,1,0.009914897811658014,0.010654202536636657,0.011097785371623842,0.0007281995266703076,0.0007778494943978286,0.0008771494298528706,0,0,0.0,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
baseline,0.05,20,3,0.04839981599526845,0.05072451863047907,0.052055267135440626,0.0034092977839564405,0.0035913476656240172,0.003756847558049087,0,0,0.0,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
baseline,0.1,20,20,0.09087697969376356,0.09810162975619373,0.09937076953407373,0.007993644804130878,0.008837694255498733,0.008970094169438789,0,0,0.0,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
baseline,0.2,20,20,0.1853108365643688,0.1945110731418808,0.1980761648156667,0.020720586531618755,0.02156463598298661,0.02206113566026182,0,0,0.0,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
baseline,0.3,20,20,0.27941611355720575,0.2912696326476967,0.2953358086350792,0.03305032851728646,0.03453155255449084,0.03500322724790229,0,0,0.0,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_both,0.01,20,2,0.009849181836104356,0.010888315699546559,0.01113064335940067,0.0006619995697002797,0.0007199245320490542,0.0007778494943978286,149,149,0.0008179667213807718,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_both,0.05,20,6,0.047865873693894986,0.05058076493395544,0.05184990471183545,0.0035913476656240172,0.0037816725419128477,0.003922347450474158,149,149,0.0008179667213807718,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_both,0.1,20,18,0.0903430373923901,0.09867664454228822,0.10032365117960176,0.008390844545951045,0.009301093954288929,0.009598993760654055,149,149,0.0008179667213807718,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_both,0.2,20,20,0.18510547414076362,0.1952010908851942,0.19896333048564105,0.020108236929645997,0.021258461182000234,0.02169703589692667,149,149,0.0008179667213807718,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_both,0.3,20,20,0.280180061773017,0.29150374581060656,0.29585332194256425,0.033000678549558946,0.03436605266206577,0.03487082733396223,149,149,0.0008179667213807718,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_entropy,0.01,20,3,0.009676677400276007,0.010432411119143063,0.010826706972465006,0.0007612995051553217,0.0007943994836403357,0.0008605994406103636,149,149,0.0008179667213807718,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_entropy,0.05,20,2,0.04815338108694223,0.05125846093185253,0.052334560031543666,0.0035416976978964966,0.00388097247736789,0.003955447428959171,149,149,0.0008179667213807718,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_entropy,0.1,20,19,0.09156699743707696,0.0984096733916015,0.10003614378655451,0.008175694685798453,0.008837694255498733,0.009019744137166311,149,149,0.0008179667213807718,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_entropy,0.2,20,20,0.18478510875993953,0.19411267004008675,0.19783794440428468,0.02062128659616371,0.02146533604753157,0.022028035681776807,149,149,0.0008179667213807718,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_entropy,0.3,20,20,0.27939147006637316,0.29104373398173095,0.295327594138135,0.03305032851728646,0.034531552554490835,0.03497012726941728,149,149,0.0008179667213807718,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_outside,0.01,20,1,0.009947755799434842,0.0109334954327397,0.011286718801340606,0.0006123496019727587,0.0006702745643215332,0.0007447495159128147,149,149,0.0008179667213807718,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_outside,0.05,20,7,0.04761122428862456,0.050597193927843856,0.05138167838601564,0.0034258477731989472,0.0035913476656240172,0.003756847558049087,149,149,0.0008179667213807718,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_outside,0.1,20,16,0.09026089242294802,0.09871771702700927,0.10038115265821121,0.008175694685798453,0.008912169207090016,0.00918524402959138,149,149,0.0008179667213807718,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_outside,0.2,20,20,0.18499868568048894,0.19509430242491949,0.19869225208648222,0.020273736822071065,0.021316386144349005,0.021763235853896695,149,149,0.0008179667213807718,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
plus_outside,0.3,20,20,0.28032792271801277,0.2913065978839456,0.2955822435434054,0.03306687850652897,0.03434122767820201,0.03473842742002218,149,149,0.0008179667213807718,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
