partition_seed,target_fpir,method,split,partition,route,query_count,mated_count,non_mated_count,false_accept_count,true_identification_at_rank_k_count,tpir_available,realized_fpir,tpir_at_rank_k,faithfulness_status,strong_faithfulness_pass,faithfulness_policy,fallback_policy
0,0.01,baseline,calibration,fit,baseline,109703,42639,67064,649,,False,0.009677323154002148,,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,baseline,calibration,safety,baseline,50705,18944,31761,317,,False,0.009980794055602784,,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,baseline,test,test,baseline,182159,60423,121736,1326,52.0,True,0.010892422948018664,0.0008605994406103636,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,plus_outside,calibration,fit,saliency,109618,42614,67004,651,,False,0.009715837860426244,,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,plus_outside,calibration,fit,fiqa_fallback,85,25,60,3,,False,0.05,,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,plus_outside,calibration,safety,saliency,50662,18928,31734,317,,False,0.009989285939371022,,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,plus_outside,calibration,safety,fiqa_fallback,43,16,27,0,,False,0.0,,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,plus_outside,test,test,saliency,182010,60368,121642,1349,43.0,True,0.01108991960013811,0.0007122979061754572,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,plus_outside,test,test,fiqa_fallback,149,55,94,3,0.0,True,0.031914893617021274,0.0,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,plus_entropy,calibration,fit,saliency,109618,42614,67004,656,,False,0.009790460271028594,,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,plus_entropy,calibration,fit,fiqa_fallback,85,25,60,3,,False,0.05,,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,plus_entropy,calibration,safety,saliency,50662,18928,31734,317,,False,0.009989285939371022,,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,plus_entropy,calibration,safety,fiqa_fallback,43,16,27,0,,False,0.0,,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,plus_entropy,test,test,saliency,182010,60368,121642,1277,51.0,True,0.010498018776409464,0.0008448184468592631,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,plus_entropy,test,test,fiqa_fallback,149,55,94,3,0.0,True,0.031914893617021274,0.0,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,plus_both,calibration,fit,saliency,109618,42614,67004,669,,False,0.00998447853859471,,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,plus_both,calibration,fit,fiqa_fallback,85,25,60,3,,False,0.05,,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,plus_both,calibration,safety,saliency,50662,18928,31734,317,,False,0.009989285939371022,,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,plus_both,calibration,safety,fiqa_fallback,43,16,27,0,,False,0.0,,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
0,0.01,plus_both,test,test,saliency,182010,60368,121642,1340,47.0,True,0.011015931997172029,0.0007785581765173602,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
