schema_version,metric_contract,rank_k,model_uid,method,target_fpir,score_space,test_probe_count,test_non_mated_count,test_mated_count,false_accept_count,true_identification_at_rank_k_count,realized_fpir,fpir_wilson95_low,fpir_wilson95_high,tpir_at_rank_k,tpir_at_rank_k_wilson95_low,tpir_at_rank_k_wilson95_high,target_met_on_test,target_met_by_wilson_upper,threshold_fit_on_test,fallback_query_count,fallback_query_fraction,saliency_branch_enabled,partition_seed,tpir_cluster95_low,tpir_cluster95_high,faithfulness_status,strong_faithfulness_pass,faithfulness_policy,fallback_policy
2,genuine-score-topk-v2,20,continuous-threshold-349761cce2ea3a1607684ae6,baseline,0.01,negative_squared_l2_adc,182159,121736,60423,1326,52,0.010892422948018664,0.010324588999831893,0.011491124138902974,0.0008605994406103636,0.0006563861212638658,0.0011282754002916707,False,False,False,0,0.0,False,0,0.00047694378462871255,0.001364244030271185,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,saliency-fallback-2fd91e782c57c24442047776,plus_outside,0.01,negative_squared_l2_adc,182159,121736,60423,1352,43,0.01110599986856805,0.010532536318516642,0.011710317182624476,0.0007116495374278007,0.0005284105383229082,0.000958370114972014,False,False,False,149,0.0008179667213807718,True,0,0.0003759059088424564,0.00115915965687131,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,saliency-fallback-b4782799741bed2620970629,plus_entropy,0.01,negative_squared_l2_adc,182159,121736,60423,1280,51,0.010514556088585135,0.009956823465349832,0.01110317980143552,0.0008440494513678566,0.000642073423590897,0.00110949022371346,False,False,False,149,0.0008179667213807718,True,0,0.00047578055596259766,0.0013357822115564382,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,saliency-fallback-e21251e3ba725bac635f317b,plus_both,0.01,negative_squared_l2_adc,182159,121736,60423,1343,47,0.011032069396070184,0.010460548181050973,0.01163444904079567,0.0007778494943978286,0.0005850460087779043,0.001034126141521735,False,False,False,149,0.0008179667213807718,True,0,0.0004181673171797784,0.0012485827730861854,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,continuous-threshold-9d8ba17410bb0f8566800cc0,baseline,0.05,negative_squared_l2_adc,182159,121736,60423,6313,217,0.051858119208779654,0.05062658514864644,0.053117935194702474,0.0035913476656240172,0.0031449040031601237,0.00410090676984001,False,False,False,0,0.0,False,0,0.002654647358951964,0.00469837620665856,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,saliency-fallback-43af2af11f2cc4d2b61e1516,plus_outside,0.05,negative_squared_l2_adc,182159,121736,60423,6251,221,0.05134882039823881,0.0501231005905033,0.05260285427326147,0.0036575476225940455,0.0032067495849882593,0.004171452685016592,False,False,False,149,0.0008179667213807718,True,0,0.002690943002426231,0.004756767923485698,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,saliency-fallback-8c8dca8b49d63fc420acde46,plus_entropy,0.05,negative_squared_l2_adc,182159,121736,60423,6331,236,0.05200598015377538,0.05077276436215792,0.05326746853977992,0.00390579746123165,0.0034390135959058805,0.0044356567878666596,False,False,False,149,0.0008179667213807718,True,0,0.002928332312688693,0.005064912425891958,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,saliency-fallback-db766bb78a7b12ed0d23da98,plus_both,0.05,negative_squared_l2_adc,182159,121736,60423,6236,230,0.0512256029440757,0.0500012948813221,0.05247823285028522,0.0038064975257766083,0.0033460448261057128,0.0043300383121597525,False,False,False,149,0.0008179667213807718,True,0,0.002819140751522333,0.0049555620211397386,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,continuous-threshold-78c9a33058b97f0995cc89c3,baseline,0.1,negative_squared_l2_adc,182159,121736,60423,12097,541,0.09937076953407373,0.09770288090668491,0.1010639415965773,0.008953544180196282,0.008233047354140703,0.009736474676241547,True,False,False,0,0.0,False,0,0.006847857533063695,0.011391195152043402,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,saliency-fallback-b0143eec0d2092ed1fe3387f,plus_outside,0.1,negative_squared_l2_adc,182159,121736,60423,12174,549,0.10000328579877768,0.09833062974784958,0.10170118536715424,0.00908594409413634,0.008359961650581288,0.009874343373810398,False,False,False,149,0.0008179667213807718,True,0,0.006947855089259719,0.011459811295335149,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,saliency-fallback-027c136af2423f75520d2d9e,plus_entropy,0.1,negative_squared_l2_adc,182159,121736,60423,12178,545,0.10003614378655451,0.0983632406472622,0.10173428836965026,0.009019744137166311,0.008296499347304807,0.009805414180082161,False,False,False,149,0.0008179667213807718,True,0,0.006864940967443852,0.011524674662246414,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,saliency-fallback-7ebe21d13ab787ee3c68ba5d,plus_both,0.1,negative_squared_l2_adc,182159,121736,60423,12189,564,0.10012650325294079,0.0984529209099503,0.10182532133721096,0.009334193932773944,0.008598035236382919,0.010132737901776457,False,False,False,149,0.0008179667213807718,True,0,0.007076842513276172,0.011902116831053603,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,continuous-threshold-b0bcaf5faa66d797b0f8ec72,baseline,0.2,negative_squared_l2_adc,182159,121736,60423,24084,1319,0.19783794440428468,0.19560967773313462,0.20008528031488568,0.021829435810866722,0.02069434165351153,0.02302532654428827,True,False,False,0,0.0,False,0,0.01697163389863475,0.027428418976163996,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,saliency-fallback-b30318a80a828c288be14944,plus_outside,0.2,negative_squared_l2_adc,182159,121736,60423,24062,1300,0.19765722547151213,0.19542973483218234,0.19990379675534037,0.02151498601525909,0.020388144556395347,0.022702664030632046,True,True,False,149,0.0008179667213807718,True,0,0.01675181957481179,0.026893132550888463,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,saliency-fallback-13b9435e4ad0b7bac4350f0d,plus_entropy,0.2,negative_squared_l2_adc,182159,121736,60423,24058,1319,0.1976243674837353,0.19539701801909748,0.19987079966651655,0.021829435810866722,0.02069434165351153,0.02302532654428827,True,True,False,149,0.0008179667213807718,True,0,0.01692396873424558,0.02741589652415129,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,saliency-fallback-69d35b92a332e5a5d8958355,plus_both,0.2,negative_squared_l2_adc,182159,121736,60423,24084,1305,0.19783794440428468,0.19560967773313462,0.20008528031488568,0.021597735961471624,0.02046871654660715,0.022787581411676142,True,False,False,149,0.0008179667213807718,True,0,0.01690065548342434,0.027016028523316304,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,continuous-threshold-000534a8b925e1d854ebb005,baseline,0.3,negative_squared_l2_adc,182159,121736,60423,35953,2105,0.2953358086350792,0.2927796582621319,0.29790487522434117,0.034837727355477216,0.033404963134511155,0.03632963422471564,True,True,False,0,0.0,False,0,0.028183735407515,0.042303247654049886,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,saliency-fallback-04139cfcdf0e2fc6c06bf6ca,plus_outside,0.3,negative_squared_l2_adc,182159,121736,60423,35971,2097,0.29548366958007494,0.2929271420859529,0.29805310395910917,0.03470532744153716,0.03327525169298204,0.03619456267223532,True,True,False,149,0.0008179667213807718,True,0,0.027965434191338075,0.04206990587762279,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,saliency-fallback-288cf81d8c6553b843d553d9,plus_entropy,0.3,negative_squared_l2_adc,182159,121736,60423,35952,2111,0.295327594138135,0.2927714647258446,0.2978966402851513,0.03493702729093226,0.033502250433995795,0.036430934170738075,True,True,False,149,0.0008179667213807718,True,0,0.028290979728498356,0.04249016088514132,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,saliency-fallback-69766c8c7c68459b28ae9e77,plus_both,0.3,negative_squared_l2_adc,182159,121736,60423,36016,2101,0.29585332194256425,0.293295853059369,0.2984236743821653,0.03477152739850719,0.03334010670386881,0.03626209915835326,True,True,False,149,0.0008179667213807718,True,0,0.028037554696845934,0.042188355217159704,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
2,genuine-score-topk-v2,20,continuous-threshold-2b718aeddef4f853b7da0c9a,baseline,0.01,negative_squared_l2_adc,182159,121736,60423,1207,48,0.009914897811658014,0.009373587321344305,0.010487137235608113,0.0007943994836403357,0.000599268008606345,0.001053002015944474,True,False,False,0,0.0,False,1,0.0004328234787852073,0.0012746361659356593,failed,False,diagnostic_only,invalid-saliency-fiqa-only-joint-safety-v1
